num_opportunities,EMP_2016,EMP_2016,,ERP_2016,,
1,304694.0583,304694.0583,0,0.00010299,6.83E-06,"46,139"
2,396846.7274,390046.5602,6800.1672,0.00010299,8.90E-06,
3,534205.9668,505826.8442,28379.1226,0.00010299,1.20E-05,
4,579566.4749,553774.2947,25792.1802,58.99529221,7.44E+00,
5,575270.2584,546404.6757,28865.5827,142.8118795,1.79E+01,
6,344089.3011,342568.3747,1520.9264,48.40819099,3.63E+00,
7,452834.1946,447450.1412,5384.0534,178.3730884,1.76E+01,
8,401403.1289,395243.7645,6159.3644,62.80657353,5.49E+00,
9,297697.6284,297697.6284,0,377.5755298,2.45E+01,
10,380613.9066,379092.9802,1520.9264,92.57474947,7.67E+00,
11,338057.8206,337462.8743,594.9463,0.00010299,7.58E-06,
12,361709.9371,357991.3728,3718.5643,24.53771006,1.93E+00,
13,449616.4234,436547.7296,13068.6938,32.26452915,3.16E+00,
14,496891.7018,477278.1014,19613.6004,14.29122678,1.55E+00,
15,387095.1824,380423.7929,6671.3895,26.29969088,2.22E+00,
16,512866.9272,500344.1017,12522.8255,0.00010299,1.15E-05,
17,407341.2065,405817.6646,1523.5419,0.00010299,9.13E-06,
18,466321.7113,445777.7329,20543.9784,56.94404446,5.78E+00,
19,468729.4385,450878.0229,17851.4156,373.1507618,3.81E+01,
20,519795.164,502288.8218,17506.3422,73.75688622,8.35E+00,
21,560160.4953,541738.3903,18422.105,12.42697009,1.52E+00,
22,579905.317,562585.6056,17319.7114,0.00010299,1.30E-05,
23,573736.1282,564141.6281,9594.5001,312.8469003,3.91E+01,
24,527104.0413,498597.9307,28506.1106,181.1260925,2.08E+01,
25,591463.633,560605.3394,30858.2936,7.067088463,9.10E-01,
26,647515.9418,634663.1488,12852.793,6.464326556,9.11E-01,
27,585659.3934,555934.6265,29724.7669,208.3514625,2.66E+01,
28,601179.6019,568716.8324,32462.7695,289.3970132,3.79E+01,
29,639062.7322,603337.1555,35725.5767,0.642453825,8.94E-02,
30,614268.5646,575646.0563,38622.5083,27.62682143,3.70E+00,
31,608912.89,586446.7496,22466.1404,16.333015,2.17E+00,
32,611186.011,598863.0038,12323.0072,266.4666687,3.55E+01,
33,612910.0648,601496.3446,11413.7202,0.00010299,1.37E-05,
34,611272.7716,599859.0514,11413.7202,27.43729271,3.65E+00,
35,475641.9528,468243.0805,7398.8723,13.848952,1.43E+00,
36,630032.3707,601905.5411,28126.8296,0.00010299,1.41E-05,
37,665738.9497,632414.4599,33324.4898,0.00010299,1.49E-05,
38,657597.8002,631246.8685,26350.9317,0.642446818,9.20E-02,
39,662562.3313,634500.606,28061.7253,0.00010299,1.49E-05,
40,689695.9376,654875.7723,34820.1653,82.63511608,1.24E+01,
41,653198.8384,625705.835,27493.0034,6.083398538,8.65E-01,
42,647875.8984,623032.6353,24843.2631,0.00010299,1.45E-05,
43,626216.2226,613221.0454,12995.1772,0.00010299,1.40E-05,
44,635157.3867,623289.3715,11868.0152,0.00010299,1.42E-05,
45,635239.3707,623978.8483,11260.5224,179.8712483,2.49E+01,
46,712909.5065,683647.9528,29261.5537,92.55002448,1.44E+01,
47,743692.0488,706893.607,36798.4418,242.9354251,3.93E+01,
48,725160.2216,683325.0021,41835.2195,12.38459587,1.96E+00,
49,675255.8854,640322.7299,34933.1555,16.65509752,2.45E+00,
50,668370.3441,646642.7264,21727.6177,0.00010299,1.50E-05,
51,656644.4879,636716.8662,19927.6217,14.51982728,2.08E+00,
52,677162.3711,654341.8126,22820.5585,0.00010299,1.52E-05,
53,587750.9837,558219.8077,29531.176,0.608113496,7.78E-02,
54,676224.4042,657888.6731,18335.7311,1.851264205,2.73E-01,
55,692255.9143,667430.5675,24825.3468,1.110747196,1.67E-01,
56,729691.312,703969.0635,25722.2485,13.10067463,2.08E+00,
57,751902.1527,716864.3889,35037.7638,49.9156758,8.17E+00,
58,720512.0891,686818.1742,33693.9149,0.796847896,1.25E-01,
59,676336.949,656568.6933,19768.2557,0.00010299,1.52E-05,
60,667257.9239,659034.6986,8223.2253,46.75710141,6.79E+00,
61,701693.4097,680583.8254,21109.5843,0.00010299,1.57E-05,
62,675244.3595,655803.6002,19440.7593,91.76152943,1.35E+01,
63,717725.0718,665915.4592,51809.6126,30.11767072,4.71E+00,
64,307133.3531,279396.8028,27736.5503,3.195967297,2.14E-01,
65,558833.352,532611.4329,26221.9191,528.3963552,6.43E+01,
66,577364.1386,553286.8459,24077.2927,0.00010299,1.29E-05,
67,615215.5803,595570.2941,19645.2862,138.8149333,1.86E+01,
68,650166.1581,624702.1311,25464.027,0.00010299,1.46E-05,
69,676057.4214,649439.5988,26617.8226,54.51634872,8.02E+00,
70,644452.5117,618703.3539,25749.1578,74.44696069,1.04E+01,
71,689002.6561,662425.1484,26577.5077,0.00010299,1.55E-05,
72,647664.6516,624109.8986,23554.753,0.631209554,8.90E-02,
73,665755.4024,643838.2046,21917.1978,9.296291089,1.35E+00,
74,673006.7234,653928.6428,19078.0806,7.429876834,1.09E+00,
75,682620.959,661320.9548,21300.0042,0.00010299,1.53E-05,
76,700094.0129,675412.0045,24682.0084,2.12463254,3.24E-01,
77,724285.3058,696186.7067,28098.5991,15.48768274,2.44E+00,
78,638063.7895,559522.715,78541.0745,0.00010299,1.43E-05,
79,559030.3239,539763.7072,19266.6167,22.0473012,2.68E+00,
80,584828.6166,574092.8542,10735.7624,845.0590729,1.08E+02,
81,611730.496,601412.6483,10317.8477,102.2352226,1.36E+01,
82,642197.8761,628226.8848,13970.9913,11.77703801,1.65E+00,
83,637802.1344,622301.3076,15500.8268,0.631211547,8.77E-02,
84,648774.7335,635368.8418,13405.8917,23.94850525,3.38E+00,
85,657689.8355,643156.7817,14533.0538,0.00010299,1.47E-05,
86,687160.6693,664435.1375,22725.5318,1.586547553,2.37E-01,
87,717359.3513,681737.1961,35622.1552,0.00010299,1.61E-05,
88,595752.4999,540322.3715,55430.1284,440.0987338,5.71E+01,
89,539051.5751,500885.0621,38166.513,6.419590335,7.53E-01,
90,545973.0174,536905.2144,9067.803,6.116354161,7.27E-01,
91,524283.634,507687.767,16595.867,0.00010299,1.18E-05,
92,636864.2917,627792.0721,9072.2196,333.1503288,4.62E+01,
93,677104.8968,670392.4284,6712.4684,230.0699412,3.39E+01,
94,702537.8393,694974.4536,7563.3857,55.34771426,8.47E+00,
95,719148.8014,709154.7273,9994.0741,6.11624361,9.58E-01,
96,712800.3194,703359.3441,9440.9753,45.55049807,7.07E+00,
97,678870.5299,659982.8692,18887.6607,15.50459424,2.29E+00,
98,692469.9148,672796.6858,19673.229,53.49065266,8.06E+00,
99,666134.638,579723.3555,86411.2825,25.07363012,3.64E+00,
100,652829.9375,539643.7119,113186.2256,17.63874771,2.51E+00,
101,638290.0116,629217.792,9072.2196,135.3819332,1.88E+01,
102,649689.6099,642977.1416,6712.4683,287.0059773,4.06E+01,
103,748842.4166,738848.3426,9994.074,40.31551903,6.57E+00,
104,782972.1453,774605.9852,8366.1601,51.9605084,8.86E+00,
105,758602.0139,748468.6536,10133.3603,765.564986,1.26E+02,
106,719486.5286,709353.1683,10133.3603,0.00010299,1.61E-05,
107,701659.0781,681985.8491,19673.229,18.86468334,2.88E+00,
108,483318.8477,479547.3153,3771.5324,3.8538967,4.06E-01,
109,609144.4781,606152.3387,2992.1394,1615.752238,2.14E+02,
110,642500.2651,635787.7968,6712.4683,2041.139664,2.86E+02,
111,714124.3989,705289.561,8834.8379,819.0363561,1.27E+02,
112,755733.3762,746292.4009,9440.9753,0.00010299,1.69E-05,
113,706792.6938,699229.3081,7563.3857,725.5933355,1.12E+02,
114,652911.8784,646199.4101,6712.4683,97.40837708,1.38E+01,
115,687529.8943,679966.5086,7563.3857,543.2621322,8.13E+01,
116,703958.7133,695264.4258,8694.2875,191.8006225,2.94E+01,
117,587754.1328,584761.9934,2992.1394,1096.877077,1.40E+02,
118,640087.1431,632272.4081,7814.735,1537.346575,2.14E+02,
119,672059.9888,663612.8656,8447.1232,1733.533719,2.54E+02,
120,671809.5869,663586.3616,8223.2253,402.6870641,5.89E+01,
121,687826.8982,679236.8402,8590.058,0.00010299,1.54E-05,
122,678649.6772,668175.5527,10474.1245,725.7637604,1.07E+02,
123,639539.3263,626318.1718,13221.1545,267.1532931,3.72E+01,
124,629759.0913,614657.8192,15101.2721,616.9085712,8.46E+01,
125,551232.7299,549709.1881,1523.5418,32.23551107,3.87E+00,
126,578684.8078,577774.506,910.3018,124.2987941,1.57E+01,
127,619005.4325,617046.8799,1958.5526,26.36346757,3.55E+00,
128,640903.9987,637911.8593,2992.1394,2.925833985,4.08E-01,
129,662338.2556,654747.4184,7590.8372,47.58518228,6.86E+00,
130,646881.4962,639290.6589,7590.8373,988.8130299,1.39E+02,
131,625359.8149,616418.236,8941.5789,3289.806615,4.48E+02,
132,651147.5644,642089.0193,9058.5451,29.92842902,4.24E+00,
133,647044.2796,645309.6247,1734.6549,8.728155037,1.23E+00,
134,685585.3213,677362.096,8223.2253,38.0301172,5.68E+00,
135,620854.3679,617862.2285,2992.1394,981.5520766,1.33E+02,
136,491248.0083,487476.476,3771.5323,681.8316237,7.29E+01,
137,620854.3679,617862.2285,2992.1394,0.405635506,5.48E-02,
138,692574.5213,684073.3822,8501.1391,10.63032909,1.60E+00,
139,663923.1299,661278.1732,2644.9567,0.00010299,1.49E-05,
140,617134.8287,617134.8287,0,0.00010299,1.38E-05,
141,589597.3249,588073.7831,1523.5418,15.2984667,1.96E+00,
142,657722.8756,654730.7362,2992.1394,365.1748832,5.23E+01,
143,699235.4416,691644.6044,7590.8372,0.00010299,1.57E-05,
144,589337.8661,589337.8661,0,1119.399227,1.44E+02,
145,702678.3482,695087.511,7590.8372,56.6822071,8.67E+00,
146,765371.1024,757147.877,8223.2254,140.1721887,2.34E+01,
147,16745.5369,16745.5369,0,0.00010299,3.76E-07,
148,83546.30351,83546.30351,0,0.00010299,1.87E-06,
149,555061.7667,528047.9274,27013.8393,802.8836932,9.70E+01,
150,548911.9543,521584.0769,27327.8774,0.00010299,1.23E-05,
151,496901.7633,432159.6406,64742.1227,401.8165556,4.35E+01,
152,439451.0835,407131.117,32319.9665,3737.743639,3.58E+02,
153,533670.3563,478992.022,54678.3343,1510.146795,1.75E+02,
154,657279.4085,577520.0185,79759.39,1559.560076,2.23E+02,
155,573954.6595,507464.4423,66490.2172,943.8032282,1.18E+02,
156,495021.0634,461071.7162,33949.3472,3633.875283,3.92E+02,
157,443763.2894,428680.8886,15082.4008,3800.730356,3.67E+02,
158,402037.0128,402037.0128,0,3283.296511,2.87E+02,
159,491875.3943,491875.3943,0,1500.507026,1.61E+02,
160,553481.1527,552867.9127,613.24,875.2958609,1.05E+02,
161,706380.1579,676738.405,29641.7529,106.3106535,1.64E+01,
162,675892.8086,664079.1875,11813.6211,156.4057365,2.30E+01,
163,107454.0029,102828.5062,4625.4967,4206.023084,9.84E+01,
164,331514.8463,245372.5065,86142.3398,400.996756,2.89E+01,
165,488485.9663,394722.2434,93763.7229,1920.097246,2.04E+02,
166,277078.3322,277078.3322,0,1941.237516,1.17E+02,
167,185414.2069,185414.2069,0,3317.857257,1.34E+02,
168,590843.5524,548999.2747,41844.2777,962.3629579,1.24E+02,
169,524870.5761,477002.7311,47867.845,988.023129,1.13E+02,
170,510550.2894,489271.7854,21278.504,1398.124242,1.55E+02,
171,549586.2878,532755.7931,16830.4947,2755.475013,3.30E+02,
172,450909.2881,450180.6451,728.643,855.8816531,8.40E+01,
173,320642.5594,320642.5594,0,4026.921145,2.81E+02,
174,667624.243,648546.1624,19078.0806,0.00010299,1.50E-05,
175,586284.6506,481084.4472,105200.2034,416.7384014,5.32E+01,
176,604926.1004,586009.4383,18916.6621,396.9347117,5.23E+01,
177,629431.5252,614430.5337,15000.9915,431.3345821,5.91E+01,
178,567773.7137,543579.9625,24193.7512,1694.388197,2.09E+02,
179,524076.0967,494666.2238,29409.8729,2088.573095,2.38E+02,
180,427467.2953,388003.5332,39463.7621,3215.932292,2.99E+02,
181,572022.2641,554074.3813,17947.8828,154.03312,1.92E+01,
182,618652.5551,520149.024,98503.5311,1785.965084,2.41E+02,
183,528828.7986,419907.2677,108921.5309,559.8478427,6.45E+01,
184,635087.1566,531156.7638,103930.3928,733.0218813,1.01E+02,
