file,column,inferred_type,non_empty_sample_count,example_values
data/results_and_gis/Base Case Data/base LVAv2.csv,TZ16_NAME,text,500,Barangaroo_Headland Park; Barangaroo_Northern Cove; Barangaroo_Southern Cove
data/results_and_gis/Base Case Data/base LVAv2.csv,Tz16_Area,numeric,500,64884.12626; 74488.64591; 30794.77399
data/results_and_gis/Base Case Data/base LVAv2.csv,SA2_Name16,text,500,Sydney - Haymarket - The Rocks; Sydney - Haymarket - The Rocks; Sydney - Haymarket - The Rocks
data/results_and_gis/Base Case Data/base_case_30_mins.csv,num_opportunities,integer,500,1; 2; 3
data/results_and_gis/Base Case Data/base_case_30_mins.csv,EMP_2016,numeric,500,304694.05831676; 389946.27954734; 505826.84422898
data/results_and_gis/Base Case Data/base_case_60mins.csv,num_opportunities,integer,500,1; 2; 3
data/results_and_gis/Base Case Data/base_case_60mins.csv,EMP_2016,numeric,500,1108980.444872382; 1185730.010757112; 1338120.252436902
data/results_and_gis/Base Case Data/sa3_access.csv,SA3,text,44,Sydney Inner City; North Sydney - Mosman; Leichhardt
data/results_and_gis/Base Case Data/sa3_access.csv,PWA_30,numeric,44,342153.4394206101; 192394.9861007665; 122162.2917241765
data/results_and_gis/Base Case Data/sa3_access.csv,PWA_45,numeric,44,805671.6530428824; 586378.8621262902; 587086.8817053925
data/results_and_gis/Base Case Data/sa3_access.csv,PWA_60,numeric,44,1205422.4178466096; 997924.0339304685; 995130.561480654
data/results_and_gis/Base Case Data/sa3_access.csv,average,numeric,44,784415.836770034; 592232.6273858417; 568126.5783034078
data/results_and_gis/Base Case Data/sa4_access.csv,SA4,text,15,Sydney - City and Inner South; Sydney - Eastern Suburbs; Sydney - Inner West
data/results_and_gis/Base Case Data/sa4_access.csv,PWA_30,integer,14,"257,238; 65,780; 60,817"
data/results_and_gis/Base Case Data/sa4_access.csv,PWA_45,integer,14,"688,542; 348,176; 438,781"
data/results_and_gis/Base Case Data/sa4_access.csv,PWA_60,integer,14,"1,111,554; 741,563; 1,022,231"
data/results_and_gis/Base Case Data/sa4_access.csv,average,integer,14,"685,778; 385,173; 507,276"
data/results_and_gis/Base Case Data/sa4_access.csv,unnamed_6,integer,14,1; 3; 2
data/results_and_gis/Bradfield Proposal/30 Min accessibility.csv,num_opportunities,integer,500,1; 2; 3
data/results_and_gis/Bradfield Proposal/30 Min accessibility.csv,EMP_2016,numeric,500,304694.0583; 389946.2795; 508230.7839
data/results_and_gis/Bradfield Proposal/30 Min accessibility.csv,unnamed_3,numeric,500,304694.0583; 389946.2795; 505826.8442
data/results_and_gis/Bradfield Proposal/30 Min accessibility.csv,unnamed_4,numeric,500,0; 0; 2403.939688
data/results_and_gis/Bradfield Proposal/60 Min accessibility.csv,num_opportunities,integer,500,1; 2; 3
data/results_and_gis/Bradfield Proposal/60 Min accessibility.csv,EMP_2016,numeric,500,1125266.949278282; 1198396.755609242; 1343451.129396602
data/results_and_gis/Bradfield Proposal/60 Min accessibility.csv,unnamed_3,numeric,500,1108980.444872382; 1185730.010757112; 1338120.252436902
data/results_and_gis/Bradfield Proposal/60 Min accessibility.csv,unnamed_4,numeric,500,16286.50441; 12666.74485; 5330.87696
data/results_and_gis/Bradfield Proposal/Bradfield Full LVA v2.csv,num_opportunities,integer,500,1; 2; 3
data/results_and_gis/Bradfield Proposal/Bradfield Full LVA v2.csv,Base 30 Mins,numeric,500,304694.0583; 390046.5602; 505826.8442
data/results_and_gis/Bradfield Proposal/Bradfield Full LVA v2.csv,30 Mins,numeric,500,1.68E-05; -4.51E-05; 2.90E-05
data/results_and_gis/Bradfield Proposal/Bradfield Full LVA v2.csv,Base 45 Mins,numeric,500,637053.0488; 754544.0389; 912192.6289
data/results_and_gis/Bradfield Proposal/Bradfield Full LVA v2.csv,45 Mins,numeric,500,0; 7034.198669; 9406.770715
data/results_and_gis/Bradfield Proposal/Bradfield Full LVA v2.csv,Base 60 Mins,numeric,500,1099931.164; 1188749.677; 1336597.471
data/results_and_gis/Bradfield Proposal/Bradfield Full LVA v2.csv,60 Mins,numeric,500,14723.35605; 10887.85361; 4294.655836
data/results_and_gis/Bradfield Proposal/Bradfield Full LVA v2.csv,TZ16_CODE,integer,500,1; 2; 3
data/results_and_gis/Bradfield Proposal/Bradfield Full LVA v2.csv,unnamed_9,text,500,YES; YES; YES
data/results_and_gis/Bradfield Proposal/Bradfield Full LVA v2.csv,TZ16_NAME,text,500,Barangaroo_Headland Park; Barangaroo_Northern Cove; Barangaroo_Southern Cove
data/results_and_gis/Bradfield Proposal/Bradfield Full LVA v2.csv,Tz16_Area,numeric,500,64884.12626; 74488.64591; 30794.77399
data/results_and_gis/Bradfield Proposal/Bradfield_v2 30 min accessibility.csv,num_opportunities,integer,500,1; 2; 3
data/results_and_gis/Bradfield Proposal/Bradfield_v2 30 min accessibility.csv,EMP_2016,numeric,500,304694.0583; 390046.5602; 505826.8442
data/results_and_gis/Bradfield Proposal/Bradfield_v2 30 min accessibility.csv,unnamed_3,numeric,500,304694.0583; 390046.5602; 505826.8442
data/results_and_gis/Bradfield Proposal/Bradfield_v2 30 min accessibility.csv,unnamed_4,numeric,500,1.68E-05; -4.51E-05; 2.90E-05
data/results_and_gis/Bradfield Proposal/Bradfield_v2 30 min accessibility.csv,ERP_2016,numeric,500,0.00010299; 0.00010299; 0.00010299
data/results_and_gis/Bradfield Proposal/Bradfield_v2 30 min accessibility.csv,unnamed_6,numeric,500,6.83E-06; 8.75E-06; 1.13E-05
data/results_and_gis/Bradfield Proposal/Bradfield_v2 30 min accessibility.csv,unnamed_7,integer,1,"42,938"
data/results_and_gis/Bradfield Proposal/Bradfield_v2 45 min accessibility.csv,num_opportunities,integer,500,1; 2; 3
data/results_and_gis/Bradfield Proposal/Bradfield_v2 45 min accessibility.csv,EMP_2016,numeric,500,637053.0488; 761578.2376; 921599.3996
data/results_and_gis/Bradfield Proposal/Bradfield_v2 45 min accessibility.csv,unnamed_3,numeric,500,637053.0488; 754544.0389; 912192.6289
data/results_and_gis/Bradfield Proposal/Bradfield_v2 45 min accessibility.csv,unnamed_4,numeric,500,0; 7034.198669; 9406.770715
data/results_and_gis/Bradfield Proposal/Bradfield_v2 45 min accessibility.csv,ERP_2016,numeric,500,0.00010299; 0.00010299; 0.00010299
data/results_and_gis/Bradfield Proposal/Bradfield_v2 45 min accessibility.csv,unnamed_6,numeric,500,1.43E-05; 1.71E-05; 2.07E-05
data/results_and_gis/Bradfield Proposal/Bradfield_v2 45 min accessibility.csv,unnamed_7,integer,1,"181,332"
data/results_and_gis/Bradfield Proposal/Bradfield_v2 60 min accessibility.csv,num_opportunities,integer,500,1; 2; 3
data/results_and_gis/Bradfield Proposal/Bradfield_v2 60 min accessibility.csv,EMP_2016,numeric,500,1114654.52; 1199637.53; 1340892.127
data/results_and_gis/Bradfield Proposal/Bradfield_v2 60 min accessibility.csv,unnamed_3,numeric,500,1099931.164; 1188749.677; 1336597.471
data/results_and_gis/Bradfield Proposal/Bradfield_v2 60 min accessibility.csv,unnamed_4,numeric,500,14723.35605; 10887.85361; 4294.655836
data/results_and_gis/Bradfield Proposal/Bradfield_v2 60 min accessibility.csv,ERP_2016,numeric,500,0.00010299; 0.00010299; 0.00010299
data/results_and_gis/Bradfield Proposal/Bradfield_v2 60 min accessibility.csv,unnamed_6,numeric,500,2.50E-05; 2.69E-05; 3.01E-05
data/results_and_gis/Bradfield Proposal/Bradfield_v2 60 min accessibility.csv,unnamed_7,integer,1,"448,770"
data/results_and_gis/Bradfield Proposal/Stage 1/Bradfield Sydenham LVA v2.csv,num_opportunities,integer,500,1; 2; 3
data/results_and_gis/Bradfield Proposal/Stage 1/Bradfield Sydenham LVA v2.csv,Base 30 Mins,numeric,500,304694.0583; 390046.5602; 505826.8442
data/results_and_gis/Bradfield Proposal/Stage 1/Bradfield Sydenham LVA v2.csv,30 Mins,numeric,500,1.68E-05; -4.51E-05; 2.90E-05
data/results_and_gis/Bradfield Proposal/Stage 1/Bradfield Sydenham LVA v2.csv,Base 45 Mins,numeric,500,637053.0488; 754544.0389; 912192.6289
data/results_and_gis/Bradfield Proposal/Stage 1/Bradfield Sydenham LVA v2.csv,45 Mins,numeric,500,830.833583; 7034.198669; 9323.853727
data/results_and_gis/Bradfield Proposal/Stage 1/Bradfield Sydenham LVA v2.csv,Base 60 Mins,numeric,500,1099931.164; 1188749.677; 1336597.471
data/results_and_gis/Bradfield Proposal/Stage 1/Bradfield Sydenham LVA v2.csv,60 Mins,numeric,500,11694.59058; 8360.527733; 1487.94581
data/results_and_gis/Bradfield Proposal/Stage 1/Bradfield Sydenham LVA v2.csv,TZ16_CODE,integer,500,1; 2; 3
data/results_and_gis/Bradfield Proposal/Stage 1/Bradfield Sydenham LVA v2.csv,unnamed_9,text,500,YES; YES; YES
data/results_and_gis/Bradfield Proposal/Stage 1/Bradfield Sydenham LVA v2.csv,TZ16_NAME,text,500,Barangaroo_Headland Park; Barangaroo_Northern Cove; Barangaroo_Southern Cove
data/results_and_gis/Bradfield Proposal/Stage 1/Bradfield Sydenham LVA v2.csv,Tz16_Area,numeric,500,64884.12626; 74488.64591; 30794.77399
data/results_and_gis/Bradfield Proposal/Stage 1/Bradfield_stage 1 30 mins.csv,num_opportunities,integer,500,1; 2; 3
data/results_and_gis/Bradfield Proposal/Stage 1/Bradfield_stage 1 30 mins.csv,EMP_2016,numeric,500,304694.0583; 390046.5602; 505826.8442
data/results_and_gis/Bradfield Proposal/Stage 1/Bradfield_stage 1 30 mins.csv,unnamed_3,numeric,500,304694.0583; 390046.5602; 505826.8442
data/results_and_gis/Bradfield Proposal/Stage 1/Bradfield_stage 1 30 mins.csv,unnamed_4,numeric,500,1.68E-05; -4.51E-05; 2.90E-05
data/results_and_gis/Bradfield Proposal/Stage 1/Bradfield_stage 1 30 mins.csv,ERP_2016,numeric,500,0.00010299; 0.00010299; 0.00010299
data/results_and_gis/Bradfield Proposal/Stage 1/Bradfield_stage 1 30 mins.csv,unnamed_6,numeric,500,6.83E-06; 8.75E-06; 1.13E-05
data/results_and_gis/Bradfield Proposal/Stage 1/Bradfield_stage 1 30 mins.csv,unnamed_7,integer,1,"43,468"
data/results_and_gis/Bradfield Proposal/Stage 1/TravelZone_Uplift.csv,TZ16_CODE,integer,500,3; 4; 5
data/results_and_gis/Bradfield Proposal/Stage 1/TravelZone_Uplift.csv,30_lin,numeric,500,0.1198743855725; 0.00028997345; 0.060446568
data/results_and_gis/Bradfield Proposal/Stage 1/TravelZone_Uplift.csv,45_lin,numeric,500,12926084.32885165; 827212.2224499041; 7484900.976209064
data/results_and_gis/Bradfield Proposal/Stage 1/TravelZone_Uplift.csv,60_lin,numeric,500,965166.6924864954; 25946.13420143337; 135676.1354504861
data/results_and_gis/Bradfield Proposal/Stage 1/TravelZone_Uplift.csv,30_log,numeric,500,0.01045061587155441; 1.8658407936535812e-05; 0.00502488709714385
data/results_and_gis/Bradfield Proposal/Stage 1/TravelZone_Uplift.csv,45_log,numeric,500,2023892.1491826428; 95325.52493364728; 1115321.3751834475
data/results_and_gis/Bradfield Proposal/Stage 1/TravelZone_Uplift.csv,60_log,numeric,500,217658.1464315403; 4405.812500730018; 29543.451372291755
data/results_and_gis/Bradfield Proposal/Stage 1/TravelZone_Uplift.csv,Average_Price,numeric,500,4630417.028833549; 284386.1189352178; 2540192.3814650923
data/results_and_gis/Bradfield Proposal/Stage 1/bradfield_stage 1 45 mins.csv,num_opportunities,integer,500,1; 2; 3
data/results_and_gis/Bradfield Proposal/Stage 1/bradfield_stage 1 45 mins.csv,EMP_2016,numeric,500,637883.8823; 761578.2376; 921516.4826
data/results_and_gis/Bradfield Proposal/Stage 1/bradfield_stage 1 45 mins.csv,unnamed_3,numeric,500,637053.0488; 754544.0389; 912192.6289
data/results_and_gis/Bradfield Proposal/Stage 1/bradfield_stage 1 45 mins.csv,unnamed_4,numeric,500,830.833583; 7034.198669; 9323.853727
data/results_and_gis/Bradfield Proposal/Stage 1/bradfield_stage 1 45 mins.csv,ERP_2016,numeric,500,0.00010299; 0.00010299; 0.00010299
data/results_and_gis/Bradfield Proposal/Stage 1/bradfield_stage 1 45 mins.csv,unnamed_6,numeric,500,1.43E-05; 1.71E-05; 2.07E-05
data/results_and_gis/Bradfield Proposal/Stage 1/bradfield_stage 1 45 mins.csv,unnamed_7,integer,1,"181,495"
data/results_and_gis/Bradfield Proposal/Stage 1/bradfield_stage 1 60 mins.csv,num_opportunities,integer,500,1; 2; 3
data/results_and_gis/Bradfield Proposal/Stage 1/bradfield_stage 1 60 mins.csv,EMP_2016,numeric,500,1111625.755; 1197110.204; 1338085.417
data/results_and_gis/Bradfield Proposal/Stage 1/bradfield_stage 1 60 mins.csv,unnamed_3,numeric,500,1099931.164; 1188749.677; 1336597.471
data/results_and_gis/Bradfield Proposal/Stage 1/bradfield_stage 1 60 mins.csv,unnamed_4,numeric,500,11694.59058; 8360.527733; 1487.94581
data/results_and_gis/Bradfield Proposal/Stage 1/bradfield_stage 1 60 mins.csv,ERP_2016,numeric,500,0.00010299; 0.00010299; 0.00010299
data/results_and_gis/Bradfield Proposal/Stage 1/bradfield_stage 1 60 mins.csv,unnamed_6,numeric,500,2.49E-05; 2.68E-05; 3.00E-05
data/results_and_gis/Bradfield Proposal/Stage 1/bradfield_stage 1 60 mins.csv,unnamed_7,integer,1,"448,502"
data/results_and_gis/Bradfield Proposal/Stage 1 and 2/Bradfield Malabar & Sydenham LVA v2.csv,num_opportunities,integer,500,1; 2; 3
data/results_and_gis/Bradfield Proposal/Stage 1 and 2/Bradfield Malabar & Sydenham LVA v2.csv,Base 30 Mins,numeric,500,304694.0583; 390046.5602; 505826.8442
data/results_and_gis/Bradfield Proposal/Stage 1 and 2/Bradfield Malabar & Sydenham LVA v2.csv,30 Mins,numeric,500,1.68E-05; -4.51E-05; 2.90E-05
data/results_and_gis/Bradfield Proposal/Stage 1 and 2/Bradfield Malabar & Sydenham LVA v2.csv,Base 45 Mins,numeric,500,637053.0488; 754544.0389; 912192.6289
data/results_and_gis/Bradfield Proposal/Stage 1 and 2/Bradfield Malabar & Sydenham LVA v2.csv,45 Mins,numeric,500,-4.53E-05; 7034.198669; 9323.853727
data/results_and_gis/Bradfield Proposal/Stage 1 and 2/Bradfield Malabar & Sydenham LVA v2.csv,Base 60 Mins,numeric,500,1099931.164; 1188749.677; 1336597.471
data/results_and_gis/Bradfield Proposal/Stage 1 and 2/Bradfield Malabar & Sydenham LVA v2.csv,60 Mins,numeric,500,13887.96586; 11047.81902; 5399.975684
data/results_and_gis/Bradfield Proposal/Stage 1 and 2/Bradfield Malabar & Sydenham LVA v2.csv,TZ16_CODE,integer,500,1; 2; 3
data/results_and_gis/Bradfield Proposal/Stage 1 and 2/Bradfield Malabar & Sydenham LVA v2.csv,unnamed_9,text,500,YES; YES; YES
data/results_and_gis/Bradfield Proposal/Stage 1 and 2/Bradfield Malabar & Sydenham LVA v2.csv,TZ16_NAME,text,500,Barangaroo_Headland Park; Barangaroo_Northern Cove; Barangaroo_Southern Cove
data/results_and_gis/Bradfield Proposal/Stage 1 and 2/Bradfield Malabar & Sydenham LVA v2.csv,Tz16_Area,numeric,500,64884.12626; 74488.64591; 30794.77399
data/results_and_gis/Bradfield Proposal/Stage 1 and 2/Malabar&Sydenham 30 mins.csv,num_opportunities,integer,500,1; 2; 3
data/results_and_gis/Bradfield Proposal/Stage 1 and 2/Malabar&Sydenham 30 mins.csv,EMP_2016,numeric,500,304694.0583; 390046.5602; 505826.8442
data/results_and_gis/Bradfield Proposal/Stage 1 and 2/Malabar&Sydenham 30 mins.csv,EMP_2016,numeric,500,304694.0583; 390046.5602; 505826.8442
data/results_and_gis/Bradfield Proposal/Stage 1 and 2/Malabar&Sydenham 30 mins.csv,unnamed_4,numeric,500,1.676E-05; -4.506E-05; 2.898E-05
data/results_and_gis/Bradfield Proposal/Stage 1 and 2/Malabar&Sydenham 30 mins.csv,ERP_2016,numeric,500,0.00010299; 0.00010299; 0.00010299
data/results_and_gis/Bradfield Proposal/Stage 1 and 2/Malabar&Sydenham 30 mins.csv,unnamed_6,numeric,500,6.83257E-06; 8.74655E-06; 1.13429E-05
data/results_and_gis/Bradfield Proposal/Stage 1 and 2/Malabar&Sydenham 30 mins.csv,unnamed_7,integer,1,"43,249"
data/results_and_gis/Bradfield Proposal/Stage 1 and 2/Malabar&Sydenham 45 mins.csv,num_opportunities,integer,500,1; 2; 3
data/results_and_gis/Bradfield Proposal/Stage 1 and 2/Malabar&Sydenham 45 mins.csv,EMP_2016,numeric,500,637053.0488; 761578.2376; 921516.4826
data/results_and_gis/Bradfield Proposal/Stage 1 and 2/Malabar&Sydenham 45 mins.csv,EMP_2016,numeric,500,637053.0488; 754544.0389; 912192.6289
data/results_and_gis/Bradfield Proposal/Stage 1 and 2/Malabar&Sydenham 45 mins.csv,unnamed_4,numeric,500,-4.534E-05; 7034.198669; 9323.853727
data/results_and_gis/Bradfield Proposal/Stage 1 and 2/Malabar&Sydenham 45 mins.csv,ERP_2016,numeric,500,0.00010299; 0.00010299; 0.00010299
data/results_and_gis/Bradfield Proposal/Stage 1 and 2/Malabar&Sydenham 45 mins.csv,unnamed_6,numeric,500,1.42855E-05; 1.70779E-05; 2.06644E-05
data/results_and_gis/Bradfield Proposal/Stage 1 and 2/Malabar&Sydenham 45 mins.csv,unnamed_7,integer,1,"181,016"
data/results_and_gis/Bradfield Proposal/Stage 1 and 2/Malabar&Sydenham V2 60mins.csv,num_opportunities,integer,500,1; 2; 3
data/results_and_gis/Bradfield Proposal/Stage 1 and 2/Malabar&Sydenham V2 60mins.csv,EMP_2016,numeric,500,1113819.13; 1199797.496; 1341997.447
data/results_and_gis/Bradfield Proposal/Stage 1 and 2/Malabar&Sydenham V2 60mins.csv,EMP_2016,numeric,500,1099931.164; 1188749.677; 1336597.471
data/results_and_gis/Bradfield Proposal/Stage 1 and 2/Malabar&Sydenham V2 60mins.csv,unnamed_4,numeric,500,13887.96586; 11047.81902; 5399.975684
data/results_and_gis/Bradfield Proposal/Stage 1 and 2/Malabar&Sydenham V2 60mins.csv,ERP_2016,numeric,500,0.00010299; 0.00010299; 0.00010299
data/results_and_gis/Bradfield Proposal/Stage 1 and 2/Malabar&Sydenham V2 60mins.csv,unnamed_6,numeric,500,2.50E-05; 2.69E-05; 3.01E-05
data/results_and_gis/Bradfield Proposal/Stage 1 and 2/Malabar&Sydenham V2 60mins.csv,unnamed_7,integer,1,"448,195"
data/results_and_gis/Bradfield Proposal/Stage 1 and 2/TravelZone_Uplift.csv,TZ16_CODE,integer,500,3; 4; 5
data/results_and_gis/Bradfield Proposal/Stage 1 and 2/TravelZone_Uplift.csv,30_lin,numeric,500,0.1198743855725; 0.00028997345; 0.060446568
data/results_and_gis/Bradfield Proposal/Stage 1 and 2/TravelZone_Uplift.csv,45_lin,numeric,500,12926084.32885165; 827212.212601536; 7484900.976209064
data/results_and_gis/Bradfield Proposal/Stage 1 and 2/TravelZone_Uplift.csv,60_lin,numeric,500,3502732.851832675; 135792.034412907; 1228693.1269018753
data/results_and_gis/Bradfield Proposal/Stage 1 and 2/TravelZone_Uplift.csv,30_log,numeric,500,0.01045061587155441; 1.8658407936535812e-05; 0.00502488709714385
data/results_and_gis/Bradfield Proposal/Stage 1 and 2/TravelZone_Uplift.csv,45_log,numeric,500,2023892.1491826428; 95325.52379875007; 1115321.3751834475
data/results_and_gis/Bradfield Proposal/Stage 1 and 2/TravelZone_Uplift.csv,60_log,numeric,500,789913.6448758367; 23058.319134219822; 267547.6827635762
data/results_and_gis/Bradfield Proposal/Stage 1 and 2/TravelZone_Uplift.csv,Average_Price,numeric,500,5476272.4152822755; 321001.4157229196; 2904531.378615556
data/results_and_gis/Bradfield Proposal/Stage 1 and 2/V1/Bradfield Stage 1 and 2 30 mins.csv,num_opportunities,integer,500,1; 2; 3
data/results_and_gis/Bradfield Proposal/Stage 1 and 2/V1/Bradfield Stage 1 and 2 30 mins.csv,EMP_2016,numeric,500,304694.0583; 390046.5602; 505826.8442
data/results_and_gis/Bradfield Proposal/Stage 1 and 2/V1/Bradfield Stage 1 and 2 30 mins.csv,unnamed_3,numeric,500,304694.0583; 390046.5602; 505826.8442
data/results_and_gis/Bradfield Proposal/Stage 1 and 2/V1/Bradfield Stage 1 and 2 30 mins.csv,unnamed_4,numeric,500,1.676E-05; -4.51E-05; 2.898E-05
data/results_and_gis/Bradfield Proposal/Stage 1 and 2/V1/Bradfield Stage 1 and 2 30 mins.csv,ERP_2016,numeric,500,0.00010299; 0.00010299; 0.00010299
data/results_and_gis/Bradfield Proposal/Stage 1 and 2/V1/Bradfield Stage 1 and 2 30 mins.csv,unnamed_6,numeric,500,1.95798E-05; 2.50645E-05; 3.25046E-05
data/results_and_gis/Bradfield Proposal/Stage 1 and 2/V1/Bradfield Stage 1 and 2 30 mins.csv,unnamed_7,numeric,1,122026.787
data/results_and_gis/Bradfield Proposal/Stage 1 and 2/V1/Bradfield Stage 1 and 2 45 mins.csv,num_opportunities,integer,500,1; 2; 3
data/results_and_gis/Bradfield Proposal/Stage 1 and 2/V1/Bradfield Stage 1 and 2 45 mins.csv,EMP_2016,numeric,500,637053.0487546601; 755411.9956; 915972.4289
data/results_and_gis/Bradfield Proposal/Stage 1 and 2/V1/Bradfield Stage 1 and 2 45 mins.csv,unnamed_3,numeric,500,637053.0487546601; 754544.0389; 912192.6289
data/results_and_gis/Bradfield Proposal/Stage 1 and 2/V1/Bradfield Stage 1 and 2 45 mins.csv,unnamed_4,numeric,500,0; 867.9566693; 3779.800021
data/results_and_gis/Bradfield Proposal/Stage 1 and 2/V1/Bradfield Stage 1 and 2 45 mins.csv,ERP_2016,numeric,500,0.00010299; 0.00010299; 0.00010299
data/results_and_gis/Bradfield Proposal/Stage 1 and 2/V1/Bradfield Stage 1 and 2 45 mins.csv,unnamed_6,numeric,500,4.09373E-05; 4.85431E-05; 5.88607E-05
data/results_and_gis/Bradfield Proposal/Stage 1 and 2/V1/Bradfield Stage 1 and 2 45 mins.csv,unnamed_7,numeric,1,511306.0568
data/results_and_gis/Bradfield Proposal/Stage 1 and 2/V1/Bradfield Stage 1 and 2 60 mins.csv,num_opportunities,integer,500,1; 2; 3
data/results_and_gis/Bradfield Proposal/Stage 1 and 2/V1/Bradfield Stage 1 and 2 60 mins.csv,EMP_2016,numeric,500,1104755.402194682; 1193503.855636812; 1338820.125538492
data/results_and_gis/Bradfield Proposal/Stage 1 and 2/V1/Bradfield Stage 1 and 2 60 mins.csv,unnamed_3,numeric,500,1099931.164306382; 1188749.676568212; 1336597.471175692
data/results_and_gis/Bradfield Proposal/Stage 1 and 2/V1/Bradfield Stage 1 and 2 60 mins.csv,unnamed_4,numeric,500,4824.237888; 4754.179069; 2222.654363
data/results_and_gis/Bradfield Proposal/Stage 1 and 2/V1/Bradfield Stage 1 and 2 60 mins.csv,ERP_2016,numeric,500,0.00010299; 0.00010299; 0.00010299
data/results_and_gis/Bradfield Proposal/Stage 1 and 2/V1/Bradfield Stage 1 and 2 60 mins.csv,unnamed_6,numeric,500,7.0992E-05; 7.6695E-05; 8.60331E-05
data/results_and_gis/Bradfield Proposal/Stage 1 and 2/V1/Bradfield Stage 1 and 2 60 mins.csv,unnamed_7,numeric,1,1272698.565
data/results_and_gis/Bradfield Proposal/Stage 2/Bradfield Malabar LVA v2.csv,num_opportunities,integer,500,1; 2; 3
data/results_and_gis/Bradfield Proposal/Stage 2/Bradfield Malabar LVA v2.csv,Base 30 Mins,numeric,500,304694.0583; 390046.5602; 505826.8442
data/results_and_gis/Bradfield Proposal/Stage 2/Bradfield Malabar LVA v2.csv,30 Mins,numeric,500,1.68E-05; -4.51E-05; 2.90E-05
data/results_and_gis/Bradfield Proposal/Stage 2/Bradfield Malabar LVA v2.csv,Base 45 Mins,numeric,500,637053.0488; 754544.0389; 912192.6289
data/results_and_gis/Bradfield Proposal/Stage 2/Bradfield Malabar LVA v2.csv,45 Mins,numeric,500,830.833583; 7034.198669; 8817.568395
data/results_and_gis/Bradfield Proposal/Stage 2/Bradfield Malabar LVA v2.csv,Base 60 Mins,numeric,500,1099931.164; 1188749.677; 1336597.471
data/results_and_gis/Bradfield Proposal/Stage 2/Bradfield Malabar LVA v2.csv,60 Mins,numeric,500,9463.56363; 8360.527733; 1487.94581
data/results_and_gis/Bradfield Proposal/Stage 2/Bradfield Malabar LVA v2.csv,TZ16_CODE,integer,500,1; 2; 3
data/results_and_gis/Bradfield Proposal/Stage 2/Bradfield Malabar LVA v2.csv,unnamed_9,text,500,YES; YES; YES
data/results_and_gis/Bradfield Proposal/Stage 2/Bradfield Malabar LVA v2.csv,TZ16_NAME,text,500,Barangaroo_Headland Park; Barangaroo_Northern Cove; Barangaroo_Southern Cove
data/results_and_gis/Bradfield Proposal/Stage 2/Bradfield Malabar LVA v2.csv,Tz16_Area,numeric,500,64884.12626; 74488.64591; 30794.77399
data/results_and_gis/Bradfield Proposal/Stage 2/TravelZone_Uplift.csv,TZ16_CODE,integer,500,3; 4; 5
data/results_and_gis/Bradfield Proposal/Stage 2/TravelZone_Uplift.csv,30_lin,numeric,500,0.1198743855725; 0.00028997345; 0.060446568
data/results_and_gis/Bradfield Proposal/Stage 2/TravelZone_Uplift.csv,45_lin,numeric,500,12224197.846340485; 827212.2224499041; 7484900.976209064
data/results_and_gis/Bradfield Proposal/Stage 2/TravelZone_Uplift.csv,60_lin,numeric,500,965166.6924864954; 14994.581511055561; 135676.1354504861
data/results_and_gis/Bradfield Proposal/Stage 2/TravelZone_Uplift.csv,30_log,numeric,500,0.01045061587155441; 1.8658407936535812e-05; 0.00502488709714385
data/results_and_gis/Bradfield Proposal/Stage 2/TravelZone_Uplift.csv,45_log,numeric,500,1913994.7892837096; 95325.52493364728; 1115321.3751834475
data/results_and_gis/Bradfield Proposal/Stage 2/TravelZone_Uplift.csv,60_log,numeric,500,217658.1464315403; 2546.1717784907696; 29543.451372291755
data/results_and_gis/Bradfield Proposal/Stage 2/TravelZone_Uplift.csv,Average_Price,numeric,500,4396454.867996494; 280735.60137175856; 2540192.3814650923
data/results_and_gis/Bradfield Proposal/Stage 2/bradfield malabar 30 mins.csv,num_opportunities,integer,500,1; 2; 3
data/results_and_gis/Bradfield Proposal/Stage 2/bradfield malabar 30 mins.csv,EMP_2016,numeric,500,304694.0583; 390046.5602; 505826.8442
data/results_and_gis/Bradfield Proposal/Stage 2/bradfield malabar 30 mins.csv,unnamed_3,numeric,500,304694.0583; 390046.5602; 505826.8442
data/results_and_gis/Bradfield Proposal/Stage 2/bradfield malabar 30 mins.csv,unnamed_4,numeric,500,1.68E-05; -4.51E-05; 2.90E-05
data/results_and_gis/Bradfield Proposal/Stage 2/bradfield malabar 30 mins.csv,ERP_2016,numeric,500,0.00010299; 0.00010299; 0.00010299
data/results_and_gis/Bradfield Proposal/Stage 2/bradfield malabar 30 mins.csv,unnamed_6,numeric,500,6.83E-06; 8.75E-06; 1.13E-05
data/results_and_gis/Bradfield Proposal/Stage 2/bradfield malabar 30 mins.csv,unnamed_7,integer,1,"43,288"
data/results_and_gis/Bradfield Proposal/Stage 2/bradfield malabar 45 mins.csv,num_opportunities,integer,500,1; 2; 3
data/results_and_gis/Bradfield Proposal/Stage 2/bradfield malabar 45 mins.csv,EMP_2016,numeric,500,637883.8823; 761578.2376; 921010.1973
data/results_and_gis/Bradfield Proposal/Stage 2/bradfield malabar 45 mins.csv,unnamed_3,numeric,500,637053.0488; 754544.0389; 912192.6289
data/results_and_gis/Bradfield Proposal/Stage 2/bradfield malabar 45 mins.csv,unnamed_4,numeric,500,830.833583; 7034.198669; 8817.568395
