file,column,inferred_type,non_empty_sample_count,example_values
data/results_and_gis/Lightrail/Extensive/Extensive LVA v2.csv,TZ16_NAME,text,500,Barangaroo_Headland Park; Barangaroo_Northern Cove; Barangaroo_Southern Cove
data/results_and_gis/Lightrail/Extensive/Extensive LVA v2.csv,Tz16_Area,numeric,500,64884.12626; 74488.64591; 30794.77399
data/results_and_gis/Lightrail/Extensive/TravelZone_Uplift.csv,TZ16_CODE,integer,500,3; 4; 5
data/results_and_gis/Lightrail/Extensive/TravelZone_Uplift.csv,30_lin,numeric,500,88459029.35350001; 2771265.25; 44006430.0
data/results_and_gis/Lightrail/Extensive/TravelZone_Uplift.csv,45_lin,numeric,500,10984863.504149657; 1207358.609880335; 12911807.226853369
data/results_and_gis/Lightrail/Extensive/TravelZone_Uplift.csv,60_lin,numeric,500,3828775.5961693437; 137559.1191191829; 3612011.470743096
data/results_and_gis/Lightrail/Extensive/TravelZone_Uplift.csv,30_log,numeric,500,7711833.781078082; 178317.6961023359; 3658228.2437997805
data/results_and_gis/Lightrail/Extensive/TravelZone_Uplift.csv,45_log,numeric,500,1719946.9259432352; 139132.48637591494; 1923981.9789374645
data/results_and_gis/Lightrail/Extensive/TravelZone_Uplift.csv,60_log,numeric,500,863440.6945991828; 23358.380940279894; 786514.7757027773
data/results_and_gis/Lightrail/Extensive/TravelZone_Uplift.csv,Average_Price,numeric,500,20966356.88920268; 939903.0673502284; 13452049.273165451
data/results_and_gis/Lightrail/Light rail extension_v2 60 mins.csv,num_opportunities,integer,500,1; 2; 3
data/results_and_gis/Lightrail/Light rail extension_v2 60 mins.csv,EMP_2016,numeric,500,1102908.879; 1188982.001; 1337532.575
data/results_and_gis/Lightrail/Light rail extension_v2 60 mins.csv,EMP_2016,numeric,500,1099931.164; 1188749.677; 1336597.471
data/results_and_gis/Lightrail/Light rail extension_v2 60 mins.csv,unnamed_4,numeric,500,2977.715; 232.324; 935.104
data/results_and_gis/Lightrail/Light rail extension_v2 60 mins.csv,ERP_2016,numeric,500,1.03E-04; 1.03E-04; 1.03E-04
data/results_and_gis/Lightrail/Light rail extension_v2 60 mins.csv,unnamed_6,numeric,500,2.4732E-05; 2.66622E-05; 2.99933E-05
data/results_and_gis/Lightrail/Light rail extension_v2 60 mins.csv,unnamed_7,integer,1,"442,053"
data/results_and_gis/Lightrail/Light rail extensionv2 30 mins.csv,num_opportunities,integer,500,1; 2; 3
data/results_and_gis/Lightrail/Light rail extensionv2 30 mins.csv,EMP_2016,numeric,500,304694.0583; 390046.5602; 505826.8442
data/results_and_gis/Lightrail/Light rail extensionv2 30 mins.csv,Base,numeric,500,304694.0583; 390046.5602; 505826.8442
data/results_and_gis/Lightrail/Light rail extensionv2 30 mins.csv,unnamed_4,numeric,500,0; 0; 0
data/results_and_gis/Lightrail/Light rail extensionv2 30 mins.csv,ERP_2016,numeric,500,1.03E-04; 1.03E-04; 1.03E-04
data/results_and_gis/Lightrail/Light rail extensionv2 30 mins.csv,unnamed_6,numeric,500,6.83257E-06; 8.74655E-06; 1.13429E-05
data/results_and_gis/Lightrail/Light rail extensionv2 30 mins.csv,unnamed_7,integer,1,"42,253"
data/results_and_gis/Lightrail/LightRail Extension LVA v2.csv,num_opportunities,integer,500,1; 2; 3
data/results_and_gis/Lightrail/LightRail Extension LVA v2.csv,Base 30 Mins,numeric,500,304694.0583; 390046.5602; 505826.8442
data/results_and_gis/Lightrail/LightRail Extension LVA v2.csv,30 Mins,numeric,500,0; 0; 0
data/results_and_gis/Lightrail/LightRail Extension LVA v2.csv,Base 45 Mins,numeric,500,637053.0488; 754544.0389; 912192.6289
data/results_and_gis/Lightrail/LightRail Extension LVA v2.csv,45 Mins,numeric,500,0; 0; 0
data/results_and_gis/Lightrail/LightRail Extension LVA v2.csv,Base 60 Mins,numeric,500,1099931.164; 1188749.677; 1336597.471
data/results_and_gis/Lightrail/LightRail Extension LVA v2.csv,60 Mins,numeric,500,2977.715; 232.324; 935.104
data/results_and_gis/Lightrail/LightRail Extension LVA v2.csv,TZ16_CODE,integer,500,1; 2; 3
data/results_and_gis/Lightrail/LightRail Extension LVA v2.csv,unnamed_9,text,500,YES; YES; YES
data/results_and_gis/Lightrail/LightRail Extension LVA v2.csv,TZ16_NAME,text,500,Barangaroo_Headland Park; Barangaroo_Northern Cove; Barangaroo_Southern Cove
data/results_and_gis/Lightrail/LightRail Extension LVA v2.csv,Tz16_Area,numeric,500,64884.12626; 74488.64591; 30794.77399
data/results_and_gis/Lightrail/Oxford Street/Oxford Street 30 mins.csv,num_opportunities,integer,500,1; 2; 3
data/results_and_gis/Lightrail/Oxford Street/Oxford Street 30 mins.csv,EMP_2016,numeric,500,304694.0583; 390046.5602; 509438.8201
data/results_and_gis/Lightrail/Oxford Street/Oxford Street 30 mins.csv,L2&L3,numeric,500,304694.0583; 390046.5602; 505826.8442
data/results_and_gis/Lightrail/Oxford Street/Oxford Street 30 mins.csv,Marginal,numeric,500,1.68E-05; -4.51E-05; 3611.975881
data/results_and_gis/Lightrail/Oxford Street/Oxford Street 30 mins.csv,Base,numeric,500,304694.0583; 390046.5602; 505826.8442
data/results_and_gis/Lightrail/Oxford Street/Oxford Street 30 mins.csv,Net to Base,numeric,500,1.68E-05; -4.51E-05; 3611.975881
data/results_and_gis/Lightrail/Oxford Street/Oxford Street 30 mins.csv,ERP,numeric,500,0.00010299; 0.00010299; 0.00010299
data/results_and_gis/Lightrail/Oxford Street/Oxford Street 30 mins.csv,unnamed_8,numeric,500,6.83E-06; 8.75E-06; 1.14E-05
data/results_and_gis/Lightrail/Oxford Street/Oxford Street 30 mins.csv,unnamed_9,integer,1,"42,459"
data/results_and_gis/Lightrail/Oxford Street/Oxford Street 45 mins.csv,num_opportunities,integer,500,1; 2; 3
data/results_and_gis/Lightrail/Oxford Street/Oxford Street 45 mins.csv,EMP_2016,numeric,500,637963.3506; 758089.2769; 912524.3753
data/results_and_gis/Lightrail/Oxford Street/Oxford Street 45 mins.csv,T2&T3,numeric,500,637053.0488; 754544.0389; 912192.6289
data/results_and_gis/Lightrail/Oxford Street/Oxford Street 45 mins.csv,Marginal,numeric,500,910.3017817; 3545.237984; 331.7464123
data/results_and_gis/Lightrail/Oxford Street/Oxford Street 45 mins.csv,Base,numeric,500,637053.0488; 754544.0389; 912192.6289
data/results_and_gis/Lightrail/Oxford Street/Oxford Street 45 mins.csv,Net to Base,numeric,500,910.3017817; 3545.237984; 331.7464123
data/results_and_gis/Lightrail/Oxford Street/Oxford Street 45 mins.csv,ERP,numeric,500,0.00010299; 0.00010299; 0.00010299
data/results_and_gis/Lightrail/Oxford Street/Oxford Street 45 mins.csv,unnamed_8,numeric,500,1.43E-05; 1.70E-05; 2.05E-05
data/results_and_gis/Lightrail/Oxford Street/Oxford Street 45 mins.csv,unnamed_9,integer,1,"177,020"
data/results_and_gis/Lightrail/Oxford Street/Oxford Street 60 mins.csv,num_opportunities,integer,500,1; 2; 3
data/results_and_gis/Lightrail/Oxford Street/Oxford Street 60 mins.csv,EMP_2016,numeric,500,1102908.879; 1188982.001; 1337532.575
data/results_and_gis/Lightrail/Oxford Street/Oxford Street 60 mins.csv,T2&T3,numeric,500,1102908.879; 1188982.001; 1337532.575
data/results_and_gis/Lightrail/Oxford Street/Oxford Street 60 mins.csv,Marginal,numeric,500,9.13E-05; -0.00036819; 9.36E-05
data/results_and_gis/Lightrail/Oxford Street/Oxford Street 60 mins.csv,unnamed_5,numeric,500,1099931.164; 1188749.677; 1336597.471
data/results_and_gis/Lightrail/Oxford Street/Oxford Street 60 mins.csv,Gains over Base,numeric,500,2977.715091; 232.3236318; 935.1040936
data/results_and_gis/Lightrail/Oxford Street/Oxford Street 60 mins.csv,ERP,numeric,500,0.00010299; 0.00010299; 0.00010299
data/results_and_gis/Lightrail/Oxford Street/Oxford Street 60 mins.csv,unnamed_8,numeric,500,2.47E-05; 2.67E-05; 3.00E-05
data/results_and_gis/Lightrail/Oxford Street/Oxford Street 60 mins.csv,unnamed_9,integer,1,"442,606"
data/results_and_gis/Lightrail/Oxford Street/Oxford Street LVA v2.csv,num_opportunities,integer,500,1; 2; 3
data/results_and_gis/Lightrail/Oxford Street/Oxford Street LVA v2.csv,Base 30 Mins,numeric,500,304694.0583; 390046.5602; 505826.8442
data/results_and_gis/Lightrail/Oxford Street/Oxford Street LVA v2.csv,30 Mins,numeric,500,1.68E-05; -4.51E-05; 3611.975881
data/results_and_gis/Lightrail/Oxford Street/Oxford Street LVA v2.csv,Base 45 Mins,numeric,500,637053.0488; 754544.0389; 912192.6289
data/results_and_gis/Lightrail/Oxford Street/Oxford Street LVA v2.csv,45 Mins,numeric,500,910.3017817; 3545.237984; 331.7464123
data/results_and_gis/Lightrail/Oxford Street/Oxford Street LVA v2.csv,Base 60 Mins,numeric,500,1099931.164; 1188749.677; 1336597.471
data/results_and_gis/Lightrail/Oxford Street/Oxford Street LVA v2.csv,60 Mins,numeric,500,2977.715091; 232.3236318; 935.1040936
data/results_and_gis/Lightrail/Oxford Street/Oxford Street LVA v2.csv,TZ16_CODE,integer,500,1; 2; 3
data/results_and_gis/Lightrail/Oxford Street/Oxford Street LVA v2.csv,unnamed_9,text,500,YES; YES; YES
data/results_and_gis/Lightrail/Oxford Street/Oxford Street LVA v2.csv,TZ16_NAME,text,500,Barangaroo_Headland Park; Barangaroo_Northern Cove; Barangaroo_Southern Cove
data/results_and_gis/Lightrail/Oxford Street/Oxford Street LVA v2.csv,Tz16_Area,numeric,500,64884.12626; 74488.64591; 30794.77399
data/results_and_gis/Lightrail/Oxford Street/TravelZone_Uplift.csv,TZ16_CODE,integer,500,3; 4; 5
data/results_and_gis/Lightrail/Oxford Street/TravelZone_Uplift.csv,30_lin,numeric,500,14930461.7047436; 962837.4545316475; 16071078.511548063
data/results_and_gis/Lightrail/Oxford Street/TravelZone_Uplift.csv,45_lin,numeric,500,459915.20531538135; 494759.5038142832; 3664586.7236363115
data/results_and_gis/Lightrail/Oxford Street/TravelZone_Uplift.csv,60_lin,numeric,500,606561.9588326904; 34518.378007416904; 286213.13432262006
data/results_and_gis/Lightrail/Oxford Street/TravelZone_Uplift.csv,30_log,numeric,500,1301633.533436218; 61953.99614422365; 1335979.158483632
data/results_and_gis/Lightrail/Oxford Street/TravelZone_Uplift.csv,45_log,numeric,500,72010.88509455958; 57014.64284138235; 546058.2467391742
data/results_and_gis/Lightrail/Oxford Street/TravelZone_Uplift.csv,60_log,numeric,500,136787.92760169244; 5861.4320017507625; 62322.852783917784
data/results_and_gis/Lightrail/Oxford Street/TravelZone_Uplift.csv,Average_Price,numeric,500,3060841.5944126598; 347224.53571987856; 4218109.564324927
data/results_and_gis/Lightrail/TravelZone_Uplift.csv,TZ16_CODE,integer,500,3; 4; 5
data/results_and_gis/Lightrail/TravelZone_Uplift.csv,30_lin,numeric,500,0.0; 0.0; 0.0
data/results_and_gis/Lightrail/TravelZone_Uplift.csv,45_lin,numeric,500,0.0; 360461.4713186; 0.0
data/results_and_gis/Lightrail/TravelZone_Uplift.csv,60_lin,numeric,500,606561.8981183808; 34518.370029900005; 286213.1147784
data/results_and_gis/Lightrail/TravelZone_Uplift.csv,30_log,numeric,500,0.0; 0.0; 0.0
data/results_and_gis/Lightrail/TravelZone_Uplift.csv,45_log,numeric,500,0.0; 41538.52909720673; 0.0
data/results_and_gis/Lightrail/TravelZone_Uplift.csv,60_log,numeric,500,136787.9139097943; 5861.430647119532; 62322.848528167786
data/results_and_gis/Lightrail/TravelZone_Uplift.csv,Average_Price,numeric,500,202187.2993727936; 131659.94711616667; 95404.3715928
data/results_and_gis/Lightrail/V1/Light rail extension 60 mins.csv,num_opportunities,integer,500,1; 2; 3
data/results_and_gis/Lightrail/V1/Light rail extension 60 mins.csv,EMP_2016,numeric,500,1102908.879091282; 1188982.000631812; 1337532.575093592
data/results_and_gis/Lightrail/V1/Light rail extension 60 mins.csv,unnamed_3,numeric,500,1099931.164306382; 1188749.676568212; 1336597.471175692
data/results_and_gis/Lightrail/V1/Light rail extension 60 mins.csv,unnamed_4,numeric,500,2977.714785; 232.3240636; 935.1039179
data/results_and_gis/Lightrail/V1/light rail extension 30 mins.csv,num_opportunities,integer,500,1; 2; 3
data/results_and_gis/Lightrail/V1/light rail extension 30 mins.csv,EMP_2016,numeric,500,304694.0583; 390046.5602; 505826.8442
data/results_and_gis/Lightrail/V1/light rail extension 30 mins.csv,unnamed_3,numeric,500,304694.0583; 390046.5602; 505826.8442
data/results_and_gis/Lightrail/V1/light rail extension 30 mins.csv,unnamed_4,numeric,500,1.676E-05; -4.506E-05; 2.898E-05
data/results_and_gis/Lightrail/V1/light rail extension 45 mins.csv,num_opportunities,integer,500,1; 2; 3
data/results_and_gis/Lightrail/V1/light rail extension 45 mins.csv,EMP_2016,numeric,500,637053.0487546601; 754544.0389; 912192.6289
data/results_and_gis/Lightrail/V1/light rail extension 45 mins.csv,unnamed_3,numeric,500,637053.0487546601; 754544.0389; 912192.6289
data/results_and_gis/Lightrail/V1/light rail extension 45 mins.csv,unnamed_4,numeric,500,0; -4.83401E-05; 2.0722E-05
data/results_and_gis/Lightrail/light rail extension_v2 45 mins.csv,num_opportunities,integer,500,1; 2; 3
data/results_and_gis/Lightrail/light rail extension_v2 45 mins.csv,EMP_2016,numeric,500,637053.0488; 754544.0389; 912192.6289
data/results_and_gis/Lightrail/light rail extension_v2 45 mins.csv,EMP_2016,numeric,500,637053.0488; 754544.0389; 912192.6289
data/results_and_gis/Lightrail/light rail extension_v2 45 mins.csv,unnamed_4,numeric,500,0; 0; 0
data/results_and_gis/Lightrail/light rail extension_v2 45 mins.csv,ERP_2016,numeric,500,0.00010299; 0.00010299; 0.00010299
data/results_and_gis/Lightrail/light rail extension_v2 45 mins.csv,unnamed_6,numeric,500,1.42855E-05; 1.69202E-05; 2.04553E-05
data/results_and_gis/Lightrail/light rail extension_v2 45 mins.csv,unnamed_7,integer,1,"176,295"
data/results_and_gis/temp 60 mins.csv,num_opportunities,integer,500,1; 2; 3
data/results_and_gis/temp 60 mins.csv,EMP_2016,numeric,500,1117503.974; 1202493.601; 1344852.806
data/results_and_gis/temp 60 mins.csv,EMP_2016,numeric,500,1099931.164; 1188749.677; 1336597.471
data/results_and_gis/temp 60 mins.csv,unnamed_4,numeric,500,17572.80984; 13743.92387; 8255.335397
data/results_and_gis/temp 60 mins.csv,ERP_2016,numeric,500,0.00010299; 0.00010299; 0.00010299
data/results_and_gis/temp 60 mins.csv,unnamed_6,numeric,500,7.18112E-05; 7.72727E-05; 8.64208E-05
data/results_and_gis/temp 60 mins.csv,unnamed_7,integer,1,"1,280,951"
data/source_inputs/travel_zone_population_jobs/filtered_merge_travel_zones_population_jobs.csv,TZ16_CODE,integer,500,1; 2; 3
data/source_inputs/travel_zone_population_jobs/filtered_merge_travel_zones_population_jobs.csv,TZ16_NAME,text,500,Barangaroo_Headland Park; Barangaroo_Northern Cove; Barangaroo_Southern Cove
data/source_inputs/travel_zone_population_jobs/filtered_merge_travel_zones_population_jobs.csv,Tz16_Area,numeric,500,64884.1262627; 74488.645912; 30794.7739938
data/source_inputs/travel_zone_population_jobs/filtered_merge_travel_zones_population_jobs.csv,geometry,wkt_geometry,500,"POLYGON ((9688462.9018 4425001.3836, 9688444.9045 4424996.361199999, 9688433.913999997 4424987.709799999, 9688424.3393 4424986.5418, 9688420.4172 4424988.0294, 9688417.873599999 4424991.459799999, 9688410.315800004 4424976.1248, 9688409.291900001 4424975.944399999, 9688404.426200002 4424979.2468, 96"
data/source_inputs/travel_zone_population_jobs/filtered_merge_travel_zones_population_jobs.csv,SA2_Name16,text,500,Sydney - Haymarket - The Rocks; Sydney - Haymarket - The Rocks; Sydney - Haymarket - The Rocks
data/source_inputs/travel_zone_population_jobs/filtered_merge_travel_zones_population_jobs.csv,SA3_Name16,text,500,Sydney Inner City; Sydney Inner City; Sydney Inner City
data/source_inputs/travel_zone_population_jobs/filtered_merge_travel_zones_population_jobs.csv,SA4_Name16,text,500,Sydney - City and Inner South; Sydney - City and Inner South; Sydney - City and Inner South
data/source_inputs/travel_zone_population_jobs/filtered_merge_travel_zones_population_jobs.csv,LGA_Name18,text,500,Sydney (C); Sydney (C); Sydney (C)
data/source_inputs/travel_zone_population_jobs/filtered_merge_travel_zones_population_jobs.csv,EMP_2016,numeric,500,313.6928667; 360.1263848; 148.8825919
data/source_inputs/travel_zone_population_jobs/filtered_merge_travel_zones_population_jobs.csv,ERP_2016,numeric,500,0.00010299; 0.00010299; 0.00010299
