source_no_shapes_zip,scenario_original_zip,member_path,member_sha256,member_bytes,original_zip_entry_compressed_bytes,component_group,component_parts,component_gzip_bytes,component_gzip_sha256,representative_no_shapes_zip,representative_member_path
data/scenario_gtfs_no_shapes/2056_v2_stage1and2_no_shapes.zip,2056_v2_stage1and2.zip,calendar.txt,83f9519c1862051450997490e764edc1a570c9b84d7ef8efb5d2e93c598102fd,124662,10489,83f9519c18620514,data/scenario_gtfs_components/83f9519c18620514/calendar.txt.gz.part01,10507,f2e9c5b13470a99d049bedb84813d6111236994891a4d7dad7622ebe94a4794d,data/scenario_gtfs_no_shapes/1974_v2_no_shapes.zip,calendar.txt
data/scenario_gtfs_no_shapes/2056_v2_stage1and2_no_shapes.zip,2056_v2_stage1and2.zip,calendar_dates.txt,b874fb7fe9f7c216e67493eba0e78a5b282ccd00cf641f8aa1c2339acc36ad4f,721876,70990,b874fb7fe9f7c216,data/scenario_gtfs_components/b874fb7fe9f7c216/calendar_dates.txt.gz.part01,71008,a40faf924596d335fee73cb92d8ac0e726045fa657f08d6421b65ef665df9547,data/scenario_gtfs_no_shapes/1974_v2_no_shapes.zip,calendar_dates.txt
data/scenario_gtfs_no_shapes/Mills_v2_no_shapes.zip,Mills_v2.zip,stop_times.txt,1c9ebe22418924b49ac565307eaee9346dbbfd8393b203b5252710c6912f2dc7,290248837,42624259,1c9ebe22418924b4,data/scenario_gtfs_components/1c9ebe22418924b4/stop_times.txt.gz.part01,42624277,c0e06d97066893a5a5f8b1849de1b02a4f31424898eaa750ce2837ee82bb822a,data/scenario_gtfs_no_shapes/Mills_v2_no_shapes.zip,stop_times.txt
data/scenario_gtfs_no_shapes/Mills_v2_no_shapes.zip,Mills_v2.zip,stops.txt,92315b47fd2c6f7ab069cff20754a3366482c68d4a713c326fc4014dc24c9983,16142175,4483950,92315b47fd2c6f7a,data/scenario_gtfs_components/92315b47fd2c6f7a/stops.txt.gz.part01,4483968,1e82d74b1e6fe3f05e3ec3f9935cef819c8c0615c678408958ddcdb851b0762e,data/scenario_gtfs_no_shapes/Mills_v2_no_shapes.zip,stops.txt
data/scenario_gtfs_no_shapes/Mills_v2_no_shapes.zip,Mills_v2.zip,trips.txt,9cc64a8009cd2f905fb5dd0b4957a9d367997645d8fc01133afd2384683686a1,24118158,1423108,9cc64a8009cd2f90,data/scenario_gtfs_components/9cc64a8009cd2f90/trips.txt.gz.part01,1423126,69e9b96413fca4d76bca754d76ed956ca901885beb7756546cc025a34e1693ed,data/scenario_gtfs_no_shapes/1974_v2_no_shapes.zip,trips.txt
data/scenario_gtfs_no_shapes/Mills_v2_no_shapes.zip,Mills_v2.zip,routes.txt,ad17445129f3147ca9708acde9eafd1aedbf75255437d7b01b8644826acc6fc4,1149036,166267,ad17445129f3147c,data/scenario_gtfs_components/ad17445129f3147c/routes.txt.gz.part01,166285,8b6055eb8d0f90c019862c2b5fcb92e86dd548832a72e0c9feab35d3fa6ada54,data/scenario_gtfs_no_shapes/1974_v2_no_shapes.zip,routes.txt
data/scenario_gtfs_no_shapes/Mills_v2_no_shapes.zip,Mills_v2.zip,levels.txt,8036aabb64bffffa20966ba888a0cd18033d6a0082e14e1b1ca05af3c2ac4ad0,162,73,8036aabb64bffffa,data/scenario_gtfs_components/8036aabb64bffffa/levels.txt.gz.part01,91,de090cc91af09acd3b33cca9f3cc9014e7191bbb57f68fa11ecb481cdf60987a,data/scenario_gtfs_no_shapes/1974_v2_no_shapes.zip,levels.txt
data/scenario_gtfs_no_shapes/Mills_v2_no_shapes.zip,Mills_v2.zip,notes.txt,c7d1b93111cd314985cb5065cbf4db8e95e26a655de9e4a61976abc9579732c5,68758,19245,c7d1b93111cd3149,data/scenario_gtfs_components/c7d1b93111cd3149/notes.txt.gz.part01,19263,e46b336920e4eb028b6e83b0e392e304e1019958abf2cdcc66aa878da276b523,data/scenario_gtfs_no_shapes/1974_v2_no_shapes.zip,notes.txt
data/scenario_gtfs_no_shapes/Mills_v2_no_shapes.zip,Mills_v2.zip,pathways.txt,8308fd8ad39a82dafbcb8d5ccaa11908a2ac9f9fbacb817656c481248712046e,342004,48696,8308fd8ad39a82da,data/scenario_gtfs_components/8308fd8ad39a82da/pathways.txt.gz.part01,48714,a78909d0aff6559f60b572b4376039130e08bc40a0d58026f57464bfac3ddc16,data/scenario_gtfs_no_shapes/1974_v2_no_shapes.zip,pathways.txt
data/scenario_gtfs_no_shapes/Mills_v2_no_shapes.zip,Mills_v2.zip,agency.txt,3d244cb940840266b1c4a851fe595c33eb6452834a1db9623286ebdb7c68a9d7,35910,4747,3d244cb940840266,data/scenario_gtfs_components/3d244cb940840266/agency.txt.gz.part01,4765,bfb82e7c32fd85ab0dc1a6862313977a79afe5fe0faedf639a990fd9f85437d8,data/scenario_gtfs_no_shapes/1974_v2_no_shapes.zip,agency.txt
data/scenario_gtfs_no_shapes/Mills_v2_no_shapes.zip,Mills_v2.zip,calendar.txt,83f9519c1862051450997490e764edc1a570c9b84d7ef8efb5d2e93c598102fd,124662,10489,83f9519c18620514,data/scenario_gtfs_components/83f9519c18620514/calendar.txt.gz.part01,10507,f2e9c5b13470a99d049bedb84813d6111236994891a4d7dad7622ebe94a4794d,data/scenario_gtfs_no_shapes/1974_v2_no_shapes.zip,calendar.txt
data/scenario_gtfs_no_shapes/Mills_v2_no_shapes.zip,Mills_v2.zip,calendar_dates.txt,b874fb7fe9f7c216e67493eba0e78a5b282ccd00cf641f8aa1c2339acc36ad4f,721876,70990,b874fb7fe9f7c216,data/scenario_gtfs_components/b874fb7fe9f7c216/calendar_dates.txt.gz.part01,71008,a40faf924596d335fee73cb92d8ac0e726045fa657f08d6421b65ef665df9547,data/scenario_gtfs_no_shapes/1974_v2_no_shapes.zip,calendar_dates.txt
data/scenario_gtfs_no_shapes/Mills_v3_no_shapes.zip,Mills_v3.zip,stop_times.txt,689619b2b553423b72475c4813a9fef6ab479b833e4dd5545ff88769eeceff71,290199767,42618033,689619b2b553423b,data/scenario_gtfs_components/689619b2b553423b/stop_times.txt.gz.part01,42618051,69d9b974972e937296a5a7b5da7fa979a5b93bd982efa79613cc7841277dfdea,data/scenario_gtfs_no_shapes/Mills_v3_no_shapes.zip,stop_times.txt
data/scenario_gtfs_no_shapes/Mills_v3_no_shapes.zip,Mills_v3.zip,stops.txt,194573854506133845d7b5496e630c96c89061ae47ca48b516692369577ce4ee,16141253,4483727,1945738545061338,data/scenario_gtfs_components/1945738545061338/stops.txt.gz.part01,4483745,2dfc4ecca4dba591a78375e8d8d3300a5785b65b37606178ac86812034cbe457,data/scenario_gtfs_no_shapes/Mills_v3_no_shapes.zip,stops.txt
data/scenario_gtfs_no_shapes/Mills_v3_no_shapes.zip,Mills_v3.zip,trips.txt,9cc64a8009cd2f905fb5dd0b4957a9d367997645d8fc01133afd2384683686a1,24118158,1423108,9cc64a8009cd2f90,data/scenario_gtfs_components/9cc64a8009cd2f90/trips.txt.gz.part01,1423126,69e9b96413fca4d76bca754d76ed956ca901885beb7756546cc025a34e1693ed,data/scenario_gtfs_no_shapes/1974_v2_no_shapes.zip,trips.txt
data/scenario_gtfs_no_shapes/Mills_v3_no_shapes.zip,Mills_v3.zip,routes.txt,ad17445129f3147ca9708acde9eafd1aedbf75255437d7b01b8644826acc6fc4,1149036,166267,ad17445129f3147c,data/scenario_gtfs_components/ad17445129f3147c/routes.txt.gz.part01,166285,8b6055eb8d0f90c019862c2b5fcb92e86dd548832a72e0c9feab35d3fa6ada54,data/scenario_gtfs_no_shapes/1974_v2_no_shapes.zip,routes.txt
data/scenario_gtfs_no_shapes/Mills_v3_no_shapes.zip,Mills_v3.zip,levels.txt,8036aabb64bffffa20966ba888a0cd18033d6a0082e14e1b1ca05af3c2ac4ad0,162,73,8036aabb64bffffa,data/scenario_gtfs_components/8036aabb64bffffa/levels.txt.gz.part01,91,de090cc91af09acd3b33cca9f3cc9014e7191bbb57f68fa11ecb481cdf60987a,data/scenario_gtfs_no_shapes/1974_v2_no_shapes.zip,levels.txt
data/scenario_gtfs_no_shapes/Mills_v3_no_shapes.zip,Mills_v3.zip,notes.txt,c7d1b93111cd314985cb5065cbf4db8e95e26a655de9e4a61976abc9579732c5,68758,19245,c7d1b93111cd3149,data/scenario_gtfs_components/c7d1b93111cd3149/notes.txt.gz.part01,19263,e46b336920e4eb028b6e83b0e392e304e1019958abf2cdcc66aa878da276b523,data/scenario_gtfs_no_shapes/1974_v2_no_shapes.zip,notes.txt
data/scenario_gtfs_no_shapes/Mills_v3_no_shapes.zip,Mills_v3.zip,pathways.txt,8308fd8ad39a82dafbcb8d5ccaa11908a2ac9f9fbacb817656c481248712046e,342004,48696,8308fd8ad39a82da,data/scenario_gtfs_components/8308fd8ad39a82da/pathways.txt.gz.part01,48714,a78909d0aff6559f60b572b4376039130e08bc40a0d58026f57464bfac3ddc16,data/scenario_gtfs_no_shapes/1974_v2_no_shapes.zip,pathways.txt
data/scenario_gtfs_no_shapes/Mills_v3_no_shapes.zip,Mills_v3.zip,agency.txt,3d244cb940840266b1c4a851fe595c33eb6452834a1db9623286ebdb7c68a9d7,35910,4747,3d244cb940840266,data/scenario_gtfs_components/3d244cb940840266/agency.txt.gz.part01,4765,bfb82e7c32fd85ab0dc1a6862313977a79afe5fe0faedf639a990fd9f85437d8,data/scenario_gtfs_no_shapes/1974_v2_no_shapes.zip,agency.txt
data/scenario_gtfs_no_shapes/Mills_v3_no_shapes.zip,Mills_v3.zip,calendar.txt,83f9519c1862051450997490e764edc1a570c9b84d7ef8efb5d2e93c598102fd,124662,10489,83f9519c18620514,data/scenario_gtfs_components/83f9519c18620514/calendar.txt.gz.part01,10507,f2e9c5b13470a99d049bedb84813d6111236994891a4d7dad7622ebe94a4794d,data/scenario_gtfs_no_shapes/1974_v2_no_shapes.zip,calendar.txt
data/scenario_gtfs_no_shapes/Mills_v3_no_shapes.zip,Mills_v3.zip,calendar_dates.txt,b874fb7fe9f7c216e67493eba0e78a5b282ccd00cf641f8aa1c2339acc36ad4f,721876,70990,b874fb7fe9f7c216,data/scenario_gtfs_components/b874fb7fe9f7c216/calendar_dates.txt.gz.part01,71008,a40faf924596d335fee73cb92d8ac0e726045fa657f08d6421b65ef665df9547,data/scenario_gtfs_no_shapes/1974_v2_no_shapes.zip,calendar_dates.txt
data/scenario_gtfs_no_shapes/Mills_v4_no_shapes.zip,Mills_v4.zip,stops.txt,f59b0df0f0746d17c82752161d54cbf50aaf1cfecb685436750981ff8a07d7fa,16142211,4483930,f59b0df0f0746d17,data/scenario_gtfs_components/f59b0df0f0746d17/stops.txt.gz.part01,4483948,558eb9e3ac188f690b9eb7214eb420a9df4dfed703710130fbd2ddbf41e4d224,data/scenario_gtfs_no_shapes/Mills_v4_no_shapes.zip,stops.txt
data/scenario_gtfs_no_shapes/Mills_v4_no_shapes.zip,Mills_v4.zip,stop_times.txt,9b92c53dc5b3a598007c2404710ab24e23a4568ff038a3aba2bed65e310f87f4,290248520,42623858,9b92c53dc5b3a598,data/scenario_gtfs_components/9b92c53dc5b3a598/stop_times.txt.gz.part01,42623876,b89313c61276ee5f48254386468f3805b4c9e873c439ad4ad1deb1e5e0c8f484,data/scenario_gtfs_no_shapes/Mills_v4_no_shapes.zip,stop_times.txt
data/scenario_gtfs_no_shapes/Mills_v4_no_shapes.zip,Mills_v4.zip,trips.txt,9cc64a8009cd2f905fb5dd0b4957a9d367997645d8fc01133afd2384683686a1,24118158,1423108,9cc64a8009cd2f90,data/scenario_gtfs_components/9cc64a8009cd2f90/trips.txt.gz.part01,1423126,69e9b96413fca4d76bca754d76ed956ca901885beb7756546cc025a34e1693ed,data/scenario_gtfs_no_shapes/1974_v2_no_shapes.zip,trips.txt
data/scenario_gtfs_no_shapes/Mills_v4_no_shapes.zip,Mills_v4.zip,routes.txt,ad17445129f3147ca9708acde9eafd1aedbf75255437d7b01b8644826acc6fc4,1149036,166267,ad17445129f3147c,data/scenario_gtfs_components/ad17445129f3147c/routes.txt.gz.part01,166285,8b6055eb8d0f90c019862c2b5fcb92e86dd548832a72e0c9feab35d3fa6ada54,data/scenario_gtfs_no_shapes/1974_v2_no_shapes.zip,routes.txt
data/scenario_gtfs_no_shapes/Mills_v4_no_shapes.zip,Mills_v4.zip,levels.txt,8036aabb64bffffa20966ba888a0cd18033d6a0082e14e1b1ca05af3c2ac4ad0,162,73,8036aabb64bffffa,data/scenario_gtfs_components/8036aabb64bffffa/levels.txt.gz.part01,91,de090cc91af09acd3b33cca9f3cc9014e7191bbb57f68fa11ecb481cdf60987a,data/scenario_gtfs_no_shapes/1974_v2_no_shapes.zip,levels.txt
data/scenario_gtfs_no_shapes/Mills_v4_no_shapes.zip,Mills_v4.zip,notes.txt,c7d1b93111cd314985cb5065cbf4db8e95e26a655de9e4a61976abc9579732c5,68758,19245,c7d1b93111cd3149,data/scenario_gtfs_components/c7d1b93111cd3149/notes.txt.gz.part01,19263,e46b336920e4eb028b6e83b0e392e304e1019958abf2cdcc66aa878da276b523,data/scenario_gtfs_no_shapes/1974_v2_no_shapes.zip,notes.txt
data/scenario_gtfs_no_shapes/Mills_v4_no_shapes.zip,Mills_v4.zip,pathways.txt,8308fd8ad39a82dafbcb8d5ccaa11908a2ac9f9fbacb817656c481248712046e,342004,48696,8308fd8ad39a82da,data/scenario_gtfs_components/8308fd8ad39a82da/pathways.txt.gz.part01,48714,a78909d0aff6559f60b572b4376039130e08bc40a0d58026f57464bfac3ddc16,data/scenario_gtfs_no_shapes/1974_v2_no_shapes.zip,pathways.txt
data/scenario_gtfs_no_shapes/Mills_v4_no_shapes.zip,Mills_v4.zip,agency.txt,3d244cb940840266b1c4a851fe595c33eb6452834a1db9623286ebdb7c68a9d7,35910,4747,3d244cb940840266,data/scenario_gtfs_components/3d244cb940840266/agency.txt.gz.part01,4765,bfb82e7c32fd85ab0dc1a6862313977a79afe5fe0faedf639a990fd9f85437d8,data/scenario_gtfs_no_shapes/1974_v2_no_shapes.zip,agency.txt
data/scenario_gtfs_no_shapes/Mills_v4_no_shapes.zip,Mills_v4.zip,calendar.txt,83f9519c1862051450997490e764edc1a570c9b84d7ef8efb5d2e93c598102fd,124662,10489,83f9519c18620514,data/scenario_gtfs_components/83f9519c18620514/calendar.txt.gz.part01,10507,f2e9c5b13470a99d049bedb84813d6111236994891a4d7dad7622ebe94a4794d,data/scenario_gtfs_no_shapes/1974_v2_no_shapes.zip,calendar.txt
data/scenario_gtfs_no_shapes/Mills_v4_no_shapes.zip,Mills_v4.zip,calendar_dates.txt,b874fb7fe9f7c216e67493eba0e78a5b282ccd00cf641f8aa1c2339acc36ad4f,721876,70990,b874fb7fe9f7c216,data/scenario_gtfs_components/b874fb7fe9f7c216/calendar_dates.txt.gz.part01,71008,a40faf924596d335fee73cb92d8ac0e726045fa657f08d6421b65ef665df9547,data/scenario_gtfs_no_shapes/1974_v2_no_shapes.zip,calendar_dates.txt
data/scenario_gtfs_no_shapes/Millsv2_no_shapes.zip,Millsv2.zip,levels.txt,8036aabb64bffffa20966ba888a0cd18033d6a0082e14e1b1ca05af3c2ac4ad0,162,73,8036aabb64bffffa,data/scenario_gtfs_components/8036aabb64bffffa/levels.txt.gz.part01,91,de090cc91af09acd3b33cca9f3cc9014e7191bbb57f68fa11ecb481cdf60987a,data/scenario_gtfs_no_shapes/1974_v2_no_shapes.zip,levels.txt
data/scenario_gtfs_no_shapes/Millsv2_no_shapes.zip,Millsv2.zip,notes.txt,c7d1b93111cd314985cb5065cbf4db8e95e26a655de9e4a61976abc9579732c5,68758,19245,c7d1b93111cd3149,data/scenario_gtfs_components/c7d1b93111cd3149/notes.txt.gz.part01,19263,e46b336920e4eb028b6e83b0e392e304e1019958abf2cdcc66aa878da276b523,data/scenario_gtfs_no_shapes/1974_v2_no_shapes.zip,notes.txt
data/scenario_gtfs_no_shapes/Millsv2_no_shapes.zip,Millsv2.zip,pathways.txt,8308fd8ad39a82dafbcb8d5ccaa11908a2ac9f9fbacb817656c481248712046e,342004,48696,8308fd8ad39a82da,data/scenario_gtfs_components/8308fd8ad39a82da/pathways.txt.gz.part01,48714,a78909d0aff6559f60b572b4376039130e08bc40a0d58026f57464bfac3ddc16,data/scenario_gtfs_no_shapes/1974_v2_no_shapes.zip,pathways.txt
data/scenario_gtfs_no_shapes/Millsv2_no_shapes.zip,Millsv2.zip,agency.txt,3d244cb940840266b1c4a851fe595c33eb6452834a1db9623286ebdb7c68a9d7,35910,4747,3d244cb940840266,data/scenario_gtfs_components/3d244cb940840266/agency.txt.gz.part01,4765,bfb82e7c32fd85ab0dc1a6862313977a79afe5fe0faedf639a990fd9f85437d8,data/scenario_gtfs_no_shapes/1974_v2_no_shapes.zip,agency.txt
data/scenario_gtfs_no_shapes/Millsv2_no_shapes.zip,Millsv2.zip,calendar.txt,83f9519c1862051450997490e764edc1a570c9b84d7ef8efb5d2e93c598102fd,124662,10489,83f9519c18620514,data/scenario_gtfs_components/83f9519c18620514/calendar.txt.gz.part01,10507,f2e9c5b13470a99d049bedb84813d6111236994891a4d7dad7622ebe94a4794d,data/scenario_gtfs_no_shapes/1974_v2_no_shapes.zip,calendar.txt
data/scenario_gtfs_no_shapes/Millsv2_no_shapes.zip,Millsv2.zip,calendar_dates.txt,b874fb7fe9f7c216e67493eba0e78a5b282ccd00cf641f8aa1c2339acc36ad4f,721876,70990,b874fb7fe9f7c216,data/scenario_gtfs_components/b874fb7fe9f7c216/calendar_dates.txt.gz.part01,71008,a40faf924596d335fee73cb92d8ac0e726045fa657f08d6421b65ef665df9547,data/scenario_gtfs_no_shapes/1974_v2_no_shapes.zip,calendar_dates.txt
data/scenario_gtfs_no_shapes/Millsv2_no_shapes.zip,Millsv2.zip,stop_times.txt,a35e5896244d81c868c20e78df769a05610ec59724706214bc596509ecb36578,290346279,42636560,a35e5896244d81c8,data/scenario_gtfs_components/a35e5896244d81c8/stop_times.txt.gz.part01,42636578,c37c55ce1d9de0a98b67073d38ab1d2df94eb2f702c42d6c57ed157815bef73c,data/scenario_gtfs_no_shapes/Millsv2_no_shapes.zip,stop_times.txt
data/scenario_gtfs_no_shapes/Millsv2_no_shapes.zip,Millsv2.zip,stops.txt,92315b47fd2c6f7ab069cff20754a3366482c68d4a713c326fc4014dc24c9983,16142175,4483950,92315b47fd2c6f7a,data/scenario_gtfs_components/92315b47fd2c6f7a/stops.txt.gz.part01,4483968,1e82d74b1e6fe3f05e3ec3f9935cef819c8c0615c678408958ddcdb851b0762e,data/scenario_gtfs_no_shapes/Mills_v2_no_shapes.zip,stops.txt
data/scenario_gtfs_no_shapes/Millsv2_no_shapes.zip,Millsv2.zip,trips.txt,9cc64a8009cd2f905fb5dd0b4957a9d367997645d8fc01133afd2384683686a1,24118158,1423108,9cc64a8009cd2f90,data/scenario_gtfs_components/9cc64a8009cd2f90/trips.txt.gz.part01,1423126,69e9b96413fca4d76bca754d76ed956ca901885beb7756546cc025a34e1693ed,data/scenario_gtfs_no_shapes/1974_v2_no_shapes.zip,trips.txt
data/scenario_gtfs_no_shapes/Millsv2_no_shapes.zip,Millsv2.zip,routes.txt,ad17445129f3147ca9708acde9eafd1aedbf75255437d7b01b8644826acc6fc4,1149036,166267,ad17445129f3147c,data/scenario_gtfs_components/ad17445129f3147c/routes.txt.gz.part01,166285,8b6055eb8d0f90c019862c2b5fcb92e86dd548832a72e0c9feab35d3fa6ada54,data/scenario_gtfs_no_shapes/1974_v2_no_shapes.zip,routes.txt
data/scenario_gtfs_no_shapes/alt_metro_coogee_maroubra_no_shapes.zip,alt_metro_coogee_maroubra.zip,stop_times.txt,30a3a0484a1b34190c1695d649700da8466ba2f7b094879074ae93e42c8cc6bb,290120691,42621440,30a3a0484a1b3419,data/scenario_gtfs_components/30a3a0484a1b3419/stop_times.txt.gz.part01,42621458,04ddacafce7978c4663b8a4f868fba909387bb1c7381197b35cdd4a31bfb25ad,data/scenario_gtfs_no_shapes/alt_metro_coogee_maroubra_no_shapes.zip,stop_times.txt
data/scenario_gtfs_no_shapes/alt_metro_coogee_maroubra_no_shapes.zip,alt_metro_coogee_maroubra.zip,stops.txt,c6148d91a925c3b41c91d2d2cc602acbb4f4d10dfe48358824f5c0e836d69ca8,16145060,4484478,c6148d91a925c3b4,data/scenario_gtfs_components/c6148d91a925c3b4/stops.txt.gz.part01,4484496,5ee743592cf058ad7984e28caaa83bd140d58b9aeec40220b4d438e449d84552,data/scenario_gtfs_no_shapes/alt_metro_coogee_maroubra_no_shapes.zip,stops.txt
data/scenario_gtfs_no_shapes/alt_metro_coogee_maroubra_no_shapes.zip,alt_metro_coogee_maroubra.zip,trips.txt,9cc64a8009cd2f905fb5dd0b4957a9d367997645d8fc01133afd2384683686a1,24118158,1423108,9cc64a8009cd2f90,data/scenario_gtfs_components/9cc64a8009cd2f90/trips.txt.gz.part01,1423126,69e9b96413fca4d76bca754d76ed956ca901885beb7756546cc025a34e1693ed,data/scenario_gtfs_no_shapes/1974_v2_no_shapes.zip,trips.txt
data/scenario_gtfs_no_shapes/alt_metro_coogee_maroubra_no_shapes.zip,alt_metro_coogee_maroubra.zip,routes.txt,ad17445129f3147ca9708acde9eafd1aedbf75255437d7b01b8644826acc6fc4,1149036,166267,ad17445129f3147c,data/scenario_gtfs_components/ad17445129f3147c/routes.txt.gz.part01,166285,8b6055eb8d0f90c019862c2b5fcb92e86dd548832a72e0c9feab35d3fa6ada54,data/scenario_gtfs_no_shapes/1974_v2_no_shapes.zip,routes.txt
data/scenario_gtfs_no_shapes/alt_metro_coogee_maroubra_no_shapes.zip,alt_metro_coogee_maroubra.zip,levels.txt,8036aabb64bffffa20966ba888a0cd18033d6a0082e14e1b1ca05af3c2ac4ad0,162,73,8036aabb64bffffa,data/scenario_gtfs_components/8036aabb64bffffa/levels.txt.gz.part01,91,de090cc91af09acd3b33cca9f3cc9014e7191bbb57f68fa11ecb481cdf60987a,data/scenario_gtfs_no_shapes/1974_v2_no_shapes.zip,levels.txt
data/scenario_gtfs_no_shapes/alt_metro_coogee_maroubra_no_shapes.zip,alt_metro_coogee_maroubra.zip,notes.txt,c7d1b93111cd314985cb5065cbf4db8e95e26a655de9e4a61976abc9579732c5,68758,19245,c7d1b93111cd3149,data/scenario_gtfs_components/c7d1b93111cd3149/notes.txt.gz.part01,19263,e46b336920e4eb028b6e83b0e392e304e1019958abf2cdcc66aa878da276b523,data/scenario_gtfs_no_shapes/1974_v2_no_shapes.zip,notes.txt
data/scenario_gtfs_no_shapes/alt_metro_coogee_maroubra_no_shapes.zip,alt_metro_coogee_maroubra.zip,pathways.txt,8308fd8ad39a82dafbcb8d5ccaa11908a2ac9f9fbacb817656c481248712046e,342004,48696,8308fd8ad39a82da,data/scenario_gtfs_components/8308fd8ad39a82da/pathways.txt.gz.part01,48714,a78909d0aff6559f60b572b4376039130e08bc40a0d58026f57464bfac3ddc16,data/scenario_gtfs_no_shapes/1974_v2_no_shapes.zip,pathways.txt
data/scenario_gtfs_no_shapes/alt_metro_coogee_maroubra_no_shapes.zip,alt_metro_coogee_maroubra.zip,agency.txt,3d244cb940840266b1c4a851fe595c33eb6452834a1db9623286ebdb7c68a9d7,35910,4747,3d244cb940840266,data/scenario_gtfs_components/3d244cb940840266/agency.txt.gz.part01,4765,bfb82e7c32fd85ab0dc1a6862313977a79afe5fe0faedf639a990fd9f85437d8,data/scenario_gtfs_no_shapes/1974_v2_no_shapes.zip,agency.txt
data/scenario_gtfs_no_shapes/alt_metro_coogee_maroubra_no_shapes.zip,alt_metro_coogee_maroubra.zip,calendar.txt,83f9519c1862051450997490e764edc1a570c9b84d7ef8efb5d2e93c598102fd,124662,10489,83f9519c18620514,data/scenario_gtfs_components/83f9519c18620514/calendar.txt.gz.part01,10507,f2e9c5b13470a99d049bedb84813d6111236994891a4d7dad7622ebe94a4794d,data/scenario_gtfs_no_shapes/1974_v2_no_shapes.zip,calendar.txt
data/scenario_gtfs_no_shapes/alt_metro_coogee_maroubra_no_shapes.zip,alt_metro_coogee_maroubra.zip,calendar_dates.txt,b874fb7fe9f7c216e67493eba0e78a5b282ccd00cf641f8aa1c2339acc36ad4f,721876,70990,b874fb7fe9f7c216,data/scenario_gtfs_components/b874fb7fe9f7c216/calendar_dates.txt.gz.part01,71008,a40faf924596d335fee73cb92d8ac0e726045fa657f08d6421b65ef665df9547,data/scenario_gtfs_no_shapes/1974_v2_no_shapes.zip,calendar_dates.txt
data/scenario_gtfs_no_shapes/alt_metro_coogee_no_shapes.zip,alt_metro_coogee.zip,stop_times.txt,6548039d1dea098c40b9ac5d1f1e693ccf27c02407d0d6ce4d0cdf2a6f70e462,290048655,42613023,6548039d1dea098c,data/scenario_gtfs_components/6548039d1dea098c/stop_times.txt.gz.part01,42613041,66fb380f17f3b4a7d4db0a27b148b84e830c36c6024190cc45c4268c37590ca2,data/scenario_gtfs_no_shapes/alt_metro_coogee_no_shapes.zip,stop_times.txt
data/scenario_gtfs_no_shapes/alt_metro_coogee_no_shapes.zip,alt_metro_coogee.zip,stops.txt,e36c6a38bf4b73efd262d48335431acd9172630491b25a2339e6ab26adb45905,16143050,4484113,e36c6a38bf4b73ef,data/scenario_gtfs_components/e36c6a38bf4b73ef/stops.txt.gz.part01,4484131,071a1241617447e2053a80ebad896de18a210a78cccff7564c6de4a15f157ece,data/scenario_gtfs_no_shapes/alt_metro_coogee_no_shapes.zip,stops.txt
data/scenario_gtfs_no_shapes/alt_metro_coogee_no_shapes.zip,alt_metro_coogee.zip,trips.txt,9cc64a8009cd2f905fb5dd0b4957a9d367997645d8fc01133afd2384683686a1,24118158,1423108,9cc64a8009cd2f90,data/scenario_gtfs_components/9cc64a8009cd2f90/trips.txt.gz.part01,1423126,69e9b96413fca4d76bca754d76ed956ca901885beb7756546cc025a34e1693ed,data/scenario_gtfs_no_shapes/1974_v2_no_shapes.zip,trips.txt
data/scenario_gtfs_no_shapes/alt_metro_coogee_no_shapes.zip,alt_metro_coogee.zip,routes.txt,ad17445129f3147ca9708acde9eafd1aedbf75255437d7b01b8644826acc6fc4,1149036,166267,ad17445129f3147c,data/scenario_gtfs_components/ad17445129f3147c/routes.txt.gz.part01,166285,8b6055eb8d0f90c019862c2b5fcb92e86dd548832a72e0c9feab35d3fa6ada54,data/scenario_gtfs_no_shapes/1974_v2_no_shapes.zip,routes.txt
data/scenario_gtfs_no_shapes/alt_metro_coogee_no_shapes.zip,alt_metro_coogee.zip,levels.txt,8036aabb64bffffa20966ba888a0cd18033d6a0082e14e1b1ca05af3c2ac4ad0,162,73,8036aabb64bffffa,data/scenario_gtfs_components/8036aabb64bffffa/levels.txt.gz.part01,91,de090cc91af09acd3b33cca9f3cc9014e7191bbb57f68fa11ecb481cdf60987a,data/scenario_gtfs_no_shapes/1974_v2_no_shapes.zip,levels.txt
data/scenario_gtfs_no_shapes/alt_metro_coogee_no_shapes.zip,alt_metro_coogee.zip,notes.txt,c7d1b93111cd314985cb5065cbf4db8e95e26a655de9e4a61976abc9579732c5,68758,19245,c7d1b93111cd3149,data/scenario_gtfs_components/c7d1b93111cd3149/notes.txt.gz.part01,19263,e46b336920e4eb028b6e83b0e392e304e1019958abf2cdcc66aa878da276b523,data/scenario_gtfs_no_shapes/1974_v2_no_shapes.zip,notes.txt
data/scenario_gtfs_no_shapes/alt_metro_coogee_no_shapes.zip,alt_metro_coogee.zip,pathways.txt,8308fd8ad39a82dafbcb8d5ccaa11908a2ac9f9fbacb817656c481248712046e,342004,48696,8308fd8ad39a82da,data/scenario_gtfs_components/8308fd8ad39a82da/pathways.txt.gz.part01,48714,a78909d0aff6559f60b572b4376039130e08bc40a0d58026f57464bfac3ddc16,data/scenario_gtfs_no_shapes/1974_v2_no_shapes.zip,pathways.txt
