num_opportunities,EMP_2016,,
1,637053.0487546601,637053.0487546601,0
2,754544.0389,754544.0389,-4.83401E-05
3,912192.6289,912192.6289,2.0722E-05
4,1007345.804243222,1001489.621840222,5856.182403
5,987289.8587,987289.8587,3.2122E-05
6,676491.5382,676491.5382,-1.67999E-05
7,797901.672,797901.672,-1.997E-05
8,770947.8447,770947.8447,3.078E-05
9,609813.4915,609813.4915,-4.864E-05
10,718636.7351,718636.7351,1.05E-05
11,675140.0701,675140.0701,4.606E-05
12,692904.2567,692904.2567,-2.44007E-06
13,839867.2293393901,839867.2293393901,0
14,886862.5466280701,886862.5466280701,0
15,729459.5359,729459.5359,2.874E-05
16,888591.8448,888591.8448,-3.855E-05
17,779015.0654,779015.0654,-4.209E-05
18,828799.3091,828799.3091,4.86301E-05
19,832070.6053,832070.6053,-4.39701E-05
20,938463.2434,932607.061,5856.182445
21,967780.3384,967780.3384,-3.4878E-05
22,1005710.847087132,1004964.159253232,746.6878339
23,1001845.5411928241,999994.9884789241,1850.552714
24,914110.7455,914110.7455,3.93221E-05
25,1019757.006302832,1019757.006302832,0
26,1095423.1824186342,1095423.1824186342,0
27,1002145.927461932,1002145.927461932,0
28,1029432.979279232,1028686.291445332,746.6878339
29,1092180.408336032,1089846.081195532,2334.327141
30,1051675.481150932,1050928.793317032,746.6878339
31,1064985.036926832,1064238.349092932,746.6878339
32,1073547.665732932,1070569.950948032,2977.714785
33,1058122.303976234,1058122.303976234,0
34,1055031.071903934,1055031.071903934,0
35,851644.0123,851644.0123,-3.28199E-05
36,1065052.386783232,1065052.386783232,0
37,1116571.095261032,1115824.407427132,746.6878339
38,1094916.929566132,1093682.823201232,1234.106365
39,1111673.630733232,1110085.991426632,1587.639307
40,1145372.010209872,1143140.983258872,2231.026951
41,1122371.506331462,1120140.479380462,2231.026951
42,1106855.882288362,1103878.167503462,2977.714785
43,1094689.419904462,1094689.419904462,0
44,1093018.037769152,1093018.037769152,0
45,1081143.400716312,1081143.400716312,0
46,1143639.770558742,1142893.082724842,746.6878339
47,1184112.262618172,1181617.917608372,2494.34501
48,1180847.955217272,1178616.928266272,2231.026951
49,1135512.220079572,1134765.532245672,746.6878339
50,1141586.953830072,1141586.953830072,0
51,1129001.482696062,1129001.482696062,0
52,1145072.163729322,1145072.163729322,0
53,989736.8361,989736.8361,-2.6878E-05
54,1120136.395420662,1119389.707586762,746.6878339
55,1144872.325971762,1144125.638137862,746.6878339
56,1153908.401468982,1151677.374517982,2231.026951
