num_opportunities,EMP_2016,,
231,161914.2738,161914.2738,4.544E-05
232,237218.9607,237218.9607,2.612E-05
233,210765.9815,210765.9815,3.2672E-05
236,140646.4762,140646.4762,4.404E-05
237,86075.25801,86075.25801,4.1E-06
238,95617.40411,95617.40411,1.6E-06
239,334482.4059,334482.4059,2.08E-05
240,549104.1461,549104.1461,9.47004E-06
241,99051.17357,99051.17357,1.14E-06
242,192899.9613,192899.9613,-3.307E-05
243,213602.5096,213602.5096,-6.06E-06
244,545795.6509,545795.6509,1.837E-05
245,307154.0562,307154.0562,-2.766E-05
246,258574.82547281001,258574.82547281001,0
247,321713.114,321713.114,1.689E-05
248,360390.4322,360390.4322,4.124E-05
249,364607.7169,364607.7169,-1.151E-05
250,126703.4738,126703.4738,-2.134E-05
251,73531.84092,73531.84092,2.56E-06
252,110316.35715530001,110316.35715530001,0
253,57746.27346,57746.27346,-4.6E-06
254,452590.2474,452590.2474,-2.591E-05
255,322396.6794,322396.6794,3.861E-05
256,191964.511,191964.511,-4.876E-05
257,93446.28139,93446.28139,2.01E-06
258,204693.901,204693.901,-4.361E-05
259,90204.0012,90204.0012,4.43E-06
260,79086.84443,79086.84443,4.04E-06
261,61089.34445,61089.34445,3.4E-06
262,94947.28603,94947.28603,5.10001E-07
263,54043.05679,54043.05679,2.6E-06
264,337505.4331,337505.4331,-3.9E-05
265,47060.56599,47060.56599,-1.68E-06
266,76903.59664,76903.59664,-3.97001E-06
267,43515.82652,43515.82652,2.84E-06
268,207485.7146,207485.7146,-4.861E-05
270,371603.5165,371603.5165,3.337E-05
271,386853.9118,386853.9118,1.15001E-06
272,146451.0923,146451.0923,-9.79984E-07
273,155405.3193,155405.3193,-4.758E-05
274,327176.9363,327176.9363,-3.773E-05
275,241638.8063,241638.8063,-4.772E-05
276,89936.18254,89936.18254,-3.11999E-06
277,264170.80580591003,264170.80580591003,0
278,77731.7034,77731.7034,2.68E-06
279,418131.7953,418131.7953,-6.78998E-06
280,62849.98267,62849.98267,-1.72E-06
281,140439.4526,140439.4526,1.115E-05
282,48231.63153,48231.63153,-2.6E-06
283,164759.8951,164759.8951,-4.667E-05
284,170373.0402,170373.0402,-4.535E-05
285,106466.5851,106466.5851,4.117E-05
286,39230.60469,39230.60469,4.91E-06
287,76483.9238,76483.9238,4.33E-06
288,50830.04846,50830.04846,2.73E-06
289,53395.36063,53395.36063,-4.64E-06
290,44091.15162,44091.15162,-4.94E-06
291,463595.0517,463595.0517,4.853E-05
292,281518.7987,281518.7987,4.685E-05
300,25263.13872,25263.13872,-2.39E-06
301,20851.82179,20851.82179,2.93E-06
302,14496.32708,14496.32708,4.70001E-07
303,16122.91254,16122.91254,-5E-06
304,21193.46857,21193.46857,2.7E-07
305,73922.60948,73922.60948,4.46E-06
306,20887.55254,20887.55254,-4.93E-06
307,30888.99394,30888.99394,2.87E-06
308,19264.17484,19264.17484,3.97E-06
309,256002.701,256002.701,-2.151E-05
310,29906.873639870002,29906.873639870002,0
311,7270.880442,7270.880442,4.7E-07
312,14554.317494660001,14554.317494660001,0
313,11895.20034,11895.20034,-2.68E-06
314,30385.61311,30385.61311,-2.83E-06
315,31507.61984,31507.61984,5.70002E-07
316,104723.3136,104723.3136,4.061E-05
317,90548.71812,90548.71812,1.45999E-06
318,47831.80019,47831.80019,-2.98E-06
319,218715.7907,218715.7907,3.794E-05
320,160509.5276,160509.5276,-3.906E-05
321,65962.60533,65962.60533,-1.01E-06
322,89531.0666,89531.0666,4.53999E-06
323,36114.40707,36114.40707,4.67E-06
324,35578.62807,35578.62807,-2.6E-06
325,59216.21395,59216.21395,-4.78E-06
328,158034.2379,158034.2379,4.194E-05
329,52240.83568,52240.83568,-7.79997E-07
330,38419.66621,38419.66621,-4.3E-06
331,294206.0408,294206.0408,-3.513E-05
332,27103.115869100002,27103.115869100002,0
333,63427.68091,63427.68091,-2.58E-06
334,1324.564465,1324.564465,0
400,9822.437832,9822.437832,4.00001E-07
401,10421.888049700001,11972.640916600001,-1550.752867
402,13238.46515,12743.61847,494.8466833
405,14664.86792,14869.95719,-205.0892729
406,18489.89656,18489.89656,3.2E-06
407,15742.41047,15947.49975,-205.0892762
408,32248.16834,30654.99284,1593.175496
409,60449.3925,60449.3925,-2.69E-06
410,109104.8062,109104.8062,-4.97E-06
411,421255.3222,421255.3222,-5.46E-06
412,63091.42451,63091.42451,4.66E-06
413,24383.03526,24383.03526,-5.50001E-07
414,63715.9144,63715.9144,2.21E-06
415,18086.19138,18086.19138,-4.45E-06
416,37056.13105,37056.13105,-4.55001E-06
417,10342.41337,10342.41337,-4.87E-06
418,89858.50416,89858.50416,-4.06E-06
420,46398.74949,44315.05529,2083.694202
421,14555.71325,14957.6157,-401.902455
422,15432.5901,15834.49255,-401.902453
423,13591.73974,13591.73974,3E-06
424,17135.25624,14954.6988,2180.557439
425,18818.90406,14279.8513,4539.052761
426,16641.82346,15190.8697,1450.953762
428,8351.838803,9693.814308,-1341.975505
429,10436.15087,8396.657101499999,2039.493766
430,4668.5314690000005,4668.5314690000005,0
433,109995.3022,109995.3022,6.23E-06
434,22853.95664,22853.95664,8.1E-07
435,3402.1453020000004,3402.1453020000004,0
500,64866.16198,64866.16198,-2.42E-06
501,30413.22029,30413.22029,2.99999E-07
502,36334.55147,36334.55147,3.1E-06
503,26050.3985,26050.3985,3.1E-06
504,25701.54947,25701.54947,3E-06
505,31763.556064099997,31763.556064099997,0
508,18431.46105,18431.46105,-3.7E-06
509,18845.24937,18845.24937,-4.2E-06
510,18570.2611,18570.2611,7.00002E-07
511,27598.16689,27598.16689,4.9E-06
512,24975.75513,24975.75513,4.8E-06
513,22105.32417,22105.32417,6.00001E-07
514,23988.75682,23988.75682,3.9E-06
517,505109.7609,505109.7609,-3.5E-05
518,305990.4959,305243.808,746.6878823
519,168017.5343,168017.5343,4.768E-05
520,215741.1554,215741.1554,-1.132E-05
521,111110.7143,110364.0265,746.6877982
522,48525.73726,47779.04943,746.6878349
523,56643.79594,56643.79594,-4E-06
524,35362.878266600004,34616.19043,746.6878366
525,397327.2575,396580.5697,746.6878479
527,16785.71521,16785.71521,4.2E-06
530,14753.63547,14753.63547,3.7E-06
531,120796.74465487999,120796.74465487999,0
532,33297.34064,33297.34064,-5E-06
533,18253.93781,18253.93781,4.8E-06
534,343835.8083,343835.8083,-4.354E-05
535,94243.14884,94243.14884,1.08E-06
536,200645.52727207998,200645.52727207998,0
537,444844.6376,444844.6376,-2.26E-05
538,15733.54769,15733.54769,1.2E-06
539,503027.8145,503027.8145,2.05E-05
540,10752.94736,10752.94736,1.1E-06
541,288456.4343,288456.4343,-1.652E-05
542,31867.56312,31867.56312,3.1E-06
543,24679.21497,24679.21497,-4.3E-06
544,24217.01169,24217.01169,-4E-06
545,36291.22748,36291.22748,2.00002E-07
548,6632.596415,6632.596415,-3E-07
549,6319.232767,6319.232767,-4E-07
550,19062.92717,19062.92717,5E-07
551,8137.571854,8137.571854,-5E-07
554,178435.1173,178435.1173,-2.834E-05
555,297712.7162,297712.7162,3.526E-05
556,402571.5979,402571.5979,1.59E-05
557,227066.4277,227066.4277,2.756E-05
558,303165.2181,303165.2181,-1.974E-05
559,394301.3813,394301.3813,-6.53003E-06
560,206737.0978,206737.0978,-3.624E-05
561,242560.9741,242560.9741,-3.054E-05
562,283675.4516,283675.4516,1.976E-05
563,340554.2502,340554.2502,-2.104E-05
564,84255.66259,84255.66259,2.79993E-07
565,142798.0103,142798.0103,9.19E-06
566,168280.9708,168280.9708,-3.831E-05
567,88993.96962,88993.96962,-3.04E-06
570,1746.533132,1746.533132,-4E-07
571,4219.406737,4219.406737,3E-07
572,5662.193709,5662.193709,2E-07
573,9370.568323,9370.568323,2E-07
574,10147.71408,10147.71408,-4.2E-06
575,3235.722042,3235.722042,0
577,100875.2743,100875.2743,4.088E-05
578,180165.151,180165.151,-1.914E-05
579,340741.1668,340741.1668,-2.292E-05
580,103161.0335,103161.0335,-4.082E-05
600,36623.220020400004,36623.220020400004,0
601,19013.9567,19013.9567,6.00001E-07
602,31121.91487,31121.91487,-2.1E-06
603,32278.203160700003,17824.36643,14453.83673
604,31949.60944,31793.69648,155.9129557
605,36547.49562,33606.65756,2940.83806
606,36582.84351,29044.1491,7538.694407
607,18539.38242,17435.51754,1103.864884
608,23578.07535,23136.88817,441.1871766
609,77684.27175,75617.0236,2067.248149
610,39393.63018,38289.7653,1103.864878
611,207889.997,207488.0945,401.9024765
612,37665.7225,37665.7225,3.2E-06
613,226124.7442,223122.3921,3002.352101
614,37779.33373,36675.468845460004,1103.86488
615,60965.29301,60481.51858,483.7744313
616,21173.51893,21173.51893,2.25E-06
617,37213.23555,36317.41636,895.8191922
618,72481.65301,70816.30731,1665.345695
619,32553.40624,32321.08217,232.3240683
620,39290.84378,38628.57284,662.2709389
621,39830.89691,39478.27196,352.6249526
622,41734.1929,40987.50507,746.6878307
624,20021.04284,19080.807825070002,940.2350105
625,20592.82324,17223.30088,3369.522362
626,492.7850103,492.7850103,0
627,17722.9575,14787.8065,2935.150998
628,20184.02869,14843.49449,5340.534203
629,18818.90406,14805.54212,4013.361941
630,28830.15121,14860.12207,13970.02914
631,11324.84873,8389.697733,2935.151001
632,14946.82907,4017.505886,10929.32319
633,17718.55534,5557.376103,12161.17924
634,15013.99088,3296.027619,11717.96326
635,240.59718442000002,240.59718442000002,0
636,41247.73434,33288.51613,7959.218207
637,40340.26469,34250.60272,6089.661966
638,12981.75746,11018.89361,1962.86385
639,9939.071995,9939.071995,-2E-07
640,27721.0511,27721.0511,-3.53E-06
641,19165.17684,18885.373950999998,279.8028921
642,27010.60272,16338.67324,10671.92948
643,12666.30123,12034.13349,632.1677441
644,21377.91827,27329.85053,-5951.932263
645,14422.19679,14236.28282,185.913971
646,14149.76257,12968.25432,1181.508253
647,14815.87086,12496.16507,2319.705791
650,30705.8457,30705.8457,9.99971E-08
651,45071.26822,45071.26822,-3.9E-06
652,27093.59722,27093.59722,-3.3E-06
653,45654.62447,45654.62447,5.99997E-07
654,162619.7028,162619.7028,-3.002E-05
655,31310.22764,31310.22764,4.4E-06
656,220385.3483,220385.3483,-1.991E-05
657,49904.02778,50289.98054,-385.9527554
658,31434.61336,31434.61336,-3.6E-06
659,29674.37995,29674.37995,-2.87E-06
660,39276.682373100004,34998.11854,4278.563833
661,36408.378240030004,35998.7527,409.62554
662,14784.06029,14784.06029,0
663,32178.43216,31694.657733750002,483.7744266
664,8330.301557,8330.301557,2.99999E-07
665,30626.60337,30626.60337,4.4E-06
666,292110.3162,292110.3162,2.50002E-06
667,39983.5855,39983.5855,2.9E-06
668,58212.03563,58212.03563,4.1E-06
700,8330.301557,8330.301557,2.99999E-07
701,3446.323634,3446.323634,3E-07
702,13560.35079,13560.35079,-4.9E-06
703,11459.47284,11459.47284,3.5E-06
704,9695.167467,9695.167467,3E-07
705,55727.411157099996,55727.411157099996,0
706,54658.28907,54658.28907,-1.8E-06
707,29504.42364,29504.42364,3.6E-06
710,38506.50258,38506.50258,-2E-06
711,61727.29458,61727.29458,2.8E-06
712,44955.68677,44955.68677,-5.99997E-07
713,25325.9155,25325.9155,3.2E-06
714,20072.93551,20072.93551,0
715,17729.65975,17729.65975,4.9E-06
716,16584.69556,16584.69556,-2E-06
717,10231.45579,10231.45579,-2.9E-06
718,30682.4195,30682.4195,-1.4E-06
719,233001.2857,233001.2857,1.52E-05
720,35595.16659,35595.16659,3E-06
723,36384.60552,36384.60552,-2.19999E-06
724,12836.69597,12836.69597,5E-07
725,123856.0983,123856.0983,-6.99991E-07
726,9338.961236,9338.961236,-4.99998E-07
727,12736.41536,12736.41536,2.9E-06
728,10960.74065,10960.74065,-2.8E-06
731,7708.392365,7708.392365,0
732,9750.13001,9750.13001,2E-07
733,60076.38911,60076.38911,-4.3E-06
734,96731.79503210001,96731.79503210001,0
735,19869.14712,19869.14712,4.6E-06
736,527613.7447,527613.7447,-3.31301E-05
737,164880.4981,164880.4981,-9.69E-06
738,327384.5241,327384.5241,-3.24E-05
739,104718.4164,104718.4164,2.77E-05
740,59704.7189,59704.7189,4.1E-06
741,137649.5995,137649.5995,-4.34E-05
742,136749.6946,136749.6946,-4.05E-05
743,21123.37765,21123.37765,-2.6E-06
744,202444.2567,202444.2567,-3.529E-05
745,49689.949915080004,49689.949915080004,0
800,32.68154633,32.68154633,0
801,10011.5174,10011.5174,4.1E-06
802,44413.05319,44413.05319,1.9E-06
803,11687.33335,11687.33335,-8.2E-07
804,206007.8714,206007.8714,3.18E-06
805,18919.33736,18919.33736,-9E-07
806,24284.55033,24284.55033,-1.32E-06
807,387054.18467888003,387054.18467888003,0
808,270232.1326,270232.1326,4.808E-05
812,67269.36112,67269.36112,-3.148E-06
813,66916.76894,66916.76894,5.6201E-07
814,48221.89748,48221.89748,-4.538E-06
815,28302.54594,28302.54594,1.152E-06
816,55523.49267,55523.49267,-2.27999E-07
817,74550.88739,74550.88739,2.27199E-06
818,69928.52513,69928.52513,-4.14799E-06
819,73984.87467651001,73984.87467651001,0
820,79883.11939126201,79883.11939126201,0
821,36934.17412,36934.17412,-4.328E-06
824,275614.56394860003,275614.56394860003,0
825,282809.2983,282809.2983,2.1452E-05
826,439768.947,439768.947,4.4692E-05
827,384295.0272,384295.0272,-1.204E-05
828,509968.6205,509968.6205,3.618E-05
829,10935.07163,10935.07163,2.51999E-07
830,11038.60962,11038.60962,9.00001E-07
831,357179.9492,357179.9492,-2.21879E-05
832,199618.2204,199618.2204,2.8462E-05
833,103592.7975,103592.7975,-7.23801E-06
834,63069.5518,63069.5518,9.61998E-07
835,89477.86916,89477.86916,1.062E-06
836,518818.8523,518818.8523,2.4232E-05
837,321856.3721,321856.3721,-2.8368E-05
894,51928.88133,51928.88133,-4.6E-06
895,145127.786,145127.786,-4.629E-05
896,176718.4346,176718.4346,-4.925E-05
897,23169.80687,23169.80687,-1.5E-06
898,41809.86012,41809.86012,-2.59E-06
899,12857.48746,12857.48746,-4.2E-06
900,27785.45773,27785.45773,-4.09E-06
901,29041.807290509998,29041.807290509998,0
902,26317.4903,26317.4903,2.91E-06
903,38538.358636209996,38538.358636209996,0
904,83543.23544,83543.23544,3.50999E-06
905,17920.70115,17920.70115,3.96E-06
906,20968.1374,20968.1374,2.97E-06
907,16153.596108009999,16153.596108009999,0
910,114709.05384570001,114709.05384570001,0
911,28281.780425599998,28281.780425599998,0
912,23326.95558,23326.95558,-1.79E-06
913,196519.514,196519.514,-3.219E-05
914,29271.68993,29271.68993,-1E-06
915,99848.96027,99848.96027,4.31E-06
916,29655.64642,29655.64642,2.8E-06
917,64347.45006,64347.45006,-3.60001E-06
918,40422.17681,40422.17681,-2.99995E-07
919,28514.24947,28514.24947,8.1E-07
920,30809.14449,30809.14449,3E-06
921,46915.62853,46915.62853,-2.90005E-07
922,34691.907921109996,34691.907921109996,0
924,32575.10982,32575.10982,2.87E-06
925,12529.0658,12529.0658,1.55E-06
926,15021.28497,15021.28497,3.16E-06
927,24950.53088,24950.53088,4.72E-06
928,11503.20769,11503.20769,8.2E-07
931,26392.8796,26392.8796,-2.49E-06
932,20695.09829,20695.09829,0
933,25714.87172,25714.87172,-4.84E-06
934,23296.07075,23296.07075,2E-06
935,22919.66061,22919.66061,3.8E-06
936,25618.95966,25618.95966,-4.65E-06
939,189359.4944,189359.4944,4.0852E-05
940,30557.73152,30557.73152,-4.468E-06
941,32064.00654,32064.00654,-1.078E-06
942,15466.0436,15466.0436,-2.03E-06
943,18569.857851099998,18569.857851099998,0
944,24252.20715,24252.20715,-2.53E-06
945,28941.79688,28941.79688,-3.18E-06
946,22446.75905,22446.75905,-2.13E-06
949,13925.48949,13925.48949,-4.038E-06
950,86729.2905,86729.2905,-2.90005E-07
951,36406.37924,36406.37924,-3.388E-06
952,113352.9039,113352.9039,-4.8388E-05
953,124479.3289,124479.3289,-2.17E-05
954,41311.49033,41311.49033,-3.788E-06
955,22205.10214,22205.10214,-2.29E-06
958,30960.7446,30960.7446,2.6E-06
959,9915.839012,9915.839012,-1.00001E-07
960,13768.20939,13768.20939,7E-07
961,28828.62887,28828.62887,6.99998E-07
962,13431.31515,13431.31515,1.2E-06
963,59156.79148,59156.79148,2.7E-06
964,39832.541928779996,39832.541928779996,0
965,17946.22328,17946.22328,3E-06
966,26131.92132,26131.92132,-4.7E-06
967,35399.701133099996,35399.701133099996,0
968,39253.08478,39253.08478,3.7E-06
969,93465.79358,93465.79358,-3.45999E-06
970,150778.61391164002,150778.61391164002,0
971,99679.65768,99679.65768,4.74E-06
972,10677.46171,10677.46171,-3.4E-06
973,20651.810911599998,20651.810911599998,0
974,53872.163807799996,53872.163807799996,0
975,29532.68729,29532.68729,-1.7E-06
976,2113.309602,2113.309602,0
977,10954.87923,10954.87923,-3.6E-06
978,3082.518626,3082.518626,4E-07
979,22360.2746,22360.2746,3.99999E-07
980,30688.75731,30688.75731,-7.00002E-07
981,9729.719471,9729.719471,9.99989E-08
982,23459.46316,23459.46316,-2.5E-06
983,23665.96317,23665.96317,-2.7E-06
984,3024.2682640999997,3024.2682640999997,0
999,37481.17119,37481.17119,-1.02E-06
1000,9102.390478500001,9102.390478500001,0
1001,5976.302988,5976.302988,-5E-07
1002,10370.900031500001,10370.900031500001,0
1003,13588.61627,13588.61627,-1.99E-06
1004,3823.204548,3823.204548,-1.6E-07
1005,4097.453189,4097.453189,-3.09999E-07
1006,46838.22196,46838.22196,-2.81E-06
1007,103879.3089,103879.3089,3.154E-05
1008,4167.539356,4167.539356,-1.6E-07
1009,76153.40605,76153.40605,7.79997E-07
1010,31374.42986,31374.42986,-1.68E-06
1011,50970.11379,50970.11379,3.19E-06
1012,22159.26602,22159.26602,-1.18E-06
1013,64062.24201,64062.24201,3.30001E-07
1014,898.8967064,898.8967064,0
1015,58984.21447,58984.21447,4.00003E-07
1016,36750.03388,36750.03388,4.09999E-06
1017,49383.04319,49383.04319,3.00002E-07
