num_opportunities,EMP_2016,,,ERP_2016,,
1,637053.0488,637053.0488,0,0.00010299,1.43E-05,"178,426"
2,755411.9956,754544.0389,867.9566693,0.00010299,1.69E-05,
3,915972.4289,912192.6289,3779.800021,0.00010299,2.05E-05,
4,1006778.723,1001489.622,5289.101273,58.99529221,12.93232681,
5,991385.7852,987289.8587,4095.9265,142.8118795,30.82707422,
6,676491.5382,676491.5382,-1.68E-05,48.40819099,7.130278738,
7,800291.3788,797901.672,2389.706754,178.3730884,31.08155627,
8,771815.8014,770947.8447,867.9567484,62.80657353,10.55465524,
9,616753.877,609813.4915,6940.385472,377.5755298,50.70385902,
10,719157.5091,718636.7351,520.7739972,92.57474947,14.49578873,
11,675140.0701,675140.0701,4.61E-05,0.00010299,1.51E-05,
12,692904.2567,692904.2567,-2.44E-06,24.53771006,3.701967021,
13,841184.1601,839867.2293,1316.930799,32.26452915,5.90937708,
14,889647.2079,886862.5466,2784.661247,14.29122678,2.768296583,
15,729980.3099,729459.5359,520.7740154,26.29969088,4.180103888,
16,892394.5659,888591.8448,3802.721143,0.00010299,2.00E-05,
17,782817.7865,779015.0654,3802.721139,0.00010299,1.76E-05,
18,830116.2399,828799.3091,1316.930847,56.94404446,10.29230164,
19,833387.5361,832070.6053,1316.930755,373.1507618,67.7105933,
20,936409.7822,932607.061,3802.721223,73.75688622,15.03812884,
21,970937.5671,967780.3384,3157.228705,12.42697009,2.627131693,
22,1009453.954,1004964.159,4489.794333,0.00010299,2.26E-05,
23,1003702.557,999994.9885,3707.568658,312.8469003,68.3694636,
24,917725.786,914110.7455,3615.040488,181.1260925,36.1925546,
25,1025326.914,1019757.006,5569.90734,7.067088463,1.577713605,
26,1100741.47,1095423.182,5318.288046,6.464326556,1.549294224,
27,1006842.251,1002145.927,4696.323085,208.3514625,45.67549585,
28,1033382.615,1028686.291,4696.323085,289.3970132,65.11491545,
29,1094238.302,1089846.081,4392.220801,0.642453825,0.153066135,
30,1055418.588,1050928.793,4489.794333,27.62682143,6.348643562,
31,1067945.918,1064238.349,3707.568658,16.333015,3.797877098,
32,1075394.189,1070569.951,4824.237888,266.4666687,62.39299935,
33,1062994.113,1058122.304,4871.80892,0.00010299,2.38E-05,
34,1059902.881,1055031.072,4871.80892,27.43729271,6.331879112,
35,856621.1414,851644.0123,4977.129119,13.848952,2.583039124,
36,1068313.476,1065052.387,3261.089533,0.00010299,2.40E-05,
37,1121132.42,1115824.407,5308.012315,0.00010299,2.51E-05,
38,1098507.061,1093682.823,4824.237888,0.642446818,0.153661589,
39,1115394.004,1110085.991,5308.012315,0.00010299,2.50E-05,
40,1147965.221,1143140.983,4824.237888,82.63511608,20.6546889,
41,1124964.717,1120140.479,4824.237888,6.083398538,1.490082988,
42,1108702.405,1103878.168,4824.237888,0.00010299,2.49E-05,
43,1099997.838,1094689.42,5308.417723,0.00010299,2.47E-05,
44,1097913.99,1093018.038,4895.952443,0.00010299,2.46E-05,
45,1085357.484,1081143.401,4214.082977,179.8712483,42.50693975,
