num_opportunities,EMP_2016,EMP_2016,,ERP_2016,,
1,641884.5331,637053.0488,4831.484305,0.00010299,1.44E-05,"183,765"
2,763867.6461,754544.0389,9323.607245,0.00010299,1.71E-05,
3,920116.2396,912192.6289,7923.610733,0.00010299,2.06E-05,
4,1021104.788,1001489.622,19615.16645,58.99529221,1.31E+01,
5,1010473.072,987289.8587,23183.21337,142.8118795,3.14E+01,
6,681240.8855,676491.5382,4749.347312,48.40819099,7.18E+00,
7,800595.9803,797901.672,2694.308283,178.3730884,3.11E+01,
8,779327.0715,770947.8447,8379.226771,62.80657353,1.07E+01,
9,627834.0827,609813.4915,18020.5912,377.5755298,5.16E+01,
10,741669.3805,718636.7351,23032.64544,92.57474947,1.49E+01,
11,686312.8395,675140.0701,11172.76943,0.00010299,1.54E-05,
12,700074.7861,692904.2567,7170.529375,24.53771006,3.74E+00,
13,843205.9918,839867.2293,3338.762538,32.26452915,5.92E+00,
14,897123.008,886862.5466,10260.46136,14.29122678,2.79E+00,
15,738465.3352,729459.5359,9005.799303,26.29969088,4.23E+00,
16,904154.7728,888591.8448,15562.92798,0.00010299,2.03E-05,
17,792401.8098,779015.0654,13386.74435,0.00010299,1.78E-05,
18,833279.0006,828799.3091,4479.69151,56.94404446,1.03E+01,
19,837512.7135,832070.6053,5442.108203,373.1507618,6.80E+01,
20,951320.2015,932607.061,18713.14054,73.75688622,1.53E+01,
21,984254.1097,967780.3384,16473.77133,12.42697009,2.66E+00,
22,1026943.026,1004964.159,21978.86747,0.00010299,2.30E-05,
23,1004944.525,999994.9885,4949.536905,312.8469003,6.85E+01,
24,920826.4419,914110.7455,6715.696391,181.1260925,3.63E+01,
25,1040554.532,1019757.006,20797.52555,7.067088463,1.60E+00,
26,1122596.733,1095423.182,27173.55097,6.464326556,1.58E+00,
27,1014577.774,1002145.927,12431.84707,208.3514625,4.60E+01,
28,1040959.269,1028686.291,12272.97758,289.3970132,6.56E+01,
29,1104747.52,1089846.081,14901.43884,0.642453825,1.55E-01,
30,1087838.779,1050928.793,36909.98644,27.62682143,6.54E+00,
31,1091972.226,1064238.349,27733.87653,16.333015,3.88E+00,
32,1086025.499,1070569.951,15455.54819,266.4666687,6.30E+01,
33,1071434.131,1058122.304,13311.82661,0.00010299,2.40E-05,
34,1069202.841,1055031.072,14171.7688,27.43729271,6.39E+00,
35,885323.9792,851644.0123,33679.96694,13.848952,2.67E+00,
36,1068546.873,1065052.387,3494.486154,0.00010299,2.40E-05,
37,1120019.382,1115824.407,4194.975141,0.00010299,2.51E-05,
