num_opportunities,EMP_2016,ERP_2016,,
243,1214351.255,1173.830968,3.10E+02,
244,1435883.805,553.0395378,1.73E+02,
245,1247363.505,2212.322931,6.01E+02,
246,1226550.5,1917.14988,5.12E+02,
247,1264659.644,1191.479637,3.28E+02,
248,1289923.853,1636.834087,4.60E+02,
249,1295520.952,1571.425648,4.43E+02,
250,1176518.062,1418.779207,3.63E+02,
251,1139335.846,3283.828509,8.15E+02,
252,976513.2498,1812.468904,3.85E+02,
253,1098176.026,2197.184302,5.25E+02,
254,1333610.226,755.8512121,2.19E+02,
255,1283212.915,1102.50463,3.08E+02,
256,1223839.54,1326.111275,3.53E+02,
257,1161602.848,1462.122678,3.70E+02,
258,1234967.751,2632.802691,7.08E+02,
259,1171257.803,1728.913998,4.41E+02,
260,1139219.732,1491.125109,3.70E+02,
261,1058755.425,2561.214821,5.90E+02,
262,1092001.707,1202.100878,2.86E+02,
263,1005716.439,9.96E-05,2.18E-05,
264,1245265.625,9.96E-05,2.70E-05,
265,1027556.211,30.00261394,6.71E+00,
266,982278.1826,9.96E-05,2.13E-05,
267,921284.1338,780.0654966,1.56E+02,
268,1186794.774,1428.763101,3.69E+02,
270,1317647.276,2268.788629,6.51E+02,
271,1246408.323,1856.692116,5.04E+02,
272,1086133.56,686.927444,1.62E+02,
273,1046974.578,4770.646254,1.09E+03,
274,1235154.688,1222.797266,3.29E+02,
275,1165050.361,674.8881531,1.71E+02,
276,1019031.751,2632.172885,5.84E+02,
277,1179817.055,1461.757628,3.76E+02,
278,1000907.385,3054.493426,6.66E+02,
279,1285190.337,0.00010416,2.91E-05,
280,977324.7474,3371.402158,7.17E+02,
281,1079465.457,1027.829607,2.42E+02,
282,946735.5853,1062.217232,2.19E+02,
283,1106901.713,1100.8175,2.65E+02,
284,1091090.842,1099.528193,2.61E+02,
285,1056841.731,711.1931635,1.64E+02,
286,913939.8112,2441.284112,4.86E+02,
287,1007924.905,948.8427096,2.08E+02,
288,921142.3715,879.5960968,1.76E+02,
289,917126.4277,612.2937588,1.22E+02,
290,873996.9246,1100.8175,2.09E+02,
291,1297894.122,299.9559998,8.48E+01,
292,1186722.081,440.2949646,1.14E+02,
300,916684.573,2314.259039,4.62E+02,
301,848887.5223,1937.487865,3.58E+02,
302,853545.0795,2710.028616,5.04E+02,
303,925275.9512,1163.285346,2.34E+02,
304,986264.5687,3039.444658,6.53E+02,
305,1117832.651,972.8453837,2.37E+02,
306,950534.9268,1454.954356,3.01E+02,
307,1100476.436,1460.411786,3.50E+02,
308,1033714.444,2252.709441,5.07E+02,
309,1271252.421,569.5424829,1.58E+02,
310,1113076.876,1638.367218,3.97E+02,
311,851640.4564,3660.466096,6.79E+02,
312,949336.6622,1326.557155,2.74E+02,
313,1058851.733,843.3960704,1.94E+02,
314,1093958.384,1603.046017,3.82E+02,
315,1098388.124,976.1984711,2.33E+02,
316,1055416.792,2212.493286,5.08E+02,
317,1137407.82,3747.431467,9.28E+02,
318,1101730.494,873.2912473,2.09E+02,
319,1217356.359,2531.495244,6.71E+02,
320,1199762.168,2761.25553,7.21E+02,
321,1140666.629,3540.694784,8.79E+02,
322,1114853.929,1139.380745,2.77E+02,
323,1051381.926,1543.49496,3.53E+02,
324,992170.5754,1560.230556,3.37E+02,
325,1060292.919,1432.232182,3.31E+02,
328,1195380.658,1166.549497,3.04E+02,
329,1095789.554,2122.310797,5.06E+02,
330,899794.3039,36.85161292,7.22E+00,
331,1287726.516,2544.359715,7.13E+02,
332,874731.1216,4.747803802,9.04E-01,
333,1175916.691,1652.965387,4.23E+02,
334,89766.0082,751.2151891,1.47E+01,
400,102576.697,0.001344959,3.00E-05,
401,143050.1302,188.1542217,5.86E+00,
402,152060.3472,0.001344959,4.45E-05,
405,567499.1507,2458.01511,3.04E+02,
406,383648.9229,2875.215287,2.40E+02,
407,578806.3505,766.0710867,9.65E+01,
408,632384.2203,5026.932709,6.92E+02,
409,1004835.983,0.000103298,2.26E-05,
410,1110394.05,13.20672863,3.19E+00,
411,1332042.951,6396.306085,1.86E+03,
412,903907.1521,2923.389117,5.75E+02,
413,767494.1719,3968.416976,6.63E+02,
414,949689.5073,2752.859835,5.69E+02,
415,714032.2705,2832.582041,4.40E+02,
416,757062.4687,2871.996293,4.73E+02,
417,662995.1605,2999.378897,4.33E+02,
418,1058916.5,846.863926,1.95E+02,
420,844819.7232,1247.982619,2.30E+02,
421,585551.1319,1425.943213,1.82E+02,
422,549963.1175,2537.678521,3.04E+02,
423,563220.5766,8.76E-05,1.07E-05,
424,522965.445,3075.033931,3.50E+02,
425,432077.543,3570.361542,3.36E+02,
426,626506.734,8.76E-05,1.19E-05,
428,118137.9721,1.942623951,5.00E-02,
429,108000.218,1.942623951,4.57E-02,
430,39602.28354,1.942623951,1.68E-02,
433,1153027.202,28.34772823,7.12E+00,
434,959593.2032,27.43322096,5.73E+00,
435,51075.49511,8.43E-05,9.37E-07,
500,889524.221,2118.3223,4.10E+02,
501,802580.6607,4160.293619,7.27E+02,
502,824355.3061,2877.416349,5.16E+02,
503,691648.9906,3113.476976,4.69E+02,
504,704952.5893,3641.912196,5.59E+02,
505,723507.4149,3747.57856,5.90E+02,
508,631804.6174,4127.419959,5.68E+02,
509,586817.6638,3044.183114,3.89E+02,
510,588645.6455,4870.6753,6.24E+02,
511,788134.6585,4065.658178,6.98E+02,
512,706326.1701,2532.908966,3.90E+02,
513,629597.8885,2011.097504,2.76E+02,
514,673586.5733,2119.056979,3.11E+02,
517,1242305.476,789.276579,2.13E+02,
518,1087121.534,1007.119856,2.38E+02,
519,984017.6497,2080.351257,4.46E+02,
520,1033573.341,2383.700569,5.36E+02,
521,958816.4255,2291.915717,4.78E+02,
522,844952.8101,1967.840995,3.62E+02,
523,906475.2847,3279.019744,6.47E+02,
524,739122.3635,2702.023151,4.35E+02,
525,1160834.837,1559.752131,3.94E+02,
527,755623.9311,2.87702556,4.73E-01,
530,832003.8734,1538.118538,2.79E+02,
531,966621.3605,2010.809879,4.23E+02,
532,855764.6883,2330.754603,4.34E+02,
533,767721.8767,2165.268005,3.62E+02,
534,1141921.377,1511.870197,3.76E+02,
535,950995.4326,868.6523493,1.80E+02,
536,1024634.566,492.0863265,1.10E+02,
537,1219656.855,1091.697457,2.90E+02,
538,771253.8832,1767.558827,2.97E+02,
539,1272131.285,1566.52546,4.34E+02,
540,653720.5399,2089.486246,2.97E+02,
541,1100117.198,1364.232267,3.27E+02,
542,806393.8131,1431.665336,2.51E+02,
543,711747.6352,1124.40323,1.74E+02,
544,701348.4105,1299.806394,1.98E+02,
545,826451.8866,3892.064883,7.00E+02,
548,240745.0979,3087.921967,1.62E+02,
549,330597.5378,3260.416726,2.35E+02,
550,585143.9817,3392.433596,4.32E+02,
551,327992.0021,1781.22771,1.27E+02,
554,978622.9953,163.8517859,3.49E+01,
555,1064275.188,1897.676492,4.40E+02,
556,1167884.604,1619.075333,4.12E+02,
557,1002102.949,2693.797695,5.88E+02,
558,1078378.438,2634.967264,6.19E+02,
559,1175393.912,1207.292551,3.09E+02,
560,968361.9451,159.2700973,3.36E+01,
561,1000601.844,1552.136504,3.38E+02,
562,1030261.588,1558.450175,3.50E+02,
563,1090556.433,222.0617395,5.27E+01,
564,981813.4798,2536.982929,5.42E+02,
565,1034483.255,0.000103157,2.32E-05,
566,1077620.026,0.000103157,2.42E-05,
567,954962.7429,34.56020565,7.19E+00,
570,124340.0808,899.343123,2.43E+01,
571,298894.8357,1877.192457,1.22E+02,
572,367027.4184,1662.924016,1.33E+02,
573,509767.6747,2091.703634,2.32E+02,
574,588063.4819,3546.087232,4.54E+02,
575,127784.9854,2492.749538,6.94E+01,
577,945346.6883,2646.404527,5.45E+02,
578,979334.4836,3113.072967,6.64E+02,
579,1137053.725,1503.44136,3.72E+02,
580,957039.6639,794.0811464,1.65E+02,
600,744860.3498,1436.253013,2.33E+02,
601,644632.7553,3357.915455,4.71E+02,
602,746517.6799,3370.899661,5.48E+02,
603,647929.9365,3306.36293,4.66E+02,
604,707446.5951,4246.706777,6.54E+02,
605,715113.9001,2809.125173,4.37E+02,
606,695182.208,2864.9511,4.34E+02,
607,535576.1231,1713.915258,2.00E+02,
608,587367.9984,4189.870633,5.36E+02,
609,952798.6245,2934.489672,6.09E+02,
610,762655.4015,1269.013158,2.11E+02,
611,1134748.328,3474.275445,8.58E+02,
612,911262.4784,3195.47453,6.34E+02,
613,1140106.689,2818.870227,7.00E+02,
614,894085.1554,1862.873811,3.63E+02,
615,942035.9583,3412.731785,7.00E+02,
616,780993.3417,0.000105442,1.79E-05,
617,904031.5752,946.7740973,1.86E+02,
618,956780.2812,2732.47367,5.69E+02,
619,872674.3586,3341.57924,6.35E+02,
620,877329.4386,2086.514038,3.99E+02,
621,888171.9346,2932.508341,5.67E+02,
622,859972.715,1130.421881,2.12E+02,
624,503871.5761,2806.933987,3.08E+02,
625,454646.541,1756.790345,1.74E+02,
626,24235.37775,1751.210111,9.24E+00,
627,431776.1093,2607.361208,2.45E+02,
628,260402.1256,2169.228841,1.23E+02,
629,404636.8669,4121.724933,3.63E+02,
630,450944.2315,1960.764054,1.93E+02,
631,458714.643,2094.455807,2.09E+02,
632,182262.2633,2658.483962,1.06E+02,
633,188164.8091,2347.967828,9.62E+01,
634,84572.68547,770.0788126,1.42E+01,
635,16009.73895,0.000112281,3.91E-07,
636,813690.1609,2509.102249,4.45E+02,
637,848985.8386,3839.253404,7.10E+02,
638,640522.6199,2897.230666,4.04E+02,
639,536722.9264,1624.390985,1.90E+02,
640,706479.1362,4261.859826,6.56E+02,
641,548632.8254,3427.2761,4.09E+02,
642,671484.3902,1963.641114,2.87E+02,
643,639023.9942,3018.346944,4.20E+02,
644,623786.5615,2470.46551,3.36E+02,
645,598318.3382,752.245656,9.80E+01,
646,564316.9964,3673.660808,4.51E+02,
647,519095.3274,2187.526738,2.47E+02,
650,861827.21,2866.818739,5.38E+02,
651,867778.0234,3678.510945,6.95E+02,
652,885015.7556,2263.025805,4.36E+02,
653,836965.2864,1511.78053,2.75E+02,
654,992389.6168,2687.485296,5.81E+02,
655,836755.8131,4841.378685,8.82E+02,
656,1104564.164,70.04046825,1.68E+01,
657,922206.0393,4472.002741,8.98E+02,
658,790822.2951,2308.031923,3.97E+02,
659,797337.6848,651.0972864,1.13E+02,
660,853986.7166,3216.795286,5.98E+02,
661,773754.8833,2205.192446,3.72E+02,
662,509482.509,810.3315117,8.99E+01,
663,761800.2736,225.5083378,3.74E+01,
664,671864.2069,2758.692998,4.04E+02,
665,1054766.544,1511.593588,3.47E+02,
666,1425845.378,1567.136113,4.87E+02,
667,1105269.828,696.7393891,1.68E+02,
668,1396795.28,2117.934632,6.44E+02,
700,656567.8371,2009.130965,2.87E+02,
701,467385.4678,2793.43229,2.84E+02,
702,799764.5647,3371.898018,5.87E+02,
703,733438.2103,2223.251486,3.55E+02,
704,718207.5865,2115.448138,3.31E+02,
705,1182686.344,2363.330331,6.09E+02,
706,1125994.219,1409.481407,3.46E+02,
707,1133504.238,2203.74078,5.44E+02,
710,1155837.282,6234.69816,1.57E+03,
711,1414763.864,95.91051375,2.95E+01,
712,1220735.721,3415.120023,9.08E+02,
713,986783.2856,1613.208144,3.47E+02,
714,796301.7246,2455.254973,4.26E+02,
715,511907.7714,59.03959299,6.58E+00,
716,914289.5439,1894.4172,3.77E+02,
717,247892.6897,1554.016919,8.39E+01,
718,1156202.518,2299.222799,5.79E+02,
719,1478434.932,604.5423487,1.95E+02,
720,1190381.48,576.5268472,1.49E+02,
723,1094792.323,2509.848709,5.98E+02,
724,919138.2628,1338.090531,2.68E+02,
725,1113954.381,3723.574557,9.03E+02,
726,819309.1241,3718.9361,6.63E+02,
727,880030.0879,2574.728544,4.93E+02,
728,870999.0674,3013.455818,5.71E+02,
731,941581.0964,2341.531687,4.80E+02,
732,806528.343,2537.408848,4.46E+02,
733,1059884.294,3264.775049,7.53E+02,
734,1100479.395,3293.934418,7.89E+02,
735,888504.0423,2697.592473,5.22E+02,
736,1494061.423,133.0827586,4.33E+01,
737,1161913.196,3190.2116,8.07E+02,
738,1296339.426,1617.107872,4.56E+02,
739,1285517.724,1370.251922,3.84E+02,
740,1314005.852,8.47E-05,2.42E-05,
741,1369110.045,547.8206953,1.63E+02,
742,1372938.957,674.2957592,2.02E+02,
743,1017598.987,2434.365741,5.39E+02,
744,1203552.322,2380.355295,6.24E+02,
745,959678.8444,9.51E-05,1.99E-05,
800,428586.3036,9.51E-05,8.87E-06,
801,890066.2614,3394.242151,6.58E+02,
802,992475.5645,1634.759764,3.53E+02,
803,946680.0632,1958.458237,4.04E+02,
804,1101459.385,2723.775443,6.53E+02,
805,850004.0728,2056.491282,3.81E+02,
806,974089.4715,1602.786478,3.40E+02,
807,1270614.585,2018.587296,5.58E+02,
808,1193933.873,1239.899161,3.22E+02,
812,947210.9838,2651.620896,5.47E+02,
813,890907.6788,2697.268428,5.23E+02,
814,824462.6031,2693.313308,4.83E+02,
815,765344.6529,1818.947867,3.03E+02,
816,934704.9208,2767.547284,5.63E+02,
817,968497.2635,1464.130404,3.09E+02,
818,865398.9693,3479.633283,6.56E+02,
819,950898.4238,2714.081875,5.62E+02,
820,939738.5539,3714.730452,7.60E+02,
821,992707.0645,3586.726203,7.75E+02,
824,1172868.523,2467.644045,6.30E+02,
825,1189934.288,1032.790738,2.68E+02,
826,1302781.389,2165.307318,6.14E+02,
827,1281372.462,458.6981098,1.28E+02,
828,1408322.97,0.000103572,3.18E-05,
829,774910.7313,273.359825,4.61E+01,
830,886091.9849,0.000103572,2.00E-05,
831,1227997.447,3011.468957,8.05E+02,
832,1077406.531,13.37140097,3.14E+00,
833,977630.0691,2952.498518,6.28E+02,
834,971616.0308,2294.860574,4.85E+02,
835,921653.9714,0.000103572,2.08E-05,
836,1414478.691,0.000103572,3.19E-05,
837,1178496.353,0.000103572,2.66E-05,
894,1377564.187,709.7370257,2.13E+02,
895,1467284.923,1375.137474,4.39E+02,
896,1531125.306,821.0942867,2.74E+02,
897,982613.3034,2249.700801,4.81E+02,
898,1170011.639,2072.697091,5.28E+02,
899,910148.9382,2007.732993,3.98E+02,
900,921892.3378,3426.868306,6.88E+02,
901,1013672.794,3867.484846,8.54E+02,
902,1030705.001,4432.223998,9.95E+02,
903,1031875.76,1940.63233,4.36E+02,
904,1337769.457,1077.638069,3.14E+02,
905,938368.7215,3202.235833,6.54E+02,
906,948332.641,3502.39646,7.23E+02,
907,847171.7857,2073.823067,3.83E+02,
910,1404221.448,1464.865842,4.48E+02,
911,1085209.325,1984.549784,4.69E+02,
912,951361.4914,1535.249618,3.18E+02,
913,1503592.911,1357.359678,4.44E+02,
914,1078164.527,1644.215383,3.86E+02,
915,1437621.039,1772.596615,5.55E+02,
916,1086950.43,2000.775477,4.74E+02,
917,1381109.795,2571.714882,7.73E+02,
918,1238590.6,603.2709014,1.63E+02,
919,1064059.093,1401.77238,3.25E+02,
920,1131263.098,1894.780677,4.67E+02,
921,1302510.075,1658.818525,4.70E+02,
922,1125036.011,1442.92534,3.53E+02,
924,1053112.876,891.8814497,2.05E+02,
925,801252.9928,3364.552475,5.87E+02,
926,856359.6378,0.000109993,2.05E-05,
927,988816.9335,1187.300873,2.56E+02,
928,955232.7792,1268.831299,2.64E+02,
931,953439.7848,2445.307034,5.08E+02,
932,909519.7337,2963.793559,5.87E+02,
933,968801.7258,1925.292591,4.06E+02,
934,885476.0545,2460.874124,4.74E+02,
935,889589.7007,3541.619633,6.86E+02,
936,881063.0242,4663.113059,8.95E+02,
939,1311662.708,2636.237426,7.53E+02,
940,981646.1721,1896.96598,4.05E+02,
941,988115.2822,3094.933153,6.66E+02,
942,883248.2187,2433.936415,4.68E+02,
943,860307.5907,2759.964603,5.17E+02,
944,997943.1856,1827.039435,3.97E+02,
945,994329.0231,2012.94743,4.36E+02,
946,1008806.426,937.9755577,2.06E+02,
949,827276.4908,1647.94158,2.97E+02,
950,1096811.785,2407.527303,5.75E+02,
951,978930.2915,2683.008802,5.72E+02,
952,1295351.902,2625.679488,7.41E+02,
953,1327212.416,551.9331342,1.59E+02,
954,1127839.701,1486.761816,3.65E+02,
955,973206.3689,2638.147877,5.59E+02,
958,1059638.862,1226.918081,2.83E+02,
959,260117.7616,2242.850155,1.27E+02,
960,732007.78,2093.860117,3.34E+02,
961,1035014.44,363.4442702,8.19E+01,
962,875961.7094,0.000113795,2.17E-05,
963,1339829.706,835.8848124,2.44E+02,
964,1229459.705,4130.723931,1.11E+03,
965,924957.8124,1487.487579,3.00E+02,
966,1056219.144,2625.377456,6.04E+02,
967,1113002.758,1165.513142,2.82E+02,
968,1193329.151,893.9403438,2.32E+02,
969,1504763.451,2793.378697,9.15E+02,
970,1582930.62,1705.273915,5.88E+02,
971,1558722.654,1649.093088,5.60E+02,
972,699151.1288,1810.391659,2.76E+02,
973,1096784.194,1740.669175,4.16E+02,
974,1431634.64,4455.297011,1.39E+03,
975,1214880.43,2386.029726,6.31E+02,
976,74366.28537,0.000106536,1.73E-06,
977,827430.6006,1519.956767,2.74E+02,
978,441928.9163,2123.349093,2.04E+02,
979,1114099.999,1518.106871,3.68E+02,
980,1137815.531,934.6666453,2.32E+02,
981,801889.1549,1678.139875,2.93E+02,
982,1008634.853,1979.647372,4.35E+02,
