num_opportunities,EMP_2016
1729,272.491153
1730,2886.1037087
1731,3094.7458841
1732,8586.8936062
1733,2388.0043536
1734,3031.7554285
1735,542.5527698999999
1736,4015.5195347999997
1739,1494.326468
1740,2013.0735911000002
1741,1730.9139326999998
1742,14014.812791389999
1743,2260.3449693000002
1744,2766.9940992
1745,1295.9373664
1748,556.615942
1749,5491.0428147
1750,1148.9927571
1751,13596.67176249
1752,4701.0024242
1753,13572.34318509
1754,2070.6577449
1755,3203.198884
1800,35268.378136399995
1801,23075.7629073
1802,55866.4201733
1803,105601.3372068
1804,67821.3544812
1805,277350.30179512
1806,365299.82897102
1807,123925.50486648
1808,132550.9050738
1809,153397.62802529
1810,150446.2012734
1811,241285.59040379
1812,234580.34013499
1813,23342.4678204
1814,1758.3371501000001
1815,42990.62963588
1816,19165.577385290002
1817,18787.83466819
1818,33800.43074819
1819,55368.35527169
1820,107193.32460329
1821,20999.15564079
1823,17460.833879290003
1824,19968.71032939
1825,105496.38800109
1826,17241.70387031
1827,13892.719249500002
1828,38359.48652249
1829,51730.1327016
1830,5409.2723628
1831,109823.7599254
1832,155149.1679277
1833,4754.176175
1834,15241.4219136
1835,22657.968725
1836,171664.8566396
1837,225940.1750561
1838,83273.2035257
1839,181481.8340632
1840,90833.5615071
1841,108912.4514475
1842,182931.9769231
1843,146639.4288974
1844,451784.8358774
1845,238179.4957813
1846,291342.0196626
1847,452.3870846
1848,23576.4575873
1849,6829.8905284
1850,239329.219415
1851,19843.7255563
1852,3504.3216078
1853,164738.0386189
1854,185256.1622012
1855,120590.7552512
1856,14196.551366200001
1857,243984.27349308
1900,221769.00128958
1901,11066.4938638
1902,134010.5217947
1903,150799.2819061
1904,75216.9135586
1905,244520.5456639
1906,101572.712853
1907,7810.8507543
1908,166255.5457129
1910,130662.7834471
1911,173065.7787892
1912,177878.7266168
1913,277814.6564171
1914,213204.501743
1915,206855.9568475
1916,325326.7167076
1917,324896.7554323
1918,388447.3301205
1919,359433.2257239
1922,27620.6960651
1923,17924.3791127
1924,16461.750487100002
1925,55154.1686846
1926,120465.331779
1927,117606.7635707
1928,14448.0896376
1929,93551.515034
1930,18449.7863548
1931,17545.85588
1932,5304.8497732000005
1933,17119.154509
1934,18221.7935333
1935,6484.1431252
1936,13528.7743159
1937,5071.3331309000005
1940,408623.6191702
1941,313484.3648837
1942,167045.00952710002
1943,380319.97148988
1944,50796.7207375
1945,519230.3084182
1946,281867.3080415
1947,538819.43768408
1948,463682.00196278
1949,315545.7897277
1950,395326.16096612
1951,574105.02416268
1952,492470.61293198
1953,518554.53456898
1954,396288.97497648
1955,580940.50578488
1956,490525.4342951
1957,540194.62374838
1958,440354.11111698
1959,300112.31100238
1960,575404.92590008
1961,450520.28152428
1962,583696.78992158
1963,586012.69518108
2000,1425.9722474999999
2001,4238.4266919
2002,1425.0547347
2003,1988.7222737999998
2004,3371.1195379
2007,51.87985583
2008,2494.48471156
2009,2494.48471156
2010,616.5950504
2011,89.71329405
2012,279.8578862
2013,191.1882052
2014,603.2131831
2015,1183.4401212
2018,420.1839448
2019,9381.628605200001
2020,2286.5273227
2021,2705.597373
2022,11382.075837800001
2023,9255.7899281
2025,11172.6595823
2026,7375.956133
2027,8119.8082954
2028,18021.24799596
2029,21301.87336096
2030,12937.3771501
2031,10391.7365298
2032,9702.6486148
2033,14668.2809003
2034,12237.0372243
2035,8704.9951169
2036,3197.0280716999996
2037,9502.6773646
2100,5702.0060813
2101,8848.2341548
2102,14994.9866497
2103,25123.143782
2104,10069.219015
2105,18152.7234071
2107,47391.72841650209
2108,908.3049551
2109,8112.010335
2110,8302.9768533
2113,23011.9594512
2114,17217.361606399998
2115,35266.50429930209
2116,17681.730542999998
2117,14694.3254107
2118,19316.271927499998
2119,17014.594730599998
2120,18777.54525610209
2123,2920.6982119
2124,1869.4103424999998
2125,1388.069051
2126,2343.9747595
2127,608.8624651
2128,8474.6465144
2129,4099.721087
2130,753.300053
2131,817.1870927
2132,341.95310059999997
2133,2493.6769918
2134,599.2848981
2135,10947.8384256
2136,8031.6341405
2137,2675.49325
2138,12764.001002699999
2139,13879.6218443
2140,14981.858810599999
2141,10425.7441545
2142,1677.5840181
2143,25017.61955700209
2144,30510.543355702088
2145,21548.4958093
2146,15684.53789800209
2147,8461.65151980209
2148,36980.90884670209
2149,10874.05549610209
2150,16842.85148880209
2151,28163.459938902088
2153,12528.3988316
2154,1949.4445210000001
2155,24168.549831
2156,5567.3553207
2157,11592.31352950209
2158,7952.8562784000005
2161,17553.5907104
2162,6395.328830500001
2163,12519.8860876
2164,9522.1546908
2165,10955.9695396
2166,10124.092509299999
2167,8798.7841182
2170,755.4959175
2171,2084.044774
2200,5040.2824473
2201,44495.26372010209
2202,18610.486247599998
2203,18650.0227732
2204,10677.236942200001
2205,12823.6906743
2206,3885.4537703
2207,1251.6908995
2208,26253.82353620209
2209,9371.0400354
2210,22360.57779260209
2211,11773.02506700209
2212,13544.18123480209
2213,16959.5044014
2214,18735.86973720209
2215,15475.10693130209
2216,9607.7403776
2217,2011.7645564
2218,27320.35587970209
2298,31368.65553416
2299,18323.10940583
2300,20007.0045052
2301,16619.34908357
2302,16770.36797341
2303,13334.407656970001
2304,13905.188485300001
2305,43415.43491245
2306,13051.0072951
2307,39794.33756912
2308,18046.44517134
2309,13945.46644993
2310,9201.7239419
2311,49895.98308683
2312,17250.71016524
2313,27205.69117703
2314,29634.996568540002
2315,21641.36091654
2316,12408.4079823
2318,7481.0385974
2319,6392.4680792
2320,689.8597453
2321,4713.45168617
2322,5855.0645583
2323,3404.3161301
2324,5409.14549707
2325,12635.06601347
2328,6063.45323
2329,5173.5063929
2330,10089.9548015
2331,14520.9488745
2334,11145.6113575
2335,3452.0228730999997
2336,3767.1817006700003
2337,7899.7820025
2338,6265.1807429
2339,6537.41660693
2340,27250.36957843
2341,14961.305117599999
2342,22344.648194315
2343,12411.870673
2346,13885.6112894
2347,17775.6566469
2348,13394.0789989
2349,4139.7488812
2350,14784.0367502
2351,7654.14164825
2352,4123.79172595
2353,12615.3259428
2356,22582.803194879998
2357,16213.5836487
2358,23431.70804318
2359,8852.6879863
2360,11801.09022405
2361,9911.86255625
2362,3371.19595875
2363,2216.0178191
2366,1115.6742234
2367,18519.346297
2368,16406.450578
2369,1244.7628238
2370,6324.00921775
2371,4208.6502449
2372,4378.4598095500005
2373,4914.3570796
2374,4175.57599805
2375,1759.9690044000001
2376,4510.58861745
2377,604.8943128000001
2380,22392.29967048
2381,20785.13108975
2382,9717.0596621
2383,17820.92806193
2384,10252.6664573
2385,6327.0735482
2386,4390.7856876000005
2387,3156.69835645
2390,16895.139408
2391,13581.542886
2392,11071.88794787
2393,14572.43763537
2394,17133.586054299998
2395,19540.90425077
2396,12160.45805707
2397,20905.06963397
2398,14482.52574067
2500,11074.0154256
2501,11118.9177236
2502,9532.205294899999
2503,16529.33825362
2504,18553.46716132
2505,13364.96287322
2506,15267.0374123
2507,13541.99608552
2508,14692.40328055
2509,16167.1415645
2510,9906.18363865
2511,50772.23191494
2512,9873.832063
2513,10561.35640626
2514,15752.585684
2515,24805.87732198
2516,9856.5276243
2517,14202.0246453
2518,10786.7611374
2519,4747.82218709
2520,16739.97396092
2521,3194.53372835
2522,8756.652604500001
2523,3312.76677952
2524,5384.4245108
2525,7148.181239099999
2526,11670.531661500001
2527,7305.4470941
2528,7699.6521879
2529,12855.1561912
2530,10881.01315906
2531,7358.54452612
2532,6763.212984719999
2533,23562.11612972
2534,13082.04693892
2535,22150.091139520002
2536,10482.32997372
2537,10541.38974522
2538,17717.06414622
