num_opportunities,EMP_2016,L2&L3,Marginal,Base,Net to Base,ERP,,
963,59156.79148,59156.79148,2.70E-06,59156.79148,2.70E-06,835.8848124,1.08E+01,
964,39832.54193,39832.54193,-1.22E-06,39832.54193,-1.22E-06,4130.723931,3.58E+01,
965,17946.22328,17946.22328,3.00E-06,17946.22328,3.00E-06,1487.487579,5.81E+00,
966,26131.92132,26131.92132,-4.70E-06,26131.92132,-4.70E-06,2625.377456,1.49E+01,
967,35399.70113,35399.70113,3.10E-06,35399.70113,3.10E-06,1165.513142,8.98E+00,
968,39253.08478,39253.08478,3.70E-06,39253.08478,3.70E-06,893.9403438,7.64E+00,
969,93465.79358,93465.79358,-3.46E-06,93465.79358,-3.46E-06,2793.378697,5.68E+01,
970,150778.6139,150778.6139,1.16E-05,150778.6139,1.16E-05,1705.273915,5.60E+01,
971,99679.65768,99679.65768,4.74E-06,99679.65768,4.74E-06,1649.093088,3.58E+01,
972,10677.46171,10677.46171,-3.40E-06,10677.46171,-3.40E-06,1810.391659,4.21E+00,
973,20651.81091,20651.81091,1.60E-06,20651.81091,1.60E-06,1740.669175,7.83E+00,
974,53872.16381,53872.16381,-2.20E-06,53872.16381,-2.20E-06,4455.297011,5.23E+01,
975,29532.68729,29532.68729,-1.70E-06,29532.68729,-1.70E-06,2386.029726,1.53E+01,
976,2113.309602,2113.309602,0,2113.309602,0,0.000106536,4.90E-08,
977,10954.87923,10954.87923,-3.60E-06,10954.87923,-3.60E-06,1519.956767,3.63E+00,
978,3082.518626,3082.518626,4.00E-07,3082.518626,4.00E-07,2123.349093,1.43E+00,
979,22360.2746,22360.2746,4.00E-07,22360.2746,4.00E-07,1518.106871,7.39E+00,
980,30688.75731,30688.75731,-7.00E-07,30688.75731,-7.00E-07,934.6666453,6.25E+00,
981,9729.719471,9729.719471,1.00E-07,9729.719471,1.00E-07,1678.139875,3.56E+00,
982,23459.46316,23459.46316,-2.50E-06,23459.46316,-2.50E-06,1979.647372,1.01E+01,
983,23665.96317,23665.96317,-2.70E-06,23665.96317,-2.70E-06,3726.066597,1.92E+01,
984,3024.268264,3024.268264,1.00E-07,3024.268264,1.00E-07,16.93340339,1.12E-02,
999,37481.17119,37481.17119,-1.02E-06,37481.17119,-1.02E-06,892.3247612,7.28E+00,
1000,9102.390479,9102.390479,-5.00E-07,9102.390479,-5.00E-07,4493.102044,8.90E+00,
1001,5976.302988,5976.302988,-5.00E-07,5976.302988,-5.00E-07,15.16222228,1.97E-02,
1002,10370.90003,10370.90003,1.50E-06,10370.90003,1.50E-06,2348.458647,5.30E+00,
1003,13588.61627,13588.61627,-1.99E-06,13588.61627,-1.99E-06,2296.308281,6.79E+00,
1004,3823.204548,3823.204548,-1.60E-07,3823.204548,-1.60E-07,2678.90129,2.23E+00,
1005,4097.453189,4097.453189,-3.10E-07,4097.453189,-3.10E-07,2517.845014,2.25E+00,
1006,46838.22196,46838.22196,-2.81E-06,46838.22196,-2.81E-06,1093.064524,1.11E+01,
1007,103879.3089,103879.3089,3.15E-05,103879.3089,3.15E-05,2087.252214,4.72E+01,
1008,4167.539356,4167.539356,-1.60E-07,4167.539356,-1.60E-07,1457.067515,1.32E+00,
1009,76153.40605,76153.40605,7.80E-07,76153.40605,7.80E-07,2433.983896,4.04E+01,
1010,31374.42986,31374.42986,-1.68E-06,31374.42986,-1.68E-06,1767.340945,1.21E+01,
1011,50970.11379,50970.11379,3.19E-06,50970.11379,3.19E-06,2736.291866,3.04E+01,
1012,22159.26602,22159.26602,-1.18E-06,22159.26602,-1.18E-06,1851.581683,8.93E+00,
1013,64062.24201,64062.24201,3.30E-07,64062.24201,3.30E-07,800.3150964,1.12E+01,
1014,898.8967064,898.8967064,0,898.8967064,0,490.225248,9.59E-02,
1015,58984.21447,58984.21447,4.00E-07,58984.21447,4.00E-07,549.9923233,7.06E+00,
1016,36750.03388,36750.03388,4.10E-06,36750.03388,4.10E-06,2579.723706,2.06E+01,
1017,49383.04319,49383.04319,3.00E-07,49383.04319,3.00E-07,983.2056408,1.06E+01,
1018,54884.15701,54884.15701,4.00E-06,54884.15701,4.00E-06,249.0483285,2.98E+00,
1019,81522.84738,81522.84738,-1.40E-06,81522.84738,-1.40E-06,2327.566002,4.13E+01,
1020,52767.19291,52767.19291,-4.83E-06,52767.19291,-4.83E-06,2869.728924,3.30E+01,
1021,60585.03934,60585.03934,1.07E-06,60585.03934,1.07E-06,1820.687987,2.40E+01,
1022,34607.63273,34607.63273,-1.13E-06,34607.63273,-1.13E-06,2315.160602,1.74E+01,
1023,81270.30756,81270.30756,1.57E-06,81270.30756,1.57E-06,281.3528769,4.98E+00,
1024,65851.11667,65851.11667,-3.14E-06,65851.11667,-3.14E-06,1319.847305,1.89E+01,
1025,89622.21987,89622.21987,5.00E-07,89622.21987,5.00E-07,19.3706589,3.78E-01,
1026,80045.71793,80045.71793,-2.14E-06,80045.71793,-2.14E-06,2002.787831,3.49E+01,
1027,70649.88282,70649.88282,2.46E-06,70649.88282,2.46E-06,2328.500232,3.58E+01,
1028,56813.14789,56813.14789,3.17E-06,56813.14789,3.17E-06,1259.915958,1.56E+01,
1029,66460.97588,66460.97588,-4.14E-06,66460.97588,-4.14E-06,1674.886377,2.42E+01,
1030,222862.4044,222862.4044,4.93E-05,222862.4044,4.93E-05,0.748727969,3.63E-02,
1031,17856.72843,17856.72843,-1.10E-06,17856.72843,-1.10E-06,1505.939859,5.86E+00,
1032,2647.176045,2647.176045,-2.00E-07,2647.176045,-2.00E-07,2587.725425,1.49E+00,
1033,4836.413884,4836.413884,-1.00E-07,4836.413884,-1.00E-07,369.3923726,3.89E-01,
1034,4410.515376,4410.515376,-2.00E-07,4410.515376,-2.00E-07,2687.861439,2.58E+00,
1035,8649.905449,8649.905449,3.00E-07,8649.905449,3.00E-07,1028.080904,1.94E+00,
1036,81009.52209,81009.52209,-2.85E-06,81009.52209,-2.85E-06,4.285270465,7.56E-02,
1037,33645.21563,33645.21563,-4.50E-07,33645.21563,-4.50E-07,1589.011121,1.16E+01,
1038,14819.00457,14819.00457,1.00E-07,14819.00457,1.00E-07,1480.284065,4.78E+00,
1039,12740.14451,12740.14451,-1.90E-06,12740.14451,-1.90E-06,1450.482685,4.02E+00,
1040,7906.143347,7906.143347,2.00E-07,7906.143347,2.00E-07,3261.39602,5.61E+00,
1041,26806.8481,26806.8481,-4.10E-06,26806.8481,-4.10E-06,1128.288019,6.59E+00,
1042,26846.9407,26846.9407,2.60E-07,26846.9407,2.60E-07,1645.868389,9.62E+00,
1043,51519.96806,51519.96806,-1.00E-06,51519.96806,-1.00E-06,861.8365894,9.67E+00,
1044,41989.39842,41989.39842,3.55E-06,41989.39842,3.55E-06,1748.61047,1.60E+01,
1045,54306.97248,54306.97248,2.25E-06,54306.97248,2.25E-06,518.5176063,6.13E+00,
1046,55578.42776,55578.42776,-2.50E-07,55578.42776,-2.50E-07,1137.873898,1.38E+01,
1047,38067.32171,38067.32171,6.50E-07,38067.32171,6.50E-07,2294.240743,1.90E+01,
1048,85503.28959,85503.28959,5.50E-07,85503.28959,5.50E-07,3984.305125,7.42E+01,
1049,87658.835,87658.835,-2.65E-06,87658.835,-2.65E-06,41.54808782,7.93E-01,
1050,116456.3608,116456.3608,2.17E-05,116456.3608,2.17E-05,139.6224235,3.54E+00,
1051,66854.3384,66854.3384,4.90E-06,66854.3384,4.90E-06,8.468703115,1.23E-01,
1052,93658.88147,93658.88147,-4.65E-06,93658.88147,-4.65E-06,22.37202729,4.56E-01,
1053,108129.7316,108129.7316,2.95E-05,108129.7316,2.95E-05,377.1265111,8.88E+00,
1054,92655.14738,92655.14738,4.65E-06,92655.14738,4.65E-06,103.3367737,2.08E+00,
1055,148631.0872,148631.0872,-7.56E-06,148631.0872,-7.56E-06,11.54378289,3.74E-01,
1056,95825.51882,95825.51882,3.24E-06,95825.51882,3.24E-06,1952.958415,4.07E+01,
1057,126922.6238,126922.6238,1.23E-05,126922.6238,1.23E-05,740.5252304,2.05E+01,
1058,110225.3007,110225.3007,3.51E-05,110225.3007,3.51E-05,112.501949,2.70E+00,
1059,146307.3087,146307.3087,4.78E-05,146307.3087,4.78E-05,402.3032915,1.28E+01,
1060,77207.34782,77207.34782,-1.26E-06,77207.34782,-1.26E-06,946.0443652,1.59E+01,
1061,85316.49355,85316.49355,2.43E-06,85316.49355,2.43E-06,1085.297322,2.02E+01,
1062,97162.75456,97162.75456,5.40E-07,97162.75456,5.40E-07,1101.712152,2.33E+01,
1063,67267.35253,67267.35253,-2.91E-06,67267.35253,-2.91E-06,2615.841907,3.83E+01,
1064,66058.99644,66058.99644,3.29E-06,66058.99644,3.29E-06,557.6191762,8.02E+00,
1065,73454.92444,73454.92444,-6.70E-07,73454.92444,-6.70E-07,1078.718162,1.73E+01,
1066,56402.91845,56402.91845,-4.81E-06,56402.91845,-4.81E-06,614.8394056,7.55E+00,
1067,57423.8132,57423.8132,-4.90E-06,57423.8132,-4.90E-06,3607.411521,4.51E+01,
1068,10124.45253,10124.45253,-4.80E-06,10124.45253,-4.80E-06,5.264339825,1.16E-02,
1069,68965.06908,68965.06908,-4.87E-06,68965.06908,-4.87E-06,1709.553282,2.57E+01,
1070,35384.52513,35384.52513,-3.52E-06,35384.52513,-3.52E-06,2189.503217,1.69E+01,
1071,6178.728176,6178.728176,-4.00E-07,6178.728176,-4.00E-07,0.000106287,1.43E-07,
1072,52835.72444,52835.72444,-4.10E-07,52835.72444,-4.10E-07,2628.141387,3.02E+01,
1073,73372.34963,73372.34963,3.57E-06,73372.34963,3.57E-06,0.331184743,5.29E-03,
1074,88433.29057,88433.29057,1.95E-06,88433.29057,1.95E-06,0.000106287,2.05E-06,
1075,15819.99323,15819.99323,-4.30E-06,15819.99323,-4.30E-06,1873.332983,6.45E+00,
1076,23782.44483,23782.44483,1.90E-06,23782.44483,1.90E-06,3632.495197,1.88E+01,
1077,25795.0312,25795.0312,4.76E-06,25795.0312,4.76E-06,2899.608449,1.63E+01,
1078,10063.02952,10063.02952,1.10E-06,10063.02952,1.10E-06,2126.794479,4.66E+00,
1079,17015.85571,17015.85571,-3.04E-06,17015.85571,-3.04E-06,1795.016061,6.65E+00,
1080,2587.797101,2587.797101,2.00E-07,2587.797101,2.00E-07,2206.429323,1.24E+00,
1081,29735.58054,29735.58054,2.65E-06,29735.58054,2.65E-06,2211.251647,1.43E+01,
1082,13667.93916,13667.93916,-4.00E-07,13667.93916,-4.00E-07,1101.398106,3.28E+00,
1083,5342.665958,5342.665958,1.50E-07,5342.665958,1.50E-07,2768.567084,3.22E+00,
1084,42968.02942,42968.02942,-1.75E-06,42968.02942,-1.75E-06,1955.106671,1.83E+01,
1085,83164.01821,83164.01821,-1.94E-06,83164.01821,-1.94E-06,1293.736086,2.34E+01,
1087,8995.972196,8995.972196,-5.00E-07,8995.972196,-5.00E-07,2030.786247,3.98E+00,
1088,22888.5128,22888.5128,4.86E-06,22888.5128,4.86E-06,3451.884017,1.72E+01,
1089,9321.129048,9321.129048,-4.00E-07,9321.129048,-4.00E-07,3206.317656,6.51E+00,
1090,4760.088232,4760.088232,0,4760.088232,0,2355.012081,2.44E+00,
1091,6340.888151,6340.888151,-1.00E-07,6340.888151,-1.00E-07,0.000106287,1.47E-07,
1092,3960.07888,3960.07888,-5.00E-07,3960.07888,-5.00E-07,0.000106287,9.16E-08,
1093,96455.81372,96455.81372,-4.44E-06,96455.81372,-4.44E-06,1227.870137,2.58E+01,
1095,91092.25404,91092.25404,3.89E-06,91092.25404,3.89E-06,1946.491353,3.86E+01,
1096,4398.410905,4398.410905,-2.90E-07,4398.410905,-2.90E-07,1212.132562,1.16E+00,
1097,67483.72761,67483.72761,1.39E-06,67483.72761,1.39E-06,1697.556417,2.49E+01,
1099,110121.1374,110121.1374,2.24E-05,110121.1374,2.24E-05,2261.012242,5.42E+01,
1100,2858.844047,2858.844047,5.00E-07,2858.844047,5.00E-07,1971.326337,1.23E+00,
1101,3313.768105,3313.768105,2.00E-07,3313.768105,2.00E-07,3073.920023,2.22E+00,
1102,8166.460181,8166.460181,4.20E-07,8166.460181,4.20E-07,3115.867881,5.54E+00,
1103,5714.535434,5714.535434,4.10E-07,5714.535434,4.10E-07,4030.784201,5.02E+00,
1104,4171.538123,4171.538123,2.10E-07,4171.538123,2.10E-07,988.9471299,8.98E-01,
1105,9285.778055,9285.778055,1.00E-08,9285.778055,1.00E-08,3639.08802,7.36E+00,
1106,9385.084807,9385.084807,-3.80E-07,9385.084807,-3.80E-07,1633.028259,3.34E+00,
1107,8622.879541,8622.879541,0,8622.879541,0,3194.828977,6.00E+00,
1108,10018.25797,10018.25797,-1.70E-06,10018.25797,-1.70E-06,1399.012387,3.05E+00,
1109,6878.788188,6878.788188,-8.00E-08,6878.788188,-8.00E-08,2960.296519,4.43E+00,
1110,9535.373085,9535.373085,-3.80E-07,9535.373085,-3.80E-07,651.7956149,1.35E+00,
1111,22162.80663,22162.80663,-4.93E-06,22162.80663,-4.93E-06,1393.360835,6.72E+00,
1112,37917.46775,37917.46775,9.70E-07,37917.46775,9.70E-07,538.138613,4.44E+00,
1113,4740.53224,4740.53224,-1.00E-08,4740.53224,-1.00E-08,1540.0353,1.59E+00,
1114,2062.052122,2062.052122,4.60E-07,2062.052122,4.60E-07,2247.7829,1.01E+00,
1115,3286.241498,3286.241498,1.80E-07,3286.241498,1.80E-07,1991.751523,1.43E+00,
1116,8834.240905,8834.240905,6.00E-08,8834.240905,6.00E-08,3084.791464,5.93E+00,
1117,24336.30355,24336.30355,-1.54E-06,24336.30355,-1.54E-06,101.2304989,5.36E-01,
1118,12532.6527,12532.6527,-3.60E-06,12532.6527,-3.60E-06,2897.750204,7.91E+00,
1119,37904.54345,37904.54345,1.46E-06,37904.54345,1.46E-06,12.10858535,9.99E-02,
1120,20516.30472,20516.30472,2.46E-06,20516.30472,2.46E-06,13.0206153,5.82E-02,
1121,7611.5158,7611.5158,3.00E-07,7611.5158,3.00E-07,7.451474937,1.23E-02,
1122,35611.10701,35611.10701,-1.04E-06,35611.10701,-1.04E-06,3406.410546,2.64E+01,
1123,16808.37468,16808.37468,2.40E-06,16808.37468,2.40E-06,2549.661326,9.33E+00,
1124,14467.78724,14467.78724,1.60E-06,14467.78724,1.60E-06,1998.527496,6.30E+00,
1125,44116.57684,44116.57684,-4.40E-07,44116.57684,-4.40E-07,241.5345911,2.32E+00,
1126,59556.80157,59556.80157,2.06E-06,59556.80157,2.06E-06,12.44402773,1.61E-01,
1127,2564.833352,2564.833352,-1.00E-07,2564.833352,-1.00E-07,1714.37497,9.57E-01,
1128,3247.124428,3247.124428,1.60E-07,3247.124428,1.60E-07,1727.58437,1.22E+00,
1129,6298.627344,6298.627344,8.00E-08,6298.627344,8.00E-08,2590.212007,3.55E+00,
1130,2332.056438,2332.056438,4.90E-07,2332.056438,4.90E-07,2192.912239,1.11E+00,
1131,9792.15593,9792.15593,-3.40E-07,9792.15593,-3.40E-07,2414.089894,5.15E+00,
1132,2487.942812,2487.942812,-2.00E-07,2487.942812,-2.00E-07,3945.638894,2.14E+00,
1133,2417.141317,2417.141317,-4.10E-07,2417.141317,-4.10E-07,949.4954794,5.00E-01,
1134,5896.81489,5896.81489,2.70E-07,5896.81489,2.70E-07,1568.687882,2.01E+00,
1135,3439.528722,3439.528722,-4.40E-07,3439.528722,-4.40E-07,1351.004264,1.01E+00,
1198,4512.206812,4512.206812,-4.90E-07,4512.206812,-4.90E-07,522.9720888,5.14E-01,
1200,6384.634456,6384.634456,2.00E-07,6384.634456,2.00E-07,4502.567137,6.26E+00,
1201,8751.678443,8751.678443,3.00E-07,8751.678443,3.00E-07,2340.297733,4.46E+00,
1202,6898.31669,6898.31669,-2.00E-07,6898.31669,-2.00E-07,0.000107313,1.61E-07,
1203,9068.827733,9068.827733,1.00E-07,9068.827733,1.00E-07,2698.545322,5.33E+00,
1204,5858.373285,5858.373285,-1.00E-07,5858.373285,-1.00E-07,1690.444315,2.16E+00,
1205,5523.004273,5523.004273,-3.00E-07,5523.004273,-3.00E-07,0.000107313,1.29E-07,
1206,8510.359244,8510.359244,-4.00E-07,8510.359244,-4.00E-07,3519.494343,6.52E+00,
1207,5891.850944,5891.850944,3.00E-07,5891.850944,3.00E-07,4444.650936,5.70E+00,
1209,21139.26415,21139.26415,3.58E-06,21139.26415,3.58E-06,8.86E-05,4.08E-07,
1210,12754.41902,12754.41902,-2.50E-06,12754.41902,-2.50E-06,4373.645299,1.21E+01,
1211,7213.629725,7213.629725,3.00E-07,7213.629725,3.00E-07,234.6795383,3.69E-01,
1212,9175.137755,9175.137755,-4.00E-07,9175.137755,-4.00E-07,2534.907577,5.06E+00,
1213,11123.22132,11123.22132,4.90E-06,11123.22132,4.90E-06,1131.102543,2.74E+00,
1214,9005.573159,9005.573159,-1.00E-07,9005.573159,-1.00E-07,2228.960392,4.37E+00,
1215,15796.75201,15796.75201,1.00E-06,15796.75201,1.00E-06,210.0040633,7.22E-01,
1216,7462.540674,7462.540674,-1.50E-08,7462.540674,-1.50E-08,3667.874201,5.96E+00,
1217,2952.130525,2952.130525,-1.00E-07,2952.130525,-1.00E-07,1667.826386,1.07E+00,
1218,38363.11988,38363.11988,1.58E-06,38363.11988,1.58E-06,1104.566495,9.23E+00,
1219,40949.62802,40949.62802,4.48E-06,40949.62802,4.48E-06,257.3812544,2.29E+00,
1220,83899.61117,83899.61117,1.94E-06,83899.61117,1.94E-06,249.10797,4.55E+00,
1221,22570.80475,22570.80475,-1.34E-06,22570.80475,-1.34E-06,794.1803331,3.90E+00,
1222,52437.80032,52437.80032,-2.20E-07,52437.80032,-2.20E-07,8.86E-05,1.01E-06,
1223,13862.52152,13862.52152,2.96E-06,13862.52152,2.96E-06,2747.687398,8.29E+00,
1224,83605.74601,83605.74601,4.24E-06,83605.74601,4.24E-06,1061.722482,1.93E+01,
1225,12840.07483,12840.07483,6.00E-08,12840.07483,6.00E-08,1004.384765,2.81E+00,
1226,31613.47319,31613.47319,3.44E-06,31613.47319,3.44E-06,3738.563633,2.57E+01,
1227,33025.85571,33025.85571,-2.12E-06,33025.85571,-2.12E-06,8.86E-05,6.37E-07,
1228,30063.89851,30063.89851,-4.23E-06,30063.89851,-4.23E-06,1480.007082,9.69E+00,
1229,7326.472346,7326.472346,-2.30E-07,7326.472346,-2.30E-07,1705.160277,2.72E+00,
1230,10633.46507,10633.46507,-3.74E-06,10633.46507,-3.74E-06,2495.698158,5.78E+00,
1231,7875.001379,7875.001379,3.60E-07,7875.001379,3.60E-07,5202.539889,8.92E+00,
1234,3537.95825,3537.95825,1.07E-08,3537.95825,1.07E-08,2109.972863,1.63E+00,
1235,1722.022844,1722.022844,-4.60E-07,1722.022844,-4.60E-07,1880.975819,7.05E-01,
1236,2750.615538,2750.615538,1.40E-07,2750.615538,1.40E-07,2387.387874,1.43E+00,
1237,3831.934982,3831.934982,3.30E-07,3831.934982,3.30E-07,1086.996286,9.07E-01,
1238,3681.550312,3681.550312,0,3681.550312,0,0.000101306,8.12E-08,
1239,4122.59405,4122.59405,-2.89E-07,4122.59405,-2.89E-07,3088.960223,2.77E+00,
1240,2320.2162,2320.2162,-6.00E-08,2320.2162,-6.00E-08,2709.975616,1.37E+00,
1241,2156.457034,2156.457034,-2.49E-07,2156.457034,-2.49E-07,3484.014903,1.64E+00,
1242,2748.029558,2748.029558,-6.00E-08,2748.029558,-6.00E-08,2641.979213,1.58E+00,
1243,2538.470572,2538.470572,3.00E-07,2538.470572,3.00E-07,2451.28229,1.35E+00,
1244,1891.471898,1891.471898,-1.89E-07,1891.471898,-1.89E-07,3344.970362,1.38E+00,
1245,6068.551674,6068.551674,-2.00E-07,6068.551674,-2.00E-07,2103.97294,2.78E+00,
1246,20108.65915,20108.65915,-4.89E-06,20108.65915,-4.89E-06,0.000101306,4.44E-07,
1249,8423.59843,8423.59843,-2.40E-07,8423.59843,-2.40E-07,1653.461494,3.03E+00,
1250,3959.194567,3959.194567,-1.30E-07,3959.194567,-1.30E-07,1170.104804,1.01E+00,
1251,6259.944904,6259.944904,4.60E-07,6259.944904,4.60E-07,2649.527246,3.61E+00,
1252,7241.518842,7241.518842,-3.40E-07,7241.518842,-3.40E-07,3421.919415,5.40E+00,
1253,27088.51572,27088.51572,1.90E-06,27088.51572,1.90E-06,2298.818854,1.36E+01,
1254,9601.537392,9601.537392,-3.30E-07,9601.537392,-3.30E-07,3938.613335,8.23E+00,
1255,10889.51072,10889.51072,-2.11E-06,10889.51072,-2.11E-06,2648.807972,6.28E+00,
1256,9236.574258,9236.574258,3.60E-07,9236.574258,3.60E-07,3514.012522,7.07E+00,
1257,6646.865557,6646.865557,-2.00E-07,6646.865557,-2.00E-07,777.734358,1.13E+00,
1260,3312.268994,3312.268994,1.00E-07,3312.268994,1.00E-07,2279.199565,1.64E+00,
1261,8937.21285,8937.21285,-3.10E-07,8937.21285,-3.10E-07,3517.791419,6.85E+00,
1262,3324.973339,3324.973339,2.50E-07,3324.973339,2.50E-07,1469.268684,1.06E+00,
1263,23155.96381,23155.96381,2.75E-06,23155.96381,2.75E-06,5019.453939,2.53E+01,
1264,12059.24469,12059.24469,3.50E-07,12059.24469,3.50E-07,1387.460958,3.64E+00,
1265,11810.10091,11810.10091,-1.15E-06,11810.10091,-1.15E-06,1687.456763,4.34E+00,
1266,13457.83144,13457.83144,4.55E-06,13457.83144,4.55E-06,3146.580768,9.22E+00,
1267,24540.27059,24540.27059,2.94E-06,24540.27059,2.94E-06,3018.606718,1.61E+01,
1270,5264.16649,5264.16649,-1.70E-07,5264.16649,-1.70E-07,2474.764286,2.84E+00,
1271,25623.53565,25623.53565,-3.07E-06,25623.53565,-3.07E-06,2171.825862,1.21E+01,
1272,26459.35244,26459.35244,1.23E-06,26459.35244,1.23E-06,4398.856654,2.53E+01,
1273,31831.34719,31831.34719,4.49E-06,31831.34719,4.49E-06,1827.56443,1.27E+01,
1274,31460.61145,31460.61145,-3.61E-06,31460.61145,-3.61E-06,1339.413688,9.18E+00,
1275,6539.791295,6539.791295,1.90E-07,6539.791295,1.90E-07,3520.1378,5.01E+00,
1276,24325.59302,24325.59302,4.89E-06,24325.59302,4.89E-06,3149.285541,1.67E+01,
1277,67248.41957,67248.41957,2.27E-06,67248.41957,2.27E-06,46.0845373,6.75E-01,
1278,9881.471831,9881.471831,3.50E-07,9881.471831,3.50E-07,2472.562266,5.32E+00,
1279,8840.546503,8840.546503,4.50E-07,8840.546503,4.50E-07,3371.041059,6.49E+00,
1280,8021.409025,8021.409025,-2.50E-07,8021.409025,-2.50E-07,2967.998111,5.18E+00,
1281,44222.55805,44222.55805,-1.16E-06,44222.55805,-1.16E-06,1999.465766,1.93E+01,
1283,7784.961644,7784.961644,-3.00E-07,7784.961644,-3.00E-07,2.627853643,4.45E-03,
1284,8114.879645,8114.879645,-3.00E-07,8114.879645,-3.00E-07,2.627853643,4.64E-03,
1285,5832.364674,5832.364674,-3.00E-07,5832.364674,-3.00E-07,2.627853643,3.34E-03,
1286,3333.466844,3333.466844,3.00E-07,3333.466844,3.00E-07,2.627853643,1.91E-03,
1289,12022.09706,12022.09706,-3.20E-06,12022.09706,-3.20E-06,13.18118634,3.45E-02,
1300,32782.18591,32782.18591,4.08E-06,32782.18591,4.08E-06,52.01640448,3.71E-01,
1301,25970.66593,25970.66593,-3.32E-06,25970.66593,-3.32E-06,46.04015663,2.60E-01,
1302,1126.215183,1126.215183,0,1126.215183,0,0.000104442,2.56E-08,
1303,17664.0326,17664.0326,2.68E-06,17664.0326,2.68E-06,2136.241688,8.22E+00,
1304,27722.17462,27722.17462,3.78E-06,27722.17462,3.78E-06,2491.755854,1.50E+01,
1305,34116.79353,34116.79353,-3.72E-06,34116.79353,-3.72E-06,3319.710613,2.47E+01,
1306,44077.31533,44077.31533,2.80E-07,44077.31533,2.80E-07,3935.235283,3.78E+01,
1307,6366.235954,6366.235954,-2.20E-07,6366.235954,-2.20E-07,3951.483961,5.48E+00,
1308,11665.79476,11665.79476,2.21E-06,11665.79476,2.21E-06,2536.052487,6.44E+00,
1309,95950.31608,95950.31608,-2.22E-06,95950.31608,-2.22E-06,2379.604548,4.97E+01,
1310,6504.398606,6504.398606,-3.90E-07,6504.398606,-3.90E-07,3212.962902,4.55E+00,
1311,8262.648461,8262.648461,1.50E-07,8262.648461,1.50E-07,4548.678921,8.18E+00,
1312,6058.121992,6058.121992,-1.70E-07,6058.121992,-1.70E-07,39.49899928,5.21E-02,
1313,10800.33927,10800.33927,-2.20E-06,10800.33927,-2.20E-06,3111.802015,7.32E+00,
1314,7444.216572,7444.216572,-4.00E-07,7444.216572,-4.00E-07,1726.84593,2.80E+00,
1315,7998.010768,7998.010768,-1.70E-07,7998.010768,-1.70E-07,2107.818743,3.67E+00,
1316,13541.4133,13541.4133,-2.32E-06,13541.4133,-2.32E-06,1455.718079,4.29E+00,
1317,11127.4754,11127.4754,2.38E-06,11127.4754,2.38E-06,1880.533312,4.56E+00,
1318,21605.36506,21605.36506,3.60E-06,21605.36506,3.60E-06,1592.451686,7.49E+00,
1319,3958.889754,3958.889754,-4.00E-07,3958.889754,-4.00E-07,2172.853714,1.87E+00,
1320,13889.33659,13889.33659,-2.40E-06,13889.33659,-2.40E-06,0.000115784,3.50E-07,
1321,35783.82641,35783.82641,1.60E-06,35783.82641,1.60E-06,0.000115784,9.02E-07,
1322,16237.50707,16237.50707,3.00E-06,16237.50707,3.00E-06,0.000115784,4.09E-07,
1323,25761.19255,25761.19255,1.58E-06,25761.19255,1.58E-06,1632.494693,9.16E+00,
1324,18441.45895,18441.45895,6.00E-07,18441.45895,6.00E-07,0.000115784,4.65E-07,
1325,47538.25286,47538.25286,4.80E-06,47538.25286,4.80E-06,3561.098996,3.69E+01,
1326,151690.8484,151690.8484,2.35E-05,151690.8484,2.35E-05,122.1571351,4.03E+00,
1327,27187.23913,27187.23913,4.08E-06,27187.23913,4.08E-06,3192.277073,1.89E+01,
1328,26807.1339,26807.1339,-7.00E-07,26807.1339,-7.00E-07,8.757434129,5.11E-02,
1329,19205.48694,19205.48694,4.00E-06,19205.48694,4.00E-06,270.9420996,1.13E+00,
1330,23054.35023,23054.35023,4.30E-06,23054.35023,4.30E-06,5356.246333,2.69E+01,
1331,13683.41529,13683.41529,-4.70E-06,13683.41529,-4.70E-06,1666.720263,4.97E+00,
1332,28760.31266,28760.31266,-1.50E-06,28760.31266,-1.50E-06,0.000115784,7.25E-07,
1333,6106.126527,6106.126527,-2.00E-07,6106.126527,-2.00E-07,9.16E-05,1.22E-07,
1334,25899.92294,25899.92294,-1.02E-06,25899.92294,-1.02E-06,3121.876841,1.76E+01,
1335,20030.13924,20030.13924,-3.70E-06,20030.13924,-3.70E-06,1447.333781,6.31E+00,
1336,14621.84876,14621.84876,4.80E-07,14621.84876,4.80E-07,3963.19294,1.26E+01,
1337,16495.6682,16495.6682,-4.70E-06,16495.6682,-4.70E-06,9.16E-05,3.29E-07,
1338,9340.384363,9340.384363,2.00E-07,9340.384363,2.00E-07,1946.794024,3.96E+00,
1339,7909.147098,7909.147098,7.00E-08,7909.147098,7.00E-08,3069.82888,5.29E+00,
1340,5286.741542,5286.741542,-4.00E-07,5286.741542,-4.00E-07,1504,1.73E+00,
1341,40962.09274,40962.09274,-1.85E-06,40962.09274,-1.85E-06,1455.692868,1.30E+01,
1342,3811.474479,3811.474479,3.70E-07,3811.474479,3.70E-07,2963.308378,2.46E+00,
1343,12113.65175,12113.65175,2.40E-06,12113.65175,2.40E-06,3754,9.90E+00,
1344,7381.474762,7381.474762,-1.30E-07,7381.474762,-1.30E-07,4022,6.46E+00,
1345,7437.567615,7437.567615,3.00E-08,7437.567615,3.00E-08,21.3004645,3.45E-02,
