num_opportunities,EMP_2016,T2&T3,Marginal,,Gains over Base,ERP,,
2151,424467.9894,424467.9894,2.50E-05,424467.9894,2.50E-05,3117.593258,2.88E+02,
2153,303658.6838,303658.6838,-1.93E-05,303658.6838,-1.93E-05,923.2394408,6.10E+01,
2154,59282.51002,59282.51002,4.70E-06,59282.51002,4.70E-06,3095.619133,4.00E+01,
2155,565159.982,565159.982,1.25E-05,565159.982,1.25E-05,3362.512515,4.14E+02,
2156,510035.8798,510035.8798,1.56E-06,510035.8798,1.56E-06,2735.957623,3.04E+02,
2157,577337.4705,576916.0752,421.3952909,576916.0752,421.3952909,4217.551468,5.30E+02,
2158,533913.6018,533913.6018,4.10E-06,533913.6018,4.10E-06,3353.119819,3.90E+02,
2161,102077.1689,102077.1689,-4.20E-05,102077.1689,-4.20E-05,4495.984588,9.99E+01,
2162,66302.35826,66302.35826,-2.60E-06,66302.35826,-2.60E-06,4429.411981,6.39E+01,
2163,86570.83355,86570.83355,-2.00E-06,86570.83355,-2.00E-06,3086.166116,5.82E+01,
2164,97528.9933,97528.9933,-3.14E-06,97528.9933,-3.14E-06,3539.846183,7.52E+01,
2165,79949.57113,79949.57113,1.50E-06,79949.57113,1.50E-06,3346.808053,5.83E+01,
2166,173245.0448,173245.0448,1.86E-06,173245.0448,1.86E-06,2042.022407,7.70E+01,
2167,91414.42116,91414.42116,-3.40E-06,91414.42116,-3.40E-06,,0.00E+00,
2170,755.4959175,755.4959175,0,755.4959175,0,,0.00E+00,
2171,2084.044774,2084.044774,0,2084.044774,0,2844.145915,1.29E+00,
2200,459135.7205,459135.7205,4.43E-05,459135.7205,4.43E-05,3446.999999,3.45E+02,
2201,653593.148,653087.5983,505.5496655,653087.5983,505.5496655,1163,1.66E+02,
2202,656166.0532,654712.6712,1453.381989,654712.6712,1453.381989,1799,2.57E+02,
2203,655861.9201,655861.9201,-3.27E-05,655861.9201,-3.27E-05,2181,3.11E+02,
2204,536731.4015,536731.4015,7.00E-06,536731.4015,7.00E-06,3027.697373,3.54E+02,
2205,546009.176,546009.176,2.84E-05,546009.176,2.84E-05,4029,4.79E+02,
2206,441351.7132,441351.7132,8.88E-06,441351.7132,8.88E-06,2764.604725,2.66E+02,
2207,30638.9621,30638.9621,-1.80E-06,30638.9621,-1.80E-06,2728.697903,1.82E+01,
2208,621903.516,621903.516,4.68E-06,621903.516,4.68E-06,1572.770085,2.13E+02,
2209,296024.4764,296024.4764,-1.75E-05,296024.4764,-1.75E-05,2753.107462,1.77E+02,
2210,478283.2305,478283.2305,-4.94E-05,478283.2305,-4.94E-05,3670.503762,3.82E+02,
2211,413861.3007,413861.3007,-1.68E-05,413861.3007,-1.68E-05,1394.877518,1.26E+02,
2212,530020.3564,530020.3564,5.78E-06,530020.3564,5.78E-06,2287.117702,2.64E+02,
2213,600923.3466,600328.4002,594.9463513,600328.4002,594.9463513,2998.537808,3.92E+02,
2214,598266.7252,598073.9156,192.8095876,598073.9156,192.8095876,3758.240498,4.90E+02,
2215,626018.2197,626018.2197,1.64E-05,626018.2197,1.64E-05,2450.721759,3.34E+02,
2216,367723.6085,367723.6085,-4.35E-05,367723.6085,-4.35E-05,2296.486968,1.84E+02,
2217,15475.10693,15475.10693,1.30E-06,15475.10693,1.30E-06,472.636337,1.59E+00,
2218,561047.1462,561047.1462,-2.76E-05,561047.1462,-2.76E-05,0.00010217,1.25E-05,
2298,830491.3826,830491.3826,-1.58E-05,830491.3826,-1.58E-05,325.6750323,5.89E+01,
2299,438444.3624,438444.3624,-2.16E-05,438444.3624,-2.16E-05,2505.315498,2.39E+02,
2300,267608.2659,267608.2659,-3.93E-05,267608.2659,-3.93E-05,897.0346873,5.23E+01,
2301,292446.2104,292446.2104,-3.57E-05,292446.2104,-3.57E-05,2997.979623,1.91E+02,
2302,331177.4323,331177.4323,-3.11E-05,331177.4323,-3.11E-05,3837.585869,2.77E+02,
2303,131960.0635,131960.0635,3.28E-05,131960.0635,3.28E-05,2186.49463,6.28E+01,
2304,303305.8854,303305.8854,3.71E-05,303305.8854,3.71E-05,2461.442488,1.63E+02,
2305,937625.1613,937625.1613,8.22E-06,937625.1613,8.22E-06,987.7635605,2.02E+02,
2306,233142.4153,233142.4153,2.91E-06,233142.4153,2.91E-06,1347.840935,6.84E+01,
2307,1005080.04,1005080.04,-0.00030529,1005080.04,-0.00030529,109.0329778,2.39E+01,
2308,273631.6804,273631.6804,4.84E-05,273631.6804,4.84E-05,2930.029553,1.75E+02,
2309,231788.4489,231788.4489,-1.57E-05,231788.4489,-1.57E-05,1439.031804,7.26E+01,
2310,142787.0196,142787.0196,3.56E-05,142787.0196,3.56E-05,641.5684265,1.99E+01,
2311,870589.4401,870168.0448,421.3952687,870168.0448,421.3952687,2661.214893,5.04E+02,
2312,256028.408,256028.408,-4.72E-05,256028.408,-4.72E-05,2121.574659,1.18E+02,
2313,223083.9914,223083.9914,-3.35E-05,223083.9914,-3.35E-05,2865.696658,1.39E+02,
2314,248579.9083,248579.9083,-1.23E-05,248579.9083,-1.23E-05,1369.453508,7.41E+01,
2315,207960.1309,207960.1309,-1.59E-05,207960.1309,-1.59E-05,15.08202321,6.83E-01,
2316,178004.6295,178004.6295,8.26E-06,178004.6295,8.26E-06,2026.183175,7.85E+01,
2318,110989.2688,110989.2688,-3.32E-05,110989.2688,-3.32E-05,3673.188397,8.88E+01,
2319,137645.0215,137645.0215,4.45E-05,137645.0215,4.45E-05,3276.302826,9.82E+01,
2320,82697.06018,82697.06018,-1.71E-06,82697.06018,-1.71E-06,1675.998572,3.02E+01,
2321,153538.8864,153538.8864,-3.54E-05,153538.8864,-3.54E-05,1056.629584,3.53E+01,
2322,176308.1,176308.1,3.27E-05,176308.1,3.27E-05,2364.101467,9.08E+01,
2323,97043.78688,97043.78688,7.65E-07,97043.78688,7.65E-07,2727.460133,5.76E+01,
2324,75872.02332,75872.02332,2.99E-06,75872.02332,2.99E-06,4003.192855,6.61E+01,
2325,123696.2554,123696.2554,-2.08E-05,123696.2554,-2.08E-05,3981.126166,1.07E+02,
2328,106721.2045,106721.2045,-2.55E-05,106721.2045,-2.55E-05,1.00E-06,2.32E-08,
2329,284064.077,284064.077,-2.51E-05,284064.077,-2.51E-05,942,5.83E+01,
2330,137599.133,137599.133,-9.74E-06,137599.133,-9.74E-06,1.00E-06,3.00E-08,
2331,203773.187,203773.187,-1.19E-05,203773.187,-1.19E-05,1.00E-06,4.44E-08,
2334,112888.5749,112888.5749,3.89E-05,112888.5749,3.89E-05,2567.149228,6.31E+01,
2335,61403.65896,61403.65896,4.10E-06,61403.65896,4.10E-06,981.7953215,1.31E+01,
2336,76087.56181,76087.56181,8.00E-07,76087.56181,8.00E-07,2411.49585,4.00E+01,
2337,89248.7978,89248.7978,-4.73E-06,89248.7978,-4.73E-06,0.000112062,2.18E-06,
2338,98674.64349,98674.64349,-4.97E-06,98674.64349,-4.97E-06,2169.246557,4.66E+01,
2339,96496.97997,96496.97997,3.95E-07,96496.97997,3.95E-07,3210.002718,6.74E+01,
2340,208834.3547,208834.3547,-1.79E-05,208834.3547,-1.79E-05,0.607965824,2.76E-02,
2341,155958.3942,155958.3942,-1.03E-05,155958.3942,-1.03E-05,493.8977028,1.68E+01,
2342,204857.0763,204857.0763,-7.74E-06,204857.0763,-7.74E-06,0.000112062,5.00E-06,
2343,122993.5589,122993.5589,4.35E-05,122993.5589,4.35E-05,6.804434505,1.82E-01,
2346,261982.8735,261982.8735,3.13E-06,261982.8735,3.13E-06,3961.203291,2.26E+02,
2347,225173.3654,225173.3654,-1.30E-05,225173.3654,-1.30E-05,3716.454511,1.82E+02,
2348,179458.4704,179458.4704,2.47E-05,179458.4704,2.47E-05,5420.116026,2.12E+02,
2349,81319.192,81319.192,4.65E-06,81319.192,4.65E-06,1316.735235,2.33E+01,
2350,167488.2189,167488.2189,-6.22E-06,167488.2189,-6.22E-06,4062.26405,1.48E+02,
2351,124898.0973,124898.0973,8.13E-06,124898.0973,8.13E-06,2659.46514,7.23E+01,
2352,137208.7538,137208.7538,-1.81E-05,137208.7538,-1.81E-05,3440.30807,1.03E+02,
2353,157651.6439,157651.6439,-3.57E-05,157651.6439,-3.57E-05,2716.453677,9.32E+01,
2356,267964.5692,267964.5692,-6.87E-06,267964.5692,-6.87E-06,1916.145856,1.12E+02,
2357,189743.0669,189743.0669,2.32E-05,189743.0669,2.32E-05,10.99703407,4.54E-01,
2358,744364.6854,744364.6854,-1.01E-05,744364.6854,-1.01E-05,2435.18783,3.95E+02,
2359,374495.7527,374495.7527,3.34E-05,374495.7527,3.34E-05,1042.080088,8.50E+01,
2360,367384.4564,367384.4564,4.49E-05,367384.4564,4.49E-05,3384.261344,2.71E+02,
2361,233230.1685,233230.1685,-4.89E-05,233230.1685,-4.89E-05,3271.678014,1.66E+02,
2362,196842.7248,196842.7248,5.42E-06,196842.7248,5.42E-06,2397.629288,1.03E+02,
2363,110614.3514,110614.3514,8.47E-06,110614.3514,8.47E-06,2647.020545,6.38E+01,
2366,81407.58683,81407.58683,-3.73E-06,81407.58683,-3.73E-06,2363.396939,4.19E+01,
2367,264437.6516,264437.6516,-2.76E-05,264437.6516,-2.76E-05,1709.553722,9.84E+01,
2368,507183.6889,507183.6889,-1.77E-05,507183.6889,-1.77E-05,2530.063739,2.79E+02,
2369,64510.83325,64510.83325,3.71E-06,64510.83325,3.71E-06,4.406918684,6.19E-02,
2370,750003.6259,750003.6259,3.18E-06,750003.6259,3.18E-06,3068.863947,5.01E+02,
2371,236497.8379,236497.8379,2.73E-05,236497.8379,2.73E-05,1066.605242,5.49E+01,
2372,442531.5322,442531.5322,1.86E-05,442531.5322,1.86E-05,2872.936688,2.77E+02,
2373,634428.8713,634428.8713,3.72E-05,634428.8713,3.72E-05,2258.526235,3.12E+02,
2374,93548.28125,93548.28125,2.60E-06,93548.28125,2.60E-06,2218.178992,4.52E+01,
2375,85065.56931,85065.56931,4.89E-06,85065.56931,4.89E-06,3324.420645,6.16E+01,
2376,82818.72131,82818.72131,9.20E-07,82818.72131,9.20E-07,2011.3055,3.63E+01,
2377,33594.87262,33594.87262,5.30E-07,33594.87262,5.30E-07,3229.741432,2.36E+01,
2380,199381.3218,199381.3218,3.41E-05,199381.3218,3.41E-05,2547.701181,1.11E+02,
2381,239648.4733,239648.4733,3.32E-05,239648.4733,3.32E-05,4634.209866,2.42E+02,
2382,584187.0734,584187.0734,-1.06E-05,584187.0734,-1.06E-05,1705.138607,2.17E+02,
2383,748807.9835,748807.9835,1.98E-05,748807.9835,1.98E-05,1967.313659,3.21E+02,
2384,843246.9497,843246.9497,-3.80E-05,843246.9497,-3.80E-05,1051.702311,1.93E+02,
2385,608604.4116,608604.4116,4.43E-05,608604.4116,4.43E-05,1209.417554,1.60E+02,
2386,156986.2743,156986.2743,2.29E-05,156986.2743,2.29E-05,1257.839948,4.30E+01,
2387,133808.4396,133808.4396,-3.63E-05,133808.4396,-3.63E-05,2458.676874,7.16E+01,
2390,655484.6208,655484.6208,-4.07E-05,655484.6208,-4.07E-05,3235.15523,4.62E+02,
2391,245420.8642,245420.8642,-4.13E-06,245420.8642,-4.13E-06,1288.937894,6.89E+01,
2392,189758.7976,189758.7976,5.65E-06,189758.7976,5.65E-06,1944.881209,8.04E+01,
2393,224775.8399,224775.8399,4.05E-05,224775.8399,4.05E-05,3482.980018,1.70E+02,
2394,226056.6309,226056.6309,-1.22E-05,226056.6309,-1.22E-05,2728.750928,1.34E+02,
2395,412292.4943,412292.4943,-3.67E-05,412292.4943,-3.67E-05,2507.201134,2.25E+02,
2396,151285.0707,151285.0707,-3.47E-05,151285.0707,-3.47E-05,1485.145696,4.89E+01,
2397,592683.0421,592683.0421,-7.45E-07,592683.0421,-7.45E-07,1842.728473,2.38E+02,
2398,131858.4663,131858.4663,-3.59E-05,131858.4663,-3.59E-05,3095.219417,8.89E+01,
2500,695204.609,695204.609,4.39E-05,695204.609,4.39E-05,1492.720173,2.26E+02,
2501,722706.5992,722706.5992,6.32E-07,722706.5992,6.32E-07,5120.755299,8.06E+02,
2502,592986.0116,592986.0116,3.79E-05,592986.0116,3.79E-05,3291.587935,4.25E+02,
2503,873181.2288,873181.2288,-4.53E-05,873181.2288,-4.53E-05,844.4074311,1.61E+02,
2504,983702.914,983702.914,9.76E-06,983702.914,9.76E-06,1077.771787,2.31E+02,
2505,759028.5863,759028.5863,-4.52E-06,759028.5863,-4.52E-06,3047.21827,5.04E+02,
2506,296511.2434,296511.2434,2.48E-05,296511.2434,2.48E-05,3373.958702,2.18E+02,
2507,832306.1266,832306.1266,-3.75E-05,832306.1266,-3.75E-05,1658.580402,3.01E+02,
2508,1046873.117,1046873.117,-1.35E-05,1046873.117,-1.35E-05,2001.965476,4.56E+02,
2509,930540.8497,930540.8497,-4.45E-05,930540.8497,-4.45E-05,3955.995471,8.02E+02,
2510,922266.5733,922266.5733,-1.57E-05,922266.5733,-1.57E-05,3574.005615,7.18E+02,
2511,1200024.355,1200024.355,0.00043475,1194168.173,5856.182435,2415.985601,6.31E+02,
2512,812920.5826,812920.5826,2.07E-05,812920.5826,2.07E-05,2876.078812,5.09E+02,
2513,817784.6303,817784.6303,-3.90E-05,817784.6303,-3.90E-05,2806.951555,5.00E+02,
2514,904122.2786,904122.2786,-9.38E-06,904122.2786,-9.38E-06,2246.022826,4.42E+02,
2515,1102505.292,1102505.292,-0.00024028,1102505.292,-0.00024028,1303.988876,3.13E+02,
2516,683553.2572,683553.2572,2.11E-05,683553.2572,2.11E-05,2416.970507,3.60E+02,
2517,698631.9883,698631.9883,-1.60E-05,698631.9883,-1.60E-05,2562.962313,3.90E+02,
2518,519274.2417,519274.2417,3.90E-05,519274.2417,3.90E-05,1924.115546,2.18E+02,
2519,709075.1623,709075.1623,4.45E-05,709075.1623,4.45E-05,2640.430461,4.08E+02,
2520,833950.757,833337.517,613.2400122,833337.517,613.2400122,3822.857646,6.94E+02,
2521,658738.5624,658738.5624,-2.79E-05,658738.5624,-2.79E-05,2964.623029,4.25E+02,
2522,562069.1556,562069.1556,-3.28E-05,562069.1556,-3.28E-05,2398.373659,2.94E+02,
2523,933623.2762,931812.693,1810.583212,931812.693,1810.583212,1101.975055,2.24E+02,
2524,834132.7268,834132.7268,4.15E-05,834132.7268,4.15E-05,3181.830242,5.78E+02,
2525,692557.8313,692557.8313,1.16E-05,692557.8313,1.16E-05,2574.277672,3.88E+02,
2526,444762.8817,444762.8817,-2.65E-05,444762.8817,-2.65E-05,3458.059598,3.35E+02,
2527,157449.2673,157449.2673,8.29E-06,157449.2673,8.29E-06,2907.572554,9.97E+01,
2528,454760.2617,454760.2617,1.30E-05,454760.2617,1.30E-05,8.52E-05,8.44E-06,
2529,830276.2704,830276.2704,-1.66E-05,830276.2704,-1.66E-05,2334.995988,4.22E+02,
2530,801878.2875,801878.2875,-1.31E-05,801878.2875,-1.31E-05,1530.961414,2.67E+02,
2531,573515.4147,573515.4147,4.73E-05,573515.4147,4.73E-05,3411.89255,4.26E+02,
2532,484864.9377,484864.9377,1.33E-05,484864.9377,1.33E-05,4237.453444,4.47E+02,
2533,963188.6065,963188.6065,2.54E-05,963188.6065,2.54E-05,3050.848411,6.40E+02,
2534,553483.2233,553483.2233,-2.90E-05,553483.2233,-2.90E-05,2703,3.26E+02,
2535,913767.1444,913767.1444,2.48E-05,913767.1444,2.48E-05,1544.864112,3.07E+02,
2536,597138.7504,597138.7504,-4.97E-06,597138.7504,-4.97E-06,2684.629574,3.49E+02,
2537,642830.5345,642830.5345,1.41E-05,642830.5345,1.41E-05,2953.311909,4.13E+02,
2538,674898.617,674898.617,2.35E-05,674898.617,2.35E-05,2795.68099,4.11E+02,
2539,639155.7799,639155.7799,-2.90E-05,639155.7799,-2.90E-05,2057,2.86E+02,
2540,456695.661,456695.661,3.46E-05,456695.661,3.46E-05,1255,1.25E+02,
2541,252122.6928,252122.6928,-4.21E-05,252122.6928,-4.21E-05,1588.050341,8.72E+01,
2542,258009.1476,258009.1476,1.46E-05,258009.1476,1.46E-05,2282.421576,1.28E+02,
2543,812017.7378,812017.7378,1.82E-05,812017.7378,1.82E-05,2699.085486,4.77E+02,
2544,254354.8931,254354.8931,9.88E-06,254354.8931,9.88E-06,2052.065019,1.14E+02,
2545,293182.3221,293182.3221,-3.90E-05,293182.3221,-3.90E-05,2205.774569,1.41E+02,
2546,156367.8259,156367.8259,-3.05E-05,156367.8259,-3.05E-05,3222.400852,1.10E+02,
2547,156158.9547,156158.9547,2.12E-05,156158.9547,2.12E-05,0.000108559,3.69E-06,
2548,207540.1463,207540.1463,1.94E-05,207540.1463,1.94E-05,2275.072074,1.03E+02,
2549,116890.0617,116890.0617,5.48E-06,116890.0617,5.48E-06,1152.737759,2.93E+01,
2550,272646.6393,272646.6393,1.10E-07,272646.6393,1.10E-07,1870.319011,1.11E+02,
2551,586562.067,586562.067,-2.25E-05,586562.067,-2.25E-05,2539.334915,3.24E+02,
2552,130901.3028,130901.3028,4.04E-05,130901.3028,4.04E-05,3549.6311,1.01E+02,
2553,160042.8824,160042.8824,1.03E-05,160042.8824,1.03E-05,4276.776359,1.49E+02,
2554,355594.3485,355594.3485,4.66E-05,355594.3485,4.66E-05,2502.256377,1.94E+02,
2555,162952.5555,162952.5555,-3.37E-05,162952.5555,-3.37E-05,914.4361806,3.24E+01,
2556,223189.2374,223189.2374,4.74E-05,223189.2374,4.74E-05,3242.899983,1.58E+02,
2557,384662.8057,384662.8057,3.80E-05,384662.8057,3.80E-05,1808.057301,1.51E+02,
2600,421192.1977,421192.1977,-1.32E-05,421192.1977,-1.32E-05,2919.502394,2.68E+02,
2601,722865.955,722865.955,3.35E-05,722865.955,3.35E-05,1911.158522,3.01E+02,
2602,614841.9629,614841.9629,-4.84E-05,614841.9629,-4.84E-05,3419.206743,4.58E+02,
2603,809058.1399,809058.1399,-4.34E-06,809058.1399,-4.34E-06,3199.33876,5.64E+02,
2604,980795.6064,979885.3046,910.3017917,979885.3046,910.3017917,5288.066173,1.13E+03,
2605,841537.9344,840665.1914,872.7429814,840665.1914,872.7429814,2710.011603,4.97E+02,
2606,1011610.84,1011263.658,347.182305,1011263.658,347.182305,1190.217755,2.62E+02,
2607,683082.1104,683082.1104,1.51E-05,683082.1104,1.51E-05,1640.327854,2.44E+02,
2608,984305.2538,983047.7692,1257.48455,983047.7692,1257.48455,2495.170195,5.35E+02,
2609,601949.519,601949.519,4.28E-05,601949.519,4.28E-05,2799.1542,3.67E+02,
2610,748139.4068,748139.4068,1.59E-05,748139.4068,1.59E-05,2665.825252,4.34E+02,
2611,218933.1055,218933.1055,-7.14E-06,218933.1055,-7.14E-06,1025.22275,4.89E+01,
2612,937820.6018,937820.6018,4.30E-05,937820.6018,4.30E-05,4565.862961,9.32E+02,
2613,754201.0992,754201.0992,-3.08E-05,754201.0992,-3.08E-05,3600.110421,5.91E+02,
2614,962087.6055,962087.6055,5.78E-06,962087.6055,5.78E-06,3157.673769,6.61E+02,
2615,59143.44415,59143.44415,-3.09E-06,59143.44415,-3.09E-06,2064.639166,2.66E+01,
2616,650085.2705,650085.2705,4.41E-06,650085.2705,4.41E-06,2220.687468,3.14E+02,
2617,114668.2351,114668.2351,-1.86E-05,114668.2351,-1.86E-05,2661.824013,6.65E+01,
2620,417801.0589,417801.0589,4.99E-05,417801.0589,4.99E-05,2191.387514,1.99E+02,
2621,722388.4839,722388.4839,-4.22E-05,722388.4839,-4.22E-05,3255.604381,5.12E+02,
2622,626952.9775,626952.9775,-2.83E-05,626952.9775,-2.83E-05,1508.88975,2.06E+02,
2623,651628.108,651628.108,-4.32E-05,651628.108,-4.32E-05,3628.3301,5.15E+02,
2624,311694.7532,311694.7532,-4.41E-05,311694.7532,-4.41E-05,3712.788255,2.52E+02,
2627,947794.1604,947794.1604,4.98E-05,947794.1604,4.98E-05,1713.463124,3.54E+02,
2628,707657.9979,707657.9979,2.34E-06,707657.9979,2.34E-06,2270.613682,3.50E+02,
2629,881361.4415,880748.2015,613.2399852,880748.2015,613.2399852,1465.396088,2.81E+02,
2630,502287.279,502287.279,-3.49E-05,502287.279,-3.49E-05,2078.561784,2.27E+02,
2631,743836.8945,743836.8945,3.53E-05,743836.8945,3.53E-05,2489.817671,4.03E+02,
2632,59026.26226,59026.26226,-1.38E-06,59026.26226,-1.38E-06,1962.865089,2.52E+01,
2633,75236.145,75236.145,2.82E-06,75236.145,2.82E-06,1045.282561,1.71E+01,
2636,534515.2377,534515.2377,2.71E-05,534515.2377,2.71E-05,2134.048845,2.48E+02,
2637,203593.9339,203593.9339,-7.80E-06,203593.9339,-7.80E-06,2947.80191,1.31E+02,
2638,276552.3717,276552.3717,2.36E-05,276552.3717,2.36E-05,1345.717364,8.10E+01,
2639,172236.7439,172236.7439,-3.75E-05,172236.7439,-3.75E-05,385.7888198,1.45E+01,
2640,147273.2013,147273.2013,-2.57E-05,147273.2013,-2.57E-05,3540.597246,1.14E+02,
2641,85964.60742,85964.60742,2.86E-06,85964.60742,2.86E-06,2421.189957,4.53E+01,
2642,87046.77723,87046.77723,3.77E-06,87046.77723,3.77E-06,2120.041962,4.02E+01,
2643,79502.37035,79502.37035,1.61E-06,79502.37035,1.61E-06,3690.813897,6.39E+01,
2646,205102.2361,205102.2361,-2.62E-05,205102.2361,-2.62E-05,3194.209848,1.43E+02,
2647,273979.9961,273979.9961,5.40E-06,273979.9961,5.40E-06,2285.744132,1.36E+02,
2648,651021.3563,651021.3563,1.50E-05,651021.3563,1.50E-05,2424.677474,3.44E+02,
2649,688158.5763,688158.5763,4.70E-05,688158.5763,4.70E-05,3763.368545,5.64E+02,
2652,1076702.391,1076702.391,0.00034103,1076702.391,0.00034103,2118.33563,4.97E+02,
2653,1000921.766,1000574.583,347.182665,1000574.583,347.182665,5472.283572,1.19E+03,
2654,755375.7458,755375.7458,-2.76E-05,755375.7458,-2.76E-05,3536.502762,5.82E+02,
2655,367468.7038,367468.7038,-3.04E-05,367468.7038,-3.04E-05,3341.523959,2.67E+02,
2656,484978.2893,484597.3068,380.9824964,484597.3068,380.9824964,1396.899017,1.48E+02,
2657,321728.0782,321728.0782,-2.29E-05,321728.0782,-2.29E-05,2227.303443,1.56E+02,
2658,83513.48176,83513.48176,2.54E-06,83513.48176,2.54E-06,1594.860416,2.90E+01,
2659,55543.96743,55543.96743,-1.58E-06,55543.96743,-1.58E-06,301.3691626,3.64E+00,
2660,144472.593,144472.593,-3.77E-05,144472.593,-3.77E-05,2516.210825,7.92E+01,
2699,1169316.436,1169316.436,9.19E-05,1168832.662,483.7740919,725.1453529,1.85E+02,
2700,1123940.466,1123940.466,0.00019925,1122352.827,1587.639199,1878.941911,4.60E+02,
2701,985686.4872,985686.4872,-1.43E-05,985686.4872,-1.43E-05,1875.940406,4.03E+02,
2702,1413575.998,1412645.339,930.658667,1411547.01,2028.987667,2775.804459,8.54E+02,
2703,918165.398,918165.398,-3.64E-05,918165.398,-3.64E-05,2198.101889,4.39E+02,
2704,1085901.667,1085901.667,-0.00030345,1083670.64,2231.026697,1205.656565,2.85E+02,
2705,1062018.597,1062018.597,-0.00039315,1061271.909,746.6876068,3480.614018,8.05E+02,
2706,829051.2255,828437.9855,613.2400131,828437.9855,613.2400131,564.9563288,1.02E+02,
2707,1032323.283,1032323.283,-0.00021135,1031576.595,746.6877887,1529.45902,3.44E+02,
2708,615323.8097,615323.8097,-2.19E-05,615323.8097,-2.19E-05,9.74E-05,1.30E-05,
2709,478053.5611,477632.1659,421.395232,477632.1659,421.395232,764.3832412,7.96E+01,
2710,643672.5829,641424.5923,2247.990581,641424.5923,2247.990581,1561.472948,2.19E+02,
2711,840819.5751,839296.0333,1523.541798,839296.0333,1523.541798,1389.275128,2.54E+02,
2712,943599.9669,943046.8683,553.0986085,937190.6859,6409.281008,1115.0011,2.29E+02,
2713,763405.2099,762532.4669,872.7429754,762532.4669,872.7429754,1778.247539,2.96E+02,
2716,648071.3581,647476.4118,594.9462994,647476.4118,594.9462994,1592.983365,2.25E+02,
2717,542361.602,539322.6285,3038.973484,539322.6285,3038.973484,2324.254844,2.74E+02,
2718,491155.883,490734.4877,421.3952998,490734.4877,421.3952998,2870.889782,3.07E+02,
2719,709040.3244,709040.3244,-3.91E-05,709040.3244,-3.91E-05,3181.294946,4.91E+02,
2720,578597.9181,578597.9181,-3.33E-05,578597.9181,-3.33E-05,3562.744812,4.49E+02,
2721,315997.6819,315997.6819,3.98E-05,315997.6819,3.98E-05,1780.216471,1.22E+02,
2722,636172.2186,636172.2186,-4.82E-05,636172.2186,-4.82E-05,2802.160225,3.88E+02,
2723,950507.9802,946962.7421,3545.238076,946962.7421,3545.238076,4019.003766,8.32E+02,
2724,634771.516,631732.5425,3038.973491,631732.5425,3038.973491,2552.175051,3.53E+02,
2725,939251.9388,937441.3556,1810.583191,937441.3556,1810.583191,3230.276738,6.61E+02,
2728,916635.021,916635.021,4.55E-05,916635.021,4.55E-05,2368.399697,4.73E+02,
2729,979750.3994,979750.3994,-2.91E-05,979750.3994,-2.91E-05,1838.59334,3.92E+02,
2730,601630.1891,601630.1891,-1.44E-05,601630.1891,-1.44E-05,2939.294725,3.85E+02,
2731,648416.3996,648416.3996,-8.25E-06,648416.3996,-8.25E-06,2084.193932,2.94E+02,
2732,720654.6242,720654.6242,4.25E-06,720654.6242,4.25E-06,2538.14915,3.98E+02,
2733,351169.754,351169.754,7.62E-06,351169.754,7.62E-06,1530.369156,1.17E+02,
2736,975722.7765,974259.376,1463.400528,974259.376,1463.400528,3801.666002,8.08E+02,
2737,678909.0692,675373.7426,3535.326593,675373.7426,3535.326593,2930.563457,4.33E+02,
2738,739196.3406,738883.6006,312.7400457,738883.6006,312.7400457,2416.174257,3.89E+02,
2739,282959.4393,282959.4393,1.45E-05,282959.4393,1.45E-05,1430.786918,8.82E+01,
2740,679074.4242,676231.4874,2842.936847,676231.4874,2842.936847,414.9382765,6.14E+01,
2741,370071.9617,370071.9617,-3.60E-05,370071.9617,-3.60E-05,865.8710889,6.98E+01,
2744,875061.9087,874448.6687,613.2399836,874448.6687,613.2399836,4630.006397,8.82E+02,
2745,798956.2222,798083.4792,872.7429504,798083.4792,872.7429504,3929.865273,6.84E+02,
2746,582765.3975,579726.424,3038.973549,579726.424,3038.973549,1776.59589,2.25E+02,
2747,396881.8855,396881.8855,-4.86E-05,396881.8855,-4.86E-05,1823.447485,1.58E+02,
2748,249568.429,249568.429,4.19E-05,249568.429,4.19E-05,1422.801471,7.73E+01,
2749,148498.0189,148498.0189,6.61E-06,148498.0189,6.61E-06,1621.633679,5.24E+01,
2750,135776.1001,135776.1001,-2.18E-05,135776.1001,-2.18E-05,1602.649805,4.74E+01,
2753,199016.7458,199016.7458,-2.28E-05,199016.7458,-2.28E-05,951.2999387,4.12E+01,
2754,202766.9167,202766.9167,2.69E-05,202766.9167,2.69E-05,2390.372199,1.06E+02,
2755,621017.6536,617978.6801,3038.973496,617978.6801,3038.973496,2578.301557,3.49E+02,
2756,455024.2215,454643.239,380.9825114,454643.239,380.9825114,4135.972655,4.10E+02,
2757,336292.2551,336292.2551,4.94E-05,336292.2551,4.94E-05,3125.517245,2.29E+02,
2758,181991.7062,181991.7062,2.02E-05,181991.7062,2.02E-05,1701.536407,6.74E+01,
2761,981474.2927,981474.2927,-2.80E-05,981474.2927,-2.80E-05,1323.645837,2.83E+02,
2762,718407.2393,714288.5057,4118.733565,714288.5057,4118.733565,1327.974997,2.08E+02,
2763,790620.5554,789134.5724,1485.98296,789134.5724,1485.98296,2474.834098,4.26E+02,
2764,987657.7712,987104.6726,553.0986225,981248.4902,6409.281023,2678.448843,5.76E+02,
2765,863199.4559,862586.2159,613.2400346,862586.2159,613.2400346,1942.530996,3.65E+02,
