num_opportunities,EMP_2016,T2&T3,Marginal,Base,Net to Base,ERP,,
944,554512.9195,554512.9195,1.89E-05,554512.9195,1.89E-05,1827.039435,2.21E+02,
945,532394.2951,529355.3216,3038.973482,529355.3216,3038.973482,2012.94743,2.33E+02,
946,574668.8653,574668.8653,5.00E-05,574668.8653,5.00E-05,937.9755577,1.17E+02,
949,410469.6994,410469.6994,9.41E-06,410469.6994,9.41E-06,1647.94158,1.47E+02,
950,673520.3445,670059.9757,3460.368767,670059.9757,3460.368767,2407.527303,3.53E+02,
951,560746.9071,560365.9245,380.9825743,560365.9245,380.9825743,2683.008802,3.28E+02,
952,821619.7326,821006.4926,613.2400425,821006.4926,613.2400425,2625.679488,4.70E+02,
953,832861.8357,832861.8357,-3.07E-05,832861.8357,-3.07E-05,551.9331342,1.00E+02,
954,635736.6612,635736.6612,-2.98E-05,635736.6612,-2.98E-05,1486.761816,2.06E+02,
955,334842.8533,334842.8533,-4.83E-05,334842.8533,-4.83E-05,2638.147877,1.92E+02,
958,337385.5985,337385.5985,2.24E-06,337385.5985,2.24E-06,1226.918081,9.01E+01,
959,37987.78894,37987.78894,4.00E-06,37987.78894,4.00E-06,2242.850155,1.86E+01,
960,103004.2649,103004.2649,2.63E-05,103004.2649,2.63E-05,2093.860117,4.70E+01,
961,212322.5378,212322.5378,6.00E-07,212322.5378,6.00E-07,363.4442702,1.68E+01,
962,124561.9885,124561.9885,-2.68E-05,124561.9885,-2.68E-05,0.000113795,3.09E-06,
963,619125.6141,619125.6141,-2.05E-06,619125.6141,-2.05E-06,835.8848124,1.13E+02,
964,367446.4468,367446.4468,-3.54E-05,367446.4468,-3.54E-05,4130.723931,3.30E+02,
965,147829.4874,147829.4874,1.39E-05,147829.4874,1.39E-05,1487.487579,4.79E+01,
966,188764.4045,188764.4045,4.16E-05,188764.4045,4.16E-05,2625.377456,1.08E+02,
967,283151.5521,283151.5521,3.72E-05,283151.5521,3.72E-05,1165.513142,7.19E+01,
968,491148.0535,491148.0535,-2.97E-05,491148.0535,-2.97E-05,893.9403438,9.56E+01,
969,845944.2093,841825.4757,4118.73355,841825.4757,4118.73355,2793.378697,5.15E+02,
970,963647.7619,963034.5219,613.2399724,963034.5219,613.2399724,1705.273915,3.58E+02,
971,917056.3279,916183.5849,872.742978,916183.5849,872.742978,1649.093088,3.29E+02,
972,72895.28443,72895.28443,4.38E-06,72895.28443,4.38E-06,1810.391659,2.87E+01,
973,208951.4775,208951.4775,-2.17E-05,208951.4775,-2.17E-05,1740.669175,7.92E+01,
974,728534.6395,728534.6395,-1.07E-05,728534.6395,-1.07E-05,4455.297011,7.07E+02,
975,534582.1836,534582.1836,8.41E-06,534582.1836,8.41E-06,2386.029726,2.78E+02,
976,13759.99125,13759.99125,9.00E-07,13759.99125,9.00E-07,0.000106536,3.19E-07,
977,92666.54133,92666.54133,-4.79E-06,92666.54133,-4.79E-06,1519.956767,3.07E+01,
978,47298.88535,47298.88535,-4.00E-06,47298.88535,-4.00E-06,2123.349093,2.19E+01,
979,305439.6761,305439.6761,-1.75E-06,305439.6761,-1.75E-06,1518.106871,1.01E+02,
980,350625.0985,350625.0985,-3.84E-05,350625.0985,-3.84E-05,934.6666453,7.14E+01,
981,96835.99875,96835.99875,4.41E-06,96835.99875,4.41E-06,1678.139875,3.54E+01,
982,169173.0109,169173.0109,-3.51E-05,169173.0109,-3.51E-05,1979.647372,7.29E+01,
983,150244.7725,150244.7725,2.66E-05,150244.7725,2.66E-05,3726.066597,1.22E+02,
984,12855.52184,12855.52184,3.20E-06,12855.52184,3.20E-06,16.93340339,4.74E-02,
999,147152.3533,147152.3533,2.61E-05,147152.3533,2.61E-05,892.3247612,2.86E+01,
1000,56052.59302,56052.59302,2.90E-07,56052.59302,2.90E-07,4493.102044,5.48E+01,
1001,30657.73225,30657.73225,-1.97E-06,30657.73225,-1.97E-06,15.16222228,1.01E-01,
1002,63756.01429,63756.01429,3.92E-06,63756.01429,3.92E-06,2348.458647,3.26E+01,
1003,121235.4097,121235.4097,-1.80E-05,121235.4097,-1.80E-05,2296.308281,6.06E+01,
1004,50348.80606,50348.80606,-1.18E-06,50348.80606,-1.18E-06,2678.90129,2.94E+01,
1005,98114.86597,98114.86597,-4.12E-06,98114.86597,-4.12E-06,2517.845014,5.38E+01,
1006,174437.3046,174437.3046,-4.23E-05,174437.3046,-4.23E-05,1093.064524,4.15E+01,
1007,637266.7857,637266.7857,2.27E-05,637266.7857,2.27E-05,2087.252214,2.90E+02,
1008,70266.2582,70266.2582,-4.58E-06,70266.2582,-4.58E-06,1457.067515,2.23E+01,
1009,371765.5182,371765.5182,-3.82E-06,371765.5182,-3.82E-06,2433.983896,1.97E+02,
1010,150772.2737,150772.2737,-2.18E-05,150772.2737,-2.18E-05,1767.340945,5.80E+01,
1011,172544.1,172544.1,4.72E-05,172544.1,4.72E-05,2736.291866,1.03E+02,
1012,126103.1185,126103.1185,8.44E-06,126103.1185,8.44E-06,1851.581683,5.08E+01,
1013,198821.9335,198821.9335,1.04E-05,198821.9335,1.04E-05,800.3150964,3.46E+01,
1014,61095.37149,61095.37149,-4.49E-06,61095.37149,-4.49E-06,490.225248,6.52E+00,
1015,148137.2105,148137.2105,7.18E-06,148137.2105,7.18E-06,549.9923233,1.77E+01,
1016,106351.9859,106351.9859,6.12E-06,106351.9859,6.12E-06,2579.723706,5.97E+01,
1017,107853.5443,107853.5443,-2.45E-05,107853.5443,-2.45E-05,983.2056408,2.31E+01,
1018,124455.7443,124455.7443,-1.63E-05,124455.7443,-1.63E-05,249.0483285,6.75E+00,
1019,201683.3145,201683.3145,-1.04E-05,201683.3145,-1.04E-05,2327.566002,1.02E+02,
1020,124634.1673,124634.1673,-4.98E-05,124634.1673,-4.98E-05,2869.728924,7.79E+01,
1021,146962.1546,146962.1546,2.94E-05,146962.1546,2.94E-05,1820.687987,5.83E+01,
1022,95643.97038,95643.97038,2.35E-06,95643.97038,2.35E-06,2315.160602,4.82E+01,
1023,205120.8385,205120.8385,-4.80E-05,205120.8385,-4.80E-05,281.3528769,1.26E+01,
1024,162874.2953,162874.2953,-4.57E-05,162874.2953,-4.57E-05,1319.847305,4.68E+01,
1025,251604.3692,251604.3692,-8.45E-06,251604.3692,-8.45E-06,19.3706589,1.06E+00,
1026,306247.5953,306247.5953,1.33E-05,306247.5953,1.33E-05,2002.787831,1.34E+02,
1027,204160.7584,204160.7584,-4.42E-05,204160.7584,-4.42E-05,2328.500232,1.04E+02,
1028,130031.8966,130031.8966,-1.54E-05,130031.8966,-1.54E-05,1259.915958,3.57E+01,
1029,144025.129,144025.129,3.23E-05,144025.129,3.23E-05,1674.886377,5.25E+01,
1030,874235.4633,871196.4898,3038.973509,871196.4898,3038.973509,0.748727969,1.43E-01,
1031,311150.2268,311150.2268,1.65E-05,311150.2268,1.65E-05,1505.939859,1.02E+02,
1032,46887.90026,46887.90026,-2.47E-06,46887.90026,-2.47E-06,2587.725425,2.64E+01,
1033,35800.92221,35800.92221,3.40E-06,35800.92221,3.40E-06,369.3923726,2.88E+00,
1034,17769.50635,17769.50635,3.61E-06,17769.50635,3.61E-06,2687.861439,1.04E+01,
1035,70540.97556,70540.97556,5.00E-07,70540.97556,5.00E-07,1028.080904,1.58E+01,
1036,260727.7579,260727.7579,4.30E-05,260727.7579,4.30E-05,4.285270465,2.43E-01,
1037,130475.2459,130475.2459,-2.78E-05,130475.2459,-2.78E-05,1589.011121,4.51E+01,
1038,131507.5955,131507.5955,3.71E-05,131507.5955,3.71E-05,1480.284065,4.24E+01,
1039,115160.8641,115160.8641,3.88E-05,115160.8641,3.88E-05,1450.482685,3.64E+01,
1040,79300.09982,79300.09982,1.67E-06,79300.09982,1.67E-06,3261.39602,5.63E+01,
1041,117548.4535,117548.4535,3.80E-05,117548.4535,3.80E-05,1128.288019,2.89E+01,
1042,111922.273,111922.273,1.69E-05,111922.273,1.69E-05,1645.868389,4.01E+01,
1043,118130.8026,118130.8026,3.04E-05,118130.8026,3.04E-05,861.8365894,2.22E+01,
1044,155265.7093,155265.7093,-2.08E-05,155265.7093,-2.08E-05,1748.61047,5.91E+01,
1045,165712.9216,165712.9216,4.25E-05,165712.9216,4.25E-05,518.5176063,1.87E+01,
1046,166334.2191,166334.2191,-7.48E-06,166334.2191,-7.48E-06,1137.873898,4.12E+01,
1047,131271.9087,131271.9087,1.87E-05,131271.9087,1.87E-05,2294.240743,6.56E+01,
1048,347186.6173,347186.6173,1.92E-05,347186.6173,1.92E-05,3984.305125,3.01E+02,
1049,625785.7538,625785.7538,4.81E-05,625785.7538,4.81E-05,41.54808782,5.66E+00,
1050,703984.6922,703984.6922,-2.92E-05,703984.6922,-2.92E-05,139.6224235,2.14E+01,
1051,162546.8643,162546.8643,2.09E-05,162546.8643,2.09E-05,8.468703115,3.00E-01,
1052,620315.1925,620315.1925,4.90E-05,620315.1925,4.90E-05,22.37202729,3.02E+00,
1053,608709.0245,608709.0245,-1.05E-06,608709.0245,-1.05E-06,377.1265111,5.00E+01,
1054,602755.8594,602755.8594,-3.56E-05,602755.8594,-3.56E-05,103.3367737,1.36E+01,
1055,820261.2316,820261.2316,-2.66E-05,820261.2316,-2.66E-05,11.54378289,2.06E+00,
1056,418750.3657,418750.3657,-4.62E-05,418750.3657,-4.62E-05,1952.958415,1.78E+02,
1057,522186.9116,522186.9116,1.88E-05,522186.9116,1.88E-05,740.5252304,8.42E+01,
1058,563009.9301,563009.9301,-3.17E-05,563009.9301,-3.17E-05,112.501949,1.38E+01,
1059,740863.6442,740863.6442,4.71E-05,740863.6442,4.71E-05,402.3032915,6.49E+01,
1060,221725.6685,221725.6685,-4.17E-05,221725.6685,-4.17E-05,946.0443652,4.57E+01,
1061,225399.477,225399.477,-4.85E-06,225399.477,-4.85E-06,1085.297322,5.33E+01,
1062,307312.3631,307312.3631,-1.18E-05,307312.3631,-1.18E-05,1101.712152,7.37E+01,
1063,207589.0116,207589.0116,-3.04E-05,207589.0116,-3.04E-05,2615.841907,1.18E+02,
1064,205201.557,205201.557,3.28E-06,205201.557,3.28E-06,557.6191762,2.49E+01,
1065,245110.3321,245110.3321,2.16E-05,245110.3321,2.16E-05,1078.718162,5.76E+01,
1066,180108.9043,180108.9043,4.45E-05,180108.9043,4.45E-05,614.8394056,2.41E+01,
1067,170447.2483,170447.2483,-2.07E-06,170447.2483,-2.07E-06,3607.411521,1.34E+02,
1068,93201.19194,93201.19194,1.93E-06,93201.19194,1.93E-06,5.264339825,1.07E-01,
1069,235276.4988,235276.4988,-3.03E-05,235276.4988,-3.03E-05,1709.553282,8.76E+01,
1070,130584.8165,130584.8165,-3.23E-05,130584.8165,-3.23E-05,2189.503217,6.23E+01,
1071,21343.10853,21343.10853,4.80E-06,21343.10853,4.80E-06,0.000106287,4.94E-07,
1072,138681.6709,138681.6709,2.06E-05,138681.6709,2.06E-05,2628.141387,7.94E+01,
1073,265770.9331,265770.9331,-4.55E-05,265770.9331,-4.55E-05,0.331184743,1.92E-02,
1074,596221.7457,596221.7457,2.20E-05,596221.7457,2.20E-05,0.000106287,1.38E-05,
1075,130342.8303,130342.8303,2.77E-05,130342.8303,2.77E-05,1873.332983,5.32E+01,
1076,159314.4003,159314.4003,-2.56E-05,159314.4003,-2.56E-05,3632.495197,1.26E+02,
1077,113909.318,113909.318,-5.98E-06,113909.318,-5.98E-06,2899.608449,7.19E+01,
1078,75941.79826,75941.79826,2.63E-06,75941.79826,2.63E-06,2126.794479,3.52E+01,
1079,128298.0906,128298.0906,4.73E-06,128298.0906,4.73E-06,1795.016061,5.01E+01,
1080,63376.76505,63376.76505,4.25E-06,63376.76505,4.25E-06,2206.429323,3.04E+01,
1081,133878.9082,133878.9082,-1.73E-05,133878.9082,-1.73E-05,2211.251647,6.45E+01,
1082,130613.3552,130613.3552,-3.43E-05,130613.3552,-3.43E-05,1101.398106,3.13E+01,
1083,90719.8238,90719.8238,2.84E-06,90719.8238,2.84E-06,2768.567084,5.47E+01,
1084,137098.4346,137098.4346,-3.28E-05,137098.4346,-3.28E-05,1955.106671,5.84E+01,
1085,402005.6491,402005.6491,1.70E-05,402005.6491,1.70E-05,1293.736086,1.13E+02,
1087,105113.0154,105113.0154,-5.17E-06,105113.0154,-5.17E-06,2030.786247,4.65E+01,
1088,162301.407,162301.407,4.05E-05,162301.407,4.05E-05,3451.884017,1.22E+02,
1089,126351.9168,126351.9168,-2.75E-05,126351.9168,-2.75E-05,3206.317656,8.82E+01,
1090,66196.15626,66196.15626,1.90E-06,66196.15626,1.90E-06,2355.012081,3.39E+01,
1091,74144.81882,74144.81882,1.77E-06,74144.81882,1.77E-06,0.000106287,1.72E-06,
1092,17776.12566,17776.12566,-3.60E-06,17776.12566,-3.60E-06,0.000106287,4.11E-07,
1093,332279.2568,332279.2568,4.50E-05,332279.2568,4.50E-05,1227.870137,8.88E+01,
1095,316106.7578,316106.7578,-3.44E-05,316106.7578,-3.44E-05,1946.491353,1.34E+02,
1096,53679.53622,53679.53622,-3.92E-06,53679.53622,-3.92E-06,1212.132562,1.42E+01,
1097,229149.5015,229149.5015,-1.46E-05,229149.5015,-1.46E-05,1697.556417,8.47E+01,
1099,357287.5481,357287.5481,-3.35E-05,357287.5481,-3.35E-05,2261.012242,1.76E+02,
1100,20073.29839,20073.29839,4.83E-06,20073.29839,4.83E-06,1971.326337,8.62E+00,
1101,37876.70518,37876.70518,2.61E-06,37876.70518,2.61E-06,3073.920023,2.54E+01,
1102,42206.31354,42206.31354,-3.88E-06,42206.31354,-3.88E-06,3115.867881,2.86E+01,
1103,25472.49168,25472.49168,2.73E-06,25472.49168,2.73E-06,4030.784201,2.24E+01,
1104,31122.77547,31122.77547,2.31E-06,31122.77547,2.31E-06,988.9471299,6.70E+00,
1105,153550.1055,153550.1055,-2.50E-07,153550.1055,-2.50E-07,3639.08802,1.22E+02,
1106,100040.196,100040.196,7.28E-06,100040.196,7.28E-06,1633.028259,3.56E+01,
1107,71137.64748,71137.64748,6.20E-07,71137.64748,6.20E-07,3194.828977,4.95E+01,
1108,102222.0378,102222.0378,-1.07E-05,102222.0378,-1.07E-05,1399.012387,3.11E+01,
1109,39455.94977,39455.94977,-4.53E-06,39455.94977,-4.53E-06,2960.296519,2.54E+01,
1110,87366.24503,87366.24503,1.38E-06,87366.24503,1.38E-06,651.7956149,1.24E+01,
1111,105768.3235,105768.3235,2.94E-05,105768.3235,2.94E-05,1393.360835,3.21E+01,
1112,112609.9611,112609.9611,-1.15E-06,112609.9611,-1.15E-06,538.138613,1.32E+01,
1113,64926.03691,64926.03691,1.86E-06,64926.03691,1.86E-06,1540.0353,2.18E+01,
1114,62343.52982,62343.52982,-2.45E-06,62343.52982,-2.45E-06,2247.7829,3.05E+01,
1115,56081.41762,56081.41762,3.95E-06,56081.41762,3.95E-06,1991.751523,2.43E+01,
1116,87800.19343,87800.19343,1.85E-06,87800.19343,1.85E-06,3084.791464,5.90E+01,
1117,90639.54348,90639.54348,-1.46E-06,90639.54348,-1.46E-06,101.2304989,2.00E+00,
1118,98635.01656,98635.01656,-4.85E-06,98635.01656,-4.85E-06,2897.750204,6.22E+01,
1119,107017.3871,107017.3871,-3.07E-05,107017.3871,-3.07E-05,12.10858535,2.82E-01,
1120,87923.73065,87923.73065,-4.45E-06,87923.73065,-4.45E-06,13.0206153,2.49E-01,
1121,75258.76386,75258.76386,3.74E-06,75258.76386,3.74E-06,7.451474937,1.22E-01,
1122,129584.6212,129584.6212,-4.88E-05,129584.6212,-4.88E-05,3406.410546,9.61E+01,
1123,110849.8861,110849.8861,3.26E-05,110849.8861,3.26E-05,2549.661326,6.15E+01,
1124,103710.4455,103710.4455,-3.10E-05,103710.4455,-3.10E-05,1998.527496,4.51E+01,
1125,141197.7925,141197.7925,1.22E-05,141197.7925,1.22E-05,241.5345911,7.43E+00,
1126,142066.2321,142066.2321,3.86E-05,142066.2321,3.86E-05,12.44402773,3.85E-01,
1127,64992.54807,64992.54807,4.87E-06,64992.54807,4.87E-06,1714.37497,2.43E+01,
1128,72558.69232,72558.69232,1.76E-06,72558.69232,1.76E-06,1727.58437,2.73E+01,
1129,76408.2592,76408.2592,-3.14E-06,76408.2592,-3.14E-06,2590.212007,4.31E+01,
1130,35812.4798,35812.4798,-1.30E-07,35812.4798,-1.30E-07,2192.912239,1.71E+01,
1131,85812.12992,85812.12992,4.56E-06,85812.12992,4.56E-06,2414.089894,4.51E+01,
1132,73495.44144,73495.44144,-2.21E-06,73495.44144,-2.21E-06,3945.638894,6.31E+01,
1133,53453.35518,53453.35518,2.56E-06,53453.35518,2.56E-06,949.4954794,1.11E+01,
1134,70110.75688,70110.75688,3.45E-06,70110.75688,3.45E-06,1568.687882,2.39E+01,
1135,82401.4542,82401.4542,-1.34E-06,82401.4542,-1.34E-06,1351.004264,2.42E+01,
1198,75415.04213,75415.04213,-3.72E-06,75415.04213,-3.72E-06,522.9720888,8.59E+00,
1200,32088.84717,32088.84717,-1.40E-07,32088.84717,-1.40E-07,4502.567137,3.15E+01,
1201,44904.67458,44904.67458,-2.89E-06,44904.67458,-2.89E-06,2340.297733,2.29E+01,
1202,44162.81009,44162.81009,-2.95E-06,44162.81009,-2.95E-06,0.000107313,1.03E-06,
1203,51354.56639,51354.56639,1.22E-06,51354.56639,1.22E-06,2698.545322,3.02E+01,
1204,47565.42098,47565.42098,2.87E-06,47565.42098,2.87E-06,1690.444315,1.75E+01,
1205,40585.77689,40585.77689,-3.75E-06,40585.77689,-3.75E-06,0.000107313,9.48E-07,
1206,45599.16744,45599.16744,-8.85E-07,45599.16744,-8.85E-07,3519.494343,3.49E+01,
1207,38887.37343,38887.37343,-1.03E-06,38887.37343,-1.03E-06,4444.650936,3.76E+01,
1209,119479.8464,119479.8464,1.87E-06,119479.8464,1.87E-06,8.86E-05,2.30E-06,
1210,58080.22786,58080.22786,1.97E-06,58080.22786,1.97E-06,4373.645299,5.53E+01,
1211,40436.7783,40436.7783,-4.88E-06,40436.7783,-4.88E-06,234.6795383,2.07E+00,
1212,45103.27661,45103.27661,5.25E-07,45103.27661,5.25E-07,2534.907577,2.49E+01,
1213,53151.43842,53151.43842,-1.59E-06,53151.43842,-1.59E-06,1131.102543,1.31E+01,
1214,45152.07138,45152.07138,-2.75E-06,45152.07138,-2.75E-06,2228.960392,2.19E+01,
1215,63402.90731,63402.90731,-1.52E-06,63402.90731,-1.52E-06,210.0040633,2.90E+00,
1216,61736.46385,61736.46385,-7.75E-07,61736.46385,-7.75E-07,3667.874201,4.93E+01,
1217,37239.22539,37239.22539,4.85E-07,37239.22539,4.85E-07,1667.826386,1.35E+01,
1218,172981.6476,172981.6476,-1.97E-05,172981.6476,-1.97E-05,1104.566495,4.16E+01,
1219,178480.3539,178480.3539,-1.05E-05,178480.3539,-1.05E-05,257.3812544,1.00E+01,
1220,281654.4076,281654.4076,-1.98E-05,281654.4076,-1.98E-05,249.10797,1.53E+01,
1221,142104.366,142104.366,-3.47E-05,142104.366,-3.47E-05,794.1803331,2.46E+01,
1222,223530.3877,223530.3877,-3.04E-05,223530.3877,-3.04E-05,8.86E-05,4.31E-06,
1223,113910.6604,113910.6604,3.68E-05,113910.6604,3.68E-05,2747.687398,6.81E+01,
1224,274926.568,274926.568,-4.60E-05,274926.568,-4.60E-05,1061.722482,6.36E+01,
1225,104497.5563,104497.5563,4.27E-06,104497.5563,4.27E-06,1004.384765,2.29E+01,
1226,172935.8268,172935.8268,1.02E-05,172935.8268,1.02E-05,3738.563633,1.41E+02,
1227,198751.2456,198751.2456,-4.05E-05,198751.2456,-4.05E-05,8.86E-05,3.83E-06,
1228,185199.7314,185199.7314,1.96E-05,185199.7314,1.96E-05,1480.007082,5.97E+01,
1229,81230.50468,81230.50468,6.50E-08,81230.50468,6.50E-08,1705.160277,3.02E+01,
1230,105754.6743,105754.6743,4.17E-05,105754.6743,4.17E-05,2495.698158,5.75E+01,
1231,87452.64311,87452.64311,1.89E-06,87452.64311,1.89E-06,5202.539889,9.91E+01,
1234,55722.7084,55722.7084,4.05E-06,55722.7084,4.05E-06,2109.972863,2.56E+01,
1235,45779.86708,45779.86708,-3.46E-06,45779.86708,-3.46E-06,1880.975819,1.87E+01,
1236,36987.30317,36987.30317,-4.16E-06,36987.30317,-4.16E-06,2387.387874,1.92E+01,
1237,76492.92002,76492.92002,1.63E-06,76492.92002,1.63E-06,1086.996286,1.81E+01,
1238,13513.78225,13513.78225,5.11E-07,13513.78225,5.11E-07,0.000101306,2.98E-07,
1239,46744.50027,46744.50027,4.94E-06,46744.50027,4.94E-06,3088.960223,3.14E+01,
1240,43364.24872,43364.24872,-3.87E-06,43364.24872,-3.87E-06,2709.975616,2.56E+01,
1241,36368.22639,36368.22639,-3.66E-06,36368.22639,-3.66E-06,3484.014903,2.76E+01,
1242,35117.74065,35117.74065,1.64E-06,35117.74065,1.64E-06,2641.979213,2.02E+01,
1243,26375.99518,26375.99518,1.55E-06,26375.99518,1.55E-06,2451.28229,1.41E+01,
1244,26737.77944,26737.77944,4.55E-06,26737.77944,4.55E-06,3344.970362,1.95E+01,
1245,16883.3625,16883.3625,8.51E-07,16883.3625,8.51E-07,2103.97294,7.73E+00,
1246,94746.76039,94746.76039,-4.19E-07,94746.76039,-4.19E-07,0.000101306,2.09E-06,
1249,89124.98556,89124.98556,-1.86E-06,89124.98556,-1.86E-06,1653.461494,3.21E+01,
1250,65385.84927,65385.84927,3.10E-06,65385.84927,3.10E-06,1170.104804,1.67E+01,
1251,84271.03508,84271.03508,1.10E-07,84271.03508,1.10E-07,2649.527246,4.86E+01,
1252,75371.96174,75371.96174,4.97E-06,75371.96174,4.97E-06,3421.919415,5.62E+01,
1253,156958.0644,156958.0644,-2.46E-05,156958.0644,-2.46E-05,2298.818854,7.86E+01,
1254,89568.24521,89568.24521,-1.65E-06,89568.24521,-1.65E-06,3938.613335,7.68E+01,
1255,89394.78167,89394.78167,-4.47E-06,89394.78167,-4.47E-06,2648.807972,5.16E+01,
1256,71414.58442,71414.58442,-1.68E-06,71414.58442,-1.68E-06,3514.012522,5.46E+01,
1257,24573.44972,24573.44972,-3.46E-06,24573.44972,-3.46E-06,777.734358,4.16E+00,
1260,90494.27494,90494.27494,-3.01E-06,90494.27494,-3.01E-06,2279.199565,4.49E+01,
1261,109649.9885,109649.9885,1.85E-05,109649.9885,1.85E-05,3517.791419,8.40E+01,
1262,91322.06481,91322.06481,-2.11E-06,91322.06481,-2.11E-06,1469.268684,2.92E+01,
1263,143507.4305,143507.4305,1.33E-05,143507.4305,1.33E-05,5019.453939,1.57E+02,
1264,65530.04336,65530.04336,8.50E-08,65530.04336,8.50E-08,1387.460958,1.98E+01,
1265,101768.3351,101768.3351,-4.16E-06,101768.3351,-4.16E-06,1687.456763,3.74E+01,
1266,89415.54155,89415.54155,2.87E-06,89415.54155,2.87E-06,3146.580768,6.13E+01,
1267,156269.9493,156269.9493,7.94E-06,156269.9493,7.94E-06,3018.606718,1.03E+02,
1270,102220.8447,102220.8447,-2.06E-05,102220.8447,-2.06E-05,2474.764286,5.51E+01,
1271,110671.757,110671.757,-2.37E-05,110671.757,-2.37E-05,2171.825862,5.23E+01,
1272,126863.2434,126863.2434,4.24E-05,126863.2434,4.24E-05,4398.856654,1.22E+02,
1273,115501.8165,115501.8165,9.95E-07,115501.8165,9.95E-07,1827.56443,4.60E+01,
1274,112155.3749,112155.3749,2.06E-05,112155.3749,2.06E-05,1339.413688,3.27E+01,
1275,77244.89987,77244.89987,-3.81E-06,77244.89987,-3.81E-06,3520.1378,5.92E+01,
1276,118322.4942,118322.4942,-3.20E-05,118322.4942,-3.20E-05,3149.285541,8.11E+01,
1277,243379.1193,243379.1193,-4.81E-05,243379.1193,-4.81E-05,46.0845373,2.44E+00,
1278,94500.42241,94500.42241,2.10E-06,94500.42241,2.10E-06,2472.562266,5.09E+01,
1279,86939.3955,86939.3955,3.59E-06,86939.3955,3.59E-06,3371.041059,6.38E+01,
1280,91738.03745,91738.03745,-2.47E-06,91738.03745,-2.47E-06,2967.998111,5.93E+01,
1281,192549.8238,192549.8238,-3.67E-05,192549.8238,-3.67E-05,1999.465766,8.38E+01,
1283,39440.37744,39440.37744,-1.86E-06,39440.37744,-1.86E-06,2.627853643,2.26E-02,
1284,67742.08457,67742.08457,-1.85E-06,67742.08457,-1.85E-06,2.627853643,3.88E-02,
1285,24197.54993,24197.54993,-3.60E-06,24197.54993,-3.60E-06,2.627853643,1.38E-02,
1286,64975.42637,64975.42637,-3.35E-06,64975.42637,-3.35E-06,2.627853643,3.72E-02,
1289,65726.36963,65726.36963,3.89E-06,65726.36963,3.89E-06,13.18118634,1.89E-01,
1300,136373.142,136373.142,5.70E-06,136373.142,5.70E-06,52.01640448,1.54E+00,
1301,116800.7081,116800.7081,-4.50E-05,116800.7081,-4.50E-05,46.04015663,1.17E+00,
1302,1126.215183,1126.215183,0,1126.215183,0,0.000104442,2.56E-08,
1303,150092.5578,150092.5578,4.69E-05,150092.5578,4.69E-05,2136.241688,6.98E+01,
1304,178193.3648,178193.3648,2.38E-05,178193.3648,2.38E-05,2491.755854,9.67E+01,
1305,198328.3654,198328.3654,-3.27E-05,198328.3654,-3.27E-05,3319.710613,1.43E+02,
1306,243769.5824,243769.5824,-1.71E-05,243769.5824,-1.71E-05,3935.235283,2.09E+02,
1307,50250.74826,50250.74826,6.40E-07,50250.74826,6.40E-07,3951.483961,4.32E+01,
1308,160676.6631,160676.6631,-1.13E-05,160676.6631,-1.13E-05,2536.052487,8.87E+01,
1309,383498.2352,383498.2352,-2.71E-05,383498.2352,-2.71E-05,2379.604548,1.99E+02,
1310,46110.44705,46110.44705,1.88E-06,46110.44705,1.88E-06,3212.962902,3.23E+01,
1311,116068.6149,116068.6149,6.88E-06,116068.6149,6.88E-06,4548.678921,1.15E+02,
1312,27819.82244,27819.82244,-1.82E-06,27819.82244,-1.82E-06,39.49899928,2.39E-01,
1313,54756.57893,54756.57893,-2.52E-06,54756.57893,-2.52E-06,3111.802015,3.71E+01,
1314,33744.28965,33744.28965,-2.00E-08,33744.28965,-2.00E-08,1726.84593,1.27E+01,
1315,27302.34444,27302.34444,-3.92E-06,27302.34444,-3.92E-06,2107.818743,1.25E+01,
1316,167475.2692,167475.2692,-1.46E-06,167475.2692,-1.46E-06,1455.718079,5.31E+01,
1317,56488.9079,56488.9079,-5.60E-07,56488.9079,-5.60E-07,1880.533312,2.31E+01,
1318,119504.2291,119504.2291,-1.04E-05,119504.2291,-1.04E-05,1592.451686,4.14E+01,
1319,59487.23857,59487.23857,-4.00E-07,59487.23857,-4.00E-07,2172.853714,2.81E+01,
1320,74319.8723,74319.8723,-1.40E-06,74319.8723,-1.40E-06,0.000115784,1.87E-06,
1321,152851.3435,152851.3435,7.14E-06,152851.3435,7.14E-06,0.000115784,3.85E-06,
1322,49319.91798,49319.91798,-1.25E-06,49319.91798,-1.25E-06,0.000115784,1.24E-06,
1323,126338.6065,126338.6065,1.16E-05,126338.6065,1.16E-05,1632.494693,4.49E+01,
1324,74437.94285,74437.94285,-2.75E-06,74437.94285,-2.75E-06,0.000115784,1.88E-06,
1325,178690.8171,178690.8171,-1.84E-05,178690.8171,-1.84E-05,3561.098996,1.39E+02,
1326,756128.371,755692.9483,435.4227004,755692.9483,435.4227004,122.1571351,2.01E+01,
1327,140848.0294,140848.0294,7.50E-07,140848.0294,7.50E-07,3192.277073,9.79E+01,
1328,143040.8245,143040.8245,-7.52E-06,143040.8245,-7.52E-06,8.757434129,2.73E-01,
1329,91324.22449,91324.22449,3.00E-06,91324.22449,3.00E-06,270.9420996,5.39E+00,
1330,107095.4066,107095.4066,-1.45E-05,107095.4066,-1.45E-05,5356.246333,1.25E+02,
