num_opportunities,EMP_2016,T2&T3,Marginal,Base,Net to Base,ERP,,
2027,19036.25955,19036.25955,-3.60E-06,19036.25955,-3.60E-06,3451.741882,1.43E+01,
2028,30773.48877,30773.48877,-3.54E-06,30773.48877,-3.54E-06,183.7583155,1.23E+00,
2029,44212.4035,44212.4035,-7.40E-07,44212.4035,-7.40E-07,215.4389697,2.07E+00,
2030,30997.89191,30997.89191,-3.34E-06,30997.89191,-3.34E-06,2868.473144,1.94E+01,
2031,19257.17408,19257.17408,-3.24E-06,19257.17408,-3.24E-06,70.32231944,2.95E-01,
2032,18966.36818,18966.36818,4.00E-06,18966.36818,4.00E-06,3045.515119,1.26E+01,
2033,38918.23416,38918.23416,-2.34E-06,38918.23416,-2.34E-06,598.1554361,5.07E+00,
2034,27169.78965,27169.78965,-3.50E-06,27169.78965,-3.50E-06,1466.247345,8.67E+00,
2035,35041.35835,35041.35835,9.99E-08,35041.35835,9.99E-08,,0.00E+00,
2036,22572.03418,22572.03418,4.20E-06,22572.03418,4.20E-06,2276.798499,1.12E+01,
2037,37202.50337,37202.50337,3.50E-06,37202.50337,3.50E-06,2929.600857,2.37E+01,
2100,35043.5841,35043.5841,2.60E-06,35043.5841,2.60E-06,2669.389188,2.04E+01,
2101,28303.71076,28303.71076,-2.20E-06,28303.71076,-2.20E-06,2764.800195,1.70E+01,
2102,38421.18984,38421.18984,-4.00E-06,38421.18984,-4.00E-06,2838.226947,2.37E+01,
2103,55605.42867,55605.42867,-2.30E-06,55605.42867,-2.30E-06,2744.670376,3.32E+01,
2104,38900.03229,38900.03229,-3.00E-07,38900.03229,-3.00E-07,1840.827468,1.56E+01,
2105,44724.64547,44724.64547,2.90E-06,44724.64547,2.90E-06,1614.085826,1.57E+01,
2107,81292.25892,81292.25892,2.01E-09,81292.25892,2.01E-09,2228.492915,3.94E+01,
2108,9242.179922,9242.179922,-4.00E-07,9242.179922,-4.00E-07,3975.859062,8.00E+00,
2109,35623.35977,35623.35977,-1.20E-06,35623.35977,-1.20E-06,48.96561007,3.80E-01,
2110,36214.8273,36214.8273,-3.10E-06,36214.8273,-3.10E-06,3766.175328,2.97E+01,
2113,62501.23963,62501.23963,4.50E-06,62501.23963,4.50E-06,4798.639452,6.53E+01,
2114,53029.57551,53029.57551,2.02E-07,53029.57551,2.02E-07,2245.074727,2.59E+01,
2115,79451.05419,79451.05419,7.02E-07,79451.05419,7.02E-07,1766.029357,3.06E+01,
2116,62501.23963,62501.23963,4.50E-06,62501.23963,4.50E-06,1907.08022,2.60E+01,
2117,51356.14504,51356.14504,-3.20E-06,51356.14504,-3.20E-06,5231.574169,5.85E+01,
2118,62424.01904,62424.01904,-4.80E-06,62424.01904,-4.80E-06,3962.876434,5.39E+01,
2119,57050.60271,57050.60271,-2.50E-06,57050.60271,-2.50E-06,1872.869857,2.33E+01,
2120,58688.87057,58688.87057,-1.20E-06,58688.87057,-1.20E-06,2247.362869,2.87E+01,
2123,42838.05132,42838.05132,-1.70E-06,42838.05132,-1.70E-06,3115.103518,2.91E+01,
2124,26993.27587,26993.27587,-4.00E-06,26993.27587,-4.00E-06,2409.898136,1.42E+01,
2125,8355.032145,8355.032145,4.00E-07,8355.032145,4.00E-07,3095.683699,5.63E+00,
2126,39967.49955,39967.49955,-2.50E-06,39967.49955,-2.50E-06,4632.314648,4.03E+01,
2127,11890.54232,11890.54232,-2.40E-06,11890.54232,-2.40E-06,1598.870673,4.14E+00,
2128,19661.1291,19661.1291,-5.00E-06,19661.1291,-5.00E-06,1166.018768,4.99E+00,
2129,8994.5019,8994.5019,-4.00E-07,8994.5019,-4.00E-07,0.000100896,1.98E-07,
2130,940.1396652,940.1396652,0,940.1396652,0,2935.726901,6.01E-01,
2131,1896.384418,1896.384418,2.00E-07,1896.384418,2.00E-07,3000.047546,1.24E+00,
2132,1518.7419,1518.7419,-2.00E-07,1518.7419,-2.00E-07,81.71578038,2.70E-02,
2133,20520.73186,20520.73186,-3.20E-06,20520.73186,-3.20E-06,3167.161283,1.42E+01,
2134,2163.482112,2163.482112,-5.00E-07,2163.482112,-5.00E-07,3879.538221,1.83E+00,
2135,43273.60993,43273.60993,-2.80E-06,43273.60993,-2.80E-06,1665.218925,1.57E+01,
2136,18453.69762,18453.69762,3.90E-06,18453.69762,3.90E-06,196.4870551,7.89E-01,
2137,10867.18043,10867.18043,-4.60E-06,10867.18043,-4.60E-06,3080.572049,7.29E+00,
2138,66445.1116,66445.1116,3.00E-07,66445.1116,3.00E-07,491.8338581,7.12E+00,
2139,53705.47406,53705.47406,9.99E-08,53705.47406,9.99E-08,0.000100896,1.18E-06,
2140,71049.6811,71049.6811,-1.00E-07,71049.6811,-1.00E-07,0.000100896,1.56E-06,
2141,36361.69015,36361.69015,7.00E-07,36361.69015,7.00E-07,2470.771012,1.96E+01,
2142,21316.69478,21316.69478,1.80E-06,21316.69478,1.80E-06,2373.037629,1.10E+01,
2143,65383.43051,65383.43051,2.60E-06,65383.43051,2.60E-06,2034.47501,2.90E+01,
2144,67270.36595,67270.36595,3.40E-06,67270.36595,3.40E-06,52.09189978,7.63E-01,
2145,51298.84068,51298.84068,3.70E-06,51298.84068,3.70E-06,1307.304334,1.46E+01,
2146,49764.66315,49764.66315,-1.98E-07,49764.66315,-1.98E-07,1881.217628,2.04E+01,
2147,47847.70968,47847.70968,2.00E-09,47847.70968,2.00E-09,3895.650675,4.06E+01,
2148,70126.41835,70126.41835,-4.70E-06,70126.41835,-4.70E-06,2057.299839,3.14E+01,
2149,41940.19738,41940.19738,-9.80E-08,41940.19738,-9.80E-08,3302.19533,3.02E+01,
2150,61945.45346,61945.45346,-4.80E-06,61945.45346,-4.80E-06,4521.172026,6.10E+01,
2151,62459.15633,62459.15633,2.40E-06,62459.15633,2.40E-06,3117.593258,4.24E+01,
2153,49381.31491,49381.31491,4.60E-06,49381.31491,4.60E-06,923.2394408,9.93E+00,
2154,13789.64132,13789.64132,4.10E-06,13789.64132,4.10E-06,3095.619133,9.29E+00,
2155,84185.22651,84185.22651,-2.60E-06,84185.22651,-2.60E-06,3362.512515,6.16E+01,
2156,63110.36391,63110.36391,-6.98E-07,63110.36391,-6.98E-07,2735.957623,3.76E+01,
2157,110717.1716,110717.1716,2.96E-05,110717.1716,2.96E-05,4217.551468,1.02E+02,
2158,65484.99876,65484.99876,-1.60E-06,65484.99876,-1.60E-06,3353.119819,4.78E+01,
2161,55334.91111,55334.91111,7.62E-07,55334.91111,7.62E-07,4495.984588,5.42E+01,
2162,23845.62435,23845.62435,-3.00E-06,23845.62435,-3.00E-06,4429.411981,2.30E+01,
2163,43248.84804,43248.84804,-7.98E-07,43248.84804,-7.98E-07,3086.166116,2.91E+01,
2164,64346.87557,64346.87557,-7.98E-07,64346.87557,-7.98E-07,3539.846183,4.96E+01,
2165,34516.04459,34516.04459,4.10E-06,34516.04459,4.10E-06,3346.808053,2.52E+01,
2166,66178.45523,66178.45523,3.00E-06,66178.45523,3.00E-06,2042.022407,2.94E+01,
2167,57938.56706,57938.56706,-5.98E-07,57938.56706,-5.98E-07,,0.00E+00,
2170,755.4959175,755.4959175,0,755.4959175,0,,0.00E+00,
2171,2084.044774,2084.044774,0,2084.044774,0,2844.145915,1.29E+00,
2200,33681.56163,33681.56163,-4.70E-06,33681.56163,-4.70E-06,3446.999999,2.53E+01,
2201,255443.3172,255443.3172,-4.70E-05,255443.3172,-4.70E-05,1163,6.47E+01,
2202,259622.8188,259622.8188,-7.60E-06,259622.8188,-7.60E-06,1799,1.02E+02,
2203,239543.7368,239543.7368,-2.83E-05,239543.7368,-2.83E-05,2181,1.14E+02,
2204,72705.21637,72705.21637,1.40E-06,72705.21637,1.40E-06,3027.697373,4.79E+01,
2205,79773.63228,79773.63228,-2.90E-06,79773.63228,-2.90E-06,4029,7.00E+01,
2206,24510.06788,24510.06788,-3.00E-07,24510.06788,-3.00E-07,2764.604725,1.48E+01,
2207,10146.0706,10146.0706,-2.00E-07,10146.0706,-2.00E-07,2728.697903,6.03E+00,
2208,142256.551,142256.551,4.48E-06,142256.551,4.48E-06,1572.770085,4.87E+01,
2209,16169.69063,16169.69063,-2.10E-06,16169.69063,-2.10E-06,2753.107462,9.69E+00,
2210,64936.10809,64936.10809,3.02E-07,64936.10809,3.02E-07,3670.503762,5.19E+01,
2211,49555.26145,49555.26145,4.20E-06,49555.26145,4.20E-06,1394.877518,1.51E+01,
2212,64001.47903,64001.47903,1.40E-06,64001.47903,1.40E-06,2287.117702,3.19E+01,
2213,120896.5151,120896.5151,-4.29E-05,120896.5151,-4.29E-05,2998.537808,7.89E+01,
2214,131470.7166,131470.7166,-2.92E-05,131470.7166,-2.92E-05,3758.240498,1.08E+02,
2215,200036.0517,200036.0517,4.49E-05,200036.0517,4.49E-05,2450.721759,1.07E+02,
2216,19555.95713,19555.95713,-1.40E-06,19555.95713,-1.40E-06,2296.486968,9.78E+00,
2217,8120.007805,8120.007805,4.00E-07,8120.007805,4.00E-07,472.636337,8.36E-01,
2218,73293.34373,73293.34373,-1.10E-06,73293.34373,-1.10E-06,0.00010217,1.63E-06,
2298,132267.3303,132267.3303,-4.57E-05,132267.3303,-4.57E-05,325.6750323,9.38E+00,
2299,90333.7395,90333.7395,3.28E-06,90333.7395,3.28E-06,2505.315498,4.93E+01,
2300,86443.2332,86443.2332,4.32E-06,86443.2332,4.32E-06,897.0346873,1.69E+01,
2301,90201.70797,90201.70797,-4.55E-06,90201.70797,-4.55E-06,2997.979623,5.89E+01,
2302,91583.62201,91583.62201,2.46E-06,91583.62201,2.46E-06,3837.585869,7.65E+01,
2303,35814.50861,35814.50861,-4.09E-06,35814.50861,-4.09E-06,2186.49463,1.71E+01,
2304,79390.14577,79390.14577,-7.90E-07,79390.14577,-7.90E-07,2461.442488,4.25E+01,
2305,147169.8559,147169.8559,3.33E-05,147169.8559,3.33E-05,987.7635605,3.17E+01,
2306,69951.50531,69951.50531,1.10E-07,69951.50531,1.10E-07,1347.840935,2.05E+01,
2307,148949.2292,148949.2292,-4.91E-05,148949.2292,-4.91E-05,109.0329778,3.54E+00,
2308,73089.25125,73089.25125,-1.54E-06,73089.25125,-1.54E-06,2930.029553,4.66E+01,
2309,77256.16791,77256.16791,-3.04E-06,77256.16791,-3.04E-06,1439.031804,2.42E+01,
2310,53772.88803,53772.88803,4.57E-06,53772.88803,4.57E-06,641.5684265,7.51E+00,
2311,137131.0479,137131.0479,-3.02E-06,137131.0479,-3.02E-06,2661.214893,7.95E+01,
2312,72233.00297,72233.00297,-1.99E-06,72233.00297,-1.99E-06,2121.574659,3.34E+01,
2313,57892.6601,57892.6601,4.47E-06,57892.6601,4.47E-06,2865.696658,3.61E+01,
2314,63996.1057,63996.1057,-1.96E-06,63996.1057,-1.96E-06,1369.453508,1.91E+01,
2315,63607.36301,63607.36301,4.46E-06,63607.36301,4.46E-06,15.08202321,2.09E-01,
2316,43499.77554,43499.77554,-2.45E-06,43499.77554,-2.45E-06,2026.183175,1.92E+01,
2318,30831.45247,30831.45247,-2.65E-06,30831.45247,-2.65E-06,3673.188397,2.47E+01,
2319,45107.10167,45107.10167,-2.65E-06,45107.10167,-2.65E-06,3276.302826,3.22E+01,
2320,20248.83035,20248.83035,-3.73E-06,20248.83035,-3.73E-06,1675.998572,7.39E+00,
2321,45066.5336,45066.5336,-1.45E-06,45066.5336,-1.45E-06,1056.629584,1.04E+01,
2322,40339.82661,40339.82661,4.57E-06,40339.82661,4.57E-06,2364.101467,2.08E+01,
2323,30066.41443,30066.41443,-1.03E-06,30066.41443,-1.03E-06,2727.460133,1.79E+01,
2324,19805.73748,19805.73748,-4.43E-06,19805.73748,-4.43E-06,4003.192855,1.73E+01,
2325,35019.3035,35019.3035,-2.20E-06,35019.3035,-2.20E-06,3981.126166,3.04E+01,
2328,27934.04416,27934.04416,-3.60E-06,27934.04416,-3.60E-06,1.00E-06,6.08E-09,
2329,47450.37786,47450.37786,-4.87E-06,47450.37786,-4.87E-06,942,9.73E+00,
2330,32557.11439,32557.11439,-2.80E-06,32557.11439,-2.80E-06,1.00E-06,7.09E-09,
2331,42746.19355,42746.19355,-2.14E-06,42746.19355,-2.14E-06,1.00E-06,9.31E-09,
2334,31640.73048,31640.73048,2.61E-06,31640.73048,2.61E-06,2567.149228,1.77E+01,
2335,26771.01689,26771.01689,2.70E-06,26771.01689,2.70E-06,981.7953215,5.72E+00,
2336,29253.38433,29253.38433,-3.40E-06,29253.38433,-3.40E-06,2411.49585,1.54E+01,
2337,41318.29106,41318.29106,-2.89E-06,41318.29106,-2.89E-06,0.000112062,1.01E-06,
2338,35592.65921,35592.65921,4.65E-06,35592.65921,4.65E-06,2169.246557,1.68E+01,
2339,40826.35312,40826.35312,2.91E-06,40826.35312,2.91E-06,3210.002718,2.85E+01,
2340,80036.94834,80036.94834,9.35E-07,80036.94834,9.35E-07,0.607965824,1.06E-02,
2341,43087.21235,43087.21235,-4.60E-07,43087.21235,-4.60E-07,493.8977028,4.63E+00,
2342,75113.98579,75113.98579,-3.74E-06,75113.98579,-3.74E-06,0.000112062,1.83E-06,
2343,64382.90558,64382.90558,2.48E-06,64382.90558,2.48E-06,6.804434505,9.54E-02,
2346,59157.88064,59157.88064,-4.99E-06,59157.88064,-4.99E-06,3961.203291,5.10E+01,
2347,62917.13161,62917.13161,4.20E-07,62917.13161,4.20E-07,3716.454511,5.09E+01,
2348,50842.04953,50842.04953,-4.07E-06,50842.04953,-4.07E-06,5420.116026,6.00E+01,
2349,28440.44176,28440.44176,4.15E-06,28440.44176,4.15E-06,1316.735235,8.15E+00,
2350,50426.3272,50426.3272,1.52E-06,50426.3272,1.52E-06,4062.26405,4.46E+01,
2351,34539.3088,34539.3088,-6.80E-07,34539.3088,-6.80E-07,2659.46514,2.00E+01,
2352,32034.82361,32034.82361,-3.09E-06,32034.82361,-3.09E-06,3440.30807,2.40E+01,
2353,47593.93015,47593.93015,3.01E-06,47593.93015,3.01E-06,2716.453677,2.82E+01,
2356,58794.67506,58794.67506,-2.88E-06,58794.67506,-2.88E-06,1916.145856,2.45E+01,
2357,39817.66006,39817.66006,4.47E-06,39817.66006,4.47E-06,10.99703407,9.53E-02,
2358,115876.8377,115876.8377,-2.94E-05,115876.8377,-2.94E-05,2435.18783,6.14E+01,
2359,49933.62232,49933.62232,-1.77E-06,49933.62232,-1.77E-06,1042.080088,1.13E+01,
2360,64693.74884,64693.74884,-4.07E-06,64693.74884,-4.07E-06,3384.261344,4.77E+01,
2361,49287.92388,49287.92388,-4.77E-06,49287.92388,-4.77E-06,3271.678014,3.51E+01,
2362,55499.41791,55499.41791,-5.70E-07,55499.41791,-5.70E-07,2397.629288,2.90E+01,
2363,32911.02172,32911.02172,-3.05E-06,32911.02172,-3.05E-06,2647.020545,1.90E+01,
2366,17118.73724,17118.73724,3.69E-06,17118.73724,3.69E-06,2363.396939,8.81E+00,
2367,77200.24307,77200.24307,-4.34E-06,77200.24307,-4.34E-06,1709.553722,2.87E+01,
2368,79310.24857,79310.24857,4.73E-06,79310.24857,4.73E-06,2530.063739,4.37E+01,
2369,10627.8509,10627.8509,-4.10E-06,10627.8509,-4.10E-06,4.406918684,1.02E-02,
2370,81417.4867,81417.4867,2.69E-06,81417.4867,2.69E-06,3068.863947,5.44E+01,
2371,30845.28793,30845.28793,1.53E-06,30845.28793,1.53E-06,1066.605242,7.16E+00,
2372,25227.25361,25227.25361,-3.20E-06,25227.25361,-3.20E-06,2872.936688,1.58E+01,
2373,60531.26398,60531.26398,1.39E-06,60531.26398,1.39E-06,2258.526235,2.98E+01,
2374,12918.43413,12918.43413,1.30E-06,12918.43413,1.30E-06,2218.178992,6.24E+00,
2375,7651.645207,7651.645207,0,7651.645207,0,3324.420645,5.54E+00,
2376,15773.28888,15773.28888,4.43E-06,15773.28888,4.43E-06,2011.3055,6.91E+00,
2377,4647.293209,4647.293209,-2.50E-07,4647.293209,-2.50E-07,3229.741432,3.27E+00,
2380,48850.70591,48850.70591,3.23E-06,48850.70591,3.23E-06,2547.701181,2.71E+01,
2381,49733.36323,49733.36323,-1.18E-06,49733.36323,-1.18E-06,4634.209866,5.02E+01,
2382,66506.61934,66506.61934,-8.70E-07,66506.61934,-8.70E-07,1705.138607,2.47E+01,
2383,89266.98233,89266.98233,2.02E-06,89266.98233,2.02E-06,1967.313659,3.82E+01,
2384,114755.8847,114755.8847,2.23E-05,114755.8847,2.23E-05,1051.702311,2.63E+01,
2385,66511.06853,66511.06853,1.93E-06,66511.06853,1.93E-06,1209.417554,1.75E+01,
2386,40049.55282,40049.55282,-3.47E-06,40049.55282,-3.47E-06,1257.839948,1.10E+01,
2387,33666.46849,33666.46849,1.13E-06,33666.46849,1.13E-06,2458.676874,1.80E+01,
2390,99675.0163,99675.0163,-2.75E-06,99675.0163,-2.75E-06,3235.15523,7.02E+01,
2391,47956.23555,47956.23555,5.60E-07,47956.23555,5.60E-07,1288.937894,1.35E+01,
2392,48284.27071,48284.27071,4.76E-06,48284.27071,4.76E-06,1944.881209,2.04E+01,
2393,61310.22275,61310.22275,1.05E-06,61310.22275,1.05E-06,3482.980018,4.65E+01,
2394,56987.22254,56987.22254,-2.12E-06,56987.22254,-2.12E-06,2728.750928,3.39E+01,
2395,92247.88907,92247.88907,-3.10E-07,92247.88907,-3.10E-07,2507.201134,5.04E+01,
2396,32960.20821,32960.20821,-1.69E-06,32960.20821,-1.69E-06,1485.145696,1.07E+01,
2397,113516.7182,113516.7182,-2.15E-05,113516.7182,-2.15E-05,1842.728473,4.55E+01,
2398,28340.81374,28340.81374,-4.79E-06,28340.81374,-4.79E-06,3095.219417,1.91E+01,
2500,81879.68511,81879.68511,2.20E-07,81879.68511,2.20E-07,1492.720173,2.66E+01,
2501,74590.07578,74590.07578,-9.60E-07,74590.07578,-9.60E-07,5120.755299,8.32E+01,
2502,62639.07196,62639.07196,-1.96E-06,62639.07196,-1.96E-06,3291.587935,4.49E+01,
2503,113794.7803,113794.7803,-2.15E-05,113794.7803,-2.15E-05,844.4074311,2.09E+01,
2504,179474.571,179474.571,-9.37E-06,179474.571,-9.37E-06,1077.771787,4.21E+01,
2505,89059.39291,89059.39291,2.75E-06,89059.39291,2.75E-06,3047.21827,5.91E+01,
2506,50471.66622,50471.66622,1.04E-06,50471.66622,1.04E-06,3373.958702,3.71E+01,
2507,100365.6896,100365.6896,4.10E-05,100365.6896,4.10E-05,1658.580402,3.62E+01,
2508,283895.6957,283895.6957,-1.88E-05,283895.6957,-1.88E-05,2001.965476,1.24E+02,
2509,99752.43981,99752.43981,-1.16E-06,99752.43981,-1.16E-06,3955.995471,8.59E+01,
2510,105697.3042,105697.3042,3.80E-05,105697.3042,3.80E-05,3574.005615,8.23E+01,
2511,613369.5308,613369.5308,-3.81E-05,613369.5308,-3.81E-05,2415.985601,3.23E+02,
2512,77392.16687,77392.16687,-4.56E-06,77392.16687,-4.56E-06,2876.078812,4.85E+01,
2513,83192.43899,83192.43899,8.40E-07,83192.43899,8.40E-07,2806.951555,5.08E+01,
2514,97908.95889,97908.95889,-4.26E-06,97908.95889,-4.26E-06,2246.022826,4.79E+01,
2515,403914.9851,403914.9851,4.03E-05,403914.9851,4.03E-05,1303.988876,1.15E+02,
2516,70043.89592,70043.89592,6.10E-07,70043.89592,6.10E-07,2416.970507,3.69E+01,
2517,78482.63729,78482.63729,-4.56E-06,78482.63729,-4.56E-06,2562.962313,4.38E+01,
2518,70270.96357,70270.96357,4.40E-07,70270.96357,4.40E-07,1924.115546,2.94E+01,
2519,49270.86335,49270.86335,8.40E-07,49270.86335,8.40E-07,2640.430461,2.83E+01,
2520,93607.95896,93607.95896,1.91E-06,93607.95896,1.91E-06,3822.857646,7.79E+01,
2521,37846.50325,37846.50325,9.20E-07,37846.50325,9.20E-07,2964.623029,2.44E+01,
2522,64395.10478,64395.10478,3.32E-06,64395.10478,3.32E-06,2398.373659,3.36E+01,
2523,399160.7077,398733.0529,427.6547537,398733.0529,427.6547537,1101.975055,9.58E+01,
2524,132290.784,132290.784,-1.49E-05,132290.784,-1.49E-05,3181.830242,9.16E+01,
2525,100899.8956,100899.8956,1.72E-05,100899.8956,1.72E-05,2574.277672,5.66E+01,
2526,61100.5327,61100.5327,4.30E-07,61100.5327,4.30E-07,3458.059598,4.60E+01,
2527,28729.61529,28729.61529,5.20E-07,28729.61529,5.20E-07,2907.572554,1.82E+01,
2528,56205.16524,56205.16524,-3.90E-06,56205.16524,-3.90E-06,8.52E-05,1.04E-06,
2529,98088.94559,98088.94559,-3.16E-06,98088.94559,-3.16E-06,2334.995988,4.99E+01,
2530,77003.99127,77003.99127,-3.55E-06,77003.99127,-3.55E-06,1530.961414,2.57E+01,
2531,69165.28884,69165.28884,3.75E-06,69165.28884,3.75E-06,3411.89255,5.14E+01,
2532,57342.01117,57342.01117,4.80E-07,57342.01117,4.80E-07,4237.453444,5.29E+01,
2533,152744.8476,152744.8476,2.74E-05,152744.8476,2.74E-05,3050.848411,1.01E+02,
2534,57468.60222,57468.60222,-3.34E-06,57468.60222,-3.34E-06,2703,3.38E+01,
2535,134670.5053,134670.5053,-2.88E-05,134670.5053,-2.88E-05,1544.864112,4.53E+01,
2536,61247.52343,61247.52343,2.05E-06,61247.52343,2.05E-06,2684.629574,3.58E+01,
2537,65434.14007,65434.14007,2.07E-06,65434.14007,2.07E-06,2953.311909,4.21E+01,
2538,71094.63671,71094.63671,2.56E-06,71094.63671,2.56E-06,2795.68099,4.33E+01,
2539,69999.62862,69999.62862,4.56E-06,69999.62862,4.56E-06,2057,3.14E+01,
2540,60615.52455,60615.52455,1.66E-06,60615.52455,1.66E-06,1255,1.66E+01,
2541,47131.46839,47131.46839,-3.26E-06,47131.46839,-3.26E-06,1588.050341,1.63E+01,
2542,65045.94972,65045.94972,-5.60E-07,65045.94972,-5.60E-07,2282.421576,3.23E+01,
2543,109142.3375,109142.3375,-1.77E-06,109142.3375,-1.77E-06,2699.085486,6.41E+01,
2544,85374.87111,85374.87111,4.46E-06,85374.87111,4.46E-06,2052.065019,3.81E+01,
2545,72599.06715,72599.06715,-1.11E-06,72599.06715,-1.11E-06,2205.774569,3.49E+01,
2546,47460.1835,47460.1835,-2.36E-06,47460.1835,-2.36E-06,3222.400852,3.33E+01,
2547,46527.85682,46527.85682,-1.98E-06,46527.85682,-1.98E-06,0.000108559,1.10E-06,
2548,54154.77698,54154.77698,-1.61E-06,54154.77698,-1.61E-06,2275.072074,2.68E+01,
2549,33534.73856,33534.73856,-2.49E-06,33534.73856,-2.49E-06,1152.737759,8.42E+00,
2550,52731.38694,52731.38694,-2.97E-06,52731.38694,-2.97E-06,1870.319011,2.15E+01,
2551,76557.62837,76557.62837,-2.67E-06,76557.62837,-2.67E-06,2539.334915,4.23E+01,
2552,41305.72223,41305.72223,3.12E-06,41305.72223,3.12E-06,3549.6311,3.19E+01,
2553,55669.41107,55669.41107,4.42E-06,55669.41107,4.42E-06,4276.776359,5.18E+01,
2554,87572.90936,87572.90936,-2.87E-06,87572.90936,-2.87E-06,2502.256377,4.77E+01,
2555,37952.5858,37952.5858,-4.08E-06,37952.5858,-4.08E-06,914.4361806,7.56E+00,
2556,64676.35401,64676.35401,-2.49E-06,64676.35401,-2.49E-06,3242.899983,4.57E+01,
2557,61582.2171,61582.2171,3.33E-06,61582.2171,3.33E-06,1808.057301,2.42E+01,
2600,51701.86314,51701.86314,4.94E-06,51701.86314,4.94E-06,2919.502394,3.29E+01,
2601,83718.27586,83718.27586,2.97E-06,83718.27586,2.97E-06,1911.158522,3.48E+01,
2602,58956.53771,58956.53771,2.14E-06,58956.53771,2.14E-06,3419.206743,4.39E+01,
2603,121118.5982,121118.5982,-2.57E-05,121118.5982,-2.57E-05,3199.33876,8.44E+01,
2604,373034.7997,373034.7997,-2.58E-05,373034.7997,-2.58E-05,5288.066173,4.30E+02,
2605,154556.0312,154556.0312,1.39E-05,154556.0312,1.39E-05,2710.011603,9.12E+01,
2606,462225.4672,461844.4847,380.9825326,461844.4847,380.9825326,1190.217755,1.20E+02,
2607,63214.76535,63214.76535,-4.56E-06,63214.76535,-4.56E-06,1640.327854,2.26E+01,
2608,400220.6068,400220.6068,5.00E-05,400220.6068,5.00E-05,2495.170195,2.17E+02,
2609,57115.29411,57115.29411,-4.55E-06,57115.29411,-4.55E-06,2799.1542,3.48E+01,
2610,72136.36048,72136.36048,1.00E-06,72136.36048,1.00E-06,2665.825252,4.19E+01,
2611,38730.42698,38730.42698,7.40E-07,38730.42698,7.40E-07,1025.22275,8.65E+00,
2612,256296.2453,256296.2453,-1.41E-05,256296.2453,-1.41E-05,4565.862961,2.55E+02,
2613,67682.71165,67682.71165,1.61E-06,67682.71165,1.61E-06,3600.110421,5.31E+01,
2614,320494.9179,320494.9179,1.14E-05,320494.9179,1.14E-05,3157.673769,2.20E+02,
2615,13945.72201,13945.72201,-4.50E-06,13945.72201,-4.50E-06,2064.639166,6.27E+00,
2616,58019.43169,58019.43169,-4.80E-07,58019.43169,-4.80E-07,2220.687468,2.81E+01,
2617,16954.25332,16954.25332,-9.90E-07,16954.25332,-9.90E-07,2661.824013,9.83E+00,
2620,57800.22298,57800.22298,-3.44E-06,57800.22298,-3.44E-06,2191.387514,2.76E+01,
2621,125800.4974,125800.4974,4.16E-05,125800.4974,4.16E-05,3255.604381,8.92E+01,
2622,71600.67515,71600.67515,-4.68E-06,71600.67515,-4.68E-06,1508.88975,2.35E+01,
2623,76699.85308,76699.85308,2.14E-06,76699.85308,2.14E-06,3628.3301,6.06E+01,
2624,42326.70934,42326.70934,-1.46E-06,42326.70934,-1.46E-06,3712.788255,3.42E+01,
2627,305427.3844,305427.3844,1.38E-05,305427.3844,1.38E-05,1713.463124,1.14E+02,
2628,65434.05214,65434.05214,-2.18E-06,65434.05214,-2.18E-06,2270.613682,3.23E+01,
2629,160714.7092,160714.7092,-3.06E-05,160714.7092,-3.06E-05,1465.396088,5.13E+01,
2630,35789.76659,35789.76659,-2.58E-06,35789.76659,-2.58E-06,2078.561784,1.62E+01,
2631,109990.9962,109990.9962,3.96E-05,109990.9962,3.96E-05,2489.817671,5.96E+01,
2632,6031.539539,6031.539539,-2.90E-07,6031.539539,-2.90E-07,1962.865089,2.58E+00,
2633,11830.37215,11830.37215,-8.90E-07,11830.37215,-8.90E-07,1045.282561,2.69E+00,
2636,72141.1574,72141.1574,3.54E-06,72141.1574,3.54E-06,2134.048845,3.35E+01,
2637,43429.68878,43429.68878,-2.09E-06,43429.68878,-2.09E-06,2947.80191,2.79E+01,
2638,43427.75016,43427.75016,3.40E-07,43427.75016,3.40E-07,1345.717364,1.27E+01,
2639,42192.02378,42192.02378,4.19E-06,42192.02378,4.19E-06,385.7888198,3.54E+00,
2640,45711.29741,45711.29741,-9.00E-08,45711.29741,-9.00E-08,3540.597246,3.52E+01,
2641,25539.82456,25539.82456,4.19E-06,25539.82456,4.19E-06,2421.189957,1.35E+01,
2642,22762.8405,22762.8405,-2.01E-06,22762.8405,-2.01E-06,2120.041962,1.05E+01,
2643,21344.54229,21344.54229,1.09E-06,21344.54229,1.09E-06,3690.813897,1.72E+01,
2646,45529.83649,45529.83649,-4.10E-07,45529.83649,-4.10E-07,3194.209848,3.17E+01,
2647,60750.29818,60750.29818,-3.10E-07,60750.29818,-3.10E-07,2285.744132,3.02E+01,
2648,92755.86925,92755.86925,4.31E-06,92755.86925,4.31E-06,2424.677474,4.90E+01,
2649,98489.6956,98489.6956,-2.85E-06,98489.6956,-2.85E-06,3763.368545,8.07E+01,
2652,576879.0458,573840.0723,3038.973508,573840.0723,3038.973508,2118.33563,2.66E+02,
2653,446467.0622,446086.0797,380.9825017,446086.0797,380.9825017,5472.283572,5.32E+02,
