TZ16_CODE,30_lin,45_lin,60_lin,30_log,45_log,60_log,Average_Price
3,14930461.7047436,459915.20531538135,606561.9588326904,1301633.533436218,72010.88509455958,136787.92760169244,3060841.5944126598
4,962837.4545316475,494759.5038142832,34518.378007416904,61953.99614422365,57014.64284138235,5861.4320017507625,347224.53571987856
5,16071078.511548063,3664586.7236363115,286213.13432262006,1335979.158483632,546058.2467391742,62322.852783917784,4218109.564324927
6,67256.7977619582,32747.402220689088,30934.458561233325,24768.84506250392,19779.754564476374,23317.57532568034,36564.894064717824
7,0.0029882295300000003,-0.0030006174000000003,0.0179257434048,0.0006620514445863448,-0.0012074614025523688,0.009920142011405113,0.005583422164031057
8,-0.012528066232500001,0.0042994351092000005,15173.977550262129,-0.0033151989691799426,0.0018891505109531052,9012.52748492274,5057.991309354879
9,4.5942000000000007e-07,184.554582552816,116.72167939020001,2.2525997388832405e-08,14.307603188589802,10.693292507729344,100.42542072799633
10,0.0038103637195,279191.4672715156,17495.538337354636,0.0011466880788009697,143551.22709799485,11586.97947324917,98895.66936246537
11,-0.00022601299499999997,0.013440150279000002,73796.08660098398,-8.542792524896121e-06,0.0008224173526950611,5832.43316289041,24598.69997461879
12,-0.004572745385,-0.00019288935172,41303.48432876535,-0.0010921218114896426,-7.708878852381856e-05,21187.608577663064,13767.827101147466
13,-0.006361533685,102420.56164873077,305963.86617203837,-0.0004872365963623144,13206.139961324056,55476.48443301369,136128.14146546135
14,3132876.065868149,56064.648968402544,86847.8561670096,307214.6166374133,9582.802470271406,21698.490372769047,620985.9487960645
15,96914.43442480802,0.00143651536,-0.002469320448,15762.511782902735,0.000394641972353987,-0.0008771353793167444,18779.490690350096
16,1083702.7625692384,21513.24010266638,46711.91596730658,87352.10227950777,3162.460004688332,9910.552973041873,217917.5294981154
18,159085.12326564,70030.26025652447,79573.76563815359,42042.40180277543,32240.53619083844,50906.17110271041,83389.2628096286
19,0.007069645908000001,-0.025570152167999998,365230.7787133839,0.0007860688322052169,-0.00498981781636554,99225.04352544092,121743.58569036303
20,512025.1685525185,2008531.4563141572,166600.9798431986,41843.53936494912,286325.56746243755,35536.91309433338,817355.5967053632
21,275705.3644253774,-0.00526239336598,106437.56966230964,26485.707189607227,-0.0009165413418202069,28123.207715522138,85844.36673580286
22,463163.933362299,301887.43164009304,132460.60043324312,45426.200004322,53683.93298849907,35475.80448207908,229547.69958554892
23,393599.4584083711,570784.9423854292,23941.23686315838,182342.00733289283,483152.96170356683,30728.51831142893,294232.3040397398
24,1589865.8358258002,33097.57839410193,51270.3110673162,241007.43474361522,8863.544211478207,20043.562956974576,333268.17491537525
25,163515.23523229378,195380.118346948,53880.4262534919,23226.30754508054,49414.27460607755,20521.22649596747,114210.43866304237
26,26697.092610328335,19742.2166901231,0.004884900350820001,1997.566978166681,2771.94255687159,0.0010501377056078834,11363.183789756986
27,1671960.1708678408,253329.58399757574,58802.497166613844,355509.16124554863,96781.67038746207,32996.67368462674,441955.5824069614
28,281711.761956653,240338.61649868736,65252.68302984777,71960.12288443263,109929.22810568284,44605.182606552466,160809.08064969265
