num_opportunities,EMP_2016,,,ERP_2016,,
1,1102424.972,1099931.164,2493.807315,0.00010299,2.47E-05,"443,145"
2,1189866.249,1188749.677,1116.572927,0.00010299,2.67E-05,
3,1336597.471,1336597.471,0,0.00010299,3.00E-05,
4,1435234.283,1434338.518,895.765134,58.99529221,1.84E+01,
5,1426723.878,1425828.113,895.765134,142.8118795,4.44E+01,
6,1146509.125,1144015.318,2493.807315,48.40819099,1.21E+01,
7,1225217.57,1224440.232,777.3378069,178.3730884,4.76E+01,
8,1205212.045,1203647.425,1564.619693,62.80657353,1.65E+01,
9,1092243.888,1089044.08,3199.808048,377.5755298,8.98E+01,
10,1179049.18,1177436.651,1612.528427,92.57474947,2.38E+01,
11,1106400.194,1103143.174,3257.019869,0.00010299,2.48E-05,
12,1141765.328,1139271.521,2493.807315,24.53771006,6.10E+00,
13,1261384.316,1260453.657,930.65896,32.26452915,8.86E+00,
14,1280429.354,1280429.354,0,14.29122678,3.98E+00,
15,1191993.638,1190614.932,1378.705726,26.29969088,6.83E+00,
16,1299324.508,1299324.508,0,0.00010299,2.91E-05,
17,1207419.095,1207419.095,0,0.00010299,2.71E-05,
18,1260837.252,1258727.352,2109.899222,56.94404446,1.56E+01,
19,1263425.954,1261316.055,2109.899222,373.1507618,1.03E+02,
20,1315359.115,1315359.115,0,73.75688622,2.11E+01,
21,1346654.462,1346300.28,354.1821254,12.42697009,3.64E+00,
22,1408220.392,1408220.392,0,0.00010299,3.16E-05,
23,1391814.067,1391814.067,0,312.8469003,9.48E+01,
24,1321500.506,1321500.506,0,181.1260925,5.21E+01,
25,1429786.071,1429100.459,685.6113411,7.067088463,2.20E+00,
26,1509892.374,1509892.374,0,6.464326556,2.13E+00,
27,1441025.404,1439892.511,1132.892849,208.3514625,6.54E+01,
28,1454143.472,1452619.673,1523.799357,289.3970132,9.16E+01,
29,1497092.192,1497092.192,0,0.642453825,2.09E-01,
30,1459447.165,1459115.736,331.4292157,27.62682143,8.78E+00,
31,1451409.389,1451409.389,0,16.333015,5.16E+00,
32,1475724.106,1475724.106,0,266.4666687,8.56E+01,
33,1434478.459,1434478.459,0,0.00010299,3.22E-05,
34,1425782.25,1425782.25,0,27.43729271,8.52E+00,
35,1266048.788,1265153.023,895.765134,13.848952,3.82E+00,
36,1484167.261,1484167.261,0,0.00010299,3.33E-05,
37,1534456.719,1533520.737,935.9827207,0.00010299,3.44E-05,
38,1543904.906,1543904.906,0,0.642446818,2.16E-01,
39,1546883.191,1546883.191,0,0.00010299,3.47E-05,
40,1548153.882,1548153.882,0,82.63511608,2.79E+01,
41,1520121.632,1520121.632,0,6.083398538,2.01E+00,
42,1498892.792,1498892.792,0,0.00010299,3.36E-05,
43,1477008.729,1477008.729,0,0.00010299,3.31E-05,
44,1473073.023,1473073.023,0,0.00010299,3.30E-05,
45,1448935.466,1448935.466,0,179.8712483,5.67E+01,
46,1571932.289,1571932.289,0,92.55002448,3.17E+01,
47,1576696.86,1576696.86,0,242.9354251,8.34E+01,
48,1583613.334,1583613.334,0,12.38459587,4.27E+00,
49,1534006.272,1534006.272,0,16.65509752,5.56E+00,
50,1537749.947,1537749.947,0,0.00010299,3.45E-05,
51,1523933.809,1523933.809,0,14.51982728,4.82E+00,
52,1535235.714,1535235.714,0,0.00010299,3.44E-05,
53,1434649.746,1433753.981,895.765134,0.608113496,1.90E-01,
54,1546918.454,1545799.187,1119.267217,1.851264205,6.24E-01,
55,1567041.3,1567041.3,0,1.110747196,3.79E-01,
56,1574381.389,1574381.389,0,13.10067463,4.49E+00,
57,1577632.647,1577632.647,0,49.9156758,1.71E+01,
58,1569909.896,1569909.896,0,0.796847896,2.72E-01,
59,1547928.307,1547928.307,0,0.00010299,3.47E-05,
60,1464171.109,1464171.109,0,46.75710141,1.49E+01,
61,1531584.226,1531584.226,0,0.00010299,3.43E-05,
62,1523551.211,1523551.211,0,91.76152943,3.04E+01,
63,1494529.036,1494529.036,0,30.11767072,9.80E+00,
64,1102166.982,1100057.082,2109.899222,3.195967297,7.67E-01,
65,1367756.414,1367756.414,0,528.3963552,1.57E+02,
66,1407361.09,1406559.626,801.4636331,0.00010299,3.16E-05,
67,1474977.254,1474977.254,0,138.8149333,4.46E+01,
68,1512767.529,1511831.546,935.9827207,0.00010299,3.39E-05,
69,1540817.677,1540817.677,0,54.51634872,1.83E+01,
70,1498671.812,1497735.829,935.9827207,74.44696069,2.43E+01,
71,1563460.039,1563460.039,0,0.00010299,3.51E-05,
72,1513477.7,1513477.7,0,0.631209554,2.08E-01,
73,1544322.327,1544322.327,0,9.296291089,3.13E+00,
74,1530798.898,1530798.898,0,7.429876834,2.48E+00,
75,1519406.298,1519406.298,0,0.00010299,3.41E-05,
76,1523316.943,1523316.943,0,2.12463254,7.05E-01,
77,1508295.597,1508295.597,0,15.48768274,5.09E+00,
78,1407661.345,1407068.567,592.7781872,0.00010299,3.16E-05,
79,1385158.569,1384357.105,801.4636331,22.0473012,6.65E+00,
80,1412382.041,1412382.041,0,845.0590729,2.60E+02,
81,1458808.274,1457872.292,935.9827207,102.2352226,3.25E+01,
82,1514196.944,1514196.944,0,11.77703801,3.88E+00,
83,1494399.793,1493463.81,935.9827207,0.631211547,2.05E-01,
84,1522926.388,1522926.388,0,23.94850525,7.94E+00,
85,1501429.264,1501429.264,0,0.00010299,3.37E-05,
86,1481142.299,1481142.299,0,1.586547553,5.12E-01,
87,1487923.725,1487923.725,0,0.00010299,3.34E-05,
88,1376484.825,1376484.825,0,440.0987338,1.32E+02,
89,1341417.51,1341063.328,354.1821254,6.419590335,1.87E+00,
90,1357571.103,1357029.52,541.5830086,6.116354161,1.81E+00,
91,1336808.307,1336454.125,354.1821254,0.00010299,3.00E-05,
92,1439412.078,1439412.078,0,333.1503288,1.04E+02,
93,1503735.468,1503735.468,0,230.0699412,7.53E+01,
94,1508664.743,1508664.743,0,55.34771426,1.82E+01,
95,1536501.467,1536501.467,0,6.11624361,2.05E+00,
96,1500351.817,1500351.817,0,45.55049807,1.49E+01,
97,1479301.534,1479301.534,0,15.50459424,4.99E+00,
98,1479775.085,1479775.085,0,53.49065266,1.72E+01,
99,1368198.202,1368198.202,0,25.07363012,7.47E+00,
100,1327589.437,1327589.437,0,17.63874771,5.10E+00,
101,1429219.131,1429219.131,0,135.3819332,4.21E+01,
102,1464864.883,1464864.883,0,287.0059773,9.15E+01,
103,1552085.429,1552085.429,0,40.31551903,1.36E+01,
104,1567817.226,1567817.226,0,51.9605084,1.77E+01,
105,1543798.993,1543798.993,0,765.564986,2.57E+02,
106,1490605.067,1490605.067,0,0.00010299,3.34E-05,
107,1450881.403,1450881.403,0,18.86468334,5.96E+00,
108,1276790.477,1276790.477,0,3.8538967,1.07E+00,
109,1396045.555,1396045.555,0,1615.752238,4.91E+02,
110,1462937.973,1462937.973,0,2041.139664,6.50E+02,
111,1525919.523,1525919.523,0,819.0363561,2.72E+02,
112,1547424.129,1547424.129,0,0.00010299,3.47E-05,
113,1493192.194,1493192.194,0,725.5933355,2.36E+02,
114,1462140.985,1462140.985,0,97.40837708,3.10E+01,
115,1441018.446,1441018.446,0,543.2621322,1.70E+02,
116,1459050.015,1459050.015,0,191.8006225,6.09E+01,
117,1349902.619,1348966.636,935.9827207,1096.877077,3.22E+02,
118,1418951.097,1418951.097,0,1537.346575,4.75E+02,
119,1421717.565,1421717.565,0,1733.533719,5.37E+02,
120,1405286.09,1405286.09,0,402.6870641,1.23E+02,
121,1451094.687,1451094.687,0,0.00010299,3.25E-05,
122,1434602.754,1433666.771,935.9827207,725.7637604,2.27E+02,
123,1387604.136,1386317.465,1286.671642,267.1532931,8.07E+01,
124,1356586.879,1355654.39,932.4895167,616.9085712,1.82E+02,
125,1327194.198,1327194.198,0,32.23551107,9.32E+00,
126,1333285.613,1333285.613,0,124.2987941,3.61E+01,
127,1383199.245,1382263.262,935.9827207,26.36346757,7.94E+00,
128,1395808.269,1395808.269,0,2.925833985,8.89E-01,
129,1432855.552,1432855.552,0,47.58518228,1.48E+01,
130,1405441.311,1405441.311,0,988.8130299,3.03E+02,
131,1404673.152,1404673.152,0,3289.806615,1.01E+03,
132,1408307.291,1408307.291,0,29.92842902,9.18E+00,
133,1426175.077,1426175.077,0,8.728155037,2.71E+00,
134,1473526.069,1473526.069,0,38.0301172,1.22E+01,
135,1402250.778,1401314.795,935.9827207,981.5520766,3.00E+02,
136,1271853.504,1271853.504,0,681.8316237,1.89E+02,
137,1404664.745,1403728.762,935.9827207,0.405635506,1.24E-01,
138,1445122.47,1445122.47,0,10.63032909,3.34E+00,
139,1435348.609,1434412.626,935.9827207,0.00010299,3.22E-05,
140,1419902.466,1419902.466,0,0.00010299,3.18E-05,
141,1380284.493,1380284.493,0,15.2984667,4.60E+00,
142,1431947.357,1431011.374,935.9827207,365.1748832,1.14E+02,
143,1465259.001,1464323.018,935.9827207,0.00010299,3.29E-05,
144,1392930.617,1391643.945,1286.671642,1119.399227,3.39E+02,
145,1468406.843,1467470.861,935.9827207,56.6822071,1.81E+01,
146,1577093.343,1577093.343,0,140.1721887,4.81E+01,
147,793608.969,792492.2998,1116.669204,0.00010299,1.78E-05,
148,853834.9275,849571.4291,4263.498405,0.00010299,1.91E-05,
149,1390384.007,1389819.671,564.3359183,802.8836932,2.43E+02,
150,1347281.102,1347281.102,0,0.00010299,3.02E-05,
151,1265133.069,1262048.704,3084.365041,401.8165556,1.11E+02,
152,1187985.102,1185115.684,2869.41832,3737.743639,9.67E+02,
153,1315951.165,1314338.637,1612.528427,1510.146795,4.33E+02,
154,1434643.585,1434643.585,0,1559.560076,4.87E+02,
155,1343296.252,1342365.593,930.65896,943.8032282,2.76E+02,
156,1282860.843,1281744.27,1116.572927,3633.875283,1.02E+03,
157,1201415.82,1200485.161,930.65896,3800.730356,9.94E+02,
158,1190299.377,1189368.718,930.65896,3283.296511,8.51E+02,
159,1236645.587,1236645.587,0,1500.507026,4.04E+02,
160,1330235.218,1329881.036,354.1821254,875.2958609,2.54E+02,
161,1559221.161,1559221.161,0,106.3106535,3.61E+01,
162,1518312.091,1518312.091,0,156.4057365,5.17E+01,
163,956857.344,956857.344,0,4206.023084,8.76E+02,
164,1051576.541,1051222.359,354.1821254,400.996756,9.18E+01,
165,1184712.667,1184271.48,441.1871778,1920.097246,4.95E+02,
166,1074091.055,1074091.055,0,1941.237516,4.54E+02,
167,1010780.121,1010780.121,0,3317.857257,7.30E+02,
168,1321189.67,1321189.67,0,962.3629579,2.77E+02,
169,1243095.91,1243095.91,0,988.023129,2.67E+02,
170,1252823.058,1252649.847,173.2106904,1398.124242,3.81E+02,
171,1307230.715,1307230.715,0,2755.475013,7.84E+02,
172,1218190.401,1218190.401,0,855.8816531,2.27E+02,
173,1105440.715,1105440.715,0,4026.921145,9.69E+02,
174,1525823.693,1525823.693,0,0.00010299,3.42E-05,
175,1232179.801,1231243.819,935.9827207,416.7384014,1.12E+02,
176,1359123.677,1359123.677,0,396.9347117,1.17E+02,
177,1354775.619,1354775.619,0,431.3345821,1.27E+02,
178,1290791.063,1290791.063,0,1694.388197,4.76E+02,
179,1253545.373,1253545.373,0,2088.573095,5.70E+02,
180,1150846.422,1150846.422,0,3215.932292,8.06E+02,
181,1339405.576,1339014.67,390.9065081,154.03312,4.49E+01,
182,1250715.973,1250715.973,0,1785.965084,4.86E+02,
183,1215483.077,1214547.095,935.9827207,559.8478427,1.48E+02,
184,1255293.19,1255293.19,0,733.0218813,2.00E+02,
185,1224997.732,1224997.732,0,765.2307928,2.04E+02,
186,1182402.41,1179532.991,2869.41832,1401.717228,3.61E+02,
187,1372417.016,1370307.117,2109.899222,463.5074394,1.39E+02,
188,1343009.175,1342467.592,541.5830086,2082.78879,6.09E+02,
189,1343765.323,1342688.805,1076.517849,335.5002462,9.82E+01,
190,1282934.913,1282580.731,354.1821254,18.65157149,5.21E+00,
191,1258174.603,1258174.603,0,276.4288708,7.57E+01,
192,1430639.869,1429353.198,1286.671642,779.0516504,2.43E+02,
193,1335857.376,1335857.376,0,1397.851554,4.07E+02,
194,1512207.568,1511271.585,935.9827207,0.058064883,1.91E-02,
195,1429067.32,1428525.737,541.5830086,768.4921023,2.39E+02,
196,1265681.055,1265290.149,390.9065081,2570.008504,7.08E+02,
197,1526475.977,1526475.977,0,596.508066,1.98E+02,
198,1422400.842,1422400.842,0,1190.290257,3.69E+02,
199,1259111.142,1259111.142,0,2572.946921,7.05E+02,
200,1416369.065,1415433.082,935.9827207,19.59265067,6.04E+00,
201,1382153.259,1382153.259,0,3319.60921,9.99E+02,
202,1263096.259,1263096.259,0,1818.221543,5.00E+02,
205,1334746.752,1333460.08,1286.671642,1176.268199,3.42E+02,
206,1279752.265,1279752.265,0,3788.913002,1.06E+03,
207,1263492.374,1261879.846,1612.528427,3293.28886,9.06E+02,
208,1474857.816,1474526.387,331.4292157,0.000106658,3.43E-05,
209,1332556.259,1331963.481,592.7781872,888.3124827,2.58E+02,
210,1472637.981,1471351.31,1286.671642,1051.113321,3.37E+02,
211,1469268.137,1468726.554,541.5830086,880.1982681,2.82E+02,
212,1362611.677,1362611.677,0,2241.42511,6.65E+02,
213,1281586.537,1281586.537,0,732.4879464,2.04E+02,
214,1181280.966,1180350.307,930.65896,1761.467124,4.53E+02,
215,1572577.052,1571641.069,935.9827207,1537.885857,5.27E+02,
216,1347139.039,1345783.667,1355.371815,178.2657128,5.23E+01,
217,1427706.022,1427141.686,564.3359183,422.0436021,1.31E+02,
218,1348244.6,1348244.6,0,1438.397717,4.22E+02,
219,1309968.944,1309968.944,0,1533.723374,4.37E+02,
220,1198479.853,1198479.853,0,880.3732715,2.30E+02,
221,1047186.425,1045809.287,1377.138085,1456.997777,3.32E+02,
222,1351069.397,1351069.397,0,0.000106658,3.14E-05,
223,1156922.406,1153734.228,3188.178262,524.8379544,1.32E+02,
224,1432453.695,1432453.695,0,0.000106658,3.33E-05,
225,1150044.243,1146856.064,3188.178262,0.000106658,2.67E-05,
226,937320.6407,935771.4235,1549.217181,1780.474452,3.63E+02,
227,1057972.069,1052352.613,5619.455612,3008.323102,6.93E+02,
228,1075566.39,1069946.934,5619.455612,2692.316866,6.31E+02,
229,1038252.863,1032709.114,5543.74972,3334.655024,7.54E+02,
230,917502.5524,915157.1783,2345.374074,3590.056708,7.17E+02,
231,1039908.353,1036218.785,3689.567857,2661.349366,6.03E+02,
232,1054133.833,1051640.025,2493.807315,1745.419444,4.01E+02,
233,1093054.001,1090560.193,2493.807315,2017.405038,4.80E+02,
236,1032103.527,1027487.201,4616.326178,1422.957496,3.20E+02,
237,974866.7533,972521.3793,2345.374042,1643.675357,3.49E+02,
238,996036.1272,990812.9277,5223.199466,342.8875586,7.44E+01,
239,1284097.544,1282980.971,1116.572927,625.9179253,1.75E+02,
240,1438601.377,1438010.067,591.3098402,1301.419214,4.08E+02,
241,1118763.059,1112541.929,6221.12991,1628.008541,3.97E+02,
242,1172137.627,1168448.059,3689.567857,2617.974598,6.68E+02,
243,1217077.387,1214351.255,2726.131379,1173.830968,3.11E+02,
244,1435883.805,1435883.805,0,553.0395378,1.73E+02,
245,1249857.313,1247363.505,2493.807315,2212.322931,6.02E+02,
246,1229044.307,1226550.5,2493.807315,1917.14988,5.13E+02,
247,1267835.32,1264659.644,3175.676782,1191.479637,3.29E+02,
248,1292653.05,1289923.853,2729.197657,1636.834087,4.61E+02,
249,1298250.149,1295520.952,2729.197657,1571.425648,4.44E+02,
250,1181003.787,1176518.062,4485.724669,1418.779207,3.65E+02,
251,1143152.865,1139335.846,3817.019238,3283.828509,8.17E+02,
252,982262.8026,976513.2498,5749.552759,1812.468904,3.88E+02,
253,1102879.028,1098176.026,4703.001748,2197.184302,5.28E+02,
254,1335553.414,1333610.226,1943.188236,755.8512121,2.20E+02,
255,1284143.574,1283212.915,930.65896,1102.50463,3.08E+02,
256,1226288.771,1223839.54,2449.230645,1326.111275,3.54E+02,
257,1164096.655,1161602.848,2493.807315,1462.122678,3.71E+02,
258,1236580.28,1234967.751,1612.528427,2632.802691,7.09E+02,
259,1174514.822,1171257.803,3257.019869,1728.913998,4.42E+02,
260,1142476.752,1139219.732,3257.019869,1491.125109,3.71E+02,
261,1064504.978,1058755.425,5749.552762,2561.214821,5.94E+02,
262,1095469.049,1092001.707,3467.341783,1202.100878,2.87E+02,
263,1010913.598,1005716.439,5197.158886,9.96E-05,2.19E-05,
264,1247994.822,1245265.625,2729.197657,9.96E-05,2.71E-05,
265,1031770.864,1027556.211,4214.652655,30.00261394,6.74E+00,
266,983827.3998,982278.1826,1549.217172,9.96E-05,2.13E-05,
267,923242.9766,921284.1338,1958.842756,780.0654966,1.57E+02,
268,1189523.972,1186794.774,2729.197657,1428.763101,3.70E+02,
270,1318240.054,1317647.276,592.7781872,2268.788629,6.51E+02,
271,1247001.101,1246408.323,592.7781872,1856.692116,5.04E+02,
272,1088180.889,1086133.56,2047.32819,686.927444,1.63E+02,
273,1049468.386,1046974.578,2493.807521,4770.646254,1.09E+03,
274,1236767.217,1235154.688,1612.528427,1222.797266,3.29E+02,
275,1167779.558,1165050.361,2729.197657,674.8881531,1.72E+02,
276,1022499.093,1019031.751,3467.341781,2632.172885,5.86E+02,
277,1182310.862,1179817.055,2493.807315,1461.757628,3.76E+02,
278,1006247.312,1000907.385,5339.92729,3054.493426,6.69E+02,
279,1286802.866,1285190.337,1612.528427,0.00010416,2.92E-05,
280,981734.0157,977324.7474,4409.268265,3371.402158,7.21E+02,
281,1082722.477,1079465.457,3257.019869,1027.829607,2.42E+02,
282,950531.2613,946735.5853,3795.675973,1062.217232,2.20E+02,
283,1110158.733,1106901.713,3257.019869,1100.8175,2.66E+02,
284,1094558.184,1091090.842,3467.341551,1099.528193,2.62E+02,
285,1061458.057,1056841.731,4616.325943,711.1931635,1.64E+02,
286,915489.0285,913939.8112,1549.217255,2441.284112,4.87E+02,
287,1013785.607,1007924.905,5860.701687,948.8427096,2.09E+02,
288,922691.5887,921142.3715,1549.217207,879.5960968,1.77E+02,
289,918690.4036,917126.4277,1563.975897,612.2937588,1.22E+02,
290,875113.5939,873996.9246,1116.669271,1100.8175,2.10E+02,
291,1298824.78,1297894.122,930.65896,299.9559998,8.48E+01,
292,1189756.875,1186722.081,3034.793563,440.2949646,1.14E+02,
300,917801.2422,916684.573,1116.669215,2314.259039,4.62E+02,
301,855827.9079,848887.5223,6940.38557,1937.487865,3.61E+02,
302,860485.4651,853545.0795,6940.385559,2710.028616,5.08E+02,
303,928574.5819,925275.9512,3298.630715,1163.285346,2.35E+02,
304,988131.5759,986264.5687,1867.007155,3039.444658,6.54E+02,
305,1122530.872,1117832.651,4698.221923,972.8453837,2.38E+02,
306,951998.7787,950534.9268,1463.851961,1454.954356,3.02E+02,
307,1105178.862,1100476.436,4702.425465,1460.411786,3.51E+02,
308,1036924.874,1033714.444,3210.430002,2252.709441,5.09E+02,
309,1273050.863,1271252.421,1798.442393,569.5424829,1.58E+02,
310,1119591.163,1113076.876,6514.28711,1638.367218,3.99E+02,
311,855566.426,851640.4564,3925.969582,3660.466096,6.82E+02,
312,950900.6381,949336.6622,1563.975857,1326.557155,2.75E+02,
313,1063549.955,1058851.733,4698.221923,843.3960704,1.95E+02,
314,1100112.242,1093958.384,6153.858412,1603.046017,3.84E+02,
315,1103090.549,1098388.124,4702.425465,976.1984711,2.34E+02,
