num_opportunities,EMP_2016,,
1,1111474.252187682,1108980.444872382,2493.807315
2,1186846.583683712,1185730.010757112,1116.572927
3,1338120.252436902,1338120.252436902,0
4,1443644.920188311,1442749.155054311,895.765134
5,1435134.5153901242,1434238.7502561242,895.765134
6,1148030.604979812,1145536.797664512,2493.807315
7,1224587.440806962,1223810.103000062,777.3378069
8,1205561.736633964,1203997.1169408641,1564.619693
9,1097000.617763182,1093800.809715282,3199.808048
10,1181997.326394364,1180384.7979676642,1612.528427
11,1105132.249691132,1101875.229821732,3257.019869
12,1146082.689262232,1143588.881946932,2493.807315
13,1262497.7411644142,1261567.082204414,930.65896
14,1286408.675364824,1286408.675364824,0
15,1189711.196048364,1188332.4903218641,1378.705727
16,1301063.838763914,1301063.838763914,0
17,1209010.884871464,1209010.884871464,0
18,1262268.4505937821,1260158.551372082,2109.899222
19,1264322.278465582,1262212.379243882,2109.899222
20,1312504.7905628842,1312504.7905628842,0
21,1349699.0471336541,1349344.865008254,354.1821254
22,1408027.163612324,1408027.163612324,0
23,1388877.7643930041,1388877.7643930041,0
24,1321375.2243295142,1321375.2243295142,0
25,1438417.2532757341,1437731.6419346342,685.6113411
26,1516676.8660574812,1516676.8660574812,0
27,1443809.9829457242,1442677.090096924,1132.892849
28,1459698.069435514,1458174.2700786141,1523.799357
29,1499384.4541729812,1499384.4541729812,0
30,1462567.756846731,1462236.3276310312,331.4292157
31,1447822.2215528912,1447822.2215528912,0
32,1479084.076671441,1479084.076671441,0
33,1433867.690890911,1433867.690890911,0
34,1431808.8462776612,1431808.8462776612,0
35,1267068.0475686642,1266172.2824346642,895.765134
36,1486941.532393916,1486941.532393916,0
37,1533599.1959438962,1532663.213223196,935.9827207
38,1547934.381031166,1547934.381031166,0
39,1544851.9767066361,1544851.9767066361,0
40,1553255.768597016,1553255.768597016,0
41,1511518.989190591,1511518.989190591,0
42,1496993.3956725912,1496993.3956725912,0
43,1488139.618303901,1488139.618303901,0
44,1480882.887882366,1480882.887882366,0
45,1461326.281001871,1461326.281001871,0
46,1573081.872783326,1573081.872783326,0
47,1580216.5212825362,1580216.5212825362,0
48,1585144.8357361462,1585144.8357361462,0
49,1528574.253251956,1528574.253251956,0
50,1535564.141444036,1535564.141444036,0
51,1530871.342871936,1530871.342871936,0
52,1534132.670459856,1534132.670459856,0
53,1443060.382808221,1442164.617674221,895.765134
54,1553248.8363443362,1552129.569127036,1119.267217
55,1570319.750779336,1570319.750779336,0
56,1573820.3027071161,1573820.3027071161,0
57,1583688.6093834562,1583688.6093834562,0
58,1577985.515837466,1577985.515837466,0
59,1546166.013313506,1546166.013313506,0
60,1464509.960995309,1464509.960995309,0
61,1540204.234323526,1540204.234323526,0
62,1522943.8802624661,1522975.595463236,-31.71520077
63,1496342.809749586,1496342.809749586,0
64,1091688.181669952,1089578.282448252,2109.899222
65,1370467.070123042,1370467.070123042,0
66,1412043.505696394,1411242.0420632942,801.4636331
67,1479950.1408161111,1479950.1408161111,0
68,1520533.342039606,1519597.3593189062,935.9827207
69,1543902.3683566411,1543902.3683566411,0
70,1497607.154083316,1496671.1713626161,935.9827207
71,1558241.857409076,1558241.857409076,0
72,1516115.636082961,1516115.636082961,0
73,1546252.7620498461,1546252.7620498461,0
74,1537864.783751206,1537864.783751206,0
75,1523134.606093036,1523134.606093036,0
76,1527045.251252036,1527045.251252036,0
77,1510653.808875056,1510653.808875056,0
78,1451712.065143172,1451712.065143172,0
79,1404683.128038742,1403881.664405642,801.4636331
80,1422388.849609622,1422388.849609622,0
81,1462077.220103219,1461141.237382519,935.9827207
82,1520757.274953681,1520757.274953681,0
83,1497174.064032851,1496238.0813121512,935.9827207
84,1525700.659175761,1525700.659175761,0
85,1504888.878115121,1504888.878115121,0
86,1481337.769537866,1481337.769537866,0
87,1487923.724999966,1487923.724999966,0
88,1408889.775799832,1408889.775799832,0
89,1365918.646276812,1365564.464151412,354.1821254
90,1363991.429123632,1363449.846115032,541.5830086
91,1341245.006808842,1340890.824683442,354.1821254
92,1455990.254427082,1455990.254427082,0
93,1503364.537381174,1503364.537381174,0
94,1511110.600404774,1511110.600404774,0
95,1534845.0969073712,1534845.0969073712,0
96,1492647.409951131,1492647.409951131,0
97,1478635.5127674912,1478635.5127674912,0
98,1483938.1573175911,1483938.1573175911,0
99,1368872.097059204,1368872.097059204,0
100,1327711.754840814,1327711.754840814,0
101,1429414.601743872,1429414.601743872,0
102,1465180.3558407342,1465180.3558407342,0
103,1551140.644830231,1551140.644830231,0
104,1567406.9400022612,1567406.9400022612,0
105,1543262.551206331,1543262.551206331,0
106,1490380.706374501,1490380.706374501,0
107,1450881.4029672411,1450881.4029672411,0
108,1282565.493606382,1282565.493606382,0
109,1392809.088707702,1392809.088707702,0
110,1462775.0216418642,1462775.0216418642,0
111,1525919.523468831,1525919.523468831,0
112,1545521.437131331,1545521.437131331,0
113,1485487.787425834,1485487.787425834,0
114,1462201.453501164,1462201.453501164,0
115,1440792.728053644,1440792.728053644,0
116,1458824.2966639912,1458824.2966639912,0
117,1349902.618759202,1348966.636038502,935.9827207
118,1418885.340854312,1418885.340854312,0
119,1415543.6011149741,1415543.6011149741,0
120,1401550.419703694,1401550.419703694,0
121,1453305.351079111,1453305.351079111,0
122,1434602.753512514,1433666.7707918142,935.9827207
123,1402888.908887044,1401602.237244944,1286.671642
124,1358274.484643724,1357341.9951270241,932.4895167
125,1330700.447816362,1330700.447816362,0
126,1337794.707232482,1337794.707232482,0
127,1383133.489009532,1382197.506288832,935.9827207
128,1395497.779023822,1395497.779023822,0
129,1431572.951054184,1431572.951054184,0
130,1405355.181517322,1405355.181517322,0
131,1404334.299805914,1404334.299805914,0
132,1408307.2907544542,1408307.2907544542,0
133,1428882.221085732,1428882.221085732,0
134,1473526.068622669,1473526.068622669,0
135,1406374.040524532,1405438.057803832,935.9827207
136,1283131.894588312,1283131.894588312,0
137,1408983.478306102,1408047.495585402,935.9827207
138,1448443.205546212,1448443.205546212,0
139,1438506.392233082,1437570.409512382,935.9827207
140,1424025.728418802,1424025.728418802,0
