num_opportunities,Base 30 Mins,30 Mins,Base 45 Mins,45 Mins,Base 60 Mins,60 Mins,TZ16_CODE,,TZ16_NAME,Tz16_Area,30 Min Lin ,45 Min Lin,60 Min Lin
1238,3681.550312,0,13513.78225,5.11E-07,41897.06558,-4.29E-06,1238,YES,Pemulwuy Industrial Area,2274451.329,0.00E+00,1.27E-02,-4.98E-02
1239,4122.59405,-2.89E-07,46744.50027,4.94E-06,157281.7662,0,1239,YES,Pemulwuy,576312.2994,-5.41E-03,3.10E-02,0.00E+00
1240,2320.2162,-6.00E-08,43364.24872,-3.87E-06,162611.1483,0,1240,YES,Ringrose Public School,739137.9504,-1.44E-03,-3.12E-02,0.00E+00
1241,2156.457034,-2.49E-07,36368.22639,-3.66E-06,148869.275,0,1241,YES,Kippax Street Greystanes,1003133.936,-8.12E-03,-4.00E-02,0.00E+00
1242,2748.029558,-6.00E-08,35117.74065,1.64E-06,152359.0945,0,1242,YES,Greystanes Shopping Centre,849592.4996,-1.66E-03,1.52E-02,0.00E+00
1243,2538.470572,3.00E-07,26375.99518,1.55E-06,135273.6452,0,1243,YES,Greystanes,1267250.946,1.24E-02,2.14E-02,0.00E+00
1244,1891.471898,-1.89E-07,26737.77944,4.55E-06,140260.7436,0,1244,YES,Greystanes_Dahlia St and Macquarie Rd,988537.8848,-6.07E-03,4.90E-02,0.00E+00
1245,6068.551674,0,16883.3625,8.51E-07,109643.4547,0,1245,YES,Holroyd High School,792807.4574,0.00E+00,7.35E-03,0.00E+00
1246,20108.65915,0,94746.76039,-4.19E-07,181921.8625,0,1246,YES,Gipps Rd Sporting Complex,1099602.03,0.00E+00,-5.02E-03,0.00E+00
1249,8423.59843,-2.40E-07,89124.98556,-1.86E-06,287021.2637,-2.64E-05,1249,YES,Granville_Clyde St and Mona St,460990.259,-3.60E-03,-9.35E-03,-6.21E-02
1250,3959.194567,-1.30E-07,65385.84927,3.10E-06,206772.1232,0,1250,YES,Guildford_Harold St and Oxford St,383835.3724,-1.62E-03,1.30E-02,0.00E+00
1251,6259.944904,0,84271.03508,1.10E-07,253618.6843,-4.21E-05,1251,YES,Bright Park,557484.9718,0.00E+00,6.68E-04,-1.20E-01
1252,7241.518842,-3.40E-07,75371.96174,4.97E-06,265490.8586,-4.39E-05,1252,YES,Dellwood Shopping Centre,798892.036,-8.83E-03,4.33E-02,-1.79E-01
1253,27088.51572,1.90E-06,156958.0644,-2.46E-05,447965.1323,0,1253,YES,Guildford Station_East,358062.1443,2.21E-02,-9.60E-02,0.00E+00
1254,9601.537392,0,89568.24521,-1.65E-06,271252.9913,0,1254,YES,Guildford_Guildford Rd and West St,780135.2084,0.00E+00,-1.40E-02,0.00E+00
1255,10889.51072,-2.11E-06,89394.78167,-4.47E-06,274581.6916,-2.03E-05,1255,YES,Blaxcell St Public School,686259.4278,-4.71E-02,-3.34E-02,-7.10E-02
1256,9236.574258,3.60E-07,71414.58442,-1.68E-06,247080.8873,-3.62E-05,1256,YES,Granville South High School,1590445.336,1.86E-02,-2.91E-02,-2.94E-01
1257,6646.865557,-2.00E-07,24573.44972,-3.46E-06,168497.9725,0,1257,YES,South Granville Industrial Area,1168313.002,-7.59E-03,-4.41E-02,0.00E+00
1260,3312.268994,1.00E-07,90494.27494,-3.01E-06,210922.6536,0,1260,YES,Coolabah Shopping Centre,799201.861,2.60E-03,-2.62E-02,0.00E+00
1261,8937.21285,-3.10E-07,109649.9885,0,299237.6382,0,1261,YES,Merrylands West,553451.7234,-5.58E-03,0.00E+00,0.00E+00
1262,3324.973339,2.50E-07,91322.06481,-2.11E-06,203471.4294,0,1262,YES,Merrylands High School,597576.5783,4.86E-03,-1.37E-02,0.00E+00
1263,23155.96381,2.75E-06,143507.4305,0,310602.461,0,1263,YES,Guildford West,1497042.758,1.34E-01,0.00E+00,0.00E+00
1264,12059.24469,3.50E-07,65530.04336,8.50E-08,217454.5645,0,1264,YES,Holroyd Private Hospital,356194.7561,4.05E-03,3.30E-04,0.00E+00
1265,11810.10091,-1.15E-06,101768.3351,-4.16E-06,304312.3127,0,1265,YES,Guildford_Elizabeth St Park,402921.4327,-1.51E-02,-1.83E-02,0.00E+00
1266,13457.83144,4.55E-06,89415.54155,2.87E-06,253573.3483,0,1266,YES,Linnwood House,879070.1042,1.30E-01,2.75E-02,0.00E+00
1267,24540.27059,2.94E-06,156269.9493,0,470534.6416,0,1267,YES,Guildford Station_West,370449.7823,3.54E-02,0.00E+00,0.00E+00
1270,5264.16649,0,102220.8447,0,272491.0826,0,1270,YES,Ted Burge Sports Ground,705510.9473,0.00E+00,0.00E+00,0.00E+00
1271,25623.53565,0,110671.757,0,320394.6256,0,1271,YES,Hilltop Rd Primary School,631648.2632,0.00E+00,0.00E+00,0.00E+00
1272,26459.35244,1.23E-06,126863.2434,0,283637.6662,0,1272,YES,South Wentworthville,1065362.72,4.26E-02,0.00E+00,0.00E+00
1273,31831.34719,4.49E-06,115501.8165,9.95E-07,341936.0598,0,1273,YES,Merrylands_Victoria St and Rickard St,366340.385,5.35E-02,3.97E-03,0.00E+00
1274,31460.61145,-3.61E-06,112155.3749,2.06E-05,322560.9207,0,1274,YES,Holroyd Sportsground,437524.2051,-5.13E-02,9.82E-02,0.00E+00
1275,6539.791295,1.90E-07,77244.89987,-3.81E-06,236422.4401,0,1275,YES,Merrylands_Burnnett St and Blackwood Rd,983767.5441,6.07E-03,-4.09E-02,0.00E+00
1276,24325.59302,4.89E-06,118322.4942,0,336856.4983,0,1276,YES,Merrylands_Warwick Rd and Leeds St,428841.5625,6.82E-02,0.00E+00,0.00E+00
1277,67248.41957,2.27E-06,243379.1193,0,818773.6529,0,1277,YES,Merrylands Station_West,163577.057,1.21E-02,0.00E+00,0.00E+00
1278,9881.471831,3.50E-07,94500.42241,2.10E-06,273381.5338,0,1278,YES,Merrylands Public School,634353.5474,7.22E-03,1.45E-02,0.00E+00
1279,8840.546503,4.50E-07,86939.3955,3.59E-06,271961.3275,0,1279,YES,Merrylands_King Pk,480106.6306,7.02E-03,1.88E-02,0.00E+00
1280,8021.409025,-2.50E-07,91738.03745,-2.47E-06,313284.3674,0,1280,YES,Merrylands_Denmark St and St Ann St,516543.2622,-4.20E-03,-1.39E-02,0.00E+00
1281,44222.55805,-1.16E-06,192549.8238,0,518717.2566,0,1281,YES,Merrylands _Stockland Shopping Centre,293512.0179,-1.11E-02,0.00E+00,0.00E+00
1283,7784.961644,-3.00E-07,39440.37744,-1.86E-06,139042.4051,0,1283,YES,Smithfield Industrial Area_Western End,985846.9957,-9.61E-03,-2.00E-02,0.00E+00
1284,8114.879645,-3.00E-07,67742.08457,-1.85E-06,159787.5,0,1284,YES,Smithfield Industrial Area_North Eastern End,1044454.693,-1.02E-02,-2.11E-02,0.00E+00
1285,5832.364674,-3.00E-07,24197.54993,-3.60E-06,123670.7518,0,1285,YES,Smithfield Industrial Area_South End,1240687.835,-1.21E-02,-4.87E-02,0.00E+00
1286,3333.466844,3.00E-07,64975.42637,-3.35E-06,172844.6344,0,1286,YES,Smithfield Industrial Area_South Eastern End,1022992.911,9.97E-03,-3.74E-02,0.00E+00
1289,12022.09706,-3.20E-06,65726.36963,3.89E-06,249720.9382,0,1289,YES,Yennora Distribution Centre_Yennora Station_North,2075153.366,-2.16E-01,8.80E-02,0.00E+00
1300,32782.18591,4.08E-06,136373.142,5.70E-06,410275.1757,-3.90E-05,1300,YES,Auburn_Parramatta Rd and Rawson St,717592.3754,9.52E-02,4.46E-02,-1.43E-01
1301,25970.66593,0,116800.7081,0,335142.7461,4.33E-05,1301,YES,Auburn_Domayne,384009.1318,0.00E+00,0.00E+00,8.48E-02
1302,1126.215183,0,1126.215183,0,1126.215183,0,1302,YES,Clyde Marshalling Areas,673978.1282,0.00E+00,0.00E+00,0.00E+00
1303,17664.0326,2.68E-06,150092.5578,4.69E-05,637112.2186,-4.15E-05,1303,YES,Auburn Girls High School,395448.4192,3.44E-02,2.02E-01,-8.37E-02
1304,27722.17462,3.78E-06,178193.3648,2.38E-05,709471.7441,1.36E-05,1304,YES,Auburn_McDonalds,166930.9433,2.05E-02,4.33E-02,1.16E-02
1305,34116.79353,-3.72E-06,198328.3654,-3.27E-05,903616.6284,-3.02E-05,1305,YES,Auburn_Bardo Park,163548.1175,-1.98E-02,-5.83E-02,-2.52E-02
1306,44077.31533,2.80E-07,243769.5824,-1.71E-05,1044577.502,2403.939688,1306,YES,Auburn Station_North,265361.0497,2.41E-03,-4.95E-02,3.25E+06
1307,6366.235954,0,50250.74826,6.40E-07,225138.7523,-2.21E-05,1307,YES,Auburn_Mona Pk,797234.1422,0.00E+00,5.56E-03,-8.99E-02
1308,11665.79476,2.21E-06,160676.6631,-1.13E-05,692039.9053,3.08E-05,1308,YES,St Josephs Hospital,408955.4844,2.94E-02,-5.04E-02,6.42E-02
1309,95950.31608,-2.22E-06,383498.2352,-2.71E-05,1264088.392,6940.385521,1309,YES,Auburn Station_South,135286.6534,-9.76E-03,-4.00E-02,4.79E+06
1310,6504.398606,-3.90E-07,46110.44705,1.88E-06,218778.3382,-1.21E-05,1310,YES,Auburn Botanic Gardens,732889.6904,-9.29E-03,1.50E-02,-4.52E-02
1311,8262.648461,1.50E-07,116068.6149,6.88E-06,448150.9388,9.81E-06,1311,YES,Auburn Hospital District Hospital,649319.989,3.17E-03,4.87E-02,3.25E-02
1312,6058.121992,-1.70E-07,27819.82244,-1.82E-06,155606.9273,3.34E-05,1312,YES,Auburn_Tennis and Recreational Club,190258.4829,-1.05E-03,-3.77E-03,3.24E-02
1313,10800.33927,-2.20E-06,54756.57893,-2.52E-06,269704.2567,2.05E-05,1313,YES,Auburn_Wellington Rd and Park Rd,577915.7091,-4.13E-02,-1.59E-02,6.04E-02
1314,7444.216572,-4.00E-07,33744.28965,-2.00E-08,173671.0888,4.62E-05,1314,YES,Auburn_Rosnay Golf Club,574200.8511,-7.46E-03,-1.25E-04,1.35E-01
1315,7998.010768,-1.70E-07,27302.34444,-3.92E-06,178295.2752,-1.64E-05,1315,YES,Regents Park_Peter Hislop Park,910297.9099,-5.03E-03,-3.89E-02,-7.61E-02
1316,13541.4133,-2.32E-06,167475.2692,-1.46E-06,794602.9002,-4.82E-05,1316,YES,Auburn_Centre_South,138070.0439,-1.04E-02,-2.20E-03,-3.39E-02
1317,11127.4754,2.38E-06,56488.9079,-5.60E-07,243252.5338,-4.78E-05,1317,YES,Auburn_Ettalong St,364398.1054,2.82E-02,-2.22E-03,-8.88E-02
1318,21605.36506,0,119504.2291,-1.04E-05,940817.3243,1.59E-05,1318,YES,Sydney Olympic Park Ferry Wharf,230241.7251,0.00E+00,-2.61E-02,1.87E-02
1319,3958.889754,-4.00E-07,59487.23857,-4.00E-07,184593.8198,0,1319,YES,Mulawa and Silverwater Correctional Centre,466409.4512,-6.06E-03,-2.03E-03,0.00E+00
1320,13889.33659,0,74319.8723,-1.40E-06,353771.5859,3.55E-05,1320,YES,Newington Nature Reserve,1464557.371,0.00E+00,-2.23E-02,2.65E-01
1321,35783.82641,1.60E-06,152851.3435,7.14E-06,348762.7822,-2.26E-05,1321,YES,Silverwater_Newington Reserve,533644.7061,2.77E-02,4.15E-02,-6.15E-02
1322,16237.50707,3.00E-06,49319.91798,-1.25E-06,198837.5399,-2.89E-05,1322,YES,Silverwater,733042.1702,7.15E-02,-9.99E-03,-1.08E-01
1323,25761.19255,1.58E-06,126338.6065,1.16E-05,331484.3746,-2.12E-05,1323,YES,Silverwater_Silverwater_ Stubbs St and Beaconsfield St,831912.6907,4.27E-02,1.05E-01,-8.99E-02
1324,18441.45895,0,74437.94285,-2.75E-06,225661.8867,-4.91E-05,1324,YES,Silverwater_Silverwater Industrial,388882.4004,0.00E+00,-1.17E-02,-9.74E-02
1325,47538.25286,4.80E-06,178690.8171,-1.84E-05,770798.1868,2.02E-05,1325,YES,Newington,461913.117,7.21E-02,-9.26E-02,4.76E-02
1326,151690.8484,2.35E-05,755692.9483,4.54E-05,1322404.566,8686.102516,1326,YES,Olympic Park Station,1831554.155,1.40E+00,9.06E-01,8.11E+07
1327,27187.23913,4.08E-06,140848.0294,7.50E-07,643592.3326,3.05E-05,1327,YES,Newington_Newington Bvd and Wing Pde,494727.1439,6.56E-02,4.04E-03,7.70E-02
1328,26807.1339,-7.00E-07,143040.8245,-7.52E-06,727364.9686,3.90E-05,1328,YES,Homebush Bay Industrial Area,922669.2095,-2.10E-02,-7.56E-02,1.84E-01
1329,19205.48694,4.00E-06,91324.22449,3.00E-06,780567.2202,2.48E-05,1329,YES,Wentworth Point_Verona Drive,128269.173,1.67E-02,4.19E-03,1.62E-02
1330,23054.35023,4.30E-06,107095.4066,-1.45E-05,803966.742,3.15E-05,1330,YES,Wentworth Point_Baywater Drive,233253.1839,3.26E-02,-3.69E-02,3.75E-02
1331,13683.41529,0,74167.80995,4.80E-06,539267.8249,-3.75E-05,1331,YES,Wentworth Common,2304210.371,0.00E+00,1.21E-01,-4.41E-01
1332,28760.31266,-1.50E-06,226600.5646,-1.82E-05,843882.8219,-4.44E-05,1332,YES,Homebush Bay_Carter St,216296.3305,-1.05E-02,-4.29E-02,-4.90E-02
1333,6106.126527,-2.00E-07,33905.55642,-4.62E-06,198425.6801,0,1333,YES,Auburn_Tooheys,564442.3046,-3.67E-03,-2.84E-02,0.00E+00
1334,25899.92294,-1.02E-06,163565.0506,3.57E-05,748540.201,-4.15E-05,1334,YES,Lidcombe_Frances St and Edith St,615094.9239,-2.04E-02,2.39E-01,-1.30E-01
1335,20030.13924,-3.70E-06,109511.4563,1.25E-05,531481.1101,-1.99E-05,1335,YES,Lidcombe_Platform and Belgium St,382874.2137,-4.60E-02,5.22E-02,-3.89E-02
1336,14621.84876,4.80E-07,173570.4457,3.00E-05,918453.9791,1.91E-05,1336,YES,Lidcombe Station,759967.9377,1.19E-02,2.49E-01,7.40E-02
1337,16495.6682,-4.70E-06,52922.46018,-4.82E-06,392232.9538,1.37E-05,1337,YES,Lidcombe_Birnie Ave_South,590335.301,-9.02E-02,-3.10E-02,4.12E-02
1338,9340.384363,0,146758.5058,-1.98E-05,737018.4603,-3.03E-05,1338,YES,Lidcombe_Phillips Pk,438452.6486,0.00E+00,-9.46E-02,-6.78E-02
1339,7909.147098,0,132754.358,-3.09E-05,709404.103,3.46E-05,1339,YES,Lidcombe_Woodburn Rd and Wilfred St,437903.7144,0.00E+00,-1.47E-01,7.73E-02
1340,5286.741542,-4.00E-07,55400.09773,1.18E-06,350535.8061,1.98E-05,1340,YES,Berala_Dudley Reserve,248896.8674,-3.24E-03,3.20E-03,2.51E-02
1341,40962.09274,-1.85E-06,310866.0216,-2.52E-06,1185046.892,4649.435469,1341,YES,Lidcombe_Joseph St and James St,345036.0864,-2.07E-02,-9.48E-03,8.18E+06
1342,3811.474479,3.70E-07,105496.5162,4.25E-05,677456.327,-2.88E-05,1342,YES,Lidcombe,657284.4746,7.90E-03,3.04E-01,-9.65E-02
1343,12113.65175,0,110508.9734,1.58E-05,644389.9588,-4.79E-05,1343,YES,Berala Station,474497.4432,0.00E+00,8.17E-02,-1.16E-01
1344,7381.474762,-1.30E-07,46856.6022,1.78E-06,309152.7354,-2.36E-05,1344,YES,Berala,1359352.998,-5.74E-03,2.64E-02,-1.64E-01
1345,7437.567615,3.00E-08,60043.12379,5.40E-07,412152.6536,-2.57E-05,1345,YES,Regents Park Estate_Industrial Park,433474.586,4.23E-04,2.55E-03,-5.68E-02
1346,1281.652971,0,29097.46049,-1.50E-06,184870.5924,-1.13E-05,1346,YES,Minda Juvenile Justice Centre Lidcombe,1267696.593,0.00E+00,-2.07E-02,-7.31E-02
1347,7404.028755,4.30E-07,58082.66284,-1.41E-06,347946.0231,1.55E-05,1347,YES,Regents Park Station,1013142.266,1.42E-02,-1.56E-02,8.01E-02
1348,12998.71323,1.77E-06,112193.5371,2.22E-05,614294.7237,1.76E-05,1348,YES,Sefton_Jensen Park,582217.272,3.35E-02,1.41E-01,5.23E-02
1349,25027.60277,0,130664.8425,0,475324.1149,7.09E-06,1349,YES,Lidcombe_Nyrang St,333492.1321,0.00E+00,0.00E+00,1.21E-02
1351,4768.185371,-4.00E-07,13724.6782,4.80E-06,156278.7144,-1.97E-05,1351,YES,Rookwood,3009681.327,-3.91E-02,1.57E-01,-3.02E-01
1400,3689.389575,4.00E-07,59101.11392,1.01E-06,337334.0753,2.21E-05,1400,YES,North Epping_Norfolk Rd and Malton Rd,1321922.156,1.72E-02,1.46E-02,1.49E-01
1401,3689.389575,4.00E-07,59015.70779,-2.73E-06,336861.9786,-4.10E-05,1401,YES,North Epping,1006975.239,1.31E-02,-3.00E-02,-2.11E-01
1402,18363.57783,0,241920.9187,0,933897.3772,6.94E-06,1402,YES,Epping_Canberra St and Kandy Av,260462.5773,0.00E+00,0.00E+00,9.22E-03
1403,7134.004971,-8.00E-08,125014.3744,-9.27E-06,567581.4336,-4.16E-05,1403,YES,Epping_Kent St and Ray Rd,1033674.897,-2.69E-03,-1.04E-01,-2.19E-01
1404,13347.59325,-3.78E-06,171009.6767,4.96E-06,694246.9169,-1.04E-06,1404,YES,Poplars Private Hospital,874010.8857,-1.07E-01,4.73E-02,-4.64E-03
1405,5160.379466,0,27082.32159,-4.70E-07,315113.2523,-4.17E-05,1405,YES,Epping West Primary School,1009001.557,0.00E+00,-5.17E-03,-2.15E-01
1406,133916.9839,-3.61E-05,568064.5896,5.28E-06,1328372.199,6940.385805,1406,YES,Epping Station_East,238319.4394,-2.80E-01,1.37E-02,8.44E+06
1407,173804.8151,-3.46E-05,676467.8032,1.88E-05,1370158.522,0.00023751,1407,YES,Epping Station_West,89388.46306,-1.01E-01,1.83E-02,1.08E-01
1408,12303.37943,0,211004.0068,-1.00E-05,814471.3023,2.87E-05,1408,YES,Epping_Essex St and Brigg Rd,942836.3338,0.00E+00,-1.03E-01,1.38E-01
1409,19810.48372,1.82E-06,220672.3793,-4.44E-05,854028.2617,1.77E-05,1409,YES,Epping_Kent St and Bridge St,1078504.622,6.38E-02,-5.22E-01,9.74E-02
1410,7903.528214,1.10E-07,112262.7007,-2.92E-05,499306.7653,3.16E-05,1410,YES,Epping_Ryde St and Willoughby St,1008820.543,3.61E-03,-3.21E-01,1.63E-01
1413,3575.573599,-3.00E-07,11799.10462,1.51E-06,110340.3271,2.07E-05,1413,YES,Pennant Hills High School,1479215.947,-1.44E-02,2.43E-02,1.56E-01
1414,9260.139223,0,84128.72296,-4.90E-06,337598.3031,-3.97E-05,1414,YES,Pennant Hills Station_West,928766.3385,0.00E+00,-4.96E-02,-1.88E-01
1415,4754.691122,2.00E-07,95408.67346,-3.67E-06,524740.8381,-1.29E-05,1415,YES,West Pennant Hills_New Line Rd and Victoria Rd,1377239.985,8.95E-03,-5.51E-02,-9.06E-02
1416,4791.303534,0,62655.40018,-1.11E-06,282564.4055,2.23E-05,1416,YES,Mount St Benedicts Girls High School,775453.2294,0.00E+00,-9.38E-03,8.82E-02
1417,732.7784356,4.00E-08,12298.84119,4.14E-06,131141.7515,-1.81E-06,1417,YES,Pennant Hills Station_East,3287017.966,4.27E-03,1.48E-01,-3.03E-02
1418,4979.370878,1.40E-07,106781.3372,2.64E-05,430516.7002,0,1418,YES,Beecroft Station_East,943984.6566,4.30E-03,2.72E-01,0.00E+00
1419,5464.810318,-3.00E-07,37142.52037,3.11E-06,417968.9148,-1.08E-05,1419,YES,Beecroft,1216372.174,-1.19E-02,4.12E-02,-6.70E-02
1420,12060.18965,-3.46E-06,148440.1548,5.60E-06,538222.5606,3.39E-05,1420,YES,Beecroft Station_West,1641290.071,-1.85E-01,1.00E-01,2.84E-01
1421,9846.607451,-1.60E-07,150795.4968,-2.63E-05,585456.3189,-3.40E-05,1421,YES,Cheltenham Station,768499.6677,-4.00E-03,-2.20E-01,-1.33E-01
1422,7629.392874,-3.40E-07,169550.9911,1.14E-05,660488.3251,1.34E-05,1422,YES,Cheltenham Girls High School,851681.0138,-9.41E-03,1.06E-01,5.82E-02
1500,3847.111364,0,87946.62365,-4.36E-06,376841.5708,0,1500,YES,Eastwood Heights Public School,357263.812,0.00E+00,-1.70E-02,0.00E+00
1501,18221.89451,1.50E-06,145064.8335,3.20E-05,721095.045,1.56E-05,1501,YES,Eastwood_Eastwood Av and Rothwell St,497808.4811,2.43E-02,1.74E-01,3.96E-02
1502,6974.145271,-2.10E-07,54051.37096,2.00E-06,357144.0918,-3.99E-05,1502,YES,Dundas Valley_Valley Rd and Skenes Av,629841.5091,-4.30E-03,1.37E-02,-1.28E-01
1503,17289.73155,4.42E-06,162890.2717,-3.89E-05,778650.6671,4.38E-05,1503,YES,Eastwood,646479.1932,9.29E-02,-2.74E-01,1.44E-01
1504,5354.134894,-1.80E-07,85327.48066,-3.78E-06,383550.5473,-1.45E-05,1504,YES,Eastwood_Granny Smith Memorial Park,453707.4446,-2.65E-03,-1.87E-02,-3.36E-02
1505,4920.321789,-3.80E-07,93300.73918,-2.18E-06,333037.1123,9.52E-06,1505,YES,Eastwood_Oakes Av and O'Keefe Cr,679893.4019,-8.40E-03,-1.62E-02,3.30E-02
1506,39136.66482,-4.56E-06,290863.7746,5.37E-06,1159103.634,2403.940107,1506,YES,Eastwood Station,504985.1223,-7.48E-02,2.96E-02,6.19E+06
1507,35490.56283,-4.20E-06,251318.7569,0,1062485.033,0.00010432,1507,YES,St Edmunds Private Hospital,588920.0886,-8.04E-02,0.00E+00,3.13E-01
1508,6820.776197,4.80E-07,58004.19599,3.60E-06,371023.7783,-3.07E-05,1508,YES,Brush Farm House Eastwood,923711.0292,1.44E-02,3.62E-02,-1.45E-01
1509,6154.077052,2.20E-07,96339.08291,7.20E-07,359150.2786,3.21E-06,1509,YES,Denistone East,485364.632,3.47E-03,3.81E-03,7.95E-03
1510,25900.74092,3.40E-06,179177.7973,-2.59E-05,1003305.371,0,1510,YES,Ryde Hospital_Denistone Station_East,516348.9508,5.71E-02,-1.46E-01,0.00E+00
1511,7339.079454,4.00E-07,49423.00934,-3.50E-06,317341.5095,4.54E-06,1511,YES,Denistone,631213.0761,8.21E-03,-2.41E-02,1.46E-02
1512,11679.23178,4.50E-06,87654.99912,-4.18E-06,594693.6129,4.79E-05,1512,YES,Denistone Station_West,890046.9704,1.30E-01,-4.06E-02,2.17E-01
1515,11085.65749,-3.00E-07,35816.98067,-2.20E-06,673138.9742,-3.99E-05,1515,YES,Gladesville_Kennedy St,414659.4249,-4.04E-03,-9.94E-03,-8.44E-02
1516,3123.023577,-4.00E-07,27302.58412,-2.00E-07,243493.2775,-3.00E-05,1516,YES,Gladesville_Nelson St,404729.5641,-5.26E-03,-8.82E-04,-6.19E-02
1517,13429.70798,1.80E-06,52148.344,-9.00E-07,666619.3324,0,1517,YES,Enterprise Park,576359.3475,3.37E-02,-5.65E-03,0.00E+00
1518,12520.07303,0,55329.48741,-3.90E-06,666563.7124,0,1518,YES,Ryde Swimming Centre,809518.2979,0.00E+00,-3.44E-02,0.00E+00
1519,12297.12416,-2.30E-06,154214.965,2.86E-05,744566.7079,-3.80E-05,1519,YES,Gladesville,552418.3633,-4.13E-02,1.72E-01,-1.07E-01
1520,15787.18236,2.80E-06,144919.7763,0,780317.5603,3.34E-05,1520,YES,Gladesville_Morrison Rd and Ross St,939046.9108,8.55E-02,0.00E+00,1.60E-01
1521,14646.86395,-3.50E-06,421167.393,-3.73E-05,890798.4546,830.8335862,1521,YES,Huntleys Point Ferry Wharf,486678.7182,-5.54E-02,-1.98E-01,2.06E+06
1522,12229.60636,-4.10E-06,223463.1152,-3.05E-05,787927.1703,7663.851374,1522,YES,Gladesville Hospital,523746.9268,-6.98E-02,-1.74E-01,2.05E+07
1525,17237.50573,0,292069.4275,-4.70E-05,885090.1542,-4.68E-05,1525,YES,Hunters Hill_Park Rd and High St,1321309.757,0.00E+00,-6.77E-01,-3.15E-01
1526,17562.13955,-4.90E-06,229867.8524,2.59E-06,864960.7814,0,1526,YES,Hunters Hill,898877.5267,-1.43E-01,2.54E-02,0.00E+00
1527,9638.534432,0,153070.1743,-1.29E-05,759688.8089,3925.969604,1527,YES,Hunters Hill Hospital Private Hospital,672129.5963,0.00E+00,-9.45E-02,1.35E+07
1528,6768.843101,-3.00E-07,19378.39338,-3.40E-06,530477.9929,-2.89E-05,1528,YES,Hunters Hill Ferry Wharf,733005.2183,-7.15E-03,-2.72E-02,-1.08E-01
1529,3328.654046,-5.00E-07,18039.94667,-4.17E-06,457376.4541,-1.46E-05,1529,YES,Woolwich Ferry Wharf,518634.4838,-8.43E-03,-2.36E-02,-3.86E-02
1533,16776.0299,-5.00E-06,84073.3659,-9.80E-07,375063.009,2.22E-05,1533,YES,Trafalgar Square,853744.901,-1.39E-01,-9.12E-03,9.67E-02
1534,50129.0874,-2.30E-06,177263.894,3.34E-05,848328.5966,3.95E-05,1534,YES,Epping Boys High School,752489.2554,-5.62E-02,2.74E-01,1.52E-01
1535,47792.70738,-1.00E-06,139015.6454,2.69E-05,637389.0262,4.39E-05,1535,YES,Macquarie Park_Khartoum Rd and Fontenoy Rd,882305.2955,-2.87E-02,2.59E-01,1.98E-01
1536,29528.00624,4.50E-06,128026.1283,2.53E-05,649534.3874,-4.00E-05,1536,YES,Macquarie Uni Station,1477564.401,2.16E-01,4.07E-01,-3.01E-01
1537,86606.47029,-2.00E-07,404015.8907,0,1061200.473,0.00022314,1537,YES,Macquarie Corporate Park,159217.0108,-1.03E-03,0.00E+00,1.81E-01
1538,12894.25973,7.20E-07,145024.9061,2.04E-05,702900.4316,-3.86E-05,1538,YES,CSIRO Marsfield,716214.4666,1.68E-02,1.59E-01,-1.41E-01
1539,116390.9821,-3.15E-05,539010.5695,-3.08E-06,1191782.911,6.59E-05,1539,YES,Macquarie Centre,231178.6139,-2.37E-01,-7.76E-03,7.77E-02
1540,76761.72989,2.92E-06,315474.4835,2.11E-05,1010444.912,2403.940068,1540,YES,Marsfield,492724.7922,4.68E-02,1.13E-01,6.04E+06
1541,76947.44047,3.20E-06,360375.6402,1.91E-05,996586.5128,-1.67E-05,1541,YES,Morling College,170184.4073,1.77E-02,3.54E-02,-1.45E-02
1542,20066.9484,9.50E-07,71918.17338,5.50E-07,333844.6812,-1.54E-05,1542,YES,Lane Cove NP,479233.0056,1.48E-02,2.87E-03,-3.76E-02
1543,91014.13614,-1.46E-06,426362.4604,4.03E-05,1077658.871,-0.00033306,1543,YES,Macquarie Park_Lachlan Av and Peach Tree Rd,150749.094,-7.15E-03,6.62E-02,-2.56E-01
1544,79284.19906,-4.80E-06,395732.8888,-3.41E-05,1096769.063,0,1544,YES,North Ryde_Centrecourt Business Park,216403.3183,-3.38E-02,-8.04E-02,0.00E+00
1545,88347.1502,-4.05E-06,453472.9685,-1.10E-05,1077233.009,0.00016079,1545,YES,Talavera Business Park,392063.3372,-5.16E-02,-4.70E-02,3.22E-01
1546,12694.85967,-2.78E-06,130540.5841,2.77E-05,563240.1664,-4.45E-05,1546,YES,Eastwood_Abuklea Rd and Kingsford Av,277186.4191,-2.50E-02,8.37E-02,-6.29E-02
1547,68758.01586,4.60E-06,390018.3075,4.12E-05,957335.0691,2.88E-05,1547,YES,Macquarie Park Station,252794.3041,3.78E-02,1.14E-01,3.71E-02
1548,73843.33052,0,392977.0768,-1.68E-05,1004964.289,-0.00042324,1548,YES,Eden Park Shopping Centre,265397.4006,0.00E+00,-4.86E-02,-5.73E-01
1549,53069.77193,-3.68E-06,232198.2471,3.46E-05,877716.7595,9.66E-06,1549,YES,Kent Rd Primary School,944065.9142,-1.13E-01,3.56E-01,4.65E-02
1550,76344.1279,-2.19E-06,514260.2052,3.47E-06,1009864.672,0,1550,YES,Waterloo Business Park,222978.7147,-1.59E-02,8.43E-03,0.00E+00
