num_opportunities,EMP_2016,Base,,ERP_2016,,
37,632414.4599,632414.4599,0,1.03E-04,1.41815E-05,
38,631246.8685,631246.8685,0,0.642446818,0.088300204,
39,634500.606,634500.606,0,1.03E-04,1.42283E-05,
40,654875.7723,654875.7723,0,82.63511608,11.78280935,
41,625705.835,625705.835,0,6.083398538,0.828784766,
42,623032.6353,623032.6353,0,1.03E-04,1.39711E-05,
43,613221.0454,613221.0454,0,1.03E-04,1.37511E-05,
44,623289.3715,623289.3715,0,1.03E-04,1.39769E-05,
45,623978.8483,623978.8483,0,179.8712483,24.43750719,
46,683647.9528,683647.9528,0,92.55002448,13.7763555,
47,706893.607,706893.607,0,242.9354251,37.3912676,
48,683325.0021,683325.0021,0,12.38459587,1.842614296,
49,640322.7299,640322.7299,0,16.65509752,2.322049022,
50,646642.7264,646642.7264,0,1.03E-04,1.45006E-05,
51,636716.8662,636716.8662,0,14.51982728,2.012950475,
52,654341.8126,654341.8126,0,1.03E-04,1.46732E-05,
53,558219.8077,558219.8077,0,0.608113496,0.073912037,
54,657888.6731,657888.6731,0,1.851264205,0.265183256,
55,667430.5675,667430.5675,0,1.110747196,0.161416009,
56,703969.0635,703969.0635,0,13.10067463,2.008040743,
57,716864.3889,716864.3889,0,49.9156758,7.791108417,
58,686818.1742,686818.1742,0,0.796847896,0.119163293,
59,656568.6933,656568.6933,0,1.03E-04,1.47231E-05,
60,659034.6986,659034.6986,0,46.75710141,6.709360801,
61,680583.8254,680583.8254,0,1.03E-04,1.52617E-05,
62,655803.6002,655803.6002,0,91.76152943,13.10266766,
63,665915.4592,665915.4592,0,30.11767072,4.366824755,
64,279396.8028,279396.8028,0,3.195967297,0.194423629,
65,532611.4329,532611.4329,0,528.3963552,61.27673031,
66,553286.8459,553286.8459,0,1.03E-04,1.24071E-05,
67,595570.2941,595570.2941,0,138.8149333,18.00091173,
68,624702.1311,624702.1311,0,1.03E-04,1.40086E-05,
69,649439.5988,649439.5988,0,54.51634872,7.708871603,
70,618703.3539,618703.3539,0,74.44696069,10.02893296,
71,662425.1484,662425.1484,0,1.03E-04,1.48545E-05,
72,624109.8986,624109.8986,0,0.631209554,0.085774841,
73,643838.2046,643838.2046,0,9.296291089,1.303202017,
74,653928.6428,653928.6428,0,7.429876834,1.05788208,
75,661320.9548,661320.9548,0,1.03E-04,1.48297E-05,
76,675412.0045,675412.0045,0,2.12463254,0.312448101,
77,696186.7067,696186.7067,0,15.48768274,2.347672192,
78,559522.715,559522.715,0,1.03E-04,1.25469E-05,
79,539763.7072,539763.7072,0,22.0473012,2.591101352,
80,574092.8542,574092.8542,0,845.0590729,105.6317551,
81,601412.6483,601412.6483,0,102.2352226,13.38746628,
82,628226.8848,628226.8848,0,11.77703801,1.610934492,
83,622301.3076,622301.3076,0,0.631211547,0.085526546,
84,635368.8418,635368.8418,0,23.94850525,3.313062365,
85,643156.7817,643156.7817,0,1.03E-04,1.44224E-05,
86,664435.1375,664435.1375,0,1.586547553,0.229525515,
87,681737.1961,681737.1961,0,1.03E-04,1.52875E-05,
88,540322.3715,540322.3715,0,440.0987338,51.77598314,
89,500885.0621,500885.0621,0,6.419590335,0.700117092,
90,536905.2144,536905.2144,0,6.116354161,0.715015625,
91,507687.767,507687.767,0,1.03E-04,1.13846E-05,
92,627792.0721,627792.0721,0,333.1503288,45.53877658,
93,670392.4284,670392.4284,0,230.0699412,33.58259622,
94,694974.4536,694974.4536,0,55.34771426,8.375173576,
95,709154.7273,709154.7273,0,6.11624361,0.944389311,
96,703359.3441,703359.3441,0,45.55049807,6.975826608,
97,659982.8692,659982.8692,0,15.50459424,2.228016248,
98,672796.6858,672796.6858,0,53.49065266,7.835866459,
99,579723.3555,579723.3555,0,25.07363012,3.164924089,
100,539643.7119,539643.7119,0,17.63874771,2.072526799,
101,629217.792,629217.792,0,135.3819332,18.54756883,
102,642977.1416,642977.1416,0,287.0059773,40.18016917,
103,738848.3426,738848.3426,0,40.31551903,6.485640089,
104,774605.9852,774605.9852,0,51.9605084,8.76353904,
105,748468.6536,748468.6536,0,765.564986,124.7616082,
106,709353.1683,709353.1683,0,1.03E-04,1.59068E-05,
107,681985.8491,681985.8491,0,18.86468334,2.801239029,
108,479547.3153,479547.3153,0,3.8538967,0.402398932,
109,606152.3387,606152.3387,0,1615.752238,213.2464632,
110,635787.7968,635787.7968,0,2041.139664,282.5596836,
111,705289.561,705289.561,0,819.0363561,125.7754621,
112,746292.4009,746292.4009,0,1.03E-04,1.67351E-05,
113,699229.3081,699229.3081,0,725.5933355,110.4684332,
114,646199.4101,646199.4101,0,97.40837708,13.70528751,
115,679966.5086,679966.5086,0,543.2621322,80.43077284,
116,695264.4258,695264.4258,0,191.8006225,29.03523241,
117,584761.9934,584761.9934,0,1096.877077,139.6568956,
118,632272.4081,632272.4081,0,1537.346575,211.6417287,
119,663612.8656,663612.8656,0,1733.533719,250.4796088,
120,663586.3616,663586.3616,0,402.6870641,58.1822371,
121,679236.8402,679236.8402,0,1.03E-04,1.52315E-05,
122,668175.5527,668175.5527,0,725.7637604,105.5871691,
123,626318.1718,626318.1718,0,267.1532931,36.43181685,
124,614657.8192,614657.8192,0,616.9085712,82.56186613,
125,549709.1881,549709.1881,0,32.23551107,3.858272004,
126,577774.506,577774.506,0,124.2987941,15.63689701,
127,617046.8799,617046.8799,0,26.36346757,3.541978971,
128,637911.8593,637911.8593,0,2.925833985,0.406383103,
129,654747.4184,654747.4184,0,47.58518228,6.783765355,
130,639290.6589,639290.6589,0,988.8130299,137.6378326,
131,616418.236,616418.236,0,3289.806615,441.5410982,
132,642089.0193,642089.0193,0,29.92842902,4.184123062,
133,645309.6247,645309.6247,0,8.728155037,1.22635408,
134,677362.096,677362.096,0,38.0301172,5.608850187,
135,617862.2285,617862.2285,0,981.5520766,132.0475289,
136,487476.476,487476.476,0,681.8316237,72.36958609,
137,617862.2285,617862.2285,0,0.405635506,0.054569867,
138,684073.3822,684073.3822,0,10.63032909,1.583341836,
139,661278.1732,661278.1732,0,1.03E-04,1.48287E-05,
140,617134.8287,617134.8287,0,1.03E-04,1.38389E-05,
141,588073.7831,588073.7831,0,15.2984667,1.95886727,
142,654730.7362,654730.7362,0,365.1748832,52.058172,
143,697500.7868,691644.6044,5856.1824,1.03E-04,1.5641E-05,
144,589337.8661,589337.8661,0,1119.399227,143.639748,
145,695087.511,695087.511,0,56.6822071,8.578503318,
146,757147.877,757147.877,0,140.1721887,23.10829213,
147,16745.5369,16745.5369,0,1.03E-04,3.75508E-07,
148,83546.30351,83546.30351,0,1.03E-04,1.87347E-06,
149,528047.9274,528047.9274,0,802.8836932,92.31053444,
150,521584.0769,521584.0769,0,1.03E-04,1.16962E-05,
151,432159.6406,432159.6406,0,401.8165556,37.80918516,
152,407131.117,407131.117,0,3737.743639,331.3363574,
153,478992.022,478992.022,0,1510.146795,157.4971614,
154,577520.0185,577520.0185,0,1559.560076,196.1076057,
155,507464.4423,507464.4423,0,943.8032282,104.2827226,
156,461071.7162,461071.7162,0,3633.875283,364.8075228,
157,428680.8886,428680.8886,0,3800.730356,354.7533191,
158,402037.0128,402037.0128,0,3283.296511,287.4097046,
159,491875.3943,491875.3943,0,1500.507026,160.7009399,
160,552867.9127,552867.9127,0,875.2958609,105.3662553,
161,676738.405,676738.405,0,106.3106535,15.66472939,
162,664079.1875,664079.1875,0,156.4057365,22.61506461,
163,102828.5062,102828.5062,0,4206.023084,94.16954334,
164,245372.5065,245372.5065,0,400.996756,21.42357993,
165,394722.2434,394722.2434,0,1920.097246,165.0213406,
166,277078.3322,277078.3322,0,1941.237516,117.113383,
167,185414.2069,185414.2069,0,3317.857257,133.944841,
168,548999.2747,548999.2747,0,962.3629579,115.0365781,
169,477002.7311,477002.7311,0,988.023129,102.6155702,
170,489271.7854,489271.7854,0,1398.124242,148.9433864,
171,532755.7931,532755.7931,0,2755.475013,319.6317729,
172,450180.6451,450180.6451,0,855.8816531,83.89301867,
173,320642.5594,320642.5594,0,4026.921145,281.1380171,
174,648546.1624,648546.1624,0,1.03E-04,1.45432E-05,
175,481084.4472,481084.4472,0,416.7384014,43.65260082,
176,586009.4383,586009.4383,0,396.9347117,50.64644608,
177,614430.5337,614430.5337,0,431.3345821,57.70485501,
178,543579.9625,543579.9625,0,1694.388197,200.5402918,
179,494666.2238,494666.2238,0,2088.573095,224.9506343,
180,388003.5332,388003.5332,0,3215.932292,271.6863771,
181,554074.3813,554074.3813,0,154.03312,18.58264234,
182,520149.024,520149.024,0,1785.965084,202.2674679,
183,419907.2677,419907.2677,0,559.8478427,51.18570462,
184,531156.7638,531156.7638,0,733.0218813,84.77444217,
185,441353.1774,441353.1774,0,765.2307928,73.5366736,
186,404581.5077,404581.5077,0,1401.717228,123.4786081,
187,531248.2825,531248.2825,0,463.5074394,53.61416341,
188,579759.6883,579759.6883,0,2082.78879,262.9169176,
189,573563.6181,573563.6181,0,335.5002462,41.89862053,
190,532768.243,532768.243,0,18.65157149,2.163610321,
191,514073.0498,514073.0498,0,276.4288708,30.94094131,
192,643873.6323,643873.6323,0,779.0516504,109.2174866,
193,539487.0398,539487.0398,0,1397.851554,164.1978081,
194,745287.2469,745287.2469,0,0.058064883,0.009422422,
195,617195.2054,617195.2054,0,768.4921023,103.2731058,
196,439019.6337,439019.6337,0,2570.008504,245.6652842,
197,744884.9369,744884.9369,0,596.508066,96.74550552,
198,614151.6853,608295.5029,5856.1824,1190.290257,159.1672865,
199,419798.5096,419798.5096,0,2572.946921,235.1781691,
200,629711.4435,629711.4435,0,19.59265067,2.686334357,
201,580883.2917,580883.2917,0,3319.60921,419.8567419,
202,415699.413,415699.413,0,1818.221543,164.5703133,
205,563691.9419,563691.9419,0,1176.268199,144.3688403,
206,470594.7031,470594.7031,0,3788.913002,388.2280885,
207,334235.2435,334235.2435,0,3293.28886,239.6665107,
208,639296.0059,639296.0059,0,1.07E-04,1.48464E-05,
209,416643.865,416643.865,0,888.3124827,80.58533987,
210,590325.7246,590325.7246,0,1051.113321,135.1034796,
211,573895.9503,573895.9503,0,880.1982681,109.986392,
212,450404.786,450404.786,0,2241.42511,219.8125656,
213,421201.8302,421201.8302,0,732.4879464,67.17629042,
214,263222.0435,263222.0435,0,1761.467124,100.9536636,
215,685872.3126,685872.3126,0,1537.885857,229.6638602,
216,395633.1338,395633.1338,0,178.2657128,15.35627079,
217,517120.9486,517120.9486,0,422.0436021,47.51981466,
218,432414.2607,432414.2607,0,1438.397717,135.4266947,
219,433588.0272,433588.0272,0,1533.723374,144.7936791,
220,324633.5448,324633.5448,0,880.3732715,62.22795491,
221,143340.4475,143340.4475,0,1456.997777,45.4729292,
222,433501.2743,433501.2743,0,1.07E-04,1.00672E-05,
223,58253.43987,58253.43987,0,524.8379544,6.656900955,
224,503984.7983,503984.7983,0,1.07E-04,1.1704E-05,
225,78841.58559,78841.58559,0,1.07E-04,1.83094E-06,
226,90553.53979,90553.53979,0,1780.474452,35.10479682,
227,208498.3518,208498.3518,0,3008.323102,136.5690822,
228,218467.3252,218467.3252,0,2692.316866,128.0672102,
229,164668.5663,164668.5663,0,3334.655024,119.5602741,
230,75715.34645,75715.34645,0,3590.056708,59.18484413,
231,161914.2738,161914.2738,0,2661.349366,93.82364733,
232,237218.9607,237218.9607,0,1745.419444,90.15181906,
233,210765.9815,210765.9815,0,2017.405038,92.58036784,
236,140646.4762,140646.4762,0,1422.957496,43.57587025,
237,86075.25801,86075.25801,0,1643.675357,30.80489003,
238,95617.40411,95617.40411,0,342.8875586,7.13861503,
239,334482.4059,334482.4059,0,625.9179253,45.58436961,
240,549104.1461,549104.1461,0,1301.419214,155.5955682,
241,99051.17357,99051.17357,0,1628.008541,35.11086994,
242,192899.9613,192899.9613,0,2617.974598,109.956993,
243,213602.5096,213602.5096,0,1173.830968,54.59303005,
244,545795.6509,545795.6509,0,553.0395378,65.72211595,
245,307154.0562,307154.0562,0,2212.322931,147.9551414,
246,258574.8255,258574.8255,0,1917.14988,107.9363164,
247,321713.114,321713.114,0,1191.479637,83.46044087,
248,360390.4322,360390.4322,0,1636.834087,128.4408583,
249,364607.7169,364607.7169,0,1571.425648,124.751271,
250,126703.4738,126703.4738,0,1418.779207,39.14070309,
251,73531.84092,73531.84092,0,3283.828509,52.57523149,
252,110316.3572,110316.3572,0,1812.468904,43.53472067,
253,57746.27346,57746.27346,0,2197.184302,27.62585553,
254,452590.2474,452590.2474,0,755.8512121,74.48465163,
255,322396.6794,322396.6794,0,1102.50463,77.39203522,
256,191964.511,191964.511,0,1326.111275,55.42761608,
257,93446.28139,93446.28139,0,1462.122678,29.74891444,
258,204693.901,204693.901,0,2632.802691,117.3406532,
259,90204.0012,90204.0012,0,1728.913998,33.95662185,
260,79086.84443,79086.84443,0,1491.125109,25.67696071,
261,61089.34445,61089.34445,0,2561.214821,34.06722483,
262,94947.28603,94947.28603,0,1202.100878,24.85127959,
263,54043.05679,54043.05679,0,9.96E-05,1.17199E-06,
264,337505.4331,337505.4331,0,9.96E-05,7.31923E-06,
265,47060.56599,47060.56599,0,30.00261394,0.307426659,
266,76903.59664,76903.59664,0,9.96E-05,1.66775E-06,
267,43515.82652,43515.82652,0,780.0654966,7.39100662,
268,207485.7146,207485.7146,0,1428.763101,64.54665076,
270,371603.5165,371603.5165,0,2268.788629,183.5689136,
271,386853.9118,386853.9118,0,1856.692116,156.3911495,
272,146451.0923,146451.0923,0,686.927444,21.90426921,
273,155405.3193,155405.3193,0,4770.646254,161.4241024,
274,327176.9363,327176.9363,0,1222.797266,87.10887923,
275,241638.8063,241638.8063,0,674.8881531,35.50780057,
276,89936.18254,89936.18254,0,2632.172885,51.54352855,
277,264170.8058,264170.8058,0,1461.757628,84.07860073,
278,77731.7034,77731.7034,0,3054.493426,51.69668143,
279,418131.7953,418131.7953,0,1.04E-04,9.48286E-06,
280,62849.98267,62849.98267,0,3371.402158,46.13611367,
281,140439.4526,140439.4526,0,1027.829607,31.42935998,
282,48231.63153,48231.63153,0,1062.217232,11.15502586,
283,164759.8951,164759.8951,0,1100.8175,39.49045317,
284,170373.0402,170373.0402,0,1099.528193,40.78801106,
285,106466.5851,106466.5851,0,711.1931635,16.48641331,
286,39230.60469,39230.60469,0,2441.284112,20.85300333,
287,76483.9238,76483.9238,0,948.8427096,15.80118547,
288,50830.04846,50830.04846,0,879.5960968,9.734846388,
289,53395.36063,53395.36063,0,612.2937588,7.118502507,
290,44091.15162,44091.15162,0,1100.8175,10.56798171,
291,463595.0517,463595.0517,0,299.9559998,30.27761279,
292,281518.7987,281518.7987,0,440.2949646,26.98835443,
300,25263.13872,25263.13872,0,2314.259039,12.72988737,
301,20851.82179,20851.82179,0,1937.487865,8.796467072,
302,14496.32708,14496.32708,0,2710.028616,8.553761597,
303,16122.91254,16122.91254,0,1163.285346,4.083711387,
304,21193.46857,21193.46857,0,3039.444658,14.02560378,
305,73922.60948,73922.60948,0,972.8453837,15.65836446,
306,20887.55254,20887.55254,0,1454.954356,6.617016385,
307,30888.99394,30888.99394,0,1460.411786,9.822100608,
308,19264.17484,19264.17484,0,2252.709441,9.448891803,
309,256002.701,256002.701,0,569.5424829,31.7465077,
310,29906.87364,29906.87364,0,1638.367218,10.66860292,
311,7270.880442,7270.880442,0,3660.466096,5.794936451,
312,14554.31749,14554.31749,0,1326.557155,4.20381017,
313,11895.20034,11895.20034,0,843.3960704,2.184382154,
314,30385.61311,30385.61311,0,1603.046017,10.60569855,
315,31507.61984,31507.61984,0,976.1984711,6.696980056,
316,104723.3136,104723.3136,0,2212.493286,50.4487747,
317,90548.71812,90548.71812,0,3747.431467,73.88245047,
318,47831.80019,47831.80019,0,873.2912473,9.094966825,
319,218715.7907,218715.7907,0,2531.495244,120.5542542,
320,160509.5276,160509.5276,0,2761.25553,96.50119711,
321,65962.60533,65962.60533,0,3540.694784,50.85241441,
322,89531.0666,89531.0666,0,1139.380745,22.21099017,
323,36114.40707,36114.40707,0,1543.49496,12.13698989,
324,35578.62807,35578.62807,0,1560.230556,12.0865753,
325,59216.21395,59216.21395,0,1432.232182,18.4662772,
328,158034.2379,158034.2379,0,1166.549497,40.14021024,
329,52240.83568,52240.83568,0,2122.310797,24.14039571,
330,38419.66621,38419.66621,0,36.85161292,0.308272918,
331,294206.0408,294206.0408,0,2544.359715,162.9879067,
332,27103.11587,27103.11587,0,4.747803802,0.028018009,
333,63427.68091,63427.68091,0,1652.965387,22.82800074,
334,1324.564465,1324.564465,0,751.2151891,0.216652022,
400,9822.437832,9822.437832,0,1.34E-03,2.87643E-06,
401,11972.64092,11972.64092,0,188.1542217,0.49048893,
402,12743.61847,12743.61847,0,1.34E-03,3.73188E-06,
405,14869.95719,14869.95719,0,2458.01511,7.958286176,
406,18489.89656,18489.89656,0,2875.215287,11.57524351,
407,15947.49975,15947.49975,0,766.0710867,2.660032611,
408,30654.99284,30654.99284,0,5026.932709,33.55286245,
409,60449.3925,60449.3925,0,1.03E-04,1.35959E-06,
410,109104.8062,109104.8062,0,13.20672863,0.313736048,
411,421255.3222,421255.3222,0,6396.306085,586.6781645,
412,63091.42451,63091.42451,0,2923.389117,40.15894034,
413,24383.03526,24383.03526,0,3968.416976,21.06834159,
414,63715.9144,63715.9144,0,2752.859835,38.19067243,
415,18086.19138,18086.19138,0,2832.582041,11.15462321,
416,37056.13105,37056.13105,0,2871.996293,23.1723049,
417,10342.41337,10342.41337,0,2999.378897,6.754271425,
418,89858.50416,89858.50416,0,846.863926,16.5690689,
420,45250.1592,44315.05529,935.10391,1247.982619,12.29571913,
421,14957.6157,14957.6157,0,1425.943213,4.643975148,
422,15834.49255,15834.49255,0,2537.678521,8.749153569,
423,13591.73974,13591.73974,0,8.76E-05,2.59241E-07,
424,14954.6988,14954.6988,0,3075.033931,10.01273837,
425,14279.8513,14279.8513,0,3570.361542,11.10097607,
426,15190.8697,15190.8697,0,8.76E-05,2.89742E-07,
428,9693.814308,9693.814308,0,1.942623951,0.004100235,
429,8396.657101,8396.657101,0,1.942623951,0.003551571,
430,4668.531469,4668.531469,0,1.942623951,0.001974669,
433,109995.3022,109995.3022,0,28.34772823,0.678918563,
434,22853.95664,22853.95664,0,27.43322096,0.136509692,
435,3402.145302,3402.145302,0,8.43E-05,6.24462E-08,
500,64866.16198,64866.16198,0,2118.3223,29.91820447,
501,30413.22029,30413.22029,0,4160.293619,27.54937026,
502,36334.55147,36334.55147,0,2877.416349,22.76395906,
503,26050.3985,26050.3985,0,3113.476976,17.65978107,
504,25701.54947,25701.54947,0,3641.912196,20.3804638,
505,31763.55606,31763.55606,0,3747.57856,25.91821862,
508,18431.46105,18431.46105,0,4127.419959,16.56394228,
509,18845.24937,18845.24937,0,3044.183114,12.49102124,
510,18570.2611,18570.2611,0,4870.6753,19.69393382,
511,27598.16689,27598.16689,0,4065.658178,24.43072665,
512,24975.75513,24975.75513,0,2532.908966,13.77410834,
513,22105.32417,22105.32417,0,2011.097504,9.67955297,
514,23988.75682,23988.75682,0,2119.056979,11.06816595,
517,505109.7609,505109.7609,0,789.276579,86.80410476,
518,305243.808,305243.808,0,1007.119856,66.93500605,
519,168017.5343,168017.5343,0,2080.351257,76.10559091,
520,215741.1554,215741.1554,0,2383.700569,111.972142,
521,110364.0265,110364.0265,0,2291.915717,55.07461442,
522,47779.04943,47779.04943,0,1967.840995,20.47164749,
523,56643.79594,56643.79594,0,3279.019744,40.4409796,
524,34616.19043,34616.19043,0,2702.023151,20.3654318,
525,396580.5697,396580.5697,0,1559.752131,134.6828524,
527,16785.71521,16785.71521,0,2.87702556,0.01051499,
530,14753.63547,14753.63547,0,1538.118538,4.940991888,
531,120796.7447,120796.7447,0,2010.809879,52.88731592,
532,33297.34064,33297.34064,0,2330.754603,16.89784746,
533,18253.93781,18253.93781,0,2165.268005,8.605844824,
534,343835.8083,343835.8083,0,1511.870197,113.1855265,
535,94243.14884,94243.14884,0,868.6523493,17.82465253,
536,200645.5273,200645.5273,0,492.0863265,21.49790138,
537,444844.6376,444844.6376,0,1091.697457,105.7391814,
538,15733.54769,15733.54769,0,1767.558827,6.055162787,
539,503027.8145,503027.8145,0,1566.52546,171.5752905,
540,10752.94736,10752.94736,0,2089.486246,4.892066164,
541,288456.4343,288456.4343,0,1364.232267,85.6828362,
542,31867.56312,31867.56312,0,1431.665336,9.933805447,
543,24679.21497,24679.21497,0,1124.40323,6.041972039,
544,24217.01169,24217.01169,0,1299.806394,6.853690776,
545,36291.22748,36291.22748,0,3892.064883,30.75438274,
548,6632.596415,6632.596415,0,3087.921967,4.459387113,
549,6319.232767,6319.232767,0,3260.416726,4.486035963,
550,19062.92717,19062.92717,0,3392.433596,14.08076433,
551,8137.571854,8137.571854,0,1781.22771,3.156018677,
554,178435.1173,178435.1173,0,163.8517859,6.365855785,
555,297712.7162,297712.7162,0,1897.676492,123.0112547,
556,402571.5979,402571.5979,0,1619.075333,141.9173436,
557,227066.4277,227066.4277,0,2693.797695,133.1812817,
558,303165.2181,303165.2181,0,2634.967264,173.9321572,
559,394301.3813,394301.3813,0,1207.292551,103.649236,
560,206737.0978,206737.0978,0,159.2700973,7.169319685,
561,242560.9741,242560.9741,0,1552.136504,81.97399986,
562,283675.4516,283675.4516,0,1558.450175,96.25869346,
563,340554.2502,340554.2502,0,222.0617395,16.46589448,
564,84255.66259,84255.66259,0,2536.982929,46.54166639,
565,142798.0103,142798.0103,0,1.03E-04,3.20735E-06,
566,168280.9708,168280.9708,0,1.03E-04,3.77971E-06,
567,88993.96962,88993.96962,0,34.56020565,0.669672065,
570,1746.533132,1746.533132,0,899.343123,0.342001123,
571,4219.406737,4219.406737,0,1877.192457,1.724588469,
572,5662.193709,5662.193709,0,1662.924016,2.050134783,
573,9370.568323,9370.568323,0,2091.703634,4.267675288,
574,10147.71408,10147.71408,0,3546.087232,7.835070753,
575,3235.722042,3235.722042,0,2492.749538,1.75620471,
577,100875.2743,100875.2743,0,2646.404527,58.12543888,
578,180165.151,180165.151,0,3113.072967,122.1196008,
579,340741.1668,340741.1668,0,1503.44136,111.5414756,
580,103161.0335,103161.0335,0,794.0811464,17.83634462,
600,36623.22002,36623.22002,0,1436.253013,11.45282869,
601,19013.9567,19013.9567,0,3357.915455,13.9016882,
602,31121.91487,31121.91487,0,3370.899661,22.84217327,
603,31646.03542,17824.36643,13821.66899,3306.36293,22.78217159,
604,31793.69648,31793.69648,0,4246.706777,29.3980541,
605,33606.65756,33606.65756,0,2809.125173,20.55519958,
606,29044.1491,29044.1491,0,2864.9511,18.11762043,
607,17435.51754,17435.51754,0,1713.915258,6.506530558,
608,23136.88817,23136.88817,0,4189.870633,21.10721077,
609,76715.35241,75617.0236,1098.32881,2934.489672,49.01625824,
610,39393.63018,38289.7653,1103.86488,1269.013158,10.88472383,
611,207488.0945,207488.0945,0,3474.275445,156.9577321,
612,37665.7225,37665.7225,0,3195.47453,26.20637483,
613,225155.8249,223122.3921,2033.4328,2818.870227,138.1922077,
614,37779.33373,36675.46885,1103.86488,1862.873811,15.323678,
615,60965.29301,60481.51858,483.77443,3412.731785,45.30124194,
616,21173.51893,21173.51893,0,1.05E-04,4.86107E-07,
617,36811.3331,36317.41636,493.91674,946.7740973,7.588452128,
618,71914.63613,70816.30731,1098.32882,2732.47367,42.78569183,
619,32321.08217,32321.08217,0,3341.57924,23.51597247,
620,38628.57284,38628.57284,0,2086.514038,17.54911661,
621,39478.27196,39478.27196,0,2932.508341,25.20708792,
622,40987.50507,40987.50507,0,1130.421881,10.08828457,
624,19080.80783,19080.80783,0,2806.933987,11.66149532,
625,17223.30088,17223.30088,0,1756.790345,6.588121654,
626,492.7850103,492.7850103,0,1751.210111,0.187897512,
627,14787.8065,14787.8065,0,2607.361208,8.395184493,
628,14843.49449,14843.49449,0,2169.228841,7.010787622,
629,14805.54212,14805.54212,0,4121.724933,13.2870511,
630,17777.02439,14860.12207,2916.90232,1960.764054,7.589439276,
631,8389.697733,8389.697733,0,2094.455807,3.82598093,
632,4017.505886,4017.505886,0,2658.483962,2.325497366,
633,8229.590232,5557.376103,2672.214129,2347.967828,4.207224035,
634,3296.027619,3296.027619,0,770.0788126,0.552651436,
635,240.5971844,240.5971844,0,1.12E-04,5.88196E-09,
636,34658.78692,33288.51613,1370.27079,2509.102249,18.93463786,
637,34854.51114,34250.60272,603.90842,3839.253404,29.13607588,
638,11651.06136,11018.89361,632.16775,2897.230666,7.349771689,
639,9939.071995,9939.071995,0,1624.390985,3.515294322,
640,27721.0511,27721.0511,0,4261.859826,25.72374173,
641,18885.37395,18885.37395,0,3427.2761,14.09288691,
642,24789.28625,16338.67324,8450.61301,1963.641114,10.59867133,
643,12666.30123,12034.13349,632.16774,3018.346944,8.324233542,
644,27329.85053,27329.85053,0,2470.46551,14.70081246,
645,14236.28282,14236.28282,0,752.245656,2.33174783,
646,12968.25432,12968.25432,0,3673.660808,10.37303539,
647,12496.16507,12496.16507,0,2187.526738,5.95189703,
650,30705.8457,30705.8457,0,2866.818739,19.16666638,
651,45071.26822,45071.26822,0,3678.510945,36.09916169,
652,27093.59722,27093.59722,0,2263.025805,13.35000603,
653,45654.62447,45654.62447,0,1511.78053,15.02791771,
654,162619.7028,162619.7028,0,2687.485296,95.15783344,
655,31310.22764,31310.22764,0,4841.378685,33.00506289,
656,220385.3483,220385.3483,0,70.04046825,3.360911253,
657,50289.98054,50289.98054,0,4472.002741,48.96759948,
658,31434.61336,31434.61336,0,2308.031923,15.79702189,
659,29674.37995,29674.37995,0,651.0972864,4.206809288,
660,35291.27574,34998.11854,293.1572,3216.795286,24.71815591,
