num_opportunities,EMP_2016,EMP_2016,,ERP_2016,,
1,1102908.879,1099931.164,2977.715,1.03E-04,2.4732E-05,"442,053"
2,1188982.001,1188749.677,232.324,1.03E-04,2.66622E-05,
3,1337532.575,1336597.471,935.104,1.03E-04,2.99933E-05,
4,1435537.085,1434338.518,1198.567,58.99529221,18.43983618,
5,1426926.442,1425828.113,1098.329,142.8118795,44.37018161,
6,1144015.318,1144015.318,0,48.40819099,12.05801941,
7,1224440.232,1224440.232,0,178.3730884,47.55456447,
8,1203879.75,1203647.425,232.325,62.80657353,16.46317125,
9,1090274.543,1089044.08,1230.463,377.5755298,89.63239435,
10,1177668.975,1177436.651,232.324,92.57474947,23.73783272,
11,1103143.174,1103143.174,0,1.03E-04,2.47373E-05,
12,1139271.521,1139271.521,0,24.53771006,6.086765318,
13,1261551.986,1260453.657,1098.329,32.26452915,8.86249022,
14,1281527.683,1280429.354,1098.329,14.29122678,3.987702849,
15,1190614.932,1190614.932,0,26.29969088,6.817847056,
16,1300864.024,1299324.508,1539.516,1.03E-04,2.91711E-05,
17,1207860.282,1207419.095,441.187,1.03E-04,2.70855E-05,
18,1259139.901,1258727.352,412.549,56.94404446,15.61160599,
19,1261728.603,1261316.055,412.548,373.1507618,102.512203,
20,1316630.655,1315359.115,1271.54,73.75688622,21.14422746,
21,1347808.947,1346300.28,1508.667,12.42697009,3.646858172,
22,1410512.145,1408220.392,2291.753,1.03E-04,3.16299E-05,
23,1392028.459,1391814.067,214.392,312.8469003,94.8211583,
24,1322598.835,1321500.506,1098.329,181.1260925,52.15962249,
25,1431011.946,1429100.459,1911.487,7.067088463,2.201958211,
26,1509892.374,1509892.374,0,6.464326556,2.125174346,
27,1441501.417,1439892.511,1608.906,208.3514625,65.39385087,
28,1454868.525,1452619.673,2248.852,289.3970132,91.67334505,
29,1500701.044,1497092.192,3608.852,0.642453825,0.20992366,
30,1461407.489,1459115.736,2291.753,27.62682143,8.790782497,
31,1453320.876,1451409.389,1911.487,16.333015,5.168364783,
32,1476578.445,1475724.106,854.339,266.4666687,85.66919825,
33,1434478.459,1434478.459,0,1.03E-04,3.21673E-05,
34,1425782.25,1425782.25,0,27.43729271,8.517649126,
35,1266351.59,1265153.023,1198.567,13.848952,3.818532538,
36,1485438.801,1484167.261,1271.54,1.03E-04,3.331E-05,
37,1535172.542,1533520.737,1651.805,1.03E-04,3.44253E-05,
38,1545999.677,1543904.906,2094.771,0.642446818,0.216257843,
39,1549928.492,1546883.191,3045.301,1.03E-04,3.47562E-05,
40,1551123.064,1548153.882,2969.182,82.63511608,27.90847992,
41,1522074.3,1520121.632,1952.668,6.083398538,2.016078359,
42,1500845.46,1498892.792,1952.668,1.03E-04,3.36555E-05,
43,1477105.821,1477008.729,97.092,1.03E-04,3.31232E-05,
44,1473073.023,1473073.023,0,1.03E-04,3.30327E-05,
45,1449854.889,1448935.466,919.423,179.8712483,56.78211588,
46,1573884.956,1571932.289,1952.667,92.55002448,31.715737,
47,1578256.229,1576696.86,1559.369,242.9354251,83.48215405,
48,1586485.424,1583613.334,2872.09,12.38459587,4.278023948,
49,1535958.94,1534006.272,1952.668,16.65509752,5.56995994,
50,1537749.947,1537749.947,0,1.03E-04,3.44831E-05,
51,1523933.809,1523933.809,0,14.51982728,4.817845181,
52,1536155.136,1535235.714,919.422,1.03E-04,3.44473E-05,
53,1434952.548,1433753.981,1198.567,0.608113496,0.189997317,
