num_opportunities,Base 30 Mins,30 Mins,Base 45 Mins,45 Mins,Base 60 Mins,60 Mins,TZ16_CODE,,TZ16_NAME,Tz16_Area
53,558219.8077,0,989736.8361,0,1433753.981,1198.567,53,YES,Sydney CBD_King St Wharf_Northern End,29032.55945
54,657888.6731,0,1119389.708,746.687,1545799.187,2094.771,54,YES,Sydney CBD_Westpac Place,17119.20495
55,667430.5675,0,1144125.638,746.688,1567041.3,1952.668,55,YES,Sydney CBD_83 Clarence St,10947.03167
56,703969.0635,0,1151677.375,2231.026,1574381.389,1559.369,56,YES,Sydney CBD_Wynyard Station_York St,12411.30385
57,716864.3889,0,1185634.072,2231.027,1577632.647,1016.514,57,YES,Sydney CBD_Wynyard Station_George St,30102.61628
58,686818.1742,0,1169405.317,7288.075,1569909.896,1220.063,58,YES,Sydney CBD_Hunter Connection,21693.94338
59,656568.6933,0,1144579.612,0,1547928.307,919.423,59,YES,Sydney CBD_QBE Building,10366.01952
60,659034.6986,0,1077264.766,4824.724,1464171.109,1220.063,60,YES,Sydney CBD_Savings Bank Building,10816.1342
61,680583.8254,0,1147397.125,0,1531584.226,1220.063,61,YES,Sydney CBD_Colonial Centre_Goodsell Building,9573.43
62,655803.6002,0,1136514.394,0,1523551.211,919.422,62,YES,Sydney CBD_Martin Place Station_Hunter St and Macquarie St,14067.41983
63,665915.4592,0,1111753.788,4824.723,1494529.036,1220.062,63,YES,Sydney CBD_Parliament House_Sydney Hospital,68780.05289
64,279396.8028,0,633036.0306,0,1100057.082,0,64,YES,Mrs Macquaries Chair,143531.9027
65,532611.4329,0,938933.3424,0,1367756.414,2607.05,65,YES,Sydney CBD_King St Wharf_Southern End,14395.44479
66,553286.8459,0,975253.5638,0,1406559.626,1435.695,66,YES,Sydney CBD_Slip St,16475.59194
67,595570.2941,0,1045099.18,0,1474977.254,1271.539,67,YES,Sydney CBD_Lumley House,19926.0001
68,624702.1311,0,1095124.871,1616.415,1511831.546,2094.771,68,YES,Sydney CBD_Red Cross House,14129.87804
69,649439.5988,0,1110700.026,1132.641,1540817.677,1952.668,69,YES,Sydney CBD_AWA Building,8170.834637
70,618703.3539,0,1085522.959,1230.463,1497735.829,1952.668,70,YES,Barrack St and York St,7780.211811
71,662425.1484,0,1146003.065,2463.351,1563460.039,1016.514,71,YES,Centenary Square,7520.760436
72,624109.8986,0,1119524.284,2231.027,1513477.7,1016.514,72,YES,Centenary Square and George,10913.76096
73,643838.2046,0,1140932.058,232.324,1544322.327,919.422,73,YES,Sydney CBD_No.1 Martin Place,24095.53391
74,653928.6428,0,1127760.981,0,1530798.898,1220.063,74,YES,MLC Centre Sydney,19218.99924
75,661320.9548,0,1129542.238,0,1519406.298,941.165,75,YES,Martin Place and Elizabeth St,10794.63396
76,675412.0045,0,1141519.424,493.917,1523316.943,194.207,76,YES,Martin Place and Phillip St,9440.499185
77,696186.7067,0,1136004.969,0,1508295.597,1220.062,77,YES,Martin Place Station,14175.2392
78,559522.715,0,994268.0513,0,1407068.567,2033.433,78,YES,Star City_Pyrmont Bay Ferry Wharf,22341.37156
79,539763.7072,0,972729.844,0,1384357.105,1198.568,79,YES,Sydney Aquarium,42496.50077
80,574092.8542,0,1013672.069,0,1412382.041,1271.539,80,YES,Allianz Centre,22366.29744
81,601412.6483,0,1047764.909,1132.64,1457872.292,2506.145,81,YES,King St and Clarence St,15089.06279
82,628226.8848,0,1084681.236,2231.027,1514196.944,1656.462,82,YES,Westpac Building,16846.33276
83,622301.3076,0,1091641.63,2231.027,1493463.81,1870.854,83,YES,King St and George St,17061.28475
84,635368.8418,0,1119773.269,0,1522926.388,1220.063,84,YES,Sydney CBD_Strand Arcade,16576.71142
85,643156.7817,0,1110231.675,0,1501429.264,1220.062,85,YES,Sydney CBD_Centrepoint,15275.41577
86,664435.1375,0,1086262.635,0,1481142.299,941.165,86,YES,David Jones_Elizabeth Street,12122.55966
87,681737.1961,0,1109749.132,0,1487923.725,640.525,87,YES,Law Courts Building Sydney,11853.1391
88,540322.3715,0,948476.539,0,1376484.825,2033.433,88,YES,"Darling Harbour_Novotel, Grand Mercure, Ibis",39939.40502
89,500885.0621,0,935810.1077,0,1341063.328,2113.133,89,YES,Harbourside_Darling Harbour,93823.6793
90,536905.2144,0,978755.5809,0,1357029.52,1198.567,90,YES,Cockle Bay Wharf,12729.91793
91,507687.767,0,941994.5848,0,1336454.125,2113.133,91,YES,Cockle Bay Wharf_East,28385.95123
92,627792.0721,0,1066481.791,2231.027,1439412.078,1559.37,92,YES,Market St and Kent St,18947.31594
93,670392.4284,0,1110217.61,0,1503735.468,1220.062,93,YES,Market St and Clarence St,12537.29958
94,694974.4536,0,1127144.403,412.549,1508664.743,1220.062,94,YES,Market St and York St,15443.30979
95,709154.7273,0,1158650.752,412.548,1536501.467,1414.269,95,YES,Queen Victoria Building,11986.26124
96,703359.3441,0,1127704.296,0,1500351.817,1414.269,96,YES,Sydney CBD_Galeries Victoria,28064.59261
97,659982.8692,0,1110761.828,5057.048,1479301.534,941.165,97,YES,Piccadilly Arcade,28769.26751
98,672796.6858,0,1135278.43,0,1479775.085,640.525,98,YES,Sheraton On The Park,19184.57676
99,579723.3555,0,975062.1668,746.6879,1368198.202,919.423,99,YES,St. Mary's Cathedral,20220.24647
100,539643.7119,0,936152.218,0,1327589.437,1738.276,100,YES,Art Gallery Of NSW,186788.4385
101,629217.792,0,1046674.302,2231.026,1429219.131,1656.461,101,YES,Darling Harbour_Crown Plaza Hotel,15834.87293
102,642977.1416,0,1093102.549,4824.724,1464864.883,1220.063,102,YES,Druitt St and Kent St,13826.33208
103,738848.3426,0,1185230.487,0,1552085.429,1414.269,103,YES,Sydney CBD_Sydney Town Hall,26694.84618
104,774605.9852,0,1185163.237,2033.432,1567817.226,1414.269,104,YES,Town Hall Station,16072.83088
105,748468.6536,0,1201405.094,0,1543798.993,640.525,105,YES,Sydney CBD_Defence Plaza,14487.8945
106,709353.1683,0,1132742.759,493.917,1490605.067,194.206,106,YES,Park St and Elizabeth St,9942.012928
107,681985.8491,0,1070963.461,726.24,1450881.403,194.207,107,YES,St James Station,193075.4495
108,479547.3153,0,854858.904,5856.1824,1276790.477,1539.516,108,YES,Exhibition Centre_Darling Harbour,150505.3481
109,606152.3387,0,1019048.326,2231.027,1396045.555,1016.514,109,YES,Millennium Towers,22973.25763
110,635787.7968,0,1079069.145,4824.723,1462937.973,1220.063,110,YES,Bathurst St and Kent St,20750.75601
111,705289.561,0,1147428.45,0,1525919.523,1414.269,111,YES,Greater Union Cinema Centre,22793.48345
112,746292.4009,0,1176071.172,0,1547424.129,941.165,112,YES,Bathurst St and Pitt St,11404.28474
113,699229.3081,0,1121621.266,412.548,1493192.194,1414.269,113,YES,Wilmot St and Pitt St,5237.621604
114,646199.4101,0,1090699.76,412.548,1462140.985,1414.269,114,YES,Court Of Petty Sessions,15263.08821
115,679966.5086,0,1062495.635,0,1441018.446,640.525,115,YES,Bathurst St and Castlereagh St,21789.64453
116,695264.4258,0,1082534.106,493.917,1459050.015,194.207,116,YES,Bathurst St and Elizabeth St,15744.04239
117,584761.9934,0,977111.7454,3729.5931,1348966.636,1414.269,117,YES,Liverpool St and Sussex,19668.80926
118,632272.4081,0,1036030.019,412.548,1418951.097,1414.269,118,YES,Liverpool St and George,19684.19281
119,663612.8656,0,1038420.978,0,1421717.565,941.165,119,YES,World Square Sydney,26149.04053
120,663586.3616,0,1015359.84,644.872,1405286.09,941.165,120,YES,Masonic Centre,16347.60654
121,679236.8402,0,1059976.821,2113.132,1451094.687,194.207,121,YES,Sydney CBD_Downing Centre,10757.60982
122,668175.5527,0,1031419.366,2113.133,1433666.771,194.206,122,YES,Liverpool St and Nithsdale St,13472.45923
123,626318.1718,0,978561.1529,232.324,1386317.465,640.525,123,YES,Liverpool St and Commonweath St,15796.49971
124,614657.8192,0,960189.3779,0,1355654.39,640.524,124,YES,Liverpool St and Wentworth St,10162.97601
125,549709.1881,0,933838.6197,2714.8014,1327194.198,2969.183,125,YES,Entertainment Centre,53119.8559
126,577774.506,0,942037.4607,3855.3762,1333285.613,1414.269,126,YES,Holiday Inn_Chinatown,14490.35532
127,617046.8799,0,1016686.696,644.872,1382263.262,1414.269,127,YES,Sussex Centre_Chinatown,8467.153021
128,637911.8593,0,1033739.204,968.83,1395808.269,1414.269,128,YES,Little Hay St and Sussex St_Chinatown,5928.615293
129,654747.4184,0,1057052.691,2219.347,1432855.552,941.165,129,YES,Goulburn St and George St,14109.95469
130,639290.6589,0,1034202.718,493.917,1405441.311,1414.269,130,YES,Scruffy Murphys,22704.04237
131,616418.236,0,993193.0193,0,1404673.152,1414.269,131,YES,Regis Tower,18089.7868
132,642089.0193,0,990589.4463,0,1408307.291,640.525,132,YES,Goulburn St and Wentworth St,20109.46225
133,645309.6247,0,1041246.244,2033.432,1426175.077,1414.269,133,YES,Capitol Square,11803.27491
134,677362.096,0,1089775.298,2033.433,1473526.069,1414.269,134,YES,Sydney CBD_Belmore Park,63159.93173
135,617862.2285,0,1006591.963,2033.433,1401314.795,1414.269,135,YES,Paddys Market,19807.01643
136,487476.476,0,868819.541,746.6878,1271853.504,2712.165,136,YES,UTS_Ultimo_East,37750.69755
137,617862.2285,0,1006828.188,2033.433,1403728.762,1414.269,137,YES,Hay St and George St,6217.884181
138,684073.3822,0,1065427.61,2435.335,1445122.47,640.525,138,YES,Central Square MLR Stop,6141.059324
139,661278.1732,0,1049835.898,2033.432,1434412.626,941.165,139,YES,Parker St and Hay St,4997.040586
140,617134.8287,0,1012511.968,493.916,1419902.466,1414.269,140,YES,Sydney CBD_Sydney Central Building,10195.43286
141,588073.7831,0,989478.985,493.9168,1380284.493,1414.269,141,YES,Ultimo St and Hay St,8099.011109
142,654730.7362,0,1026039.214,2033.433,1431011.374,941.165,142,YES,Ultimo St and George St,22076.00184
143,691644.6044,5856.1824,1077478.195,3182.163,1464323.018,194.207,143,YES,Sydney CBD_McKell Building,6937.284639
144,589337.8661,0,985828.5724,644.8724,1391643.945,1414.269,144,YES,Sydney TAFE,26313.20257
145,695087.511,0,1091212.442,2435.335,1467470.861,640.525,145,YES,Rawson St and Pitt St,14492.18868
146,757147.877,0,1204923.44,2033.432,1577093.343,941.165,146,YES,Central Station,133134.5415
147,16745.5369,0,436501.7124,0,792492.2998,0,147,YES,Goat Island,64184.28731
148,83546.30351,0,477526.9026,0,849571.4291,0,148,YES,Fort Denison,4123.15218
149,528047.9274,0,949631.4523,0,1389819.671,2113.133,149,YES,Sydney CBD_Jenkins St,17113.30218
150,521584.0769,0,922666.4151,0,1347281.102,2033.433,150,YES,Sydney CBD_King St Wharf_Southern End,12229.09607
151,432159.6406,0,801522.9676,0,1262048.704,7055.75,151,YES,Pyrmont_Darling Island,112076.02
152,407131.117,0,731423.6395,0,1185115.684,2231.027,152,YES,John St Square MLR,190243.6129
153,478992.022,0,891439.9584,0,1314338.637,412.548,153,YES,Fish Markets MLR,170909.7133
154,577520.0185,0,1000663.858,0,1434643.585,2033.432,154,YES,Hardwood St,35693.56715
155,507464.4423,0,905013.2495,0,1342365.593,0,155,YES,Experiment St,26340.36787
156,461071.7162,0,851750.3766,0,1281744.27,412.549,156,YES,Wentworth Park MLR,128912.9083
157,428680.8886,0,790912.8273,0,1200485.161,2435.336,157,YES,Powerhouse Museum Ultimo,216002.2913
158,402037.0128,0,813082.6189,0,1189368.718,2165.59,158,YES,Broadway Shopping Centre_Glebe_Mountain St and Small St,127790.3181
159,491875.3943,0,844019.1415,746.6878,1236645.587,2712.165,159,YES,UTS_Ultimo_West,186450.6843
160,552867.9127,0,932969.7093,2714.8014,1329881.036,1870.853,160,YES,ABC Ultimo Centre,24653.01667
161,676738.405,0,1172954.585,0,1559221.161,919.422,161,YES,Sydney CBD_Perpetual Trustee Building,13745.71999
162,664079.1875,0,1125072.894,232.324,1518312.091,1414.269,162,YES,Sydney CBD_Myer Building,10138.71448
163,102828.5062,0,572403.4644,0,956857.344,0,163,YES,Garden Island,381186.0623
164,245372.5065,0,637800.9637,0,1051222.359,4824.724,164,YES,The Finger Wharf Apartments,52090.21364
165,394722.2434,0,752523.5449,0,1184271.48,441.187,165,YES,Woolloomooloo_Dowling St and Nesbitt St,151331.1847
166,277078.3322,0,675012.2709,0,1074091.055,0,166,YES,St Vincents Catholic College,86089.02352
167,185414.2069,0,611072.9293,0,1010780.121,2231.026,167,YES,Elizabeth Bay House,170159.0173
168,548999.2747,0,926535.1315,0,1321189.67,0,168,YES,Cook and Phillip Park,91441.36857
169,477002.7311,0,850222.6832,0,1243095.91,1098.328,169,YES,East Sydney High School,84997.09303
170,489271.7854,0,865039.95,0,1252649.847,1271.54,170,YES,Kings Cross Station,102648.539
171,532755.7931,0,914735.3845,0,1307230.715,1098.329,171,YES,Kingsgate Shopping Centre,99450.84371
172,450180.6451,0,796820.1532,0,1218190.401,1098.329,172,YES,El Alamein Fountain,32089.49261
173,320642.5594,0,693439.7548,0,1105440.715,0,173,YES,St Luke's Hospital,205467.0947
174,648546.1624,0,1120177.749,0,1525823.693,1220.063,174,YES,Sydney CBD_Sky Garden,8448.473521
175,481084.4472,0,837568.9292,0,1231243.819,919.422,175,YES,National Art School,54079.37649
176,586009.4383,0,969485.7691,0,1359123.677,919.422,176,YES,Australian Museum Darlinghurst,44556.35581
177,614430.5337,0,957222.2668,0,1354775.619,746.958,177,YES,Darlinghurst_College La and Francis St,7837.562081
178,543579.9625,0,917518.4873,0,1290791.063,919.422,178,YES,SCEGGS_Darlinghurst,150101.8937
179,494666.2238,0,861392.5608,0,1253545.373,0,179,YES,Darlinghurst Rd and William St,103746.9977
180,388003.5332,0,750599.9176,0,1150846.422,0,180,YES,Belvedere Bridge Darlinghurst,195724.3838
181,554074.3813,0,931861.7798,0,1339014.67,446.318,181,YES,Marriott Hotel,8356.217782
182,520149.024,0,885604.8568,0,1250715.973,194.206,182,YES,St Vincent's Caritas Centre,96565.14795
183,419907.2677,0,810270.2464,0,1214547.095,473.104,183,YES,St Vincent's Hospital,109892.8645
184,531156.7638,0,885742.2654,0,1255293.19,194.206,184,YES,Darlinghurst_Little Oxford St and Crown St,37771.28775
185,441353.1774,0,838850.5736,1098.3288,1224997.732,0,185,YES,Paddington_Flinders St and Taylor St,46879.10725
186,404581.5077,0,715590.8891,0,1179532.991,2231.027,186,YES,Darling Island_Pyremont Park,142837.3689
187,531248.2825,0,944944.0027,0,1370307.117,401.902,187,YES,City Star Casino,126462.5923
188,579759.6883,0,939626.6177,0,1342467.592,446.318,188,YES,Oxford Square,47579.91999
189,573563.6181,0,956348.8359,412.5483,1342688.805,1220.062,189,YES,Goulburn St and Brisbane St,29150.99879
190,532768.243,0,896551.1505,412.5483,1282580.731,919.422,190,YES,Sydney Police Centre,30316.65012
191,514073.0498,0,876823.6036,0,1258174.603,746.958,191,YES,Darlinghurst_Lower Darling St,10865.46848
192,643873.6323,0,1009040.707,493.917,1429353.198,1414.269,192,YES,Campbell St and Mary St,27883.46256
193,539487.0398,0,942763.6354,412.5483,1335857.376,1414.269,193,YES,Campbell St and Riley St,87823.02853
194,745287.2469,0,1133185.816,2780.261,1511271.585,194.207,194,YES,Centennial Plaza,19079.8743
195,617195.2054,0,1004056.251,493.916,1428525.737,1414.269,195,YES,Albion St and Riley St,61938.17188
196,439019.6337,0,855608.0319,441.1871,1265290.149,194.207,196,YES,Albion St and Flinders St,200637.2489
197,744884.9369,0,1145572.598,3182.162,1526475.977,194.206,197,YES,United Dental Hospital Of Sydney,48153.17301
198,608295.5029,5856.1824,994672.0501,3368.0767,1422400.842,194.207,198,YES,News Ltd,107285.5227
199,419798.5096,0,855397.5355,2508.3464,1259111.142,941.165,199,YES,Bourke St and Arthur St,207204.5252
200,629711.4435,0,1023370.822,0,1415433.082,1414.269,200,YES,Prince Alfred Park,90732.58601
201,580883.2917,0,979167.3079,3008.952,1382153.259,640.525,201,YES,Strawberry Hills_Elizabeth St and Belvoir St,190652.9734
202,415699.413,0,860464.3718,3008.952,1263096.259,640.525,202,YES,Bourke St and Mort St,154619.2077
205,563691.9419,0,944485.761,7539.5248,1333460.08,1957.102,205,YES,Lee St_Sydney,32822.56965
206,470594.7031,0,867482.1437,746.6879,1279752.265,2148.615,206,YES,CUB Site Chippendale_North,67788.95451
207,334235.2435,0,829655.3863,5856.1824,1261879.846,3008.952,207,YES,Chippendale,187159.211
208,639296.0059,0,1086530.559,644.873,1474526.387,1414.269,208,YES,Central Station_South,98898.45908
209,416643.865,0,899219.82,0,1331963.481,1371.778,209,YES,CUB Site Chippendale_South,76395.8509
210,590325.7246,0,1058987.725,1587.64,1471351.31,3228.585,210,YES,Darlington_Everleigh St and Hudson St,82407.67615
211,573895.9503,0,1053177.377,7468.299,1468726.554,919.422,211,YES,Redfern_Wells St and Renwick St,48427.51673
212,450404.786,0,928431.3596,1103.8649,1362611.677,1738.276,212,YES,Redfern Mail Exchange Redfern,183141.6782
213,421201.8302,0,866398.3033,0,1281586.537,1414.269,213,YES,Redfern,84579.03101
214,263222.0435,0,798583.8383,0,1180350.307,941.165,214,YES,Surry Hills Shopping Village,198242.5414
215,685872.3126,0,1140160.429,232.324,1571641.069,1414.269,215,YES,Redfern Station,125999.118
216,395633.1338,0,891529.7511,0,1345783.667,2607.05,216,YES,Everleigh,142960.5037
217,517120.9486,0,1016032.284,5928.588,1427141.686,919.423,217,YES,Redfern_Wyndham St and Boundary St,51585.44232
218,432414.2607,0,912218.9236,746.6879,1348244.6,0,218,YES,Rachel Forster Hospital,100300.5217
219,433588.0272,0,887833.2277,0,1309968.944,446.318,219,YES,Redfern Oval,145169.5759
220,324633.5448,0,806126.6872,493.9168,1198479.853,194.206,220,YES,Redfern_Baptist St and Zamia St,91638.84331
221,143340.4475,0,721273.9635,0,1045809.287,746.958,221,YES,Redfern_Charles Moore Ave,58148.03661
222,433501.2743,0,913641.9456,0,1351069.397,1098.328,222,YES,Australian Technology Park,99706.28376
223,58253.43987,0,679660.281,0,1153734.228,232.324,223,YES,Explorer St and Aurora Place,42544.25711
224,503984.7983,0,1004836.806,746.688,1432453.695,1738.276,224,YES,Australian Technology Park North,103762.0781
225,78841.58559,0,711902.1268,0,1146856.064,0,225,YES,Macdonaldtown Station,137200.347
226,90553.53979,0,541348.4763,0,935771.4235,0,226,YES,Blackwattle Bay Park_Glebe,160810.3551
227,208498.3518,0,642340.6742,0,1052352.613,0,227,YES,Harold Park_Jubilee Park_Glebe,399240.7367
228,218467.3252,0,658704.7339,0,1069946.934,746.688,228,YES,Wentworth Park,490216.2372
229,164668.5663,0,611497.5891,0,1032709.114,1103.865,229,YES,Glebe_Wigram Rd and Glebe Point Rd,315047.7143
230,75715.34645,0,561528.5035,0,915157.1783,746.6879,230,YES,Forest Lodge Public School,264510.4221
231,161914.2738,0,699212.4504,0,1036218.785,232.324,231,YES,Forest Lodge_Arundel St and Short St,173239.0197
232,237218.9607,0,714453.2978,0,1051640.025,493.917,232,YES,Glebe_Mitchell St and Westmoreland St,232952.1495
233,210765.9815,0,712997.0543,0,1090560.193,935.104,233,YES,Broadway Shopping Centre_Glebe_Glebe St and Cowper St,261480.1452
236,140646.4762,0,686204.7391,0,1027487.201,1748.737,236,YES,University of Sydney_Main Camperdown Campus,676764.9732
237,86075.25801,0,585019.6773,0,972521.3793,746.6878,237,YES,Camperdown Park,218120.3003
238,95617.40411,0,627293.0698,0,990812.9277,1103.8649,238,YES,Royal Prince Alfred Hospital,121114.5713
239,334482.4059,0,844420.6,0,1282980.971,2219.346,239,YES,Darlington,164191.115
240,549104.1461,0,1031867.723,746.688,1438010.067,2926.557,240,YES,Darlington_Edward St and Vine St,101330.1651
241,99051.17357,0,656601.3791,0,1112541.929,2714.801,241,YES,Camperdown_Australia St and Hopgate St,154119.9173
242,192899.9613,0,754482.2101,0,1168448.059,644.873,242,YES,Royal Prince Alfred Medical Centre,182355.6101
243,213602.5096,0,768350.1118,0,1214351.255,232.325,243,YES,Darlington_Golden Grove St and Abercrombie St,106463.6361
244,545795.6509,0,1026367.024,746.688,1435883.805,2743.273,244,YES,Australia Council For The Arts Darlington,47056.82315
245,307154.0562,0,814966.1787,0,1247363.505,493.917,245,YES,Newtown St Stephens Cemetery,303163.5798
246,258574.8255,0,816831.1227,0,1226550.5,2033.433,246,YES,Macdonaldtown Station_North,150254.7218
247,321713.114,0,821737.2539,0,1264659.644,2033.432,247,YES,Newtown Station_North,126811.3135
248,360390.4322,0,846876.5175,0,1289923.853,2033.432,248,YES,Newtown_Rawson St and Reiby St,164566.961
249,364607.7169,0,863023.2048,0,1295520.952,2435.335,249,YES,Newtown Station_South,196527.5795
250,126703.4738,0,741702.5745,0,1176518.062,232.324,250,YES,Newtown_Kent St and College St,112151.9275
251,73531.84092,0,720384.8038,0,1139335.846,232.324,251,YES,St Peters Station_North,327894.76
252,110316.3572,0,626661.264,0,976513.2498,7539.5249,252,YES,Rydges Camperdown,122246.0573
253,57746.27346,0,678978.6476,0,1098176.026,0,253,YES,Erskineville South,81151.13159
254,452590.2474,0,900877.5377,5856.1824,1333610.226,3619.579,254,YES,Macdonaldtown Station_South,83338.53876
255,322396.6794,0,840665.8768,0,1283212.915,2033.433,255,YES,Erskineville Station_West,98362.93558
256,191964.511,0,793542.7797,0,1223839.54,0,256,YES,Erskineville Station_East,214555.2394
257,93446.28139,0,745329.0397,0,1161602.848,1098.329,257,YES,Alexandria,153909.5515
