num_opportunities,EMP_2016,,,ERP_2016,,
1,637053.0487546601,637053.0487546601,0,0.00010299,4.09373E-05,511306.0568
2,755411.9956,754544.0389,867.9566693,0.00010299,4.85431E-05,
3,915972.4289,912192.6289,3779.800021,0.00010299,5.88607E-05,
4,1006778.723112822,1001489.621840222,5289.101273,58.99529221,37.0595071,
5,991385.7852,987289.8587,4095.9265,142.8118795,88.33956896,
6,676491.5382,676491.5382,-1.68E-05,48.40819099,20.43287488,
7,800291.3788,797901.672,2389.706754,178.3730884,89.06882514,
8,771815.8014,770947.8447,867.9567484,62.80657353,30.24593537,
9,616753.877,609813.4915,6940.385472,377.5755298,145.2994539,
10,719157.5091,718636.7351,520.7739972,92.57474947,41.5398399,
11,675140.0701,675140.0701,4.606E-05,0.00010299,4.33848E-05,
12,692904.2567,692904.2567,-2.44E-06,24.53771006,10.60853744,
13,841184.1601,839867.2293393901,1316.930799,32.26452915,16.93419948,
14,889647.2079,886862.5466280701,2784.661247,14.29122678,7.932965845,
15,729980.3099,729459.5359,520.7740154,26.29969088,11.97870979,
16,892394.5659,888591.8448,3802.721143,0.00010299,5.73456E-05,
17,782817.7865,779015.0654,3802.721139,0.00010299,5.03042E-05,
18,830116.2399,828799.3091,1316.930847,56.94404446,29.49412208,
19,833387.5361,832070.6053,1316.930755,373.1507618,194.034782,
20,936409.7822,932607.061,3802.721223,73.75688622,43.09399623,
21,970937.5671,967780.3384,3157.228705,12.42697009,7.528436844,
22,1009453.953586132,1004964.159253232,4489.794333,0.00010299,6.48679E-05,
23,1003702.5571372241,999994.9884789241,3707.568658,312.8469003,195.9228729,
24,917725.786,914110.7455,3615.040488,181.1260925,103.7151515,
25,1025326.913642332,1019757.006302832,5569.90734,7.067088463,4.521173136,
26,1100741.4704643341,1095423.1824186342,5318.288046,6.464326556,4.439733171,
27,1006842.250547332,1002145.927461932,4696.323085,208.3514625,130.8899309,
28,1033382.614530732,1028686.291445332,4696.323085,289.3970132,186.5964808,
29,1094238.301996232,1089846.081195532,4392.220801,0.642453825,0.438633791,
30,1055418.587649932,1050928.793317032,4489.794333,27.62682143,18.19298295,
31,1067945.917751232,1064238.349092932,3707.568658,16.333015,10.88338204,
32,1075394.188836332,1070569.950948032,4824.237888,266.4666687,178.7964252,
33,1062994.112896634,1058122.303976234,4871.80892,0.00010299,6.83084E-05,
34,1059902.880824334,1055031.071903934,4871.80892,27.43729271,18.14494193,
35,856621.1414,851644.0123,4977.129119,13.848952,7.402083026,
36,1068313.476316232,1065052.386783232,3261.089533,0.00010299,6.86502E-05,
37,1121132.419742032,1115824.407427132,5308.012315,0.00010299,7.20444E-05,
38,1098507.061089532,1093682.823201232,4824.237888,0.642446818,0.440340153,
39,1115394.003741532,1110085.991426632,5308.012315,0.00010299,7.16756E-05,
40,1147965.221147172,1143140.983258872,4824.237888,82.63511608,59.18908494,
41,1124964.717268762,1120140.479380462,4824.237888,6.083398538,4.270054561,
42,1108702.405391762,1103878.167503462,4824.237888,0.00010299,7.12456E-05,
43,1099997.837627462,1094689.419904462,5308.417723,0.00010299,7.06863E-05,
44,1097913.990212452,1093018.037769152,4895.952443,0.00010299,7.05524E-05,
45,1085357.483692912,1081143.400716312,4214.082977,179.8712483,121.8099619,
46,1147270.841487842,1142893.082724842,4377.758763,92.55002448,66.2507421,
47,1185995.676371372,1181617.917608372,4377.758763,242.9354251,179.7720654,
48,1182994.687029272,1178616.928266272,4377.758763,12.38459587,9.141403668,
49,1140778.153918972,1134765.532245672,6012.621673,16.65509752,11.85486545,
50,1145491.5093947721,1141586.953830072,3904.555565,0.00010299,7.36097E-05,
51,1132906.038260762,1129001.482696062,3904.555565,14.51982728,10.26369163,
52,1147453.282146822,1145072.163729322,2381.118418,0.00010299,7.37358E-05,
53,993832.7625,989736.8361,4095.926441,0.608113496,0.377091033,
54,1124213.9454750621,1119389.707586762,4824.237888,1.851264205,1.298570778,
55,1148503.396900862,1144125.638137862,4377.758763,1.110747196,0.795968284,
56,1157689.996191282,1151677.374517982,6012.621673,13.10067463,9.463116671,
57,1191646.693936012,1185634.072262712,6012.621673,49.9156758,37.11356911,
58,1175417.939082792,1169405.317409492,6012.621673,0.796847896,0.584407793,
59,1146960.730773822,1144579.6123563221,2381.118418,0.00010299,7.37041E-05,
60,1080972.334924302,1077264.766266002,3707.568658,46.75710141,31.53627638,
61,1149619.779713362,1147397.125350562,2222.654363,0.00010299,7.3875E-05,
62,1138737.047975412,1136514.393612612,2222.654363,91.76152943,65.19771082,
63,1114576.838749462,1111753.787768662,2823.050981,30.11767072,20.94496545,
64,634352.9614,633036.0306,1316.930797,3.195967297,1.264973862,
65,942318.1879,938933.3424,3384.845541,528.3963552,310.6745231,
66,980230.693,975253.5638,4977.129152,0.00010299,6.299E-05,
67,1049588.974248132,1045099.179915232,4489.794333,138.8149333,90.90833467,
68,1100432.883389132,1095124.871074232,5308.012315,0.00010299,7.07142E-05,
69,1115524.263916532,1110700.026028232,4824.237888,54.51634872,37.94495442,
70,1090830.971729032,1085522.959414132,5308.012315,74.44696069,50.67020788,
71,1152015.686669172,1146003.064995872,6012.621673,0.00010299,7.4029E-05,
72,1123902.042657062,1119524.283894062,4377.758763,0.631209554,0.442639613,
73,1145022.527613162,1140932.058081862,4090.469531,9.296291089,6.641589031,
74,1130142.099718212,1127760.981300712,2381.118418,7.429876834,5.239175197,
75,1132365.288507662,1129542.237526862,2823.050981,0.00010299,7.27662E-05,
76,1143742.078183962,1141519.423821162,2222.654363,2.12463254,1.516212879,
77,1138227.623248062,1136004.968885262,2222.654363,15.48768274,10.99926887,
78,996657.7581058521,994268.0513,2389.706806,0.00010299,6.40456E-05,
79,977706.9731,972729.844,4977.129137,22.0473012,13.44969393,
80,1016933.158697522,1013672.069164522,3261.089533,845.0590729,536.2011373,
81,1052589.146635532,1047764.908747232,4824.237888,102.2352226,67.14407389,
82,1089058.994979132,1084681.236216132,4377.758763,11.77703801,8.002685258,
83,1096465.868381832,1091641.630493532,4824.237888,0.631211547,0.431835464,
84,1124151.028140692,1119773.269377692,4377.758763,23.94850525,16.79775828,
85,1114609.434143432,1110231.675380432,4377.758763,0.00010299,7.16252E-05,
86,1090591.903458262,1086262.635039062,4329.268419,1.586547553,1.07960184,
87,1112572.183340762,1109749.132359962,2823.050981,0.00010299,7.14943E-05,
88,950866.2457,948476.539,2389.706745,440.0987338,261.1065722,
89,939555.382,935810.1077,3745.27427,6.419590335,3.763378961,
90,983245.3753,978755.5809,4489.794367,6.116354161,3.752345251,
91,945739.859,941994.5848,3745.274222,0.00010299,6.07736E-05,
92,1072494.413021682,1066481.791348382,6012.621673,333.1503288,222.9377112,
93,1114122.165804032,1110217.610239332,3904.555565,230.0699412,159.9340554,
94,1131473.671747632,1127144.403328432,4329.268419,55.34771426,39.07440706,
95,1162980.020464862,1158650.752045662,4329.268419,6.11624361,4.438183784,
96,1132033.564879932,1127704.2964607321,4329.268419,45.55049807,32.17367626,
97,1116774.449835932,1110761.828162632,6012.621673,15.50459424,10.8037401,
98,1139368.8997010621,1135278.430169762,4090.469531,53.49065266,38.02686397,
99,979439.9256,975062.1668,4377.758809,25.07363012,15.32298131,
100,940529.9767,936152.218,4377.758742,17.63874771,10.351151,
101,1052686.923176242,1046674.301502942,6012.621673,135.3819332,88.92178926,
