TZ16_CODE,30_lin,45_lin,60_lin,30_log,45_log,60_log,Average_Price
3,64875565.876091346,21772402.721565723,9508022.894630125,5655833.939692697,3408997.946784585,2144187.7922064727,22182041.84136262
4,1917992.5749143253,2237439.00636208,318758.709226191,123413.67074122888,257835.948261028,54127.181140831875,1192300.279472016
5,24713650.849703398,20245118.48735472,2884238.5870252084,2054431.035323507,3016715.0459089275,628042.3757571098,12171132.672297793
6,816997.7910259832,1183453.788750273,446818.3489646001,300878.0134604695,714817.7837780105,336799.8340185852,729736.6799860331
7,2107456.178406579,2605656.32173469,1530688.1528967337,466913.39915796,1048527.3586733232,847085.8646701908,1807843.0878045643
8,2283519.900840484,2892141.3821342937,1114111.8829418502,604269.0612322525,1270792.611363369,661722.6058910965,1816715.9153708376
9,4.5942000000000007e-07,767.0177429364601,1524.1215515958002,2.2525997388832405e-08,59.46308865780694,139.63025252630635,763.7130982577445
10,2220934.1687355274,2696978.0815741774,849244.8425419269,668366.3089845275,1386698.9448135924,562439.5413593136,1663624.3876587106
11,4873198.634895036,4744883.599271568,2494792.5709921177,184196.15593570314,290344.56665684545,197174.56027530108,3256124.5218930184
12,1807161.977362822,1212253.612351237,622120.3419878094,431609.64501693763,484480.6700135228,319131.4851144328,984586.588509642
13,8881608.096321201,2991292.053336018,1623716.8797124038,680251.7621307726,385698.1536289145,294407.6544984476,3131979.6207581363
14,6886724.987831422,2190576.136815058,843423.0379771658,675322.780902169,374422.3642070733,210724.90994511222,2271674.353053007
15,895204.5583790401,1326575.962964784,308965.947286752,145599.28542435812,364439.23196325026,109748.80299104966,718647.9440510784
16,1777934.0754815964,821613.8526061828,247413.05659095832,143310.77170966228,120777.75991738724,52491.963833875714,676549.7775975902
18,11212183.1274024,3918498.9794544,1690390.9577808003,2963112.4422704796,1803998.8384748707,1081403.282063662,4232179.240690547
19,41741087.016966015,17663855.160971224,7758623.761568854,4641161.375462033,3446964.985144574,2107844.7527099904,16204534.372918038
20,4028149.0124384407,6644296.085739956,1615340.9264192842,329186.9660359488,947175.5302399325,344561.17949552124,3479435.0004654787
21,2319179.145795266,4194658.530396462,773792.5439442794,222792.54487412114,730575.9358054348,204453.45108037713,2079812.3065584784
22,929017.2189194422,2910060.5770699237,629530.4997750979,91116.16633819864,517489.2381678965,168601.8397355992,1349885.9231579474
23,1221748.3079055424,5155189.531039547,865754.6511690385,565996.8126478598,4363718.986095948,1111193.9539176752,2304938.914161762
24,4553762.619670875,2272856.854884615,624337.200983691,690303.9380226632,608671.9390691459,244077.74662937998,1839742.4449050252
25,2818273.2307528504,2037195.2310941592,436209.75383616006,400317.93190733617,515234.22867785813,166137.49705890496,1360900.1887534708
26,178509.57392748413,612869.2019221699,164394.61986352547,13356.69150828034,86051.03718945137,35340.94383087737,291065.65150119254
27,3585890.554182593,2464167.4174470655,503323.72977427713,762468.4878552387,941406.9806279232,282437.1356548538,1713890.222746753
28,2510401.5543446387,2098968.19163833,450601.09515606903,641254.0359877035,960053.596407562,308020.19470916264,1375132.3606535234
29,7779730.923206541,2033192.9323205499,518973.6150086966,3089052.628468135,1447517.430841079,567640.5429646169,2662186.107722195
30,62633267.6548943,26478234.158245265,5449428.248753576,13513727.73948784,10135167.521047574,3170609.0667620907,23333720.034729972
31,5961357.160915261,4838243.795957338,1277531.0443133495,1596489.3717535362,2312532.750393882,944902.2390230988,3298232.7022016956
32,4237433.679592903,3398472.8348519756,767627.5399623185,454699.74806309585,660705.0288149823,228481.2313644295,2170722.3628807645
34,1474049.9834029125,1952477.487875178,443563.25881925254,395036.8127381942,963573.6931434773,341847.81438277033,1110194.7149216614
35,14073338.584180497,25713095.4413955,7245007.175392093,237061.03736770857,771294.5312399067,308735.1275701589,13371100.809187232
36,348951.71922910004,285358.101998244,67107.430470816,33903.23528999677,50747.30173332217,18073.729431714182,181297.66990953614
37,4800084.181706385,1921451.7349643419,442512.18497950205,1470800.5505136354,1080761.6344158617,382206.5918499015,1833135.4286846176
38,2359915.138517918,1049322.2205189532,248040.7486109406,461251.96325187763,383396.48907347315,135487.56426957785,902648.8400049306
39,10704803.618007038,3134654.7373502674,779731.030833228,2891173.8462890275,1567293.0558236483,590433.1215793872,3570791.500110509
40,11371873.629266692,2545563.3079958176,642642.6614826529,3921869.199474464,1628897.2358115776,640812.9819380085,3611692.4612830165
41,3511040.8582809307,1211175.8574544273,264431.5668781606,1454939.214452724,908036.8211882808,308297.4986617393,1319532.486899805
42,3107629.0912160003,1256883.98052392,288831.16658556,958066.5284392174,708338.5979175249,252991.9134543967,1192854.3189790295
43,1007220.2809669,888803.296360672,195177.90801154802,301475.8045450314,482668.95156125835,165786.25446746827,579443.0823760619
44,6475790.73127935,5981301.070912083,1709307.435659293,522811.4251348976,891866.5883692311,399111.0589958807,3729969.861592833
45,2270479.0891331737,2973351.9889199506,787375.9706832,948699.6190278928,2322382.154593342,968434.0990278334,1790105.7712278946
46,1958751.5096621548,594592.1313293563,124023.0343111443,1034147.1833535478,608189.1319186689,194652.46842131452,738354.8373827841
47,18102195.958893873,4360260.108468926,721549.1820496869,4007418.795462515,1870304.9685720806,489509.5058793168,5378872.222565603
48,13325964.080517922,2954424.81377988,652888.0369843801,4242925.223553201,1766379.0041005113,613111.5295655819,4130585.8342666067
49,11917203.66913362,2628193.864893374,735074.3274902776,4931970.905279363,1987860.4776003247,867970.677525292,3929285.1598633807
50,9534231.604868587,2359589.7120346026,616301.1058756923,4182869.1089984355,1899197.13334116,777170.0780026638,3278147.058281269
51,7084224.425888089,2145439.6753679034,589240.8821917434,1785937.8216798755,987942.6809974803,424231.6007269286,2389920.5604478763
52,4465780.895548928,2007093.462491314,344316.74616310827,1898689.025846686,1579375.5682916692,426481.35879509686,1844548.389784076
53,20687245.439923108,16221254.56082189,2310975.1611983445,1713271.724605805,2454048.2868563165,509337.1278719377,9910829.434761565
54,4179435.8333799243,3118470.224918135,852673.801978287,552996.7191586014,785429.4282772907,328203.3564182738,2112453.4343885616
55,3952794.500054676,1597195.0939497072,297424.4029545638,1009672.6785361195,770825.8773552643,221174.2115151948,1458617.6953998897
56,5013302.915843644,1528179.7081898325,298226.7275207051,1363343.8925251423,822750.6104106517,247872.03441149014,1671576.6132983102
57,61783392.09709502,14854539.828893896,2280672.505392546,6308005.722683869,2969993.118872835,723219.7039581251,17060303.748058632
58,30216020.016361948,7246966.725309205,1211768.2426467955,7279991.614021482,3321361.7235896885,873043.9532055948,9068913.594382573
