num_opportunities,EMP_2016,,,ERP_2016,,
1,1114654.52,1099931.164,14723.35605,0.00010299,2.50E-05,"448,770"
2,1199637.53,1188749.677,10887.85361,0.00010299,2.69E-05,
3,1340892.127,1336597.471,4294.655836,0.00010299,3.01E-05,
4,1440491.635,1434338.518,6153.116591,58.99529221,18.50347863,
5,1431981.23,1425828.113,6153.116591,142.8118795,44.52735989,
6,1157504.498,1144015.318,13489.1797,48.40819099,12.20019652,
7,1228191.467,1224440.232,3751.234412,178.3730884,47.70025417,
8,1209303.247,1203647.425,5655.821821,62.80657353,16.5373381,
9,1101049.235,1089044.08,12005.15503,377.5755298,90.51819094,
10,1182395.637,1177436.651,4958.985561,92.57474947,23.83310627,
11,1113917.867,1103143.174,10774.69277,0.00010299,2.50E-05,
12,1150120.255,1139271.521,10848.73355,24.53771006,6.144726651,
13,1263853.185,1260453.657,3399.527815,32.26452915,8.878656303,
14,1282935.532,1280429.354,2506.177263,14.29122678,3.992083622,
15,1195274.482,1190614.932,4659.549783,26.29969088,6.844529148,
16,1301472.779,1299324.508,2148.271031,0.00010299,2.92E-05,
17,1210266.221,1207419.095,2847.126037,0.00010299,2.71E-05,
18,1264717.613,1258727.352,5990.260842,56.94404446,15.68076196,
19,1267306.316,1261316.055,5990.260842,373.1507618,102.9653778,
20,1319676.541,1315359.115,4317.425564,73.75688622,21.19314239,
21,1350642.904,1346300.28,4342.624476,12.42697009,3.654526202,
22,1410909.821,1408220.392,2689.429336,0.00010299,3.16E-05,
23,1392125.551,1391814.067,311.4839771,312.8469003,94.82777192,
24,1324006.683,1321500.506,2506.177263,181.1260925,52.21514411,
25,1432261.108,1429100.459,3160.648749,7.067088463,2.203880349,
26,1510666.118,1509892.374,773.7441006,6.464326556,2.126263392,
27,1445141.961,1439892.511,5249.449817,208.3514625,65.5590045,
28,1456933.14,1452619.673,4313.467096,289.3970132,91.80343938,
29,1499878.714,1497092.192,2786.521385,0.642453825,0.209808629,
30,1462136.594,1459115.736,3020.858551,27.62682143,8.795168272,
31,1453815.644,1451409.389,2406.255178,16.333015,5.170124299,
32,1476675.537,1475724.106,951.4311801,266.4666687,85.67483141,
33,1435698.521,1434478.459,1220.062371,0.00010299,3.22E-05,
34,1427002.313,1425782.25,1220.062371,27.43729271,8.524937802,
