num_opportunities,EMP_2016,,
1,304694.0583,304694.0583,0
2,389946.2795,389946.2795,0
3,508230.7839,505826.8442,2403.939688
4,552737.1197,552737.1197,0
5,547442.3155,547442.3155,0
6,342568.3747,342568.3747,0
7,447450.1412,447450.1412,0
8,395845.7489,395845.7489,0
9,297697.6284,297697.6284,0
10,387620.66789794003,387620.66789794003,0
11,337462.8743,337462.8743,0
12,357991.3728,357991.3728,0
13,436547.7296,436547.7296,0
14,477342.6209,477342.6209,0
15,380423.7929,380423.7929,0
16,502748.0414,500344.1017,2403.939688
17,405817.6646,405817.6646,0
18,447261.5575,447261.5575,0
19,452361.8475,452361.8475,0
20,505726.81285719003,505726.81285719003,0
21,543133.2914,543133.2914,0
22,562585.6056,562585.6056,0
23,567579.6191,567579.6191,0
24,502035.9218,502035.9218,0
25,561914.8784,561914.8784,0
26,636538.331,636538.331,0
27,556586.6082,556586.6082,0
28,570026.3714,570026.3714,0
29,604083.5121,603360.0462,723.465891
30,582374.3565,582374.3565,0
31,591096.8851,584156.4996,6940.385521
32,598863.0037857901,598863.0037857901,0
33,603311.9561,601496.3446,1815.611432
34,602269.8113,600454.1998,1815.611432
35,468243.0805,468243.0805,0
36,602958.8405,602235.3746,723.465891
37,639354.8454,632414.4599,6940.385521
38,637975.1687,637975.1687,0
39,635763.8847,635763.8847,0
40,658175.3548,658175.3548,0
41,624951.8058,624951.8058,0
42,623055.5261,623055.5261,0
43,615361.418,614530.5844,830.833583
44,633561.468,626874.452,6687.015986
45,635635.7673,628601.5686,7034.198717
46,693179.7807,692195.0028,984.7778491
47,709003.3021,708018.5242,984.7778491
48,686477.762,684662.1505,1815.611432
49,647009.7458,640322.7299,6687.015986
50,654630.319,646665.6171236701,7964.701854
51,653231.7839,645267.0821,7964.701854
52,663306.8282,654341.8126,8965.015513
53,559004.5483,559004.5483,0
54,659198.212,659198.212,0
55,675143.6456,674158.8677,984.7778491
56,704308.9603,703478.1267,830.833583
57,718039.5793,717208.7457,830.833583
58,694512.9885,687825.9725,6687.015986
59,665044.7916,656591.5841,8453.207471
60,659034.6986,659034.6986,0
61,692962.2791,681893.3644,11068.91469
62,666454.2852696601,655577.1685,10877.11676
63,675303.0352,665915.4592,9387.576038
64,279396.8028,279396.8028,0
65,532611.4329,532611.4329,0
66,553881.9944,553881.9944,0
67,599496.2637,595570.2941,3925.969578
68,632952.0556,626011.6701,6940.385521
69,657152.6768,656167.899,984.7778491
70,624174.0944,617233.7089,6940.385521
71,668621.2276,661934.2116,6687.015986
72,632653.8103,630838.1988,1815.611432
73,650895.294,643861.0953,7034.198717
74,663691.3892,655238.1818,8453.207471
75,670708.5308,661320.9548,9387.576038
76,692926.378,675412.0045,17514.3735
77,708390.3772,696781.8551389601,11608.52204
78,593539.6658,591135.7261,2403.939688
