num_opportunities,EMP_2016,,,,,
523,927143.9083,7256.86664,,919887.0417,906475.2847,13411.75698
524,801846.4198,16412.12783,,785434.292,739122.3635,46311.92848
525,1171221.758283062,2633.867398,,1168587.890884662,1167076.529837492,1511.361047
527,766315.4909,223.7873101,,766091.7036,755623.9311,10467.7725
530,848315.9746,5454.527061,,842861.4475,832003.8734106501,10857.5741
531,972044.9416,223.7873584,,971821.1542,966621.3605,5199.79369
532,866783.575,2.754E-05,,866783.575,857084.2257,9699.349342
533,774777.6271,5.22996E-06,,774777.6271,767721.8767,7055.750436
534,1155616.639061362,2633.867398,,1152982.771662962,1149818.636026192,3164.135637
535,957504.5897,2.5772E-05,,957504.5897,951486.3694,6018.220319
536,1041124.7908968721,474.9136958,,1040649.877201072,1034206.362791502,6443.51441
537,1226861.723837952,0,,1226861.723837952,1219656.854747482,7204.86909
538,779311.0126,-3.445E-05,,779311.0126,771253.8832,8057.129403
539,1282487.630742032,1317.909982,,1281169.720759832,1272131.284520562,9038.436239
540,654847.702,1.30599E-05,,654847.702,653720.5399,1127.162071
541,1109628.985921572,3532.997192,,1106095.988729572,1102997.905155902,3098.083574
542,809752.028,2.442E-05,,809752.028,806393.8131,3358.214904
543,718835.1995,4.92301E-05,,718835.1995,715994.9352,2840.264304
544,711264.7286,2.276E-05,,711264.7286,709033.7016717601,2231.026951
545,833984.2838009701,5454.527101,,828529.7567,826451.8866,2077.870163
548,240745.0979,2.608E-05,,240745.0979,240745.0979,0
549,330597.5378,4.268E-05,,330597.5378,330597.5378,0
550,586006.8106,-4.403E-05,,586006.8106,585505.3164567701,501.4940992
551,327992.0021,4.55999E-06,,327992.0021,327992.0021,0
554,982913.8782,223.787288,,982690.0909,978622.9953,4067.09555
555,1060330.291275602,2524.112931,,1057806.178344602,1054607.856367532,3198.321977
556,1189548.040865832,9645.798846,,1179902.242020232,1176743.0135295321,3159.228491
557,1005208.151260182,1008.884261,,1004199.2669991821,1001101.183425512,3098.083574
558,1088907.4788948721,4412.435876,,1084495.043018472,1081777.225652102,2717.817366
559,1191664.792352532,9645.798846,,1182018.993506932,1179116.465131532,2902.528375
560,974579.7156,238.1749514,,974341.5406,971143.2186,3198.321977
561,1003558.857570282,0,,1003558.857570282,1001228.642821612,2330.214749
562,1034923.230108572,900.7797591,,1034022.450349472,1031477.843673502,2544.606676
563,1106109.243651902,3403.551615,,1102705.692036502,1096798.126056332,5907.56598
564,983445.208,1.125E-05,,983445.208,981813.4798,1631.728231
565,1046137.087769482,9645.798846,,1036491.2889238821,1033588.760548482,2902.528375
566,1077428.751596812,2633.867398,,1074794.884198412,1074600.677572012,194.2066264
567,965541.0694,1.32E-05,,965541.0694,954962.7429,10578.32649
570,124340.0808,-3.41999E-06,,124340.0808,124340.0808,0
571,298894.8357,3.026E-05,,298894.8357,298894.8357,0
572,367027.4184,-1.60401E-05,,367027.4184,367027.4184,0
573,509767.6747,3.67E-05,,509767.6747,509767.6747,0
574,589699.5965,2.126E-05,,589699.5965,588063.4819,1636.114583
575,127784.9854,4.848E-05,,127784.9854,127784.9854,0
577,950352.2753,4.1372E-05,,950352.2753,945346.6883,5005.587064
578,982363.3994,698.7009797,,981664.6984,979334.4836,2330.214749
579,1150548.651822732,2633.867398,,1147914.784424332,1144018.516680862,3896.267743
580,960068.5796,698.7010259,,959369.8786,957039.6639,2330.214749
600,790210.7184,7344.82477,,782865.8936,744860.3498,38005.54383
601,696383.7926,856.4720169,,695527.3206,644632.7553,50894.56526
602,817270.3288,16521.88227,,800748.4465325701,746517.6799,54230.76668
603,699207.7223,1008.884305,,698198.838,647929.9365,50268.90154
604,859041.6474,23581.69258,,835459.9548,707446.5950776701,128013.3597
605,875707.5914,27603.22947,,848104.3619,715113.9001,132990.4617
606,773515.3403,22343.01414,,751172.3261269201,695182.208,55990.11811
607,663151.0285,7.09994E-06,,663151.0285,535576.1231,127574.9054
608,661603.9628,8.2003E-07,,661603.9628,587367.9984,74235.96443
609,1020396.034,19459.38937,,1000936.645,952798.6245,48138.02069
610,838542.0459,57944.08455,,780597.9613,762655.4015,17942.55982
611,1141933.886949822,3988.115296,,1137945.771654222,1126733.953458622,11211.8182
612,1000913.856429332,13997.03183,,986916.8246,911262.4784,75654.34624
613,1170540.015944612,4929.414526,,1165610.601418612,1132092.314944212,33518.28647
614,918949.9064,10055.85399,,908894.0524,894085.1554,14808.89697
615,1087401.883743552,20279.6985,,1067122.185244562,942035.9583,125086.227
616,838667.0586,38366.86537,,800300.1932,780993.3417,19306.85144
617,939318.0679,22698.84702,,916619.2209001901,904031.5752,12587.64572
618,1030058.557,17491.6819,,1012566.875,956780.2812,55786.59375
619,1096163.283869972,32309.26128,,1063854.022587542,872674.3586,191179.664
620,1088707.724698032,27035.37409,,1061672.350605132,875529.96,186142.3906
621,1020634.178068342,21925.40607,,998708.772,887387.194,111321.578
622,906896.2885,36395.53279,,870500.7557,859972.715,10528.04076
624,1073476.618520522,35221.10094,,1038255.517583622,503871.5761,534383.9415
625,519497.1613,-1.078E-05,,519497.1613,454646.541,64850.62029
626,24391.29071,-3.30001E-07,,24391.29071,24235.37775,155.9129561
627,921259.3109,20075.86624,,901183.4447,431776.1093,469407.3354
628,389621.1434,-4.43E-05,,389621.1434,260402.1256,129219.0177
629,792098.3755,15453.99051,,776644.385,404636.8669,372007.5181
630,939356.0667,20075.86633,,919280.2004,450944.2315,468335.9689
631,1154294.104882182,23260.61855,,1131033.486331852,458714.643,672318.8433
632,1135463.574771232,34767.27497,,1100696.299805442,182262.26328323002,918434.0365
633,381553.21684742003,1008.884247,,380544.3326,188164.8091,192379.5235
634,968060.1111711221,22061.89587,,945998.2153,84572.68547,861425.5298
635,18270.09841,1.90001E-07,,18270.09841,16009.738952489999,2260.359458
636,1216757.923737182,20298.36099,,1196459.562746452,813690.1609,382769.4019
637,1266165.669809862,23920.11943,,1242245.550379022,848985.8386,393259.7118
638,1072447.071433922,33863.11043,,1038583.960999022,640522.6199,398061.3411
639,874288.3949,16522.15727,,857766.2375981701,536722.9264,321043.3112
640,1099032.969464642,34254.77878,,1064778.190688742,706479.1362,358299.0545
641,701662.8108,1.8E-05,,701662.8108,548632.8254,153029.9854
642,1077941.185061322,34959.79438,,1042981.390683822,671484.3902,371497.0005
643,996053.6214,23011.51542,,973042.106,639023.9942,334018.1118
644,995553.8932,21097.00503,,974456.8882,623786.5615,350670.3267
645,979489.901,23056.30335,,956433.5977,598318.3382,358115.2595
646,988124.8582,23088.95827,,965035.8999,564316.9964,400718.9035
647,1155817.012869282,23260.61855,,1132556.394318952,519095.3274,613461.0669
650,917608.9741,19868.99057,,897739.9835,861827.21,35912.77354
651,920851.4657,19868.99052,,900982.4752,867778.0234,33204.45179
652,918652.7613,12925.64279,,905727.1185,883573.2003,22153.91819
653,905652.4439,20125.92542,,885526.5185,836965.2864,48561.23214
654,1166767.681041022,29492.77783,,1137274.903206792,990512.345,146762.5582
655,925077.6861,22411.94819,,902665.7379,836755.8131,65909.92481
656,1189877.469366622,12734.88295,,1177142.586419822,1108714.375391322,68428.21103
657,1282153.584204182,33251.88258,,1248901.701625722,921421.2987,327480.403
658,1000938.644711822,34548.03821,,966390.6065,790822.2950833701,175568.3115
659,1174397.115149782,37267.56994,,1137129.545209852,797337.6848,339791.8604
660,1057966.856123742,36913.11943,,1021053.736698052,853986.7166,167067.0201
661,920413.6538,25512.18601,,894901.4678,773754.8833,121146.5844
662,591938.6382,4.45E-05,,591938.6382,509482.509,82456.1292
663,1149095.759717272,44001.90444,,1105093.855278442,761800.2736,343293.5817
664,759880.4134,5.33008E-06,,759880.4134,719940.911,39939.50241
665,1208329.274264902,2641.9753,,1205687.298964472,1100746.063501992,104941.2355
666,1537005.887680862,10324.52325,,1526681.364427862,1480129.390781642,46551.97365
667,1128883.042319352,0,,1128883.042319352,1119724.137353952,9158.904965
668,1426850.518281504,5454.527051,,1421395.991230504,1401209.474560334,20186.51667
700,756335.9576,3.61301E-05,,756335.9576,718175.1633,38160.79431
701,559864.0781,3.823E-05,,559864.0781,549015.0456,10849.03256
702,893420.4693,1.68197E-06,,893420.4693,838362.2388643121,55058.23044
703,819923.1925,2.1312E-05,,819923.1925,783244.9564,36678.23609
704,806136.8568,3.34921E-05,,806136.8568,756620.042,49516.81486
705,1317024.520620087,1483.797957,,1315540.722663287,1235391.442316517,80149.28035
706,1261883.866630672,13232.44535,,1248651.421276872,1156015.433549382,92635.98773
707,1228741.034974782,1707.585287,,1227033.449687482,1158188.571690812,68844.878
710,1177702.705863542,0,,1177702.705863542,1164346.3182305421,13356.38763
711,1444305.831326054,238.1749406,,1444067.656385454,1419976.442170984,24091.21421
712,1253679.826169532,0,,1253679.826169532,1230104.794739762,23575.03143
713,1038466.402013067,0,,1038466.402013067,1003808.743610897,34657.6584
714,832798.3864,-4.76199E-05,,832798.3864,814879.7303,17918.6561
715,513091.3181,-4.974E-05,,513091.3181,494605.1367,18486.18131
716,977616.0567,4.066E-05,,977616.0567,940787.878,36828.1787
717,320264.47,4.814E-05,,320264.47,263763.2138,56501.25625
718,1217370.0538622441,0,,1217370.0538622441,1178115.965168274,39254.08869
719,1547377.689985999,6351.16246,,1541026.527525699,1493748.871817079,47277.65571
720,1262259.812599362,223.7873305,,1262036.025268862,1208373.480927492,53662.54434
723,1178754.881825762,7400.287279,,1171354.594546862,1105976.354695392,65378.23985
724,1023314.604495912,698.7010263,,1022615.903469612,938932.7402,83683.16329
725,1189353.209824272,238.1749406,,1189115.034883672,1122284.657657072,66830.37723
726,930139.2806,223.7873553,,929915.4932,843683.2524,86232.24078
727,981415.4977,698.7010524,,980716.7966,898711.1542794621,82005.64235
728,1027933.372326832,698.7010263,,1027234.6713005321,932052.6142,95182.05707
731,1129312.586753212,6324.334375,,1122988.252378482,994661.9686,128326.2838
732,918438.275,223.7873213,,918214.4877,826500.7873,91713.70036
733,1230358.480709052,5454.527051,,1224903.953658052,1112141.855129132,112762.0985
734,1271823.458454392,8216.814923,,1263606.643531792,1152821.283159772,110785.3604
735,1007593.751342282,223.7873305,,1007369.964011782,915962.1586,91407.80546
736,1603869.816836369,5344.111307,,1598525.705529839,1538515.127753849,60010.57778
737,1318585.414342592,5692.701992,,1312892.712350992,1217332.919071872,95559.79328
738,1395967.260932622,11582.87546,,1384384.385468622,1316134.343048802,68250.04242
739,1413986.483090434,11940.68442,,1402045.798670834,1312158.592097834,89887.20657
740,1400941.719919199,7401.85332,,1393539.866599099,1338634.531350129,54905.33525
741,1505998.494281434,5692.701992,,1500305.792289834,1414941.495760784,85364.29653
742,1505751.846912484,5692.701992,,1500059.144920884,1414906.157308534,85152.98761
743,1084398.170772212,223.7873305,,1084174.383441712,1031564.650891342,52609.73255
744,1312361.841174992,5692.701992,,1306669.139183392,1222725.961382372,83943.1778
745,1137764.261880752,5454.527051,,1132309.734829752,1009371.422974832,122938.3119
800,428586.3036,2.277E-05,,428586.3036,428586.3036,0
801,1047911.659212872,14119.13141,,1033792.527805142,915618.5582,118173.9696
802,1099528.052601282,13500.83432,,1086027.218278152,1003431.236162772,82595.98212
803,1056106.227129942,1709.151328,,1054397.075801442,956864.3795,97532.69631
804,1231363.947585462,342.1554553,,1231021.792130162,1135259.663419542,95762.12871
805,944346.4422,-3.9928E-05,,944346.4422,866305.7712622021,78040.6709
806,1102458.980965362,11940.68442,,1090518.296545762,996416.0831,94102.21349
807,1360763.598515762,10222.85968,,1350540.738838462,1308028.134624842,42512.60421
808,1298983.974176302,12483.65522,,1286500.318953202,1222915.150830982,63585.16812
812,1014753.259833432,7400.287279,,1007352.972554532,951315.4285,56037.54407
813,971742.7683,7400.287293,,964342.481,904444.6093,59897.87173
814,901033.6101,5454.527037,,895579.0831,833862.5968,61716.48629
815,807290.5919,3.5882E-05,,807290.5919,764390.8068,42899.78512
816,1003695.462856002,238.1749406,,1003457.287915402,972476.7043,30980.58364
817,1023355.120275332,5454.527051,,1017900.593224332,996356.5408,21544.0524
818,880962.7364,-3.43181E-05,,880962.7364,866271.4262,14691.31012
819,966347.0232,-4.4518E-05,,966347.0232,956556.4497,9790.573409
820,958938.7170362821,238.1749363,,958700.5421,947104.5727,11595.96938
821,1041378.742795112,849.1737987,,1040529.568996412,1016643.762295042,23885.8067
824,1235131.207864662,989.1931518,,1234142.014712862,1182270.759079242,51871.25563
825,1261030.145779362,989.1931518,,1260040.952627562,1214716.315223942,45324.6374
826,1386942.550212102,10713.17342,,1376229.376792602,1341334.044826332,34895.33197
827,1383964.186980242,10746.53819,,1373217.648787142,1323861.529453502,49356.11933
828,1515878.313043247,6218.960876,,1509659.352167147,1468023.720314027,41635.63185
829,826664.2379,-1.1108E-05,,826664.2379,775098.3844,51565.85352
830,955282.7696,913.7977304,,954368.9719,898294.6914793421,56074.2804
831,1317240.578781552,10474.8249,,1306765.753877552,1248671.473533332,58094.28034
832,1148781.944947052,900.7797591,,1147881.165187952,1087598.141312262,60283.02388
833,1050104.526235132,7400.287279,,1042704.238956232,981018.9622,61685.27679
834,1030748.295212102,612.4350435,,1030135.860168602,979452.1814669321,50683.6787
835,985074.1738,7400.287249,,977673.8866,930927.3203,46746.5663
836,1465926.165649402,5460.412134,,1460465.753515802,1423328.106267112,37137.64725
837,1230858.089592362,879.4386844,,1229978.6509079621,1188478.021751642,41500.62916
894,1409027.678452934,1932.938659,,1407094.739793934,1380845.615051564,26249.12474
895,1546442.099616799,9327.147023,,1537114.952593399,1481047.541963549,56067.41063
896,1580966.439888009,9327.147023,,1571639.292864609,1534356.040750139,37283.25211
897,985612.33,2999.026583,,982613.3034,982613.3034,0
898,1180914.586706252,223.7873305,,1180690.799375752,1170011.639119482,10679.16026
899,910148.9382,-4.3858E-05,,910148.9382,910148.9382,0
900,1021057.897535002,0,,1021057.897535002,943999.6509,77058.24659
901,1045847.733700202,0,,1045847.733700202,1020507.517398832,25340.2163
902,1052343.950675142,5454.527051,,1046889.423624142,1032498.753561072,14390.67006
903,1066264.391954442,5916.489322,,1060347.902632342,1035527.177728172,24820.7249
904,1357792.036023767,3403.551615,,1354388.484408367,1337769.457205497,16619.0272
905,945536.4387,-8.9081E-06,,945536.4387,938553.0942,6983.344474
906,957761.003,2.9592E-05,,957761.003,950777.6585555921,6983.344474
907,850949.7839,-2.4738E-05,,850949.7839,850949.7839,0
910,1490623.824757659,989.1931518,,1489634.631605859,1428102.711950409,61531.91966
911,1209133.996171592,1483.797957,,1207650.198214792,1125769.873653322,81880.32456
912,1086381.513083442,1707.585287,,1084673.927796142,996420.545,88253.38276
913,1574926.179338109,9327.147023,,1565599.032314709,1519684.937169319,45914.09515
914,1177351.521277162,374.2601029,,1176977.261174262,1111152.262172392,65824.999
915,1484129.909116619,4522.190344,,1479607.718772819,1448800.434728229,30807.28404
916,1118235.281381952,0,,1118235.281381952,1092017.107156982,26218.17422
917,1424165.944434274,1669.904371,,1422496.040063344,1391249.885386974,31246.15468
918,1282250.721873317,5692.701992,,1276558.019881717,1249123.142258547,27434.87762
919,1087610.117630792,0,,1087610.117630792,1070223.857565122,17386.26007
920,1208393.563311692,238.1749406,,1208155.388371092,1146374.393537722,61780.99483
921,1319749.596657784,0,,1319749.596657784,1303515.592976614,16234.00368
922,1209947.137725372,5454.527051,,1204492.610674372,1148955.084452202,55537.52622
924,1068738.780188862,0,,1068738.780188862,1053112.876423862,15625.90376
925,801317.5124,-3.2138E-05,,801317.5124,801317.5124,0
926,860606.9379,-7.65803E-06,,860606.9379,860606.9379,0
927,995800.2779,4.4942E-05,,995800.2779,988816.9335,6983.344474
928,961088.9616,-2.84581E-05,,961088.9616,955232.7792,5856.182403
931,975051.1322,-1.11579E-05,,975051.1322,955253.1488,19797.98342
932,945167.0112,-3.95679E-05,,945167.0112,929140.0970277321,16026.91413
933,984708.8863,5454.527008,,979254.3593,972190.1277,7064.231527
934,910705.2814,-2.3128E-05,,910705.2814,885476.0545,25229.22683
935,902859.163,-4.48379E-05,,902859.163,891482.4322,11376.73079
936,886593.6853,-7.328E-06,,886593.6853,884459.3141,2134.371196
939,1322245.037161672,2524.112931,,1319720.924230672,1311662.708151902,8058.216079
940,996337.4823,-3.1278E-05,,996337.4823,981646.1721,14691.31012
941,1014431.640106142,0,,1014431.640106142,999740.33,14691.31012
942,885693.0747,6.55197E-06,,885693.0747,885693.0747,0
943,862752.4467,1.09921E-05,,862752.4467,862752.4467,0
944,1013667.0362284121,0,,1013667.0362284121,997943.1856,15723.8506
945,1009518.137630822,474.9136958,,1009043.223935022,994351.9138,14691.31012
946,1024754.064170512,223.7873305,,1024530.276840012,1008806.426241942,15723.8506
949,949339.7209,223.7872877,,949115.9336,849270.1962,99845.73739
950,1266481.946302082,5975.578665,,1260506.367637282,1164343.020655162,96163.34698
951,1104258.696296842,1707.585287,,1102551.111009542,1028496.305043172,74054.80597
952,1309330.617008762,2733.010286,,1306597.606722962,1295351.901540692,11245.70518
953,1338426.017735882,3156.856649,,1335269.161087082,1327212.416407412,8056.74468
954,1139850.216983542,584.6681632,,1139265.548820342,1127839.700730172,11425.84809
955,980853.1549,-1.8768E-05,,980853.1549,973869.8104,6983.344474
958,1101301.814302082,0,,1101301.814302082,1064765.734599412,36536.0797
959,297537.6877,3.576E-05,,297537.6877,263611.6973,33925.99046
960,731473.4484,2.41951E-05,,731473.4484,731473.4484,0
961,1042154.722814825,0,,1042154.722814825,1041492.760546625,661.9622682
962,876460.8948,-1.7995E-05,,876460.8948,876460.8948,0
963,1353171.690333354,238.1749406,,1352933.515392754,1339829.705699784,13103.80969
964,1237293.967256497,0,,1237293.967256497,1229459.705376097,7834.26188
965,924957.8124,7.53498E-06,,924957.8124,924957.8124,0
966,1058429.531964865,0,,1058429.531964865,1057767.569696665,661.9622682
967,1131952.974288707,0,,1131952.974288707,1115172.342143437,16780.63215
968,1226618.509272304,0,,1226618.509272304,1197587.546836834,29030.96244
969,1524750.767421549,3403.551615,,1521347.215806149,1505574.625903479,15772.5899
970,1606741.5069822897,2842.764753,,1603898.7422290896,1583719.4528274196,20179.2894
971,1579013.080915959,3403.551615,,1575609.529300559,1558722.653814089,16886.87549
972,715869.7293,-4.0735E-05,,715869.7293,711209.2081,4660.521118
973,1105344.974,0.00022261,,1105344.974,1098361.63,6983.344474
974,1446279.769269439,1008.884261,,1445270.885008439,1431634.640461969,13636.24455
975,1261712.153636114,5454.527051,,1256257.626585114,1224495.449502844,31762.17708
976,74366.28537,-1.32E-06,,74366.28537,74366.28537,0
977,830285.7668,-1.022E-05,,830285.7668,829901.7826,383.9841462
978,497722.0143,-7.58999E-06,,497722.0143,470994.0142,26728.00009
979,1128031.707256952,0,,1128031.707256952,1119093.580496552,8938.12676
980,1154440.742286612,0,,1154440.742286612,1139199.154817142,15241.58747
981,804213.4312,-3.46299E-05,,804213.4312,803829.447,383.9841462
982,1021127.715422012,0,,1021127.715422012,1012706.703531312,8421.011891
983,977964.152,-2.9188E-05,,977964.152,977964.152,0
984,61473.06814,-3.98E-06,,61473.06814,61473.06814,0
999,785134.3891360707,0,,785134.3891360707,777575.4456016608,7558.943534
1000,200462.0382,1.358E-05,,200462.0382,200462.0382,0
1001,149756.5834941807,0,,149756.5834941807,149756.5834941807,0
1002,198836.5794844707,0,,198836.5794844707,198836.5794844707,0
1003,422632.9464333907,0,,422632.9464333907,422632.9464333907,0
1004,171375.9420538807,0,,171375.9420538807,171375.9420538807,0
1005,241811.6400785207,0,,241811.6400785207,241811.6400785207,0
1006,865799.9958781707,0,,865799.9958781707,860933.0178699607,4866.978008
1007,1376099.7464229928,840.4831897,,1375259.2632332926,1296536.2012620226,78723.06197
1008,175502.0985236407,0,,175502.0985236407,175502.0985236407,0
1009,1179156.1990119827,0,,1179156.1990119827,1128638.5694182126,50517.62959
1010,352047.05973809067,0,,352047.05973809067,348491.9481290907,3555.111609
1011,867900.4342235507,0,,867900.4342235507,848416.4026272408,19484.0316
1012,319813.0138296557,0,,319813.0138296557,319813.0138296557,0
1013,866104.4521489507,0,,866104.4521489507,852209.6841785407,13894.76797
1014,130128.8617,1.434E-05,,130128.8617,130128.8617,0
1015,574573.848,-1.43796E-06,,574573.848,548405.4108,26168.43716
1016,314321.9182,-6.27799E-06,,314321.9182,314321.9182,0
1017,332196.7088,6.01698E-06,,332196.7088,326295.9145,5900.794299
1018,443445.4442,4.01196E-06,,443445.4442,407095.5494,36349.89482
1019,1018451.2436881177,0,,1018451.2436881177,985640.8625321276,32810.38116
1020,439333.9676,-2.42959E-07,,439333.9676,406278.083,33055.88458
1021,761318.0692394878,0,,761318.0692394878,740752.9234641776,20565.14578
1022,265931.7998,5.29003E-06,,265931.7998,265931.7998,0
1023,1020566.2514419777,0,,1020566.2514419777,985049.0263328177,35517.22511
1024,813740.0506003977,0,,813740.0506003977,801936.9973708877,11803.05323
1025,1097536.7881587576,0,,1097536.7881587576,1047123.4641636777,50413.324
1026,1117997.2882294597,0,,1117997.2882294597,1065108.3721392797,52888.91609
1027,988790.0266647877,0,,988790.0266647877,967577.0361570977,21212.99051
1028,599779.5606,-2.57649E-05,,599779.5606,560618.3134,39161.24715
1029,646983.2901554757,0,,646983.2901554757,614154.2118720657,32829.07828
1030,1652968.7351170396,5692.701992,,1647276.0331254397,1559800.8299600896,87475.20317
1031,915717.4405,-1.8758E-05,,915717.4405,914630.178,1087.262528
1032,239977.7665,-1.8118E-05,,239977.7665,239977.7665,0
1033,211301.91860792701,0,,211301.91860792701,211301.91860792701,0
1034,89989.98115,-4.90007E-07,,89989.98115,89989.98115,0
1035,180080.6375,-6.213E-06,,180080.6375,180080.6375,0
1036,1076316.4436815206,0,,1076316.4436815206,1037314.0300457607,39002.41364
1037,784266.2767673007,0,,784266.2767673007,772450.1374508907,11816.13932
1038,708374.6713,-8.15804E-06,,708374.6713,708374.6713,0
1039,578421.0578,1.86821E-05,,578421.0578,578421.0578,0
1040,237299.1093,-1.2378E-05,,237299.1093,237299.1093,0
1041,387854.0549,4.4072E-05,,387854.0549,377333.1618,10520.89311
1042,263820.0281,-3.3968E-05,,263820.0281,263820.0281,0
1043,323801.7082,-3.4508E-05,,323801.7082,316561.4106,7240.29758
1044,685538.4558,2.2992E-05,,685538.4558,675617.306,9921.149815
1045,909239.1299278707,0,,909239.1299278707,875422.4258024608,33816.70413
1046,836401.6805,-2.422E-05,,836401.6805,818969.5698,17432.11069
1047,763438.3412366307,0,,763438.3412366307,755879.3977022207,7558.943534
1048,1126921.4025085608,0,,1126921.4025085608,1074473.2943764806,52448.10813
1049,1399388.6595662197,1707.585287,,1397681.0742789197,1292558.1460069297,105122.9283
1050,1485878.2374312298,1709.151329,,1484169.0861027297,1397902.9024382597,86266.18366
1051,902407.7774424477,0,,902407.7774424477,881625.5615190377,20782.21592
1052,1413598.7145977698,698.7010263,,1412900.0135714698,1333373.4133364996,79526.60023
1053,1362851.5466394087,0,,1362851.5466394087,1297803.5491967387,65047.99744
1054,1367329.9522967497,840.4831897,,1366489.4691070498,1293035.2065706798,73454.26254
1055,1571051.2768456838,223.7873305,,1570827.4895151837,1544617.6663211137,26209.82319
1056,1219688.7288627208,0,,1219688.7288627208,1167787.4585858507,51901.27028
1057,1402535.5576956468,0,,1402535.5576956468,1375570.5979647767,26964.95973
1058,1371625.1854674786,0,,1371625.1854674786,1330319.9215959087,41305.26387
1059,1489935.9034560488,5454.527051,,1484481.3764050486,1456427.9524853786,28053.42392
1060,1017515.9801086508,0,,1017515.9801086508,1010582.2865876507,6933.693521
1061,974039.8199083207,0,,974039.8199083207,968709.3332092207,5330.486699
1062,1192996.4516813566,0,,1192996.4516813566,1183367.2565033566,9629.195178
1063,939254.8284477297,0,,939254.8284477297,928090.6658749197,11164.16257
1064,929734.6709019197,0,,929734.6709019197,922264.8804450097,7469.790457
1065,1023986.2735685797,0,,1023986.2735685797,1021354.8320376797,2631.441531
1066,754363.6933667497,0,,754363.6933667497,726844.6882333497,27519.00513
1067,513111.0156083597,0,,513111.0156083597,504105.9511583597,9005.06445
1068,234143.5774,3.2835E-05,,234143.5774,234143.5774,0
1069,957703.4568732698,0,,957703.4568732698,948333.3219877597,9370.134886
1070,336188.3176,-3.334E-05,,336188.3176,336188.3176,0
1071,109862.79043672999,0,,109862.79043672999,109862.79043672999,0
1072,548361.0409538507,0,,548361.0409538507,524310.2208278507,24050.82013
1073,1089659.3675693977,0,,1089659.3675693977,1028350.8682477177,61308.49932
1074,1388164.8804115397,223.7873305,,1387941.0930810396,1300059.0323191697,87882.06076
1075,283426.092,-4.083E-05,,283426.092,279870.9804,3555.111609
1076,564682.4436,2.11149E-05,,564682.4436,556419.1965,8263.247153
1077,269453.379,-8.21502E-06,,269453.379,269453.379,0
1078,208715.1299,3.2835E-05,,208715.1299,208715.1299,0
1079,285802.9428,-1.41E-05,,285802.9428,285802.9428,0
1080,189396.8836,2.0845E-05,,189396.8836,189396.8836,0
1081,301886.3054,-4.3775E-05,,301886.3054,301886.3054,0
1082,451566.0923,-2.032E-05,,451566.0923,438563.8232,13002.26912
1083,240209.4772,-3.2105E-05,,240209.4772,240209.4772,0
1084,675153.2214488407,0,,675153.2214488407,670501.6043138407,4651.617135
1085,1205103.7178143498,0,,1205103.7178143498,1154030.1928649796,51073.52495
1087,302046.6014,-1.0758E-05,,302046.6014,302046.6014,0
1088,516642.526,4.012E-05,,516642.526,516162.6908,479.8352028
1089,395033.1035,3.4652E-05,,395033.1035,395033.1035,0
1090,195714.8714,3.6172E-05,,195714.8714,195714.8714,0
1091,173450.6038,-5.30001E-06,,173450.6038,173450.6038,0
1092,94416.76371,-3.64E-06,,94416.76371,94416.76371,0
1093,1246412.5456499476,0,,1246412.5456499476,1229560.3627705977,16852.18288
1095,1186836.1852499207,0,,1186836.1852499207,1165561.5322749708,21274.65297
1096,259339.9004,-6.34301E-06,,259339.9004,259339.9004,0
1097,1036811.9928696097,0,,1036811.9928696097,1024928.5365625097,11883.45631
1099,1217725.7186808467,0,,1217725.7186808467,1206626.4110892466,11099.30759
1100,239452.2754,-3.6928E-05,,239452.2754,239452.2754,0
1101,672629.8347,-3.9438E-05,,672629.8347,672629.8347,0
1102,387467.8244,-4.6948E-05,,387467.8244,387467.8244,0
1103,253860.9287,-8.85298E-06,,253860.9287,253860.9287,0
1104,215535.1543,-4.7833E-05,,215535.1543,215535.1543,0
1105,538656.5357,-9.78797E-06,,538656.5357,538656.5357,0
1106,342050.2021,-4.2848E-05,,342050.2021,342050.2021,0
1107,201768.91826068002,0,,201768.91826068002,201768.91826068002,0
1108,344286.6231,2.3292E-05,,344286.6231,344286.6231,0
1109,274536.3805,4.487E-06,,274536.3805,274536.3805,0
1110,327654.593,-3.1203E-05,,327654.593,327654.593,0
1111,278349.6205,3.581E-05,,278349.6205,278349.6205,0
1112,281370.5348,2.78995E-06,,281370.5348,281370.5348,0
1113,222606.227,3.788E-05,,222606.227,222606.227,0
1114,149140.2995,5.00004E-08,,149140.2995,149140.2995,0
1115,237795.0801,-1.27E-05,,237795.0801,237795.0801,0
1116,218257.7438,3.928E-05,,218257.7438,218257.7438,0
1117,252601.0865,4.895E-05,,252601.0865,252601.0865,0
1118,306601.5748,1.077E-05,,306601.5748,306601.5748,0
1119,271951.8034,3.855E-05,,271951.8034,271951.8034,0
1120,245682.8402,-6.06E-06,,245682.8402,245682.8402,0
1121,256712.9612,-2.09E-06,,256712.9612,256712.9612,0
1122,295500.629,-2.521E-05,,295500.629,295500.629,0
1123,287088.643,-4.746E-05,,287088.643,287088.643,0
1124,225639.8063,2.392E-05,,225639.8063,225639.8063,0
1125,409017.6412,-4.93001E-06,,409017.6412,397791.4704,11226.17078
1126,425930.5584,-7.27497E-06,,425930.5584,392004.5679,33925.99046
1127,137788.3874,-1.335E-05,,137788.3874,137788.3874,0
