num_opportunities,EMP_2016,,,ERP_2016,,
1,652069.1553,637053.0488,15016.10651,0.00010299,1.46E-05,"188,361"
2,798866.2979,754544.0389,44322.25901,0.00010299,1.79E-05,
3,947150.0121,912192.6289,34957.38322,0.00010299,2.12E-05,
4,1050531.172,1001489.622,49041.54998,58.99529221,13.49433806,
5,1036106.055,987289.8587,48816.19664,142.8118795,32.21764801,
6,704237.5335,676491.5382,27745.99527,48.40819099,7.422723904,
7,825941.4419,797901.672,28039.76994,178.3730884,32.07774828,
8,801800.0482,770947.8447,30852.20346,62.80657353,10.9646927,
9,621935.8286,609813.4915,12122.3371,377.5755298,51.12987165,
10,742269.8005,718636.7351,23633.06543,92.57474947,14.96165453,
11,699639.5658,675140.0701,24499.49566,0.00010299,1.57E-05,
12,718077.5117,692904.2567,25173.255,24.53771006,3.836459714,
13,860936.9419,839867.2293,21069.7126,32.26452915,6.048141743,
14,913996.293,886862.5466,27133.74635,14.29122678,2.844063121,
15,758558.0513,729459.5359,29098.5154,26.29969088,4.343749299,
16,913663.5126,888591.8448,25071.66777,0.00010299,2.05E-05,
17,800608.4637,779015.0654,21593.3983,0.00010299,1.80E-05,
18,871460.6409,828799.3091,42661.33175,56.94404446,10.80491544,
19,874178.8383,832070.6053,42108.23301,373.1507618,71.02478166,
20,968569.0887,932607.061,35962.02772,73.75688622,15.55458628,
21,1001141.332,967780.3384,33360.99391,12.42697009,2.708856071,
22,1039595.491,1004964.159,34631.33179,0.00010299,2.33E-05,
23,1024761.113,999994.9885,24766.1243,312.8469003,69.80391461,
24,956567.7321,914110.7455,42456.98662,181.1260925,37.72437301,
25,1068955.264,1019757.006,49198.25739,7.067088463,1.64484638,
26,1116755.606,1095423.182,21332.42395,6.464326556,1.57183413,
27,1049203.942,1002145.927,47058.01458,208.3514625,47.59723807,
28,1072053.323,1028686.291,43367.03177,289.3970132,67.55161207,
29,1126084.409,1089846.081,36238.32762,0.642453825,0.157520888,
30,1095485.753,1050928.793,44556.95948,27.62682143,6.589658978,
31,1097392.619,1064238.349,33154.26986,16.333015,3.902596775,
32,1094361.057,1070569.951,23791.10559,266.4666687,63.49343283,
33,1084441.431,1058122.304,26319.12669,0.00010299,2.43E-05,
34,1081350.199,1055031.072,26319.12669,27.43729271,6.460005778,
35,885203.8403,851644.0123,33559.828,13.848952,2.669226851,
36,1099511.647,1065052.387,34459.25982,0.00010299,2.47E-05,
37,1146740.685,1115824.407,30916.27736,0.00010299,2.57E-05,
38,1122952.468,1093682.823,29269.64518,0.642446818,0.157081067,
39,1142931.79,1110085.991,32845.79835,0.00010299,2.56E-05,
40,1184131.479,1143140.983,40990.49528,82.63511608,21.30540791,
41,1160636.69,1120140.479,40496.21021,6.083398538,1.537332647,
42,1151178.994,1103878.168,47300.82684,0.00010299,2.58E-05,
43,1129037.191,1094689.42,34347.77084,0.00010299,2.53E-05,
44,1114500.934,1093018.038,21482.89672,0.00010299,2.50E-05,
45,1102405.948,1081143.401,21262.54683,179.8712483,43.17462578,
46,1173820.284,1142893.083,30927.20097,92.55002448,23.65393688,
47,1221361.258,1181617.918,39743.34031,242.9354251,64.60412879,
48,1223333.341,1178616.928,44716.41301,12.38459587,3.298769249,
49,1175396.216,1134765.532,40630.68354,16.65509752,4.262425033,
50,1171373.919,1141586.954,29786.96494,0.00010299,2.63E-05,
51,1153992.675,1129001.483,24991.19244,14.51982728,3.648293657,
52,1173488.954,1145072.164,28416.78978,0.00010299,2.63E-05,
53,1038553.033,989736.8361,48816.19659,0.608113496,0.137511369,
54,1145045.155,1119389.708,25655.44762,1.851264205,0.461547394,
55,1170624.731,1144125.638,26499.0924,1.110747196,0.283111953,
56,1181885.062,1151677.375,30207.6872,13.10067463,3.371275075,
57,1226042.456,1185634.072,40408.38405,49.9156758,13.32501635,
58,1210634.14,1169405.317,41228.82279,0.796847896,0.210045621,
59,1170531.854,1144579.612,25952.24207,0.00010299,2.62E-05,
60,1100282.923,1077264.766,23018.1563,46.75710141,11.20152721,
61,1167347.072,1147397.125,19949.94638,0.00010299,2.62E-05,
62,1161802.854,1136514.394,25288.4605,91.76152943,23.21231034,
63,1191253.809,1111753.788,79500.02091,30.11767072,7.811797352,
64,735196.158,633036.0306,102160.1274,3.195967297,0.51160036,
65,979480.9546,938933.3424,40547.61222,528.3963552,112.6888884,
66,1016877.438,975253.5638,41623.87454,0.00010299,2.28E-05,
67,1085266.365,1045099.18,40167.18517,138.8149333,32.80181069,
68,1122271.038,1095124.871,27146.16684,0.00010299,2.52E-05,
69,1138977.096,1110700.026,28277.07038,54.51634872,13.51969946,
70,1113564.676,1085522.959,28041.7166,74.44696069,18.05043631,
71,1176639.656,1146003.065,30636.59069,0.00010299,2.64E-05,
72,1147565.136,1119524.284,28040.85188,0.631209554,0.15771616,
73,1169270.635,1140932.058,28338.57728,9.296291089,2.366737232,
74,1148893.264,1127760.981,21132.28315,7.429876834,1.858602784,
75,1153122.722,1129542.238,23580.48458,0.00010299,2.59E-05,
76,1157095.236,1141519.424,15575.81179,2.12463254,0.535276552,
77,1182663.082,1136004.969,46658.11287,15.48768274,3.9881618,
78,1102202.96,994268.0513,107934.909,0.00010299,2.47E-05,
79,1009688.268,972729.844,36958.42438,22.0473012,4.846944324,
80,1031482.896,1013672.069,17810.82685,845.0590729,189.7904631,
81,1069745.119,1047764.909,21980.21009,102.2352226,23.81256322,
82,1107311.863,1084681.236,22630.62693,11.77703801,2.839430971,
83,1116860.425,1091641.63,25218.79418,0.631211547,0.153496728,
84,1141105.693,1119773.269,21332.42395,23.94850525,5.950172684,
85,1130483.84,1110231.675,20252.1646,0.00010299,2.54E-05,
86,1132121.183,1086262.635,45858.54751,1.586547553,0.391085123,
87,1170488.687,1109749.132,60739.55509,0.00010299,2.62E-05,
88,1050676.93,948476.539,102200.3915,440.0987338,100.6803233,
89,977626.9483,935810.1077,41816.84056,6.419590335,1.366487819,
90,1003795.671,978755.5809,25040.08963,6.116354161,1.336790125,
91,966249.4664,941994.5848,24254.88156,0.00010299,2.17E-05,
92,1084650.512,1066481.791,18168.72063,333.1503288,78.67837064,
93,1126469.316,1110217.61,16251.70583,230.0699412,56.4292832,
94,1144172.892,1127144.403,17028.48835,55.34771426,13.7884875,
95,1170484.96,1158650.752,11834.20821,6.11624361,1.558747961,
96,1145928.99,1127704.296,18224.69403,45.55049807,11.36517487,
97,1135205.004,1110761.828,24443.17584,15.50459424,3.83230431,
98,1154173.002,1135278.43,18894.57182,53.49065266,13.44231579,
99,1136744.988,975062.1668,161682.8215,25.07363012,6.205911083,
100,1117106.957,936152.218,180954.7386,17.63874771,4.290301275,
101,1064610.698,1046674.302,17936.39657,135.3819332,31.38172577,
102,1110363.139,1093102.549,17260.59009,287.0059773,69.38750366,
103,1195681.804,1185230.487,10451.31703,40.31551903,10.49574235,
104,1196374.753,1185163.237,11211.51641,51.9605084,13.53523863,
105,1214987.897,1201405.094,13582.80266,765.564986,202.5253072,
106,1150728.654,1132742.759,17985.89514,0.00010299,2.58E-05,
107,1109492.794,1070963.461,38529.33371,18.86468334,4.557212619,
108,874284.8205,854858.904,19425.91646,3.8538967,0.733632046,
109,1035599.209,1019048.326,16550.88316,1615.752238,364.327339,
110,1096329.735,1079069.145,17260.59009,2041.139664,487.2358113,
111,1155925.91,1147428.45,8497.460179,819.0363561,206.1381928,
112,1187601.341,1176071.172,11530.16823,0.00010299,2.66E-05,
113,1138040.445,1121621.266,16419.17877,725.5933355,179.7944442,
114,1100986.314,1090699.76,10286.55431,97.40837708,23.35089407,
115,1073891.826,1062495.635,11396.19144,543.2621322,127.0267703,
116,1100520.001,1082534.106,17985.89514,191.8006225,45.95928229,
117,984923.312,977111.7454,7811.566565,1096.877077,235.2261839,
118,1045559.423,1036030.019,9529.404371,1537.346575,349.9820663,
119,1046406.661,1038420.978,7985.683091,1733.533719,394.9645112,
120,1026356.04,1015359.84,10996.19999,402.6870641,89.98932754,
121,1082643.459,1059976.821,22666.63838,0.00010299,2.43E-05,
122,1064028.831,1031419.366,32609.46516,725.7637604,168.1411294,
123,1025451.232,978561.1529,46890.07876,267.1532931,59.6486788,
124,1024942.344,960189.3779,64752.96634,616.9085712,137.6719696,
125,950515.0951,933838.6197,16676.47536,32.23551107,6.671428931,
126,953527.911,942037.4607,11490.4503,124.2987941,25.80629223,
127,1024791.056,1016686.696,8104.360238,26.36346757,5.882516368,
128,1041207.228,1033739.204,7468.024632,2.925833985,0.663303273,
129,1064871.664,1057052.691,7818.972106,47.58518228,11.03301715,
130,1042844.66,1034202.718,8641.9424,988.8130299,224.5220961,
131,1007676.356,993193.0193,14483.33661,3289.806615,721.7997438,
