num_opportunities,EMP_2016,,,,
1402,18363.577833620002,0,18363.577833620002,18363.577833620002,0
1403,7134.004971,-8.00001E-08,7134.004971,7134.004971,0
1404,13347.59325,-3.78E-06,13347.59325,13347.59325,0
1405,5160.3794658199995,0,5160.3794658199995,5160.3794658199995,0
1406,133916.9839,-3.6083E-05,133916.9839,133916.9839,0
1407,173804.8151,-3.4608E-05,173804.8151,173804.8151,0
1408,12303.379428619999,0,12303.379428619999,12303.379428619999,0
1409,19810.48372,1.82E-06,19810.48372,19810.48372,0
1410,7903.528214,1.1E-07,7903.528214,7903.528214,0
1413,3575.573599,-3E-07,3575.573599,3575.573599,0
1414,9260.139223099999,0,9260.139223099999,9260.139223099999,0
1415,4754.691122,2E-07,4754.691122,4754.691122,0
1416,4791.303534,0,4791.303534,4791.303534,0
1417,732.7784356,4E-08,732.7784356,732.7784356,0
1418,4979.370878,1.4E-07,4979.370878,4979.370878,0
1419,5464.810318,-3E-07,5464.810318,5464.810318,0
1420,12060.18965,-3.46E-06,12060.18965,12060.18965,0
1421,9846.607451,-1.6E-07,9846.607451,9846.607451,0
1422,7629.392874,-3.4E-07,7629.392874,7629.392874,0
1500,3847.1113636200002,0,3847.1113636200002,3847.1113636200002,0
1501,18221.89451,1.5E-06,18221.89451,18221.89451,0
1502,6974.145271,-2.10001E-07,6974.145271,6974.145271,0
1503,17289.73155,4.42E-06,17289.73155,17289.73155,0
1504,5354.134894,-1.8E-07,5354.134894,5354.134894,0
1505,4920.321789,-3.8E-07,4920.321789,4920.321789,0
1506,39136.66482,-4.56E-06,39136.66482,39136.66482,0
1507,35490.56283,-4.2E-06,35490.56283,35490.56283,0
1508,6820.776197,4.79999E-07,6820.776197,6820.776197,0
1509,6154.077052,2.2E-07,6154.077052,6154.077052,0
1510,25900.74092,3.4E-06,25900.74092,25900.74092,0
1511,7339.079454,4E-07,7339.079454,7339.079454,0
1512,11679.23178,4.5E-06,11679.23178,11679.23178,0
1515,11085.65749,-3E-07,11085.65749,11085.65749,0
1516,3123.023577,-4E-07,3123.023577,3123.023577,0
1517,13429.70798,1.8E-06,13429.70798,13429.70798,0
1518,12520.073030200001,0,12520.073030200001,12520.073030200001,0
1519,12297.12416,-2.3E-06,12297.12416,12297.12416,0
1520,15787.18236,2.8E-06,15787.18236,15787.18236,0
1521,14646.86395,-3.5E-06,14646.86395,14646.86395,0
1522,12229.60636,-4.1E-06,12229.60636,12229.60636,0
1525,17237.505726800002,0,17237.505726800002,17237.505726800002,0
1526,17562.13955,-4.9E-06,17562.13955,17562.13955,0
1527,9638.534432,0,9638.534432,9638.534432,0
1528,6768.843101,-3E-07,6768.843101,6768.843101,0
1529,3328.654046,-5E-07,3328.654046,3328.654046,0
1533,16776.0299,-5E-06,16776.0299,16776.0299,0
1534,50129.0874,-2.3E-06,50129.0874,50129.0874,0
1535,47792.70738,-1E-06,47792.70738,47792.70738,0
1536,29528.00624,4.5E-06,29528.00624,29528.00624,0
1537,86606.47029,-2.00002E-07,86606.47029,86606.47029,0
1538,12894.25973,7.2E-07,12894.25973,12894.25973,0
1539,116390.9821,-3.15E-05,116390.9821,116390.9821,0
1540,76761.72989,2.92E-06,76761.72989,76761.72989,0
1541,76947.44047,3.2E-06,76947.44047,76947.44047,0
1542,20066.9484,9.5E-07,20066.9484,20066.9484,0
1543,91014.13614,-1.46001E-06,91014.13614,91014.13614,0
1544,79284.19906,-4.79999E-06,79284.19906,79284.19906,0
1545,88347.1502,-4.05E-06,88347.1502,88347.1502,0
1546,12694.85967,-2.78E-06,12694.85967,12694.85967,0
1547,68758.01586,4.60001E-06,68758.01586,68758.01586,0
1548,73843.33052275001,0,73843.33052275001,73843.33052275001,0
1549,53069.77193,-3.68E-06,53069.77193,53069.77193,0
1550,76344.1279,-2.19001E-06,76344.1279,76344.1279,0
1551,16989.87542,3.30001E-07,16989.87542,16989.87542,0
1552,98618.88789,2.12E-06,98618.88789,98618.88789,0
1553,173758.6191,-4.0493E-05,173758.6191,173758.6191,0
1554,27384.856674590003,0,27384.856674590003,27384.856674590003,0
1555,45126.22759,2.3E-06,45126.22759,45126.22759,0
1556,34036.87485,2.9E-06,34036.87485,34036.87485,0
1557,60471.79062,6.99998E-07,60471.79062,60471.79062,0
1558,11107.28774,3E-06,11107.28774,11107.28774,0
1559,7965.786814,-9.99999E-08,7965.786814,7965.786814,0
1560,2902.1811958000003,0,2902.1811958000003,2902.1811958000003,0
1561,2956.000138,-3E-07,2956.000138,2956.000138,0
1562,252327.6106,2.78E-05,252327.6106,252327.6106,0
1563,7187.39555,9.99999E-08,7187.39555,7187.39555,0
1564,4804.531357,2.2E-07,4804.531357,4804.531357,0
1565,20516.03869,2.7E-06,20516.03869,20516.03869,0
1566,3351.058042,4E-07,3351.058042,3351.058042,0
1567,10705.90313,-1.1E-06,10705.90313,10705.90313,0
1568,29106.80633,2.7E-06,29106.80633,29106.80633,0
1569,19217.238801299998,0,19217.238801299998,19217.238801299998,0
1570,23267.38876,-2.7E-06,23267.38876,23267.38876,0
1571,37705.080474200004,0,37705.080474200004,37705.080474200004,0
1572,3792.905854,9.99999E-08,3792.905854,3792.905854,0
1573,29927.46868,4.6E-06,29927.46868,29927.46868,0
1574,14221.66188,-3.1E-06,14221.66188,14221.66188,0
1575,23482.09388,-2.6E-06,23482.09388,23482.09388,0
1576,28046.99794,-1.6E-06,28046.99794,28046.99794,0
1577,16336.63116,3.5E-06,16336.63116,16336.63116,0
1578,23759.07836,4.3E-06,23759.07836,23759.07836,0
1581,33150.360671200004,0,33150.360671200004,33150.360671200004,0
1582,9660.986867,-5E-07,9660.986867,9660.986867,0
1583,35079.252999899996,0,35079.252999899996,35079.252999899996,0
1584,36981.33065,2.19999E-06,36981.33065,36981.33065,0
1585,29670.10821,-3.1E-06,29670.10821,29670.10821,0
1586,34444.76923,-2.4E-06,34444.76923,34444.76923,0
1587,30376.5145,5E-07,30376.5145,30376.5145,0
1588,4656.613922,-3E-07,4656.613922,4656.613922,0
1589,49145.21042,1.9E-06,49145.21042,49145.21042,0
1590,21504.18012,1.8E-06,21504.18012,21504.18012,0
1591,36193.94849,3.09999E-06,36193.94849,36193.94849,0
1600,354.3849514,0,354.3849514,354.3849514,0
1601,2389.094286,0,2389.094286,2389.094286,0
1602,205.2454598,0,205.2454598,205.2454598,0
1603,394.77280629999996,0,394.77280629999996,394.77280629999996,0
1604,1045.885647,9.99999E-08,1045.885647,1045.885647,0
1605,179.8953805,0,179.8953805,179.8953805,0
1606,865.7012949,0,865.7012949,865.7012949,0
1607,9483.836706,3E-07,9483.836706,9483.836706,0
1608,236.7874216,0,236.7874216,236.7874216,0
1609,15539.23509,-4.6E-06,15539.23509,15539.23509,0
1612,290.5788461,-2E-08,290.5788461,290.5788461,0
1613,290.5788461,-2E-08,290.5788461,290.5788461,0
1614,229.2911926,0,229.2911926,229.2911926,0
1615,322.9601346,0,322.9601346,322.9601346,0
1616,463.4632515,0,463.4632515,463.4632515,0
1617,852.8161537999999,0,852.8161537999999,852.8161537999999,0
1618,238.9812642,0,238.9812642,238.9812642,0
1619,14619.35535,-4.71E-06,14619.35535,14619.35535,0
1620,13629.850898379998,0,13629.850898379998,13629.850898379998,0
1621,9222.958201,-3.99999E-07,9222.958201,9222.958201,0
1622,732.1952186,0,732.1952186,732.1952186,0
1623,6782.431537,9.99999E-08,6782.431537,6782.431537,0
1624,15026.92869,-2.71E-06,15026.92869,15026.92869,0
1625,20040.48006,-2.82E-06,20040.48006,20040.48006,0
1626,13390.6325,-2.91E-06,13390.6325,13390.6325,0
1627,22495.18298,-3.22E-06,22495.18298,22495.18298,0
1628,18189.83656,-1.41E-06,18189.83656,18189.83656,0
1629,11730.16216,-1.1E-07,11730.16216,11730.16216,0
1630,22568.66619,-3.62E-06,22568.66619,22568.66619,0
1631,19934.68736,2.99E-06,19934.68736,19934.68736,0
1632,10530.420028789998,0,10530.420028789998,10530.420028789998,0
1633,15621.27026,3.79E-06,15621.27026,15621.27026,0
1634,15081.71678,-4.51E-06,15081.71678,15081.71678,0
1635,19472.83518,-2.09999E-07,19472.83518,19472.83518,0
1637,379.3032164,0,379.3032164,379.3032164,0
1638,2183.4131562000002,0,2183.4131562000002,2183.4131562000002,0
1639,2277.438559,-4E-07,2277.438559,2277.438559,0
1640,10334.020874389998,0,10334.020874389998,10334.020874389998,0
1641,2541.5258375900003,0,2541.5258375900003,2541.5258375900003,0
1642,3275.1728,0,3275.1728,3275.1728,0
1643,6735.037223,-5E-07,6735.037223,6735.037223,0
1644,6440.86332,1.9E-07,6440.86332,6440.86332,0
1645,5979.494492,4E-07,5979.494492,5979.494492,0
1700,917.7904584,-1E-08,917.7904584,917.7904584,0
1701,17624.56851,7.99999E-07,17624.56851,17624.56851,0
1702,299.0684531,0,299.0684531,299.0684531,0
1703,36697.56283,-4.42001E-06,36697.56283,36697.56283,0
1704,5101.345041,-2E-07,5101.345041,5101.345041,0
1705,21386.48293,-2.9E-06,21386.48293,21386.48293,0
1706,9619.445749,9.99989E-08,9619.445749,9619.445749,0
1707,1073.237518,0,1073.237518,1073.237518,0
1708,3807.736272,-5E-07,3807.736272,3807.736272,0
1710,9766.810975,2E-07,9766.810975,9766.810975,0
1711,37194.21003,-9E-07,37194.21003,37194.21003,0
1712,29980.5746,-2.00002E-07,29980.5746,29980.5746,0
1713,9785.417648,-5E-07,9785.417648,9785.417648,0
1714,94149.78186,2.99999E-06,94149.78186,94149.78186,0
1715,778.3905656,0,778.3905656,778.3905656,0
1716,37490.1058,-7.99999E-07,37490.1058,37490.1058,0
1717,2183.846436,-4E-07,2183.846436,2183.846436,0
1720,3700.75509,0,3700.75509,3700.75509,0
1721,11518.6758,-2E-06,11518.6758,11518.6758,0
1722,7421.6540780899995,0,7421.6540780899995,7421.6540780899995,0
1723,824.1559731,0,824.1559731,824.1559731,0
1724,8195.707473,2E-07,8195.707473,8195.707473,0
1725,13197.78142,1.8E-06,13197.78142,13197.78142,0
1726,33336.419475250004,0,33336.419475250004,33336.419475250004,0
1729,272.491153,0,272.491153,272.491153,0
1730,2886.103709,-3E-07,2886.103709,2886.103709,0
1731,3094.745884,9.99999E-08,3094.745884,3094.745884,0
1732,8586.893606,2E-07,8586.893606,8586.893606,0
1733,2388.004354,-4E-07,2388.004354,2388.004354,0
1734,3031.755429,-5E-07,3031.755429,3031.755429,0
1735,542.5527698999999,0,542.5527698999999,542.5527698999999,0
1736,4015.5195347999997,0,4015.5195347999997,4015.5195347999997,0
1739,1494.326468,0,1494.326468,1494.326468,0
1740,2013.0735911000002,0,2013.0735911000002,2013.0735911000002,0
1741,1730.9139326999998,0,1730.9139326999998,1730.9139326999998,0
1742,14014.812791389999,0,14014.812791389999,14014.812791389999,0
1743,2260.3449693000002,0,2260.3449693000002,2260.3449693000002,0
1744,2766.994099,2E-07,2766.994099,2766.994099,0
1745,1295.937366,4E-07,1295.937366,1295.937366,0
1748,556.615942,0,556.615942,556.615942,0
1749,5491.042815,-3E-07,5491.042815,5491.042815,0
1750,1148.992757,1E-07,1148.992757,1148.992757,0
1751,13596.67176,2.49E-06,13596.67176,13596.67176,0
1752,4701.002424,2E-07,4701.002424,4701.002424,0
1753,13572.34319,-4.91E-06,13572.34319,13572.34319,0
1754,2070.657745,-9.99999E-08,2070.657745,2070.657745,0
1755,3203.198884,0,3203.198884,3203.198884,0
1800,35268.378136399995,0,35268.378136399995,35268.378136399995,0
1801,23075.76291,-2.7E-06,23075.76291,23075.76291,0
1802,55866.42017,3.3E-06,55866.42017,55866.42017,0
1803,105601.3372,6.80001E-06,105601.3372,105601.3372,0
1804,67821.35448,1.20001E-06,67821.35448,67821.35448,0
1805,277350.3018,-4.88001E-06,277350.3018,277350.3018,0
1806,365299.829,-2.898E-05,365299.829,365299.829,0
1807,123925.5049,-3.352E-05,123925.5049,123925.5049,0
1808,132550.9051,-2.62E-05,132550.9051,132550.9051,0
1809,153397.628,2.529E-05,153397.628,153397.628,0
1810,150446.2013,-2.66E-05,150446.2013,150446.2013,0
1811,241285.5904,3.79002E-06,241285.5904,241285.5904,0
1812,234580.3401,3.499E-05,234580.3401,234580.3401,0
1813,23342.46782,3.99999E-07,23342.46782,23342.46782,0
1814,1758.3371501000001,0,1758.3371501000001,1758.3371501000001,0
1815,42990.62964,-4.12E-06,42990.62964,42990.62964,0
1816,19165.577385290002,0,19165.577385290002,19165.577385290002,0
1817,18787.83467,-1.81E-06,18787.83467,18787.83467,0
1818,33800.43075,-1.81E-06,33800.43075,33800.43075,0
1819,55368.35527,1.69E-06,55368.35527,55368.35527,0
1820,107193.3246,3.29E-06,107193.3246,107193.3246,0
1821,20999.15564,7.89998E-07,20999.15564,20999.15564,0
1823,17460.833879290003,0,17460.833879290003,17460.833879290003,0
1824,19968.71033,-6.10002E-07,19968.71033,19968.71033,0
1825,105496.388,1.09E-06,105496.388,105496.388,0
1826,17241.70387,3.09999E-07,17241.70387,17241.70387,0
1827,13892.719249500002,0,13892.719249500002,13892.719249500002,0
1828,38359.48652,2.49E-06,38359.48652,38359.48652,0
1829,51730.1327,1.6E-06,51730.1327,51730.1327,0
1830,5409.272363,-2E-07,5409.272363,5409.272363,0
1831,109823.7599,2.54E-05,109823.7599,109823.7599,0
1832,155149.1679,2.77E-05,155149.1679,155149.1679,0
1833,4754.176175,0,4754.176175,4754.176175,0
1834,15241.42191,3.6E-06,15241.42191,15241.42191,0
1835,22657.96873,-5E-06,22657.96873,22657.96873,0
1836,171664.8566,3.96E-05,171664.8566,171664.8566,0
1837,225940.1751,-4.39E-05,225940.1751,225940.1751,0
1838,83273.20353,-4.3E-06,83273.20353,83273.20353,0
1839,181481.8341,-3.68E-05,181481.8341,181481.8341,0
1840,90833.56151,-2.89999E-06,90833.56151,90833.56151,0
1841,108912.4514,4.75E-05,108912.4514,108912.4514,0
1842,182931.9769,2.31E-05,182931.9769,182931.9769,0
1843,146639.4289,-2.59999E-06,146639.4289,146639.4289,0
1844,451784.8359,-2.26E-05,451784.8359,451784.8359,0
1845,238179.4958,-1.87E-05,238179.4958,238179.4958,0
1846,291342.0197,-3.74E-05,291342.0197,291342.0197,0
1847,452.3870846,0,452.3870846,452.3870846,0
1848,23576.45759,-2.7E-06,23576.45759,23576.45759,0
1849,6829.890528,4E-07,6829.890528,6829.890528,0
1850,239329.2194,1.5E-05,239329.2194,239329.2194,0
1851,19843.72556,-3.7E-06,19843.72556,19843.72556,0
1852,3504.321608,-2E-07,3504.321608,3504.321608,0
1853,164738.0386,1.89E-05,164738.0386,164738.0386,0
1854,185256.1622,1.20001E-06,185256.1622,185256.1622,0
1855,120590.7553,-4.88E-05,120590.7553,120590.7553,0
1856,14196.551366200001,0,14196.551366200001,14196.551366200001,0
1857,243984.2735,-6.92002E-06,243984.2735,243984.2735,0
1900,221769.0013,-1.042E-05,221769.0013,221769.0013,0
1901,11066.49386,3.8E-06,11066.49386,11066.49386,0
1902,134010.5218,-5.29998E-06,134010.5218,134010.5218,0
1903,150799.2819,6.09999E-06,150799.2819,150799.2819,0
1904,75216.91356,-1.4E-06,75216.91356,75216.91356,0
1905,244520.5457,-3.61E-05,244520.5457,244520.5457,0
1906,101572.7129,-4.7E-05,101572.7129,101572.7129,0
1907,7810.850754,3E-07,7810.850754,7810.850754,0
1908,166255.5457,1.29E-05,166255.5457,166255.5457,0
1910,130662.7834,4.71E-05,130662.7834,130662.7834,0
1911,173065.7788,-1.08E-05,173065.7788,173065.7788,0
1912,177878.7266,1.68E-05,177878.7266,177878.7266,0
1913,277814.6564,1.71E-05,277814.6564,277814.6564,0
1914,213204.5017,4.3E-05,213204.5017,213204.5017,0
1915,206855.9568,4.75E-05,206855.9568,206855.9568,0
1916,325326.7167,7.6E-06,325326.7167,325326.7167,0
1917,324896.7554,3.23E-05,324896.7554,324896.7554,0
1918,388447.3301,2.05E-05,388447.3301,388447.3301,0
1919,359433.2257,2.39E-05,359433.2257,359433.2257,0
1922,27620.69607,-4.9E-06,27620.69607,27620.69607,0
1923,17924.37911,2.7E-06,17924.37911,17924.37911,0
1924,16461.750487100002,0,16461.750487100002,16461.750487100002,0
1925,55154.16868,4.6E-06,55154.16868,55154.16868,0
1926,120465.3318,-2.1E-05,120465.3318,120465.3318,0
1927,117606.7636,-2.93E-05,117606.7636,117606.7636,0
1928,14448.08964,-2.4E-06,14448.08964,14448.08964,0
1929,93551.51503,4E-06,93551.51503,93551.51503,0
1930,18449.78635,4.8E-06,18449.78635,18449.78635,0
1931,17545.85588,0,17545.85588,17545.85588,0
1932,5304.8497732000005,0,5304.8497732000005,5304.8497732000005,0
1933,17119.15451,-1E-06,17119.15451,17119.15451,0
1934,18221.79353,3.3E-06,18221.79353,18221.79353,0
1935,6484.143125,2.00001E-07,6484.143125,6484.143125,0
1936,13528.77432,-4.1E-06,13528.77432,13528.77432,0
1937,5071.3331309000005,0,5071.3331309000005,5071.3331309000005,0
1940,409125.1133,-3.06E-05,409125.1133,408623.6192,501.4940992
1941,313484.3649,-1.63E-05,313484.3649,313484.3649,0
1942,167045.00952710002,0,167045.00952710002,167045.00952710002,0
1943,380319.9715,-1.012E-05,380319.9715,380319.9715,0
1944,50796.72074,-2.5E-06,50796.72074,50796.72074,0
1945,520317.5709,4.581E-05,520317.5709,519230.3084,1087.262528
1946,281867.308,4.15E-05,281867.308,281867.308,0
1947,538819.4377,-1.592E-05,538819.4377,538819.4377,0
1948,463682.002,-3.722E-05,463682.002,463682.002,0
1949,315545.7897,2.77E-05,315545.7897,315545.7897,0
1950,395326.161,-3.388E-05,395326.161,395326.161,0
1951,574606.5183,-3.812E-05,574606.5183,574105.0242,501.4940992
1952,492470.6129,3.198E-05,492470.6129,492470.6129,0
1953,519056.0287,-3.182E-05,519056.0287,518554.5346,501.4940992
1954,396288.975,-2.352E-05,396288.975,396288.975,0
1955,593723.106,1.01899E-05,593723.106,580940.5058,12782.60023
1956,491228.7127,-2.349E-05,491228.7127,490525.4343,703.2783814
1957,541281.8863,-2.401E-05,541281.8863,540194.6237,1087.262528
1958,440855.60521618003,0,440855.60521618003,440354.1111,501.4940992
1959,300112.311,2.37999E-06,300112.311,300112.311,0
1960,588187.5261,2.53899E-05,588187.5261,575404.9259,12782.60023
1961,450520.2815,2.428E-05,450520.2815,450520.2815,0
1962,584295.3366,-3.401E-05,584295.3366,583696.7899,598.5466444
1963,588758.1198,-3.56099E-05,588758.1198,586012.6952,2745.424583
2000,1425.9722474999999,0,1425.9722474999999,1425.9722474999999,0
2001,4238.426692,-9.99999E-08,4238.426692,4238.426692,0
2002,1425.054735,-3E-07,1425.054735,1425.054735,0
2003,1988.7222737999998,0,1988.7222737999998,1988.7222737999998,0
2004,3371.119538,-9.99999E-08,3371.119538,3371.119538,0
2007,51.87985583,0,51.87985583,51.87985583,0
2008,2494.484712,-4.4E-07,2494.484712,2494.484712,0
2009,2494.484712,-4.4E-07,2494.484712,2494.484712,0
2010,616.5950504,0,616.5950504,616.5950504,0
2011,89.71329405,0,89.71329405,89.71329405,0
2012,279.8578862,0,279.8578862,279.8578862,0
2013,191.1882052,0,191.1882052,191.1882052,0
2014,603.2131831,0,603.2131831,603.2131831,0
2015,1183.440121,2E-07,1183.440121,1183.440121,0
2018,420.1839448,0,420.1839448,420.1839448,0
2019,9381.628605200001,0,9381.628605200001,9381.628605200001,0
2020,2286.527323,-3E-07,2286.527323,2286.527323,0
2021,2705.597373,0,2705.597373,2705.597373,0
2022,11382.075837800001,0,11382.075837800001,11382.075837800001,0
2023,9255.789928,1.00001E-07,9255.789928,9255.789928,0
2025,11172.65958,2.3E-06,11172.65958,11172.65958,0
2026,7375.956133,0,7375.956133,7375.956133,0
2027,8119.808295,4E-07,8119.808295,8119.808295,0
2028,18021.248,-4.04E-06,18021.248,18021.248,0
2029,21301.87336,9.59997E-07,21301.87336,21301.87336,0
2030,12937.37715,9.99989E-08,12937.37715,12937.37715,0
2031,10391.73653,-2E-07,10391.73653,10391.73653,0
2032,9702.648615,-2E-07,9702.648615,9702.648615,0
2033,14668.2809,3E-07,14668.2809,14668.2809,0
2034,12237.03722,4.3E-06,12237.03722,12237.03722,0
2035,8704.995117,-1.00001E-07,8704.995117,8704.995117,0
2036,3197.0280716999996,0,3197.0280716999996,3197.0280716999996,0
2037,9502.677365,-3.99999E-07,9502.677365,9502.677365,0
2100,5702.006081,3E-07,5702.006081,5702.006081,0
2101,8848.234155,-2E-07,8848.234155,8848.234155,0
2102,14994.98665,-3E-07,14994.98665,14994.98665,0
2103,25123.14378,2E-06,25123.14378,25123.14378,0
2104,10069.21902,-5E-06,10069.21902,10069.21902,0
2105,18152.72341,-2.9E-06,18152.72341,18152.72341,0
2107,47391.72841650209,0,47391.72841650209,47391.72841650209,0
2108,908.3049551,0,908.3049551,908.3049551,0
2109,8112.010335,0,8112.010335,8112.010335,0
2110,8302.976853,3E-07,8302.976853,8302.976853,0
2113,23011.95945,1.2E-06,23011.95945,23011.95945,0
2114,17217.361606399998,0,17217.361606399998,17217.361606399998,0
2115,35266.50429930209,0,35266.50429930209,35266.50429930209,0
2116,17681.730542999998,0,17681.730542999998,17681.730542999998,0
2117,14694.32541,7E-07,14694.32541,14694.32541,0
2118,19316.271927499998,0,19316.271927499998,19316.271927499998,0
2119,17014.594730599998,0,17014.594730599998,17014.594730599998,0
2120,18777.54525610209,0,18777.54525610209,18777.54525610209,0
2123,2920.698212,-9.99999E-08,2920.698212,2920.698212,0
2124,1869.4103424999998,0,1869.4103424999998,1869.4103424999998,0
2125,1388.069051,0,1388.069051,1388.069051,0
2126,2343.97476,-5E-07,2343.97476,2343.97476,0
2127,608.8624651,0,608.8624651,608.8624651,0
2128,8474.646514,3.99999E-07,8474.646514,8474.646514,0
2129,4099.721087,0,4099.721087,4099.721087,0
2130,753.300053,0,753.300053,753.300053,0
2131,817.1870927,0,817.1870927,817.1870927,0
2132,341.95310059999997,0,341.95310059999997,341.95310059999997,0
2133,2493.676992,-2E-07,2493.676992,2493.676992,0
2134,599.2848981,0,599.2848981,599.2848981,0
2135,10947.83843,-4.4E-06,10947.83843,10947.83843,0
2136,8031.634141,-5E-07,8031.634141,8031.634141,0
2137,2675.49325,0,2675.49325,2675.49325,0
2138,12764.001002699999,0,12764.001002699999,12764.001002699999,0
2139,13879.62184,4.3E-06,13879.62184,13879.62184,0
2140,14981.858810599999,0,14981.858810599999,14981.858810599999,0
2141,10425.74415,4.5E-06,10425.74415,10425.74415,0
2142,1677.584018,1E-07,1677.584018,1677.584018,0
2143,25017.61955700209,0,25017.61955700209,25017.61955700209,0
2144,30510.543355702088,0,30510.543355702088,30510.543355702088,0
2145,21548.49581,-7.00002E-07,21548.49581,21548.49581,0
2146,15684.53789800209,0,15684.53789800209,15684.53789800209,0
2147,8461.65152,-1.9791E-07,8461.65152,8461.65152,0
2148,36980.90884670209,0,36980.90884670209,36980.90884670209,0
2149,10874.05549610209,0,10874.05549610209,10874.05549610209,0
2150,16842.85148880209,0,16842.85148880209,16842.85148880209,0
2151,28163.459938902088,0,28163.459938902088,28163.459938902088,0
2153,12528.39883,1.6E-06,12528.39883,12528.39883,0
2154,1949.4445210000001,0,1949.4445210000001,1949.4445210000001,0
2155,24168.54983,1E-06,24168.54983,24168.54983,0
2156,5567.355321,-3E-07,5567.355321,5567.355321,0
2157,11592.31352950209,0,11592.31352950209,11592.31352950209,0
2158,7952.8562784000005,0,7952.8562784000005,7952.8562784000005,0
2161,17553.59071,3.99999E-07,17553.59071,17553.59071,0
2162,6395.328830500001,0,6395.328830500001,6395.328830500001,0
2163,12519.88609,-2.4E-06,12519.88609,12519.88609,0
2164,9522.154691,-2E-07,9522.154691,9522.154691,0
2165,10955.96954,-3.99999E-07,10955.96954,10955.96954,0
2166,10124.092509299999,0,10124.092509299999,10124.092509299999,0
2167,8798.784118,2E-07,8798.784118,8798.784118,0
2170,755.4959175,0,755.4959175,755.4959175,0
2171,2084.044774,0,2084.044774,2084.044774,0
2200,5040.282447,3E-07,5040.282447,5040.282447,0
2201,44495.26372010209,0,44495.26372010209,44495.26372010209,0
2202,18610.486247599998,0,18610.486247599998,18610.486247599998,0
2203,18650.02277,3.2E-06,18650.02277,18650.02277,0
2204,10677.236942200001,0,10677.236942200001,10677.236942200001,0
2205,12823.69067,4.3E-06,12823.69067,12823.69067,0
2206,3885.45377,3E-07,3885.45377,3885.45377,0
2207,1251.6909,-5E-07,1251.6909,1251.6909,0
2208,26253.82353620209,0,26253.82353620209,26253.82353620209,0
2209,9371.040035,3.99999E-07,9371.040035,9371.040035,0
2210,22360.57779260209,0,22360.57779260209,22360.57779260209,0
2211,11773.02506700209,0,11773.02506700209,11773.02506700209,0
2212,13544.18123480209,0,13544.18123480209,13544.18123480209,0
2213,16959.5044,1.4E-06,16959.5044,16959.5044,0
2214,18735.86973720209,0,18735.86973720209,18735.86973720209,0
2215,15475.10693130209,0,15475.10693130209,15475.10693130209,0
2216,9607.740378,-4.00001E-07,9607.740378,9607.740378,0
2217,2011.764556,4E-07,2011.764556,2011.764556,0
2218,27320.35587970209,0,27320.35587970209,27320.35587970209,0
2298,31368.65553,4.16E-06,31368.65553,31368.65553,0
2299,18323.10941,-4.17E-06,18323.10941,18323.10941,0
2300,20007.00451,-4.8E-06,20007.00451,20007.00451,0
2301,16619.34908,3.57E-06,16619.34908,16619.34908,0
2302,16770.36797,3.41E-06,16770.36797,16770.36797,0
2303,13334.407656970001,0,13334.407656970001,13334.407656970001,0
2304,13905.188485300001,0,13905.188485300001,13905.188485300001,0
2305,43415.43491,2.45E-06,43415.43491,43415.43491,0
2306,13051.0073,-4.9E-06,13051.0073,13051.0073,0
2307,39794.33757,-8.80005E-07,39794.33757,39794.33757,0
2308,18046.44517,1.34E-06,18046.44517,18046.44517,0
2309,13945.46645,-7.00002E-08,13945.46645,13945.46645,0
2310,9201.723942,-1.00001E-07,9201.723942,9201.723942,0
2311,49895.98309,-3.17E-06,49895.98309,49895.98309,0
2312,17250.71017,-4.76E-06,17250.71017,17250.71017,0
2313,27205.69118,-2.97E-06,27205.69118,27205.69118,0
2314,29634.996568540002,0,29634.996568540002,29634.996568540002,0
2315,21641.36092,-3.46E-06,21641.36092,21641.36092,0
2316,12408.40798,2.3E-06,12408.40798,12408.40798,0
2318,7481.038597,4E-07,7481.038597,7481.038597,0
2319,6392.468079,2E-07,6392.468079,6392.468079,0
2320,689.8597453,0,689.8597453,689.8597453,0
2321,4713.451686,1.7E-07,4713.451686,4713.451686,0
2322,5855.064558,3E-07,5855.064558,5855.064558,0
2323,3404.31613,9.99999E-08,3404.31613,3404.31613,0
2324,5409.145497,6.99993E-08,5409.145497,5409.145497,0
2325,12635.06601,3.47E-06,12635.06601,12635.06601,0
2328,6063.45323,0,6063.45323,6063.45323,0
2329,5173.506393,-9.99999E-08,5173.506393,5173.506393,0
2330,10089.9548,1.5E-06,10089.9548,10089.9548,0
2331,14520.94887,4.5E-06,14520.94887,14520.94887,0
2334,11145.61136,-2.5E-06,11145.61136,11145.61136,0
2335,3452.0228730999997,0,3452.0228730999997,3452.0228730999997,0
2336,3767.1817006700003,0,3767.1817006700003,3767.1817006700003,0
2337,7899.782003,-5E-07,7899.782003,7899.782003,0
2338,6265.180743,-9.99999E-08,6265.180743,6265.180743,0
2339,6537.416607,-7.00002E-08,6537.416607,6537.416607,0
2340,27250.36958,-1.57E-06,27250.36958,27250.36958,0
2341,14961.305117599999,0,14961.305117599999,14961.305117599999,0
2342,22344.64819,4.315E-06,22344.64819,22344.64819,0
2343,12411.87067,3E-06,12411.87067,12411.87067,0
2346,13885.61129,-6.00001E-07,13885.61129,13885.61129,0
2347,17775.65665,-3.1E-06,17775.65665,17775.65665,0
2348,13394.079,-1.1E-06,13394.079,13394.079,0
