num_opportunities,EMP_2016,,,,
631,253943.0074,698.7009996,253244.3064,8389.697733,244854.6086
632,218129.9297,698.700997,217431.2287,4017.505886,213413.7228
633,6684.538174,1.7E-07,6684.538174,5557.376103,1127.162071
634,45224.36089,1.6E-06,45224.36089,3296.027619,41928.33327
635,240.59718442000002,0,240.59718442000002,240.59718442000002,0
636,334738.1498,13433.64632,321304.5035,33288.51613,288015.9873
637,442708.2611,13433.64634,429274.6148,34250.60272,395024.0121
638,133746.0211,698.7010303,133047.3201,11018.89361,122028.4265
639,10036.16404,4.57E-06,10036.16404,9939.071995,97.09204977
640,178875.5816,698.7010331,178176.8806,27721.0511,150455.8295
641,19283.106059269998,0,19283.106059269998,18885.373950999998,397.7321083
642,167493.2038,698.7009774,166794.5028,16338.67324,150455.8295
643,51264.21105,-2.12E-06,51264.21105,12034.13349,39230.07755
644,60897.95231,2.48E-06,60897.95231,27329.85053,33568.10178
645,53660.56701,-4.32E-06,53660.56701,14236.28282,39424.28418
646,52091.89844,4.48E-06,52091.89844,12968.25432,39123.64412
647,257729.98,698.7010263,257031.27900388002,12496.16507,244535.1139
650,30705.8457,9.99971E-08,30705.8457,30705.8457,0
651,45071.26822,-3.9E-06,45071.26822,45071.26822,0
652,27093.59722,-3.3E-06,27093.59722,27093.59722,0
653,45654.62447,5.99997E-07,45654.62447,45654.62447,0
654,315491.1109,13433.64633,302057.4646,162619.7028,139437.7618
655,31310.22764,4.4E-06,31310.22764,31310.22764,0
656,347656.0106,698.701044,346957.3096,220385.3483,126571.9613
657,462684.1303,22687.60845,439996.5219,50289.98054,389706.5413
658,55512.72462,3.81E-06,55512.72462,31434.61336,24078.11127
659,270973.4517,13433.6464,257539.8053,29674.37995,227865.4254
660,110037.1095,698.7010096,109338.4085,34998.11854,74340.28994
661,36473.6664,474.9136994,35998.7527,35998.7527,0
662,14784.06029,0,14784.06029,14784.06029,0
663,242939.7136,12958.73266,229980.98094023002,31694.657733750002,198286.3232
664,8330.301557,2.99999E-07,8330.301557,8330.301557,0
665,68163.66617,-2.49999E-06,68163.66617,51733.46705,16430.19911
666,394723.37148591003,0,394723.37148591003,379209.0888,15514.2827
667,39983.5855,2.9E-06,39983.5855,39983.5855,0
668,68543.53967,-2.4E-06,68543.53967,68543.53967,0
700,8330.301557,2.99999E-07,8330.301557,8330.301557,0
701,3446.323634,3E-07,3446.323634,3446.323634,0
702,14063.81545,4.6E-06,14063.81545,14063.81545,0
703,11459.47284,3.5E-06,11459.47284,11459.47284,0
704,9695.167467,3E-07,9695.167467,9695.167467,0
705,75083.33948,4.80001E-06,75083.33948,70369.73266,4713.606822
706,90783.17962,-3.3E-06,90783.17962,79557.00883969999,11226.17078
707,42747.72312,-3.2E-06,42747.72312,38034.11629,4713.606822
710,38506.50258,-2E-06,38506.50258,38506.50258,0
711,69384.29594,-2.2E-06,69384.29594,69384.29594,0
712,44955.68677,-5.99997E-07,44955.68677,44955.68677,0
713,25325.9155,3.2E-06,25325.9155,25325.9155,0
714,20072.93551,0,20072.93551,20072.93551,0
715,17729.65975,4.9E-06,17729.65975,17729.65975,0
716,16584.69556,-2E-06,16584.69556,16584.69556,0
717,10231.45579,-2.9E-06,10231.45579,10231.45579,0
718,41081.601205599996,0,41081.601205599996,41081.601205599996,0
719,312544.0504,-3.6E-05,312544.0504,261267.9951,51276.05528
720,42554.99107,1.6E-06,42554.99107,42554.99107,0
723,49769.9483,-3.2E-06,49769.9483,45056.34147,4713.606822
724,12836.69597,5E-07,12836.69597,12836.69597,0
725,137747.3639,-4.9E-05,137747.3639,135082.2691,2665.094775
726,9338.961236,-4.99998E-07,9338.961236,9338.961236,0
727,12736.41536,2.9E-06,12736.41536,12736.41536,0
728,11796.548707400001,0,11796.548707400001,11796.548707400001,0
731,49816.65168,-2.4E-06,49816.65168,38590.4809,11226.17078
732,9750.13001,2E-07,9750.13001,9750.13001,0
733,135792.8813,2.57E-05,135792.8813,102736.9967,33055.88458
734,189310.377,3.94E-05,189310.377,156552.5166,32757.8604
735,19869.14712,4.6E-06,19869.14712,19869.14712,0
736,620274.6313,2.047E-05,620274.6313,581124.9441,39149.68727
737,274130.8016,3.60998E-06,274130.8016,253694.571,20436.23065
738,362235.0167,1.97004E-06,362235.0167,351636.2119,10598.80478
739,125949.7441,-1.1E-05,125949.7441,123284.6493,2665.094775
740,104561.00751160001,0,104561.00751160001,88130.8084,16430.19911
741,255629.9256,3.77E-05,255629.9256,222872.0652,32757.8604
742,254730.0207,4.06E-05,254730.0207,221972.1603,32757.8604
743,21123.37765,-2.6E-06,21123.37765,21123.37765,0
744,273774.398,-3.489E-05,273774.398,250731.3833,23043.01471
745,121938.3851,1.758E-05,121938.3851,88882.50054,33055.88458
800,32.68154633,0,32.68154633,32.68154633,0
801,40330.523965600005,0,40330.523965600005,23900.324852600002,16430.19911
802,72932.46163,3.5E-06,72932.46163,61706.29086,11226.17078
803,41358.82697,4.18E-06,41358.82697,24928.62786,16430.19911
804,271947.7547,5.18002E-06,271947.7547,254505.5931,17442.16163
805,18919.33736,-9E-07,18919.33736,18919.33736,0
806,55107.718823480005,0,55107.718823480005,52442.62405,2665.094775
807,413016.1768,5.37001E-06,413016.1768,406848.9759,6167.200896
808,322007.6778,-2.521E-05,322007.6778,311462.1616,10545.51615
812,67269.36112,-3.148E-06,67269.36112,67269.36112,0
813,66916.76894,5.6201E-07,66916.76894,66916.76894,0
814,48221.89748,-4.538E-06,48221.89748,48221.89748,0
815,28302.54594,1.152E-06,28302.54594,28302.54594,0
816,55523.49267,-2.27999E-07,55523.49267,55523.49267,0
817,74550.88739,2.27199E-06,74550.88739,74550.88739,0
818,69928.52513,-4.14799E-06,69928.52513,69928.52513,0
819,73984.87467651001,0,73984.87467651001,73984.87467651001,0
820,79883.11939126201,0,79883.11939126201,79883.11939126201,0
821,36934.17412,-4.328E-06,36934.17412,36934.17412,0
824,312568.8996,-3.34E-05,312568.8996,300665.0528,11903.8468
825,319763.6339,3.9452E-05,319763.6339,307859.7871,11903.8468
826,467214.4111,-3.9698E-05,467214.4111,459089.7252,8124.685889
827,439516.6541,2.307E-05,439516.6541,422466.2081,17050.44599
828,600526.6026,3.366E-05,600526.6026,551724.4455,48802.15711
829,10935.07163,2.51999E-07,10935.07163,10935.07163,0
830,11038.60962,9.00001E-07,11038.60962,11038.60962,0
831,392741.5706,-3.3778E-05,392741.5706,362558.402,30183.1686
832,202283.3152,3.16199E-06,202283.3152,199618.2204,2665.094775
833,103592.7975,-7.23801E-06,103592.7975,103592.7975,0
834,63573.016470462004,0,63573.016470462004,63573.016470462004,0
835,89477.86916,1.062E-06,89477.86916,89477.86916,0
836,569166.5613,3.1042E-05,569166.5613,549959.4968,19207.0645
837,346089.1645,-4.6368E-05,346089.1645,334923.0787,11166.08579
894,65767.32923,-2.4E-06,65767.32923,61053.72241,4713.606822
895,254624.2472,3.871E-05,254624.2472,231119.0377,23505.20955
896,228086.3767,-1.725E-05,228086.3767,205872.4986,22213.87805
897,23169.80687,-1.5E-06,23169.80687,23169.80687,0
898,41809.86012,-2.59E-06,41809.86012,41809.86012,0
899,12857.48746,-4.2E-06,12857.48746,12857.48746,0
900,27785.45773,-4.09E-06,27785.45773,27785.45773,0
901,29041.807290509998,0,29041.807290509998,29041.807290509998,0
902,26317.4903,2.91E-06,26317.4903,26317.4903,0
903,38538.358636209996,0,38538.358636209996,38538.358636209996,0
904,84046.70011,3.00999E-06,84046.70011,84046.70011,0
905,17920.70115,3.96E-06,17920.70115,17920.70115,0
906,20968.1374,2.97E-06,20968.1374,20968.1374,0
907,16153.596108009999,0,16153.596108009999,16153.596108009999,0
910,231448.9754,-3.74E-05,231448.9754,198691.115,32757.8604
911,40796.43687,-3.99996E-07,40796.43687,36082.83005,4713.606822
912,23864.23478,9.1E-07,23864.23478,23864.23478,0
913,323476.5746,-4.489E-05,323476.5746,276832.0178,46644.55681
914,29371.970536599998,0,29371.970536599998,29371.970536599998,0
915,137217.0097,-3.579E-05,137217.0097,134551.9149,2665.094775
916,29655.64642,2.8E-06,29655.64642,29655.64642,0
917,94162.99195,-1.6E-06,94162.99195,77732.79284,16430.19911
918,40794.70329,-1.1E-06,40794.70329,40794.70329,0
919,28514.24947,8.1E-07,28514.24947,28514.24947,0
920,30809.14449,3E-06,30809.14449,30809.14449,0
921,46915.62853,-2.90005E-07,46915.62853,46915.62853,0
922,34691.907921109996,0,34691.907921109996,34691.907921109996,0
924,32575.10982,2.87E-06,32575.10982,32575.10982,0
925,12529.0658,1.55E-06,12529.0658,12529.0658,0
926,15021.28497,3.16E-06,15021.28497,15021.28497,0
927,24950.53088,4.72E-06,24950.53088,24950.53088,0
928,11503.20769,8.2E-07,11503.20769,11503.20769,0
931,26392.8796,-2.49E-06,26392.8796,26392.8796,0
932,20695.09829,0,20695.09829,20695.09829,0
933,25714.87172,-4.84E-06,25714.87172,25714.87172,0
934,23296.07075,2E-06,23296.07075,23296.07075,0
935,22919.66061,3.8E-06,22919.66061,22919.66061,0
936,25618.95966,-4.65E-06,25618.95966,25618.95966,0
939,189359.4944,4.0852E-05,189359.4944,189359.4944,0
940,30557.73152,-4.468E-06,30557.73152,30557.73152,0
941,32064.00654,-1.078E-06,32064.00654,32064.00654,0
942,15466.0436,-2.03E-06,15466.0436,15466.0436,0
943,18569.857851099998,0,18569.857851099998,18569.857851099998,0
944,24252.20715,-2.53E-06,24252.20715,24252.20715,0
945,28941.79688,-3.18E-06,28941.79688,28941.79688,0
946,22446.75905,-2.13E-06,22446.75905,22446.75905,0
949,13925.48949,-4.038E-06,13925.48949,13925.48949,0
950,198741.671,-3.909E-05,198741.671,175236.4614,23505.20955
951,37279.07053,2.812E-06,37279.07053,37279.07053,0
952,113352.9039,-4.8388E-05,113352.9039,113352.9039,0
953,124479.3289,-2.17E-05,124479.3289,124479.3289,0
954,41311.49033,-3.788E-06,41311.49033,41311.49033,0
955,22205.10214,-2.29E-06,22205.10214,22205.10214,0
958,31464.20927,2.1E-06,31464.20927,31464.20927,0
959,9915.839012,-1.00001E-07,9915.839012,9915.839012,0
960,13768.20939,7E-07,13768.20939,13768.20939,0
961,28828.62887,6.99998E-07,28828.62887,28828.62887,0
962,13431.31515,1.2E-06,13431.31515,13431.31515,0
963,59660.256152199996,0,59660.256152199996,59660.256152199996,0
964,39832.541928779996,0,39832.541928779996,39832.541928779996,0
965,17946.22328,3E-06,17946.22328,17946.22328,0
966,26131.92132,-4.7E-06,26131.92132,26131.92132,0
967,35399.701133099996,0,35399.701133099996,35399.701133099996,0
968,40037.82543,-3.3E-06,40037.82543,40037.82543,0
969,95636.83159,-4.46E-06,95636.83159,95636.83159,0
970,160860.8782,4.384E-05,160860.8782,160860.8782,0
971,101850.6957,-6.26E-06,101850.6957,101850.6957,0
972,10677.46171,-3.4E-06,10677.46171,10677.46171,0
973,20651.810911599998,0,20651.810911599998,20651.810911599998,0
974,53872.163807799996,0,53872.163807799996,53872.163807799996,0
975,29776.71716,-9E-07,29776.71716,29776.71716,0
976,2113.309602,0,2113.309602,2113.309602,0
977,10954.87923,-3.6E-06,10954.87923,10954.87923,0
978,3082.518626,4E-07,3082.518626,3082.518626,0
979,22360.2746,3.99999E-07,22360.2746,22360.2746,0
980,30688.75731,-7.00002E-07,30688.75731,30688.75731,0
981,9729.719471,9.99989E-08,9729.719471,9729.719471,0
982,23459.46316,-2.5E-06,23459.46316,23459.46316,0
983,23665.96317,-2.7E-06,23665.96317,23665.96317,0
984,3024.2682640999997,0,3024.2682640999997,3024.2682640999997,0
999,37481.17119,-1.02E-06,37481.17119,37481.17119,0
1000,9102.390478500001,0,9102.390478500001,9102.390478500001,0
1001,5976.302988,-5E-07,5976.302988,5976.302988,0
1002,10370.900031500001,0,10370.900031500001,10370.900031500001,0
1003,13588.61627,-1.99E-06,13588.61627,13588.61627,0
1004,3823.204548,-1.6E-07,3823.204548,3823.204548,0
1005,4097.453189,-3.09999E-07,4097.453189,4097.453189,0
1006,46838.22196,-2.81E-06,46838.22196,46838.22196,0
1007,103879.3089,3.154E-05,103879.3089,103879.3089,0
1008,4167.539356,-1.6E-07,4167.539356,4167.539356,0
1009,76153.40605,7.79997E-07,76153.40605,76153.40605,0
1010,31374.42986,-1.68E-06,31374.42986,31374.42986,0
1011,50970.11379,3.19E-06,50970.11379,50970.11379,0
1012,22159.26602,-1.18E-06,22159.26602,22159.26602,0
1013,64062.24201,3.30001E-07,64062.24201,64062.24201,0
1014,898.8967064,0,898.8967064,898.8967064,0
1015,58984.21447,4.00003E-07,58984.21447,58984.21447,0
1016,36750.03388,4.09999E-06,36750.03388,36750.03388,0
1017,49383.04319,3.00002E-07,49383.04319,49383.04319,0
1018,54884.157014000004,0,54884.157014000004,54884.157014000004,0
1019,81522.84738,-1.40001E-06,81522.84738,81522.84738,0
1020,52767.19291,-4.83E-06,52767.19291,52767.19291,0
1021,60585.03934,1.07E-06,60585.03934,60585.03934,0
1022,34607.63273,-1.13E-06,34607.63273,34607.63273,0
1023,88927.30891657001,0,88927.30891657001,88927.30891657001,0
1024,65851.11667,-3.14E-06,65851.11667,65851.11667,0
1025,89952.05343,4.60001E-06,89952.05343,89952.05343,0
1026,80921.70908,-3.44E-06,80921.70908,80921.70908,0
1027,70649.88282,2.46E-06,70649.88282,70649.88282,0
1028,56813.147893170004,0,56813.147893170004,56813.147893170004,0
1029,66460.97587586001,0,66460.97587586001,66460.97587586001,0
1030,300244.7907,-3.53E-05,300244.7907,267486.9303,32757.8604
1031,17856.728428899998,0,17856.728428899998,17856.728428899998,0
1032,2647.176045,-2E-07,2647.176045,2647.176045,0
1033,4836.413884,-9.99999E-08,4836.413884,4836.413884,0
1034,4410.515375800001,0,4410.515375800001,4410.515375800001,0
1035,8649.905449,3E-07,8649.905449,8649.905449,0
1036,81339.35565,1.25001E-06,81339.35565,81339.35565,0
1037,37423.21383,3.55E-06,37423.21383,37423.21383,0
1038,14819.00457,1.00001E-07,14819.00457,14819.00457,0
1039,12740.14451,-1.9E-06,12740.14451,12740.14451,0
1040,7906.143347,2E-07,7906.143347,7906.143347,0
1041,26806.8481,-4.1E-06,26806.8481,26806.8481,0
1042,26846.9407,2.59999E-07,26846.9407,26846.9407,0
1043,51519.96806,-1E-06,51519.96806,51519.96806,0
1044,44160.43643,2.55E-06,44160.43643,44160.43643,0
1045,57574.28485,2.25E-06,57574.28485,57574.28485,0
1046,55578.427759750004,0,55578.427759750004,55578.427759750004,0
1047,38067.32171,6.50005E-07,38067.32171,38067.32171,0
1048,85503.28959,5.50004E-07,85503.28959,85503.28959,0
1049,111390.9212,-1.405E-05,111390.9212,106677.3144,4713.606822
1050,151790.3682,5.44E-06,151790.3682,135360.1691,16430.19911
1051,66854.3384,4.90001E-06,66854.3384,66854.3384,0
1052,112195.7576,-1.265E-05,112195.7576,112195.7576,0
1053,108129.7316,2.951E-05,108129.7316,108129.7316,0
1054,94358.88182,-1.75E-06,94358.88182,94358.88182,0
1055,148631.0872,-7.56001E-06,148631.0872,148631.0872,0
1056,95825.51882,3.24E-06,95825.51882,95825.51882,0
1057,126922.6238,1.232E-05,126922.6238,126922.6238,0
1058,111283.8593,4.965E-05,111283.8593,111283.8593,0
1059,146307.3087,4.784E-05,146307.3087,146307.3087,0
1060,77207.34782,-1.25999E-06,77207.34782,77207.34782,0
1061,85316.49355,2.43E-06,85316.49355,85316.49355,0
1062,97162.75456,5.39992E-07,97162.75456,97162.75456,0
1063,67267.35253,-2.91E-06,67267.35253,67267.35253,0
1064,66058.99644,3.29E-06,66058.99644,66058.99644,0
1065,73454.92444,-6.69999E-07,73454.92444,73454.92444,0
1066,56402.91845,-4.81E-06,56402.91845,56402.91845,0
1067,57423.8132,-4.89999E-06,57423.8132,57423.8132,0
1068,10124.45253,-4.8E-06,10124.45253,10124.45253,0
1069,68965.06908,-4.87E-06,68965.06908,68965.06908,0
1070,35384.52513,-3.52E-06,35384.52513,35384.52513,0
1071,6178.728176,-3.99999E-07,6178.728176,6178.728176,0
1072,52835.72444,-4.1E-07,52835.72444,52835.72444,0
1073,73702.1832,-2.32999E-06,73702.1832,73702.1832,0
1074,94725.42845,-6.50005E-07,94725.42845,94725.42845,0
1075,15819.99323,-4.3E-06,15819.99323,15819.99323,0
1076,23782.44483,1.9E-06,23782.44483,23782.44483,0
1077,25795.031204760002,0,25795.031204760002,25795.031204760002,0
1078,10063.029521100001,0,10063.029521100001,10063.029521100001,0
1079,17015.85571,-3.04E-06,17015.85571,17015.85571,0
1080,2587.797101,2E-07,2587.797101,2587.797101,0
1081,29735.58054,2.65E-06,29735.58054,29735.58054,0
1082,13667.93916,-3.99999E-07,13667.93916,13667.93916,0
1083,5342.665958,1.5E-07,5342.665958,5342.665958,0
1084,42968.02942,-1.75E-06,42968.02942,42968.02942,0
1085,83164.01821,-1.93999E-06,83164.01821,83164.01821,0
1087,8995.972196,-5E-07,8995.972196,8995.972196,0
1088,22888.512804859998,0,22888.512804859998,22888.512804859998,0
1089,9321.129048,-4.00001E-07,9321.129048,9321.129048,0
1090,4760.088232,0,4760.088232,4760.088232,0
1091,6340.888151,-9.99999E-08,6340.888151,6340.888151,0
1092,3960.07888,-5E-07,3960.07888,3960.07888,0
1093,104112.8151,-2.944E-05,104112.8151,104112.8151,0
1095,91422.08761,-2.01E-06,91422.08761,91422.08761,0
1096,4398.410905,-2.9E-07,4398.410905,4398.410905,0
1097,67483.72761,1.39E-06,67483.72761,67483.72761,0
1099,102464.1361,-3.26E-05,102464.1361,102464.1361,0
1100,2858.8440474999998,0,2858.8440474999998,2858.8440474999998,0
1101,3313.768105,2E-07,3313.768105,3313.768105,0
1102,8166.460181,4.19999E-07,8166.460181,8166.460181,0
1103,5714.535434,4.09999E-07,5714.535434,5714.535434,0
1104,4171.538123,2.1E-07,4171.538123,4171.538123,0
1105,9285.778055,9.99898E-09,9285.778055,9285.778055,0
1106,9385.084807,-3.8E-07,9385.084807,9385.084807,0
1107,8622.879541,0,8622.879541,8622.879541,0
1108,10018.25797,-1.7E-06,10018.25797,10018.25797,0
1109,6878.788188,-8.00001E-08,6878.788188,6878.788188,0
1110,9535.373085,-3.8E-07,9535.373085,9535.373085,0
1111,22162.80663,-4.93E-06,22162.80663,22162.80663,0
1112,37917.46775,9.69994E-07,37917.46775,37917.46775,0
1113,4740.53224,-9.99989E-09,4740.53224,4740.53224,0
1114,2062.052122,4.6E-07,2062.052122,2062.052122,0
1115,3286.2414981800002,0,3286.2414981800002,3286.2414981800002,0
1116,8834.240905,5.99994E-08,8834.240905,8834.240905,0
1117,24336.30355,-1.54E-06,24336.30355,24336.30355,0
1118,12532.6527,-3.6E-06,12532.6527,12532.6527,0
1119,37904.54345,1.46E-06,37904.54345,37904.54345,0
1120,20516.30472,2.46E-06,20516.30472,20516.30472,0
1121,7611.515800300001,0,7611.515800300001,7611.515800300001,0
1122,35611.10701,-1.04E-06,35611.10701,35611.10701,0
1123,16808.37468,2.4E-06,16808.37468,16808.37468,0
1124,14467.787241600001,0,14467.787241600001,14467.787241600001,0
1125,44116.57684,-4.39999E-07,44116.57684,44116.57684,0
1126,59556.80157,2.06E-06,59556.80157,59556.80157,0
1127,2564.833352,-1E-07,2564.833352,2564.833352,0
1128,3247.124428,1.6E-07,3247.124428,3247.124428,0
1129,6298.627344,7.99992E-08,6298.627344,6298.627344,0
1130,2332.056438,4.9E-07,2332.056438,2332.056438,0
1131,9792.15593,-3.4E-07,9792.15593,9792.15593,0
1132,2487.942812,-2E-07,2487.942812,2487.942812,0
1133,2417.141317,-4.1E-07,2417.141317,2417.141317,0
1134,5896.8148902699995,0,5896.8148902699995,5896.8148902699995,0
1135,3439.528722,-4.4E-07,3439.528722,3439.528722,0
1198,4512.206812,-4.9E-07,4512.206812,4512.206812,0
1200,6384.634456,2.00001E-07,6384.634456,6384.634456,0
1201,8751.678443,2.99999E-07,8751.678443,8751.678443,0
1202,6898.31669,-2E-07,6898.31669,6898.31669,0
1203,9068.827733,1.00001E-07,9068.827733,9068.827733,0
1204,5858.373285,-9.99999E-08,5858.373285,5858.373285,0
1205,5523.004273,-3E-07,5523.004273,5523.004273,0
1206,8510.359244,-3.99999E-07,8510.359244,8510.359244,0
1207,5891.850944,3E-07,5891.850944,5891.850944,0
1209,21139.26415,3.58E-06,21139.26415,21139.26415,0
1210,12754.41902,-2.5E-06,12754.41902,12754.41902,0
1211,7213.629725,3E-07,7213.629725,7213.629725,0
1212,9175.137755,-3.99999E-07,9175.137755,9175.137755,0
1213,11123.22132,4.9E-06,11123.22132,11123.22132,0
1214,9005.573158899999,0,9005.573158899999,9005.573158899999,0
1215,15796.75201,1E-06,15796.75201,15796.75201,0
1216,7462.5406739850005,0,7462.5406739850005,7462.5406739850005,0
1217,2952.1305248999997,0,2952.1305248999997,2952.1305248999997,0
1218,38363.11988,1.58E-06,38363.11988,38363.11988,0
1219,40949.62802,4.48E-06,40949.62802,40949.62802,0
1220,83899.61117193999,0,83899.61117193999,83899.61117193999,0
1221,22570.80475,-1.34E-06,22570.80475,22570.80475,0
1222,52437.80032,-2.20003E-07,52437.80032,52437.80032,0
1223,13862.52152,2.96E-06,13862.52152,13862.52152,0
1224,83605.74601,4.23999E-06,83605.74601,83605.74601,0
1225,12840.07483,6.00012E-08,12840.07483,12840.07483,0
1226,31613.47319,3.44E-06,31613.47319,31613.47319,0
1227,33025.85571,-2.12E-06,33025.85571,33025.85571,0
1228,30063.89851,-4.23E-06,30063.89851,30063.89851,0
1229,7326.472346,-2.29999E-07,7326.472346,7326.472346,0
1230,10633.46507,-3.74E-06,10633.46507,10633.46507,0
1231,7875.001379,3.6E-07,7875.001379,7875.001379,0
1234,3537.95825,1.06998E-08,3537.95825,3537.95825,0
1235,1722.022844,-4.6E-07,1722.022844,1722.022844,0
1236,2750.615538,1.4E-07,2750.615538,2750.615538,0
1237,3831.934982,3.3E-07,3831.934982,3831.934982,0
1238,3681.550312,0,3681.550312,3681.550312,0
1239,4122.59405,-2.89299E-07,4122.59405,4122.59405,0
1240,2320.2162,-5.99998E-08,2320.2162,2320.2162,0
1241,2156.457034,-2.493E-07,2156.457034,2156.457034,0
1242,2748.029558,-6.00003E-08,2748.029558,2748.029558,0
1243,2538.470572,3E-07,2538.470572,2538.470572,0
1244,1891.471898,-1.893E-07,1891.471898,1891.471898,0
1245,6068.551673800001,0,6068.551673800001,6068.551673800001,0
1246,20108.659145110698,0,20108.659145110698,20108.659145110698,0
1249,8423.59843,-2.39999E-07,8423.59843,8423.59843,0
1250,3959.194567,-1.3E-07,3959.194567,3959.194567,0
1251,6259.9449044600005,0,6259.9449044600005,6259.9449044600005,0
1252,7241.518842,-3.4E-07,7241.518842,7241.518842,0
1253,27088.51572,1.895E-06,27088.51572,27088.51572,0
1254,9601.537391670001,0,9601.537391670001,9601.537391670001,0
1255,10889.51072,-2.11E-06,10889.51072,10889.51072,0
1256,9236.574258,3.6E-07,9236.574258,9236.574258,0
1257,6646.865557,-2E-07,6646.865557,6646.865557,0
1260,3312.268994,9.99999E-08,3312.268994,3312.268994,0
1261,8937.21285,-3.09999E-07,8937.21285,8937.21285,0
1262,3324.973339,2.5E-07,3324.973339,3324.973339,0
1263,23155.96381,2.7507E-06,23155.96381,23155.96381,0
1264,12059.24469,3.50001E-07,12059.24469,12059.24469,0
1265,11810.10091,-1.15E-06,11810.10091,11810.10091,0
1266,13457.83144,4.55E-06,13457.83144,13457.83144,0
1267,24540.27059,2.935E-06,24540.27059,24540.27059,0
1270,5264.1664898300005,0,5264.1664898300005,5264.1664898300005,0
1271,25623.535646930002,0,25623.535646930002,25623.535646930002,0
1272,26459.35244,1.23E-06,26459.35244,26459.35244,0
1273,31831.34719,4.49E-06,31831.34719,31831.34719,0
1274,31460.61145,-3.61E-06,31460.61145,31460.61145,0
1275,6539.791295,1.9E-07,6539.791295,6539.791295,0
1276,24325.59302,4.89E-06,24325.59302,24325.59302,0
1277,67248.41957,2.26501E-06,67248.41957,67248.41957,0
1278,9881.471831,3.49999E-07,9881.471831,9881.471831,0
1279,8840.546503,4.5E-07,8840.546503,8840.546503,0
1280,8021.409025,-2.5E-07,8021.409025,8021.409025,0
1281,44222.55805,-1.16E-06,44222.55805,44222.55805,0
1283,7784.961644,-3E-07,7784.961644,7784.961644,0
1284,8114.879645,-3E-07,8114.879645,8114.879645,0
1285,5832.364674,-3E-07,5832.364674,5832.364674,0
1286,3333.466844,3E-07,3333.466844,3333.466844,0
1289,12022.09706,-3.2E-06,12022.09706,12022.09706,0
1300,32782.18591,4.08E-06,32782.18591,32782.18591,0
1301,25970.665926679998,0,25970.665926679998,25970.665926679998,0
1302,1126.215183,0,1126.215183,1126.215183,0
1303,17664.0326,2.68E-06,17664.0326,17664.0326,0
1304,27722.17462,3.78E-06,27722.17462,27722.17462,0
1305,34116.79353,-3.72E-06,34116.79353,34116.79353,0
1306,44077.31533,2.80001E-07,44077.31533,44077.31533,0
1307,6366.235953779999,0,6366.235953779999,6366.235953779999,0
1308,11665.79476,2.21E-06,11665.79476,11665.79476,0
1309,95950.31608,-2.22001E-06,95950.31608,95950.31608,0
1310,6504.398606,-3.9E-07,6504.398606,6504.398606,0
1311,8262.648461,1.49999E-07,8262.648461,8262.648461,0
1312,6058.121992,-1.7E-07,6058.121992,6058.121992,0
1313,10800.33927,-2.2E-06,10800.33927,10800.33927,0
1314,7444.216572,-4E-07,7444.216572,7444.216572,0
1315,7998.010768,-1.7E-07,7998.010768,7998.010768,0
1316,13541.4133,-2.32E-06,13541.4133,13541.4133,0
1317,11127.4754,2.38E-06,11127.4754,11127.4754,0
1318,21605.365063600002,0,21605.365063600002,21605.365063600002,0
1319,3958.889754,-4E-07,3958.889754,3958.889754,0
1320,13889.336587599999,0,13889.336587599999,13889.336587599999,0
1321,35783.82641,1.6E-06,35783.82641,35783.82641,0
1322,16237.50707,3E-06,16237.50707,16237.50707,0
1323,25761.19255,1.58E-06,25761.19255,25761.19255,0
1324,18441.458950599997,0,18441.458950599997,18441.458950599997,0
1325,47538.25286,4.8E-06,47538.25286,47538.25286,0
1326,183221.2079,-2.18E-05,183221.2079,149295.2174,33925.99046
1327,29358.27714,3.08E-06,29358.27714,29358.27714,0
1328,26807.1339,-7.00002E-07,26807.1339,26807.1339,0
1329,19205.48694,4E-06,19205.48694,19205.48694,0
1330,23054.35023,4.3E-06,23054.35023,23054.35023,0
1331,13683.415285300001,0,13683.415285300001,13683.415285300001,0
1332,35512.6915,-1.5E-06,35512.6915,35512.6915,0
1333,6106.126527,-2.00001E-07,6106.126527,6106.126527,0
1334,25899.92294,-1.02E-06,25899.92294,25899.92294,0
1335,20030.13924,-3.7E-06,20030.13924,20030.13924,0
1336,14621.84876,4.79999E-07,14621.84876,14621.84876,0
1337,16495.6682,-4.7E-06,16495.6682,16495.6682,0
1338,9340.384363199999,0,9340.384363199999,9340.384363199999,0
1339,7909.1470980700005,0,7909.1470980700005,7909.1470980700005,0
1340,5286.741542,-3.99999E-07,5286.741542,5286.741542,0
1341,40962.09274,-1.85E-06,40962.09274,40962.09274,0
1342,3811.474479,3.7E-07,3811.474479,3811.474479,0
1343,12113.651752400001,0,12113.651752400001,12113.651752400001,0
1344,7381.474762,-1.3E-07,7381.474762,7381.474762,0
1345,7437.567615,2.99997E-08,7437.567615,7437.567615,0
1346,1281.652971,0,1281.652971,1281.652971,0
1347,7404.028755,4.3E-07,7404.028755,7404.028755,0
1348,12998.71323,1.77E-06,12998.71323,12998.71323,0
1349,25027.602773079998,0,25027.602773079998,25027.602773079998,0
1351,4768.185371,-3.99999E-07,4768.185371,4768.185371,0
1400,3689.389575,4E-07,3689.389575,3689.389575,0
1401,3689.389575,4E-07,3689.389575,3689.389575,0
